iso3;EPI_confirmed_cum;EPI_dead_cum;EPI_recovered_cum;ECO_price_diff_2020-01-22;EMO_Sentiment;EMO_VAD_V;EMO_VAD_A;EMO_VAD_D;EMO_Big5_O;EMO_Big5_C;EMO_Big5_E;EMO_Big5_A;EMO_Big5_N;TWI_num;TWI_num_en;TWI_num_locallangs;TWI_num_unvhum;TWI_num_unvbot;TWI_num_verbot;TWI_num_verhum;TWI_num_unk;TWI_fol_all;TWI_fol_unvhum;TWI_fol_unvbot;TWI_fol_verbot;TWI_fol_verhum;TWI_fol_unk;FAC_num_reliable;FAC_num_unreliable;FAC_num_unknown;FAC_fol_reliable;FAC_fol_unreliable;FAC_fol_unknown;FAC_reliabile_num_local;FAC_reliabile_num_foreign;FAC_unreliabile_num_local;FAC_unreliabile_num_foreign;FAC_reliabile_fol_local;FAC_reliabile_fol_foreign;FAC_unreliabile_fol_local;FAC_unreliabile_fol_foreign;FAC_reliabile_num_00;FAC_reliabile_num_01;FAC_reliabile_num_10;FAC_reliabile_num_11;FAC_unreliabile_num_00;FAC_unreliabile_num_01;FAC_unreliabile_num_10;FAC_unreliabile_num_11;FAC_reliabile_fol_00;FAC_reliabile_fol_01;FAC_reliabile_fol_10;FAC_reliabile_fol_11;FAC_unreliabile_fol_00;FAC_unreliabile_fol_01;FAC_unreliabile_fol_10;FAC_unreliabile_fol_11
BEL;200.0;0.0;1.0;-0.14997548779270076;-0.10449971935006779;5.296397003087276;5.279997309393777;4.313124145725482;-0.0019488055146479647;-0.0012587764535722734;-0.027052509537986765;-0.0004132509746419292;0.07120516773239167;294765.0;127904.0;116689.0;160662.0;124235.0;1606.0;8260.0;2.0;1876106456.0;255166694.0;514212564.0;145172592.0;961554606.0;0.0;24289.0;6459.0;17440.0;413920635.0;47299965.0;266609241.0;6213.0;18076.0;1666.0;4793.0;204082405.0;209838230.0;2128291.0;45171674.0;10570.0;12801.0;58.0;860.0;3035.0;3393.0;6.0;25.0;20125036.0;172061368.0;1197301.0;220536930.0;4635378.0;40722759.0;147068.0;1794760.0
BEN;;;;;-0.05399339614096575;5.366848739530678;5.31866804666208;4.321497338296308;-0.0027736580353429296;-0.0015691698624577125;-0.02660161543577141;-0.0007024851022959905;0.06625434455540716;20609.0;9511.0;5919.0;12095.0;8390.0;22.0;101.0;1.0;36682299.0;17339814.0;13087256.0;815634.0;5439595.0;0.0;1186.0;342.0;1278.0;1774518.0;749576.0;2859123.0;274.0;912.0;64.0;278.0;323199.0;1451319.0;78191.0;671385.0;778.0;408.0;0.0;0.0;198.0;144.0;0.0;0.0;1100135.0;674383.0;0.0;0.0;350966.0;398610.0;0.0;0.0
BFA;;;;;-0.0956124327277105;5.33190527585632;5.302202684274426;4.309577684586709;-0.002891282010859997;-0.0021373503451653534;-0.029057775520804865;-0.00046805624930422413;0.06729696527717277;33170.0;15447.0;5708.0;19136.0;13825.0;15.0;192.0;2.0;271516395.0;57423590.0;61781048.0;96627.0;152215130.0;0.0;1780.0;785.0;1401.0;8068119.0;3931593.0;25932585.0;232.0;1548.0;103.0;682.0;334877.0;7733242.0;166546.0;3765047.0;1134.0;639.0;0.0;7.0;441.0;344.0;0.0;0.0;3022748.0;2702004.0;0.0;2343367.0;1848816.0;2082777.0;0.0;0.0
BGD;3.0;0.0;0.0;;-0.0021053571767744076;5.412604918950853;5.340992603107582;4.282503297159557;-0.0012923989697984834;-0.0010388928281880427;-0.02565956609682406;0.0003256428631259321;0.06948135666247167;73264.0;48932.0;667.0;41610.0;31160.0;97.0;390.0;7.0;368426511.0;43214953.0;117858541.0;5764269.0;201588748.0;0.0;5439.0;1723.0;4886.0;7386926.0;2439390.0;8046499.0;10.0;5429.0;3.0;1720.0;71156.0;7315770.0;859.0;2438531.0;2964.0;2450.0;3.0;22.0;889.0;833.0;1.0;0.0;2939305.0;3299087.0;192663.0;955871.0;977927.0;1457476.0;3987.0;0.0
BGR;4.0;0.0;0.0;;-0.08259129811998378;5.3596075407243635;5.311193584434956;4.313979268772384;-0.002543570181808397;-0.0017575245068032922;-0.027555687861407236;-0.0008631295716048702;0.06870442914431059;28543.0;14473.0;442.0;16580.0;11852.0;46.0;65.0;0.0;47719973.0;29227561.0;13400733.0;613192.0;4478487.0;0.0;1812.0;722.0;1187.0;2761471.0;1743166.0;1932134.0;17.0;1795.0;7.0;715.0;12865.0;2748606.0;10151.0;1733015.0;1095.0;694.0;23.0;0.0;542.0;180.0;0.0;0.0;1754967.0;672881.0;333623.0;0.0;1558417.0;184749.0;0.0;0.0
BHR;85.0;0.0;4.0;;-0.0651333498502652;5.327617750236602;5.292355848800288;4.300612861258329;-0.001400210281826682;-0.0008317538842841438;-0.02237715455975538;0.00043989840142145964;0.0687929456611187;15955.0;9285.0;2303.0;8061.0;7271.0;40.0;583.0;0.0;48465834.0;10050180.0;13757569.0;1366753.0;23291332.0;0.0;825.0;244.0;897.0;1760311.0;395459.0;5148783.0;31.0;794.0;9.0;235.0;155653.0;1604658.0;118289.0;277170.0;425.0;394.0;2.0;4.0;112.0;132.0;0.0;0.0;809863.0;654903.0;4265.0;291280.0;167651.0;227808.0;0.0;0.0
BHS;;;;;-0.146001282204301;5.29012791131886;5.280213260358053;4.320610801664321;-0.0032273981925048383;-0.0016705834054216325;-0.026812289428490774;-0.0007147731331975145;0.06481064494264077;12709.0;10512.0;10512.0;7503.0;5151.0;19.0;35.0;1.0;42732990.0;10322430.0;27099368.0;2997688.0;2313504.0;0.0;688.0;347.0;689.0;1993277.0;737378.0;2327496.0;558.0;130.0;303.0;44.0;1866716.0;126561.0;682421.0;54957.0;421.0;264.0;1.0;2.0;233.0;114.0;0.0;0.0;539311.0;1276524.0;9108.0;168334.0;415622.0;321756.0;0.0;0.0
BIH;3.0;0.0;0.0;;-0.10687402374182611;5.3057491026413075;5.270634589204545;4.319471709399949;-0.0025770169184552256;-0.001677658905669462;-0.02746315582570743;-0.0001893874934443129;0.06755848614145393;20853.0;12183.0;7.0;12469.0;7951.0;34.0;398.0;1.0;111431446.0;68803468.0;18359475.0;208260.0;24060243.0;0.0;1213.0;434.0;912.0;4325011.0;3626454.0;4058798.0;0.0;1213.0;0.0;434.0;0.0;4325011.0;0.0;3626454.0;718.0;480.0;3.0;12.0;275.0;157.0;0.0;2.0;3244076.0;623426.0;5867.0;451642.0;3270670.0;259606.0;0.0;96178.0
BLR;6.0;0.0;0.0;;-0.09034270102122882;5.3524302341462295;5.3011743490720455;4.305424428571472;-0.0026090001821668213;-0.0016738058832914033;-0.025632845493279755;0.00014672294481600794;0.06774136577085972;8871.0;5822.0;421.0;5306.0;3502.0;21.0;42.0;0.0;15365415.0;7421387.0;3997269.0;753345.0;3193414.0;0.0;576.0;188.0;321.0;623751.0;254529.0;730347.0;21.0;555.0;3.0;185.0;14027.0;609724.0;2501.0;252028.0;394.0;182.0;0.0;0.0;103.0;85.0;0.0;0.0;459396.0;164355.0;0.0;0.0;166710.0;87819.0;0.0;0.0
BLZ;;;;;-0.08415011988808227;5.293640459408166;5.265958677346557;4.318931933655415;-0.001954238427076285;-0.0013173925207726736;-0.02614959861870253;-0.0007958553558779141;0.07011935789960716;4088.0;2992.0;2992.0;2262.0;1784.0;1.0;41.0;0.0;18140389.0;2174537.0;15714716.0;7141.0;243995.0;0.0;360.0;150.0;228.0;1537130.0;387538.0;876398.0;291.0;69.0;118.0;32.0;1439839.0;97291.0;362785.0;24753.0;157.0;200.0;0.0;3.0;88.0;60.0;0.0;2.0;158565.0;1329350.0;0.0;49215.0;110399.0;255149.0;0.0;21990.0
BOL;;;;;-0.09641798857386824;5.3054533290177925;5.27501096328607;4.32542767725602;-0.0023589184852131524;-0.0015011345620342018;-0.02659534292879325;-0.0005896125003461837;0.07101503558882723;81288.0;16668.0;53689.0;39249.0;40918.0;55.0;1063.0;3.0;812985756.0;46586805.0;438302811.0;5913369.0;322182771.0;0.0;3711.0;2311.0;13711.0;21021598.0;4011178.0;292466869.0;1472.0;2239.0;1584.0;727.0;3578040.0;17443558.0;2605101.0;1406077.0;1697.0;1993.0;1.0;20.0;1301.0;1007.0;0.0;3.0;1957734.0;18823736.0;12703.0;227425.0;1039269.0;2903053.0;0.0;68856.0
BRA;20.0;0.0;0.0;-0.1690765752601996;-0.10205798942959615;5.284471242035733;5.2586795664304296;4.349649715593395;-0.0021111237174532434;-0.0015063793282100717;-0.025153518729482058;0.00017078383264056317;0.06813048285992111;1286611.0;259358.0;809618.0;750184.0;521337.0;2873.0;12196.0;21.0;14781290886.0;1558228836.0;1964618027.0;208286900.0;11050157123.0;0.0;67202.0;39549.0;50711.0;2597994873.0;485771252.0;1378030603.0;32950.0;34252.0;25170.0;14379.0;2381110933.0;216883940.0;411232157.0;74539095.0;39007.0;26784.0;251.0;1159.0;23436.0;15794.0;90.0;229.0;91150038.0;99046791.0;5676335.0;2402121709.0;58165084.0;144507355.0;1913282.0;281185531.0
BRB;;;;;-0.10559731071836244;5.324714317068762;5.303183890732823;4.32034488988397;-0.002866649040303244;-0.001963773041473211;-0.020441934790062226;-0.0006549675777116464;0.06654977405061559;11139.0;7671.0;7671.0;5713.0;5379.0;32.0;14.0;1.0;30059608.0;18053454.0;11059022.0;248954.0;698178.0;0.0;564.0;198.0;626.0;1094383.0;1484149.0;1329880.0;463.0;101.0;157.0;41.0;985721.0;108662.0;1392091.0;92058.0;266.0;297.0;1.0;0.0;112.0;83.0;1.0;1.0;873867.0;214727.0;5789.0;0.0;1373119.0;85267.0;22983.0;2780.0
BRN;0.0;0.0;0.0;;-0.10513207023012444;5.319424995553524;5.1948641468515735;4.398623800786505;-0.0015861204183134409;-0.0014442893984217523;-0.02635675759018311;-0.00010192474444324205;0.06596607066336271;11096.0;7616.0;0.0;6366.0;4702.0;18.0;10.0;0.0;5734961.0;3121856.0;1825485.0;211926.0;575694.0;0.0;560.0;153.0;394.0;233289.0;106374.0;182507.0;0.0;560.0;0.0;153.0;0.0;233289.0;0.0;106374.0;311.0;249.0;0.0;0.0;82.0;71.0;0.0;0.0;159191.0;74098.0;0.0;0.0;76018.0;30356.0;0.0;0.0
BTN;1.0;0.0;0.0;;-0.012661335036784842;5.368981145939638;5.344813384495691;4.2747791419665395;-0.0026466076895946774;-0.002055180173401646;-0.030109860246271908;-0.00021334148068175008;0.07016683966946624;2870.0;2108.0;0.0;1746.0;1061.0;3.0;60.0;0.0;7969011.0;2744457.0;3339120.0;4413.0;1881021.0;0.0;176.0;73.0;103.0;389009.0;97146.0;122838.0;0.0;176.0;0.0;73.0;0.0;389009.0;0.0;97146.0;95.0;76.0;0.0;5.0;54.0;18.0;0.0;1.0;104752.0;178517.0;0.0;105740.0;55563.0;20435.0;0.0;21148.0
BWA;;;;;-0.09610912874462055;5.308002642843879;5.271748212915264;4.313781986258981;-0.002235951970981666;-0.0015140396225391097;-0.02457571454131525;-1.654415570213054e-05;0.06673644026076823;22678.0;17727.0;17727.0;14743.0;7862.0;5.0;68.0;0.0;66020354.0;28960410.0;34152905.0;324222.0;2582817.0;0.0;1726.0;515.0;1357.0;3602845.0;2826110.0;4121263.0;1495.0;231.0;454.0;61.0;3254142.0;348703.0;2650169.0;175941.0;1238.0;482.0;0.0;6.0;360.0;155.0;0.0;0.0;2413310.0;1129377.0;0.0;60158.0;1668250.0;1157860.0;0.0;0.0
CAF;;;;;-0.06442847025240954;5.323527602596385;5.300970527787037;4.320477251033722;-0.0017621264234228655;-0.0012736014063050877;-0.024832440895848924;0.00015422129440654137;0.06857972147584379;47035.0;31682.0;3107.0;28091.0;18051.0;46.0;847.0;0.0;702303607.0;126992709.0;87441452.0;1487162.0;486382284.0;0.0;3115.0;810.0;4880.0;149131335.0;7360226.0;58624433.0;131.0;2984.0;30.0;780.0;2196341.0;146934994.0;20136.0;7340090.0;1592.0;1195.0;3.0;325.0;449.0;354.0;2.0;5.0;10714689.0;10593932.0;62715.0;127759999.0;2023195.0;834694.0;9882.0;4492455.0
CAN;64.0;0.0;8.0;-0.08134813401009433;-0.1234513326689195;5.309242025580602;5.288285467632982;4.281910362353581;-0.0018301117994013634;-0.0011309250055930441;-0.029938447337731718;-0.0003649590389640362;0.07239124113830618;1541515.0;1346215.0;1401948.0;852462.0;641039.0;14664.0;33340.0;10.0;11762959899.0;1961748262.0;2688630188.0;395040477.0;6717540972.0;0.0;151936.0;44165.0;97637.0;1736158840.0;161193961.0;1690626298.0;138164.0;13772.0;39109.0;5056.0;1695649692.0;40509148.0;147734316.0;13459645.0;81724.0;63142.0;2090.0;4980.0;25230.0;18534.0;119.0;282.0;185629994.0;175554956.0;31372473.0;1343601417.0;80675015.0;56279302.0;1237785.0;23001859.0
CHE;337.0;2.0;3.0;;-0.06277518516560988;5.332265806899296;5.303138554715852;4.296950832473801;-0.0015710691241650004;-0.000996233577214758;-0.02863267344238309;5.097891893776518e-05;0.07167856493576348;268213.0;124254.0;90862.0;144277.0;115794.0;1679.0;6460.0;3.0;6622283380.0;282130743.0;363413655.0;51655933.0;5925083049.0;0.0;16850.0;4731.0;16171.0;122285489.0;12954934.0;1247128288.0;3436.0;13414.0;1139.0;3592.0;7555119.0;114730370.0;1539221.0;11415713.0;8612.0;7798.0;222.0;218.0;2689.0;2026.0;9.0;7.0;20637013.0;24111123.0;1939728.0;75597625.0;6228049.0;5955567.0;101262.0;670056.0
CHL;8.0;0.0;0.0;;-0.0708604276278244;5.331914112813014;5.294415843337114;4.338935900937792;-0.0023505601582993318;-0.0016495625956359152;-0.02644965210683451;-0.0002121047003359798;0.06863776016257486;541051.0;76883.0;419859.0;328141.0;198739.0;3512.0;10654.0;5.0;14164986849.0;1311614058.0;881231173.0;121670823.0;11850470795.0;0.0;16238.0;9354.0;33611.0;398536538.0;26372221.0;3717332156.0;8126.0;8112.0;6103.0;3251.0;352013366.0;46523172.0;16619356.0;9752865.0;9235.0;5864.0;87.0;1052.0;5749.0;3541.0;53.0;11.0;132690472.0;17966348.0;4663133.0;243216585.0;12742548.0;9776063.0;1323754.0;2529856.0
CHN;80699.0;3097.0;57320.0;-0.02128336889860538;-0.01669570250984983;5.337548956109236;5.288079591415646;4.287715789806277;-0.0024480398049620115;-0.0018537136835611485;-0.02921337035222722;5.2316495494373896e-05;0.07142624390979296;315545.0;209976.0;12245.0;173317.0;113545.0;3373.0;25302.0;8.0;55491449222.0;248670217.0;406538951.0;752149332.0;54084090722.0;0.0;19470.0;5641.0;14366.0;148669161.0;20835808.0;6210723597.0;716.0;18754.0;200.0;5441.0;17591320.0;131077841.0;1601299.0;19234509.0;11786.0;6770.0;179.0;735.0;3914.0;1553.0;14.0;160.0;19360273.0;16359747.0;6715651.0;106233490.0;8174204.0;2557768.0;4741209.0;5362627.0
CIV;;;;;-0.1247734449834396;5.292841498375953;5.272954212537475;4.32662298742746;-0.0025115056352370017;-0.001673769166238291;-0.0269608643313975;-0.0006386733898959929;0.0680654141939353;30472.0;12735.0;9248.0;17799.0;12499.0;38.0;135.0;1.0;117261123.0;56414848.0;42052336.0;163938.0;18630001.0;0.0;1836.0;601.0;2089.0;6705083.0;1717903.0;11113027.0;322.0;1514.0;68.0;533.0;1157119.0;5547964.0;173388.0;1544515.0;1058.0;762.0;7.0;9.0;414.0;187.0;0.0;0.0;2201420.0;2480475.0;11445.0;2011743.0;1259256.0;458647.0;0.0;0.0
CMR;2.0;0.0;0.0;;-0.06569872346190968;5.3516325233162485;5.317551183152861;4.317038816190732;-0.0024496685054473458;-0.0016970388105332632;-0.026954018640536984;-0.0002597191494146924;0.06644966727866218;50312.0;20810.0;37945.0;27912.0;22159.0;91.0;150.0;0.0;102785820.0;46041921.0;40034303.0;6152098.0;10557498.0;0.0;2325.0;851.0;3165.0;4389186.0;1553970.0;5837550.0;1883.0;442.0;673.0;178.0;3898657.0;490529.0;1283383.0;270587.0;1360.0;957.0;1.0;7.0;505.0;345.0;0.0;1.0;2244169.0;1755469.0;26999.0;362549.0;1011307.0;444631.0;0.0;98032.0
COD;;;;;-0.005598472539753743;5.390465303810286;5.331470510421116;4.308736465577739;-0.002437449646848953;-0.0018714682293804288;-0.027019266490952022;-0.0003508592880049054;0.06605065495375322;54464.0;16538.0;21636.0;31249.0;22673.0;24.0;513.0;5.0;180067689.0;54313411.0;85054362.0;3063519.0;37636397.0;0.0;2550.0;910.0;2939.0;6178082.0;1977205.0;6271731.0;870.0;1680.0;248.0;662.0;2951120.0;3226962.0;647352.0;1329853.0;1465.0;1075.0;0.0;10.0;502.0;407.0;0.0;1.0;2416839.0;3652461.0;0.0;108782.0;1026034.0;949511.0;0.0;1660.0
COG;;;;;-0.03501876991959517;5.34322014739882;5.322198162400699;4.309327350539858;-0.002015667136907956;-0.0014443928713337806;-0.027493591336422565;-0.0006364773369408365;0.06805474250126735;10861.0;3958.0;2816.0;6579.0;4022.0;6.0;254.0;0.0;31452093.0;7947729.0;11437824.0;102462.0;11964078.0;0.0;610.0;177.0;743.0;1295139.0;316140.0;4390727.0;146.0;464.0;37.0;140.0;312000.0;983139.0;59156.0;256984.0;368.0;236.0;0.0;6.0;104.0;72.0;0.0;1.0;400527.0;685778.0;0.0;208834.0;131118.0;173931.0;0.0;11091.0
COL;1.0;0.0;0.0;;-0.12222625631295532;5.253622841151807;5.245716811717512;4.338971155035033;-0.0022728877876760567;-0.001399745975482484;-0.026623032372447633;-0.00023177937483790642;0.07037638006565217;735745.0;110320.0;538175.0;431779.0;293341.0;2763.0;7846.0;16.0;15834405268.0;868962744.0;1451623563.0;3768494589.0;9745324372.0;0.0;21007.0;17076.0;42750.0;74573467.0;48331021.0;7217928630.0;8230.0;12777.0;12973.0;4103.0;34355294.0;40218173.0;29099777.0;19231244.0;11650.0;9069.0;106.0;180.0;10160.0;6858.0;29.0;26.0;28097143.0;25672944.0;2605355.0;18198025.0;21248605.0;13421296.0;572635.0;13088485.0
COM;;;;;-0.09707068154249084;5.306815341838779;5.29008491415665;4.2947014959530865;-0.0017985638792754296;-0.001249051148035301;-0.025573597970182906;5.650029330181966e-05;0.07083260009232266;62048.0;38536.0;1850.0;30614.0;27466.0;1246.0;2716.0;6.0;1465753301.0;263902358.0;496669027.0;31987111.0;673194805.0;0.0;4394.0;2049.0;4077.0;388063852.0;51857658.0;139508399.0;62.0;4332.0;36.0;2013.0;293272.0;387770580.0;912928.0;50944730.0;2028.0;1593.0;168.0;605.0;1397.0;586.0;23.0;42.0;15066490.0;16712797.0;2362780.0;353921785.0;37201844.0;7921598.0;404465.0;6329751.0
CPV;;;;;-0.11997207538466677;5.271433418277706;5.267882535198599;4.366178104589115;-0.0027378037577695056;-0.001830970206151945;-0.02784498140358398;-0.0006192080585430776;0.07127819527082103;4951.0;991.0;320.0;4114.0;836.0;1.0;0.0;0.0;4848449.0;3775952.0;1071598.0;899.0;0.0;0.0;499.0;147.0;516.0;195897.0;63101.0;418793.0;6.0;493.0;7.0;140.0;3522.0;192375.0;2439.0;60662.0;478.0;21.0;0.0;0.0;140.0;7.0;0.0;0.0;187794.0;8103.0;0.0;0.0;60362.0;2739.0;0.0;0.0
CRI;5.0;0.0;0.0;;-0.13049532301967215;5.247362064996043;5.251285433712428;4.344990034113095;-0.0023121572327236242;-0.0016172175860056262;-0.02657444321117084;-6.088896974677994e-05;0.06926021691283267;68327.0;18204.0;43156.0;36180.0;31011.0;216.0;920.0;0.0;765747597.0;43794574.0;216152327.0;73271845.0;432528851.0;0.0;2778.0;1979.0;4045.0;6094263.0;6265554.0;295563341.0;838.0;1940.0;1104.0;875.0;1734434.0;4359829.0;1426094.0;4839460.0;1507.0;1265.0;5.0;1.0;964.0;1015.0;0.0;0.0;2039993.0;3941753.0;109127.0;3390.0;1237946.0;5027608.0;0.0;0.0
