variable,iso,2020-01,2020-02,2020-03,2020-04,2020-05,2020-06,2020-07,2020-08,2020-09,2020-10
info_fact_unreliable,KHM,96,127,131,140,111,97,85,93,115,9
info_fact_unreliable,KIR,14,7,13,15,11,12,18,16,8,0
info_fact_unreliable,KNA,13,8,24,21,9,8,16,15,14,0
info_fact_unreliable,KOR,530,1148,1004,566,495,305,342,705,492,58
info_fact_unreliable,KOS,355,3447,4539,2203,601,466,543,548,434,50
info_fact_unreliable,KWT,99,157,256,277,290,154,147,137,130,25
info_fact_unreliable,LAO,14,26,39,21,17,14,19,23,24,1
info_fact_unreliable,LBN,218,342,564,593,473,257,313,278,255,33
info_fact_unreliable,LBR,127,210,343,302,206,144,228,178,191,39
info_fact_unreliable,LBY,98,130,191,266,218,106,89,77,53,10
info_fact_unreliable,LCA,10,12,21,32,22,27,16,23,25,0
info_fact_unreliable,LIE,12,39,77,48,13,12,39,29,17,7
info_fact_unreliable,LKA,478,380,557,658,502,334,417,353,307,40
info_fact_unreliable,LSO,27,25,43,55,31,26,35,23,21,0
info_fact_unreliable,LTU,84,138,264,363,274,179,228,212,232,28
info_fact_unreliable,LUX,67,141,300,289,285,111,156,180,186,34
info_fact_unreliable,LVA,168,225,396,432,331,193,243,229,200,38
info_fact_unreliable,MAC,40,60,137,111,134,47,119,92,70,14
info_fact_unreliable,MAF,7,12,16,11,11,27,19,21,13,2
info_fact_unreliable,MAR,260,651,1518,1513,1205,725,1000,904,1070,194
info_fact_unreliable,MCO,14,35,26,36,24,17,30,35,26,4
info_fact_unreliable,MDA,36,45,123,142,122,76,169,171,141,26
info_fact_unreliable,MDG,69,147,153,123,151,145,100,145,71,20
info_fact_unreliable,MDV,539,386,663,641,507,251,292,291,199,37
info_fact_unreliable,MEX,11509,13450,22152,26083,24557,21779,22078,17389,12638,1498
info_fact_unreliable,MHL,0,0,0,0,0,0,0,0,0,0
info_fact_unreliable,MKD,60,68,170,180,100,69,65,73,79,5
info_fact_unreliable,MLI,84,180,279,305,301,202,278,248,200,34
info_fact_unreliable,MLT,58,129,396,353,291,271,340,296,290,41
info_fact_unreliable,MMR,164,191,201,203,156,128,123,160,137,16
info_fact_unreliable,MNE,30,62,80,88,111,56,95,69,72,6
info_fact_unreliable,MNG,518,585,540,593,466,264,495,444,375,64
info_fact_unreliable,MNP,12,9,23,47,23,22,26,19,33,5
info_fact_unreliable,MOZ,126,254,410,467,355,325,344,326,285,48
info_fact_unreliable,MRT,4,8,19,24,8,9,4,10,44,5
info_fact_unreliable,MSR,18,27,77,107,108,45,74,61,47,19
info_fact_unreliable,MUS,34,90,171,239,275,186,236,180,167,21
info_fact_unreliable,MWI,129,199,272,329,179,130,195,164,173,30
info_fact_unreliable,MYS,2484,1937,2389,3009,1259,752,926,1454,1218,129
info_fact_unreliable,NAM,117,178,215,317,231,171,179,192,187,30
info_fact_unreliable,NCL,143,417,854,1200,1064,642,1054,836,754,161
info_fact_unreliable,NER,34,82,180,165,150,81,131,86,108,50
info_fact_unreliable,NFK,1,7,4,2,2,3,6,0,0,0
info_fact_unreliable,NGA,2338,5936,9355,18742,15047,5114,6161,4101,3194,488
info_fact_unreliable,NIC,605,617,1063,812,721,704,556,422,378,34
info_fact_unreliable,NIU,5,1,5,3,5,5,7,2,3,1
info_fact_unreliable,NLD,3505,5680,7823,7775,7744,4221,5646,4815,5027,782
info_fact_unreliable,NOR,538,903,2065,2199,1906,1321,1816,2014,1494,297
info_fact_unreliable,NPL,382,382,587,693,577,399,444,447,385,51
info_fact_unreliable,NRU,2,11,10,2,9,1,0,0,4,0
info_fact_unreliable,NZL,871,1390,2865,3926,3267,1630,2574,2766,2201,468
info_fact_unreliable,OMN,71,96,131,204,144,87,132,104,128,18
info_fact_unreliable,PAK,1413,1696,3313,4165,3513,2285,1717,1737,1277,143
info_fact_unreliable,PAN,587,683,1061,790,739,615,854,520,386,56
info_fact_unreliable,PCN,1,1,6,1,0,2,3,0,2,0
info_fact_unreliable,PER,3569,5009,16570,29376,37044,30309,22929,23510,9476,900
info_fact_unreliable,PGA,0,0,0,0,0,0,0,0,0,0
info_fact_unreliable,PHL,6661,3712,7002,6384,5633,3447,5207,4515,3114,763
info_fact_unreliable,PLW,3,1,5,3,1,2,4,8,1,1
info_fact_unreliable,PNG,159,186,319,295,258,161,245,241,181,32
info_fact_unreliable,POL,779,1266,2046,1843,1581,1096,1230,1327,1063,167
info_fact_unreliable,PRI,2588,1106,2257,2552,1854,1361,2004,1430,1418,260
info_fact_unreliable,PRK,52,97,150,119,127,95,74,84,101,13
info_fact_unreliable,PRT,497,2949,3195,2200,1927,1661,1363,1663,1403,197
info_fact_unreliable,PRY,1700,1490,2578,2562,1613,1491,1666,1410,961,101
info_fact_unreliable,PSX,107,210,464,551,378,196,260,201,237,48
info_fact_unreliable,PYF,20,70,79,46,52,19,43,33,25,3
info_fact_unreliable,QAT,151,175,360,467,443,337,284,255,294,44
info_fact_unreliable,ROU,382,689,1032,1006,884,564,824,700,575,95
info_fact_unreliable,RUS,2739,4770,7787,7830,6906,4143,5378,5076,4554,686
info_fact_unreliable,RWA,78,70,160,120,151,69,64,51,54,9
info_fact_unreliable,SAH,2,1,1,2,1,2,2,2,1,0
info_fact_unreliable,SAU,462,430,944,1257,1334,649,690,573,546,64
info_fact_unreliable,SCR,0,0,0,0,0,0,0,0,0,0
info_fact_unreliable,SDN,61,59,126,125,108,57,71,70,56,11
info_fact_unreliable,SDS,63,108,179,158,166,93,164,119,162,32
info_fact_unreliable,SEN,54,131,269,207,225,70,130,166,119,14
info_fact_unreliable,SER,0,0,0,0,0,0,0,0,0,0
info_fact_unreliable,SGP,991,1390,1629,1504,1226,775,1202,1153,1229,199
info_fact_unreliable,SGS,7,17,21,13,13,9,26,10,6,1
info_fact_unreliable,SHN,16,20,53,27,50,26,31,34,19,6
info_fact_unreliable,SLB,16,30,67,58,37,12,27,33,14,2
info_fact_unreliable,SLE,26,66,144,152,202,71,104,131,98,13
info_fact_unreliable,SLV,962,1041,2765,3151,3126,2860,2024,2189,915,92
info_fact_unreliable,SMR,17,43,38,21,29,10,14,10,5,0
info_fact_unreliable,SOL,12,11,20,19,14,12,15,19,14,1
info_fact_unreliable,SOM,57,91,142,220,155,59,58,38,52,3
info_fact_unreliable,SPM,3,7,11,9,5,1,4,4,2,0
info_fact_unreliable,SRB,208,334,635,606,533,354,460,361,380,51
info_fact_unreliable,STP,2,12,20,6,5,20,10,20,4,0
info_fact_unreliable,SUR,17,52,54,70,42,30,45,50,43,2
info_fact_unreliable,SVK,74,164,254,196,186,125,190,172,185,28
info_fact_unreliable,SVN,120,283,383,377,434,138,186,186,228,29
info_fact_unreliable,SWE,1293,2174,3602,3779,3703,2106,2686,2332,2272,362
info_fact_unreliable,SWZ,33,15,44,48,30,45,77,82,86,10
info_fact_unreliable,SXM,12,19,30,21,10,3,28,13,33,8
info_fact_unreliable,SYC,96,201,406,506,503,244,453,378,344,89
info_fact_unreliable,SYR,66,95,255,221,152,73,96,126,95,17
info_fact_unreliable,TCA,0,1,0,0,2,0,0,0,0,0
info_fact_unreliable,TCD,69,186,248,149,178,111,167,200,111,18
info_fact_unreliable,TGO,38,76,153,135,94,63,125,104,131,9
info_fact_unreliable,THA,4596,6631,6579,4653,3808,1908,2759,2986,2868,405
info_fact_unreliable,TJK,3,10,15,16,10,12,12,29,9,1
info_fact_unreliable,TKM,7,16,15,26,13,9,16,12,25,0
info_fact_unreliable,TLS,16,26,52,55,42,40,34,28,24,1
info_fact_unreliable,TON,16,27,45,41,43,16,44,53,65,5
info_fact_unreliable,TTO,257,172,319,310,327,198,206,275,264,38
info_fact_unreliable,TUN,168,310,593,658,522,265,454,367,423,70
info_fact_unreliable,TUR,1493,1605,3181,3076,2593,1586,1754,1776,1939,252
info_fact_unreliable,TUV,0,0,0,0,0,0,0,0,0,0
info_fact_unreliable,TWN,815,988,1612,1761,1212,787,1290,1063,1164,204
info_fact_unreliable,TZA,135,161,355,442,316,158,261,218,238,36
info_fact_unreliable,UGA,350,539,649,938,1033,552,420,397,344,52
info_fact_unreliable,UKR,186,292,521,477,401,229,242,271,258,28
info_fact_unreliable,UMI,60,145,164,245,176,90,176,107,180,28
info_fact_unreliable,URY,596,821,988,1221,833,746,747,525,457,63
info_fact_unreliable,USA,119877,252745,688391,881260,784986,433626,730463,550897,590693,128628
info_fact_unreliable,USG,0,1,0,1,2,1,0,0,1,0
info_fact_unreliable,UZB,13,21,34,49,78,60,72,41,33,9
info_fact_unreliable,VAT,0,0,0,0,0,0,0,0,0,0
info_fact_unreliable,VCT,16,37,77,110,108,49,80,63,46,6
info_fact_unreliable,VEN,14835,26667,40738,38238,35733,36732,53939,58300,42650,3313
info_fact_unreliable,VGB,11,8,30,17,15,6,6,14,14,5
info_fact_unreliable,VIR,70,217,408,474,326,259,342,272,235,55
info_fact_unreliable,VNM,382,539,772,809,713,439,563,516,540,87
info_fact_unreliable,VUT,20,30,24,15,47,48,70,50,61,7
info_fact_unreliable,WLF,0,0,0,0,1,0,0,1,2,0
info_fact_unreliable,WSB,0,0,0,0,0,0,0,0,0,0
info_fact_unreliable,WSM,4,3,5,8,7,1,4,1,64,2
info_fact_unreliable,YEM,67,58,174,99,150,118,110,101,91,23
info_fact_unreliable,ZAF,3732,4071,9027,11575,10257,4738,5970,5323,6167,795
info_fact_unreliable,ZMB,118,121,199,220,182,80,92,108,100,8
info_fact_unreliable,ZWE,219,239,585,779,695,316,341,302,460,70
info_fact_unreliable,_WORLD,336035,610582,1338106,1633200,1514133,947622,1262096,1066628,1070874,189824
