variable,iso,2020-01,2020-02,2020-03,2020-04,2020-05,2020-06,2020-07,2020-08,2020-09,2020-10
epi_dead,ABW,0,0,0,28,86,90,93,154,582,114
epi_dead,AFG,0,0,17,794,4814,14418,33013,41919,42914,5836
epi_dead,AGO,0,0,4,60,80,198,855,2523,4130,739
epi_dead,AIA,0,0,0,0,0,0,0,0,0,0
epi_dead,ALB,0,0,78,714,973,1192,3207,6818,10184,1556
epi_dead,ALD,0,0,0,0,0,0,0,0,0,0
epi_dead,AND,0,0,24,888,1509,1544,1612,1631,1590,212
epi_dead,ARE,0,0,24,1071,6272,8716,10347,11276,11972,1690
epi_dead,ARG,0,0,140,3326,11220,25850,65786,175288,360156,78619
epi_dead,ARM,0,0,9,522,2012,8744,18701,25277,27557,3860
epi_dead,ASM,0,0,0,0,0,0,0,0,0,0
epi_dead,ATA,0,0,0,0,0,0,0,0,0,0
epi_dead,ATC,0,0,0,0,0,0,0,0,0,0
epi_dead,ATF,0,0,0,0,0,0,0,0,0,0
epi_dead,ATG,0,0,0,52,93,90,93,93,90,12
epi_dead,AUS,0,0,183,1778,3048,3071,3807,12093,24010,3553
epi_dead,AUT,0,0,521,11124,19389,20458,21979,22508,22758,3213
epi_dead,AZE,0,0,25,410,1188,3789,10172,15476,16915,2373
epi_dead,BDI,0,0,0,16,31,30,31,31,30,4
epi_dead,BEL,0,0,6241,148394,272658,285999,299788,303928,298134,40159
epi_dead,BEN,0,0,0,25,72,249,858,1191,1200,164
epi_dead,BFA,0,0,54,890,1547,1590,1643,1686,1676,233
epi_dead,BGD,0,0,42,1990,10264,35997,76456,112931,142910,21153
epi_dead,BGR,0,0,63,1054,3242,5416,9004,15350,21783,3336
epi_dead,BHR,0,0,36,187,338,1383,3616,5262,6417,1019
epi_dead,BHS,0,0,0,228,341,330,344,708,2048,384
epi_dead,BIH,0,0,34,1198,3642,4955,7374,14424,21516,3421
epi_dead,BJN,0,0,0,0,0,0,0,0,0,0
epi_dead,BLM,0,0,0,0,0,0,0,0,0,0
epi_dead,BLR,0,0,0,1081,4840,9322,14781,18962,22644,3367
epi_dead,BLZ,0,0,0,45,62,60,62,153,567,111
epi_dead,BMU,0,0,0,110,252,270,279,279,270,36
epi_dead,BOL,0,0,9,865,5231,19294,61093,124064,211407,32084
epi_dead,BRA,0,0,780,60304,484650,1323138,2337595,3316699,3982675,580007
epi_dead,BRB,0,0,0,117,217,210,217,217,210,28
epi_dead,BRN,0,0,3,30,35,74,93,93,90,12
epi_dead,BTN,0,0,0,0,0,0,0,0,0,0
epi_dead,BWA,0,0,0,29,31,30,35,95,335,64
epi_dead,CAF,0,0,0,0,8,524,1666,1872,1860,248
epi_dead,CAN,0,0,476,36402,166297,242533,272584,279745,275785,37487
epi_dead,CHE,0,0,1699,27915,48717,50147,52376,53144,52549,7131
epi_dead,CHL,0,0,38,3059,14996,97337,235488,321953,360131,51349
epi_dead,CHN,859,44705,98467,118277,143762,139162,144018,145605,142019,18956
epi_dead,CIV,0,0,2,215,753,1389,2637,3357,3582,480
epi_dead,CLP,0,0,0,0,0,0,0,0,0,0
epi_dead,CMR,0,0,10,779,4002,7770,11158,12415,12463,1676
epi_dead,CNM,0,0,0,0,0,0,0,0,0,0
epi_dead,COD,0,0,41,651,1613,3294,5929,7280,7933,1089
epi_dead,COG,0,0,0,164,423,833,1486,2090,2587,356
epi_dead,COK,0,0,0,0,0,0,0,0,0,0
epi_dead,COL,0,0,55,3972,17330,54695,188892,456975,691717,105147
epi_dead,COM,0,0,0,0,31,112,217,217,210,28
epi_dead,CPV,0,0,7,30,81,207,600,1025,1425,245
epi_dead,CRI,0,0,24,116,253,347,1683,8869,19088,3701
epi_dead,CSI,0,0,0,0,0,0,0,0,0,0
epi_dead,CUB,0,0,22,807,2367,2524,2686,2759,3272,488
epi_dead,CUW,0,0,5,30,31,30,31,31,30,4
epi_dead,CYM,0,0,11,30,31,30,31,31,30,4
epi_dead,CYN,0,0,0,0,0,0,0,0,0,0
epi_dead,CYP,0,0,32,344,504,546,589,621,646,88
epi_dead,CZE,0,0,80,4388,8933,9981,11107,12380,14741,2743
epi_dead,DEU,0,0,2803,104085,238873,263619,281197,286046,281267,38064
epi_dead,DJI,0,0,0,40,222,1180,1744,1837,1824,244
epi_dead,DMA,0,0,0,0,0,0,0,0,0,0
epi_dead,DNK,0,0,448,8731,16456,17836,18908,19219,19033,2607
epi_dead,DOM,0,0,166,5307,12777,18159,28745,44000,58835,8458
epi_dead,DZA,0,0,276,8767,16698,23335,32422,42128,48742,6980
epi_dead,ECU,0,0,360,11807,74405,117776,159416,188810,303685,45880
epi_dead,EGY,0,0,260,5579,18980,52765,123421,158714,170161,23802
epi_dead,ERI,0,0,0,0,0,0,0,0,0,0
epi_dead,ESB,0,0,0,0,0,0,0,0,0,0
epi_dead,ESP,0,0,43788,533242,835201,828405,880772,889890,907728,128231
epi_dead,EST,0,0,10,930,1862,1890,1953,1960,1920,262
epi_dead,ETH,0,0,0,69,151,1591,4823,16255,30652,4825
epi_dead,FIN,0,0,51,2668,8675,9744,10175,10316,10160,1378
epi_dead,FJI,0,0,0,0,0,0,0,34,60,8
epi_dead,FLK,0,0,0,0,0,0,0,0,0,0
epi_dead,FRA,0,18,18080,464460,840074,882482,932023,943004,932979,128328
epi_dead,FRO,0,0,0,0,0,0,0,0,0,0
epi_dead,FSM,0,0,0,0,0,0,0,0,0,0
epi_dead,GAB,0,0,11,43,309,853,1431,1605,1599,216
epi_dead,GBR,0,0,10097,432012,1017549,1177200,1267231,1281831,1251193,168930
epi_dead,GEO,0,0,0,97,334,408,478,540,645,180
epi_dead,GGY,0,0,0,214,403,390,403,403,390,52
epi_dead,GHA,0,0,30,242,801,1945,4408,7205,8702,1206
epi_dead,GIB,0,0,0,0,0,0,0,0,0,0
epi_dead,GIN,0,0,0,77,457,770,1190,1602,1890,264
epi_dead,GMB,0,0,8,30,31,40,124,1628,3127,455
epi_dead,GNB,0,0,0,4,125,434,788,953,1143,156
epi_dead,GNQ,0,0,0,7,209,580,1543,2541,2490,332
epi_dead,GRC,0,0,291,2973,4923,5550,6064,7052,9581,1587
epi_dead,GRD,0,0,0,0,0,0,0,0,0,0
epi_dead,GRL,0,0,0,0,0,0,0,0,0,0
epi_dead,GTM,0,0,16,197,1231,12084,41024,73040,90042,13059
epi_dead,GUM,0,0,10,136,155,150,155,192,825,196
epi_dead,GUY,0,0,17,182,312,360,540,797,1728,332
epi_dead,HKG,0,0,0,0,0,0,0,0,0,0
epi_dead,HMD,0,0,0,0,0,0,0,0,0,0
epi_dead,HND,0,0,14,1084,4198,9890,26599,48732,63235,9518
epi_dead,HRV,0,0,24,981,2843,3174,3766,5082,6866,1148
epi_dead,HTI,0,0,0,84,627,2184,4272,5812,6545,916
epi_dead,HUN,0,0,113,4456,13609,16771,18388,18802,19981,3213
epi_dead,IDN,0,0,824,13411,34938,65297,120707,190319,269201,43623
epi_dead,IMN,0,0,0,202,724,720,744,744,720,96
epi_dead,IND,0,0,188,13055,89793,319690,793511,1553468,2443314,401075
epi_dead,IOA,0,0,0,0,0,0,0,0,0,0
epi_dead,IOT,0,0,0,0,0,0,0,0,0,0
epi_dead,IRL,0,0,225,15314,46236,50995,54251,54946,53609,7221
epi_dead,IRN,0,127,31345,138059,213896,270813,418711,599489,706511,105862
epi_dead,IRQ,0,0,439,2226,3973,23458,105079,180706,243674,37057
epi_dead,ISL,0,0,20,225,310,300,310,310,300,40
epi_dead,ISR,0,0,74,3747,8097,9055,12136,21767,35281,6508
epi_dead,ITA,0,71,104186,628660,968137,1027489,1084553,1094804,1069469,143721
epi_dead,JAM,0,0,7,142,276,296,310,456,1583,453
epi_dead,JEY,0,0,7,279,828,909,961,975,960,128
epi_dead,JOR,0,0,7,197,277,270,320,368,815,297
epi_dead,JPN,0,23,793,5203,21603,28019,30562,34497,43401,6329
epi_dead,KAB,0,0,0,0,0,0,0,0,0,0
epi_dead,KAS,0,0,0,0,0,0,0,0,0,0
epi_dead,KAZ,0,0,2,418,1010,2823,12771,45061,59245,8328
epi_dead,KEN,0,0,5,279,1267,3131,6710,14643,18943,2882
epi_dead,KGZ,0,0,0,155,407,947,18726,42256,31862,4261
epi_dead,KHM,0,0,0,0,0,0,0,0,0,0
epi_dead,KIR,0,0,0,0,0,0,0,0,0,0
epi_dead,KNA,0,0,0,0,0,0,0,0,0,0
epi_dead,KOR,0,75,2601,6520,8081,8326,9037,9534,10987,1670
epi_dead,KOS,0,0,0,0,0,0,0,0,0,0
epi_dead,KWT,0,0,0,208,3102,8748,12357,15307,17017,2457
epi_dead,LAO,0,0,0,0,0,0,0,0,0,0
epi_dead,LBN,0,0,91,601,796,927,1261,3118,7697,1525
epi_dead,LBR,0,0,0,189,676,953,1758,2493,2460,328
epi_dead,LBY,0,0,0,35,100,293,1369,4584,11429,2258
epi_dead,LCA,0,0,0,0,0,0,0,0,0,0
epi_dead,LIE,0,0,0,26,31,30,31,31,30,4
epi_dead,LKA,0,0,3,186,276,329,341,350,376,52
epi_dead,LSO,0,0,0,0,0,0,131,800,980,152
epi_dead,LTU,0,0,40,794,1720,2234,2459,2546,2617,371
epi_dead,LUX,0,0,140,1874,3208,3300,3442,3766,3720,499
epi_dead,LVA,0,0,0,168,604,829,948,1009,1060,150
epi_dead,MAC,0,0,0,0,0,0,0,0,0,0
epi_dead,MAF,0,0,0,0,0,0,0,0,0,0
epi_dead,MAR,0,0,152,3475,5883,6364,8284,20834,49190,8979
epi_dead,MCO,0,0,0,20,31,30,31,31,30,4
epi_dead,MDA,0,0,17,1493,6168,12349,20472,27529,34525,5353
epi_dead,MDG,0,0,0,0,33,342,1618,4891,6393,926
epi_dead,MDV,0,0,0,0,103,230,415,696,953,136
epi_dead,MEX,0,0,104,17560,157414,544860,1145277,1731487,2137534,313096
epi_dead,MHL,0,0,0,0,0,0,0,0,0,0
epi_dead,MKD,0,0,30,1214,3109,6007,12291,16706,19839,2984
epi_dead,MLI,0,0,0,357,1493,3007,3745,3873,3840,524
epi_dead,MLT,0,0,0,63,173,270,279,289,552,143
epi_dead,MMR,0,0,0,106,186,180,186,186,2221,1355
epi_dead,MNE,0,0,5,114,266,274,838,2271,3822,685
epi_dead,MNG,0,0,0,0,0,0,0,0,0,0
epi_dead,MNP,0,0,0,52,62,60,62,62,60,8
epi_dead,MOZ,0,0,0,0,9,100,285,556,1137,251
epi_dead,MRT,0,0,0,28,149,2360,4494,4880,4818,644
epi_dead,MSR,0,0,0,5,31,30,31,31,30,4
epi_dead,MUS,0,0,21,247,310,300,310,310,300,40
epi_dead,MWI,0,0,0,50,101,214,1633,4740,5321,716
epi_dead,MYS,0,0,217,2334,3430,3570,3788,3876,3886,543
epi_dead,NAM,0,0,0,0,0,0,99,1053,3073,490
epi_dead,NCL,0,0,0,0,0,0,0,0,0,0
epi_dead,NER,0,0,9,481,1565,1979,2122,2139,2070,276
epi_dead,NFK,0,0,0,0,0,0,0,0,0,0
epi_dead,NGA,0,0,9,519,5246,13021,23241,29883,32367,4449
epi_dead,NIC,0,0,4,47,380,1734,3015,3974,4351,600
epi_dead,NIU,0,0,0,0,0,0,0,0,0,0
epi_dead,NLD,0,0,4780,90785,171500,181532,190133,191217,188004,25666
epi_dead,NOR,0,0,168,3621,6959,7276,7849,8054,7991,1098
