variable,iso,2020-01,2020-02,2020-03,2020-04,2020-05,2020-06,2020-07,2020-08,2020-09,2020-10
epi_dead,NPL,0,0,0,0,50,543,1212,3481,10868,2055
epi_dead,NRU,0,0,0,0,0,0,0,0,0,0
epi_dead,NZL,0,0,3,269,649,660,682,682,725,100
epi_dead,OMN,0,0,0,155,731,3193,8954,17220,23907,3740
epi_dead,PAK,0,0,94,4259,26710,86170,165067,190725,191789,26003
epi_dead,PAN,0,0,125,3052,8124,13708,31015,53888,65565,9579
epi_dead,PCN,0,0,0,0,0,0,0,0,0,0
epi_dead,PER,0,0,113,10021,78092,205333,415684,757073,924193,130272
epi_dead,PGA,0,0,0,0,0,0,0,0,0,0
epi_dead,PHL,0,28,596,9593,23985,32742,49834,81035,134926,22304
epi_dead,PLW,0,0,0,0,0,0,0,0,0,0
epi_dead,PNG,0,0,0,0,0,0,5,101,178,28
epi_dead,POL,0,0,180,8710,27039,37839,49335,57957,66975,10230
epi_dead,PRI,0,0,16,1446,3589,4363,5419,10041,16476,2672
epi_dead,PRK,0,0,0,0,0,0,0,0,0,0
epi_dead,PRT,0,0,632,17328,37184,45188,51616,54994,56459,7926
epi_dead,PRY,0,0,25,203,328,366,887,4405,17059,3529
epi_dead,PSX,0,0,5,49,132,156,1454,3740,7831,1513
epi_dead,PYF,0,0,0,0,0,0,0,0,66,30
epi_dead,QAT,0,0,3,207,548,2291,4581,5829,6209,859
epi_dead,ROU,0,0,187,10624,31803,42828,60651,91362,126604,19549
epi_dead,RUS,0,0,29,9068,78693,211190,362618,482108,563962,83941
epi_dead,RWA,0,0,0,0,1,58,125,287,689,116
epi_dead,SAH,0,0,0,0,2,30,31,31,30,4
epi_dead,SAU,0,0,29,2331,9291,30376,71590,104451,129648,19235
epi_dead,SCR,0,0,0,0,0,0,0,0,0,0
epi_dead,SDN,0,0,18,249,3218,13353,20567,24557,24979,3344
epi_dead,SDS,0,0,0,0,105,755,1301,1453,1453,198
epi_dead,SEN,0,0,0,111,749,2051,4885,7655,8907,1246
epi_dead,SER,0,0,0,0,0,0,0,0,0,0
epi_dead,SGP,0,0,23,271,647,760,823,837,810,108
epi_dead,SGS,0,0,0,0,0,0,0,0,0,0
epi_dead,SHN,0,0,0,0,0,0,0,0,0,0
epi_dead,SLB,0,0,0,0,0,0,0,0,0,0
epi_dead,SLE,0,0,0,23,826,1552,1984,2127,2151,288
epi_dead,SLV,0,0,0,176,780,2595,9371,18541,23692,3407
epi_dead,SMR,0,0,313,1082,1279,1260,1302,1302,1260,168
epi_dead,SOL,0,0,0,0,0,0,0,0,0,0
epi_dead,SOM,0,0,0,221,1629,2575,2863,2899,2933,396
epi_dead,SPM,0,0,0,0,0,0,0,0,0,0
epi_dead,SRB,0,0,55,2893,6849,7663,13099,20474,22006,3003
epi_dead,STP,0,0,0,0,205,366,427,465,450,60
epi_dead,SUR,0,0,0,27,31,154,583,1385,2753,420
epi_dead,SVK,0,0,0,232,827,840,868,971,1157,204
epi_dead,SVN,0,0,59,1664,3171,3274,3485,3815,3955,556
epi_dead,SWE,0,0,1547,47171,119186,153382,175587,179959,164158,11788
epi_dead,SWZ,0,0,0,13,56,141,671,2137,3017,442
epi_dead,SXM,0,0,0,250,452,450,465,518,593,88
epi_dead,SYC,0,0,0,0,0,0,0,0,0,0
epi_dead,SYR,0,0,3,71,102,197,720,2110,4713,809
epi_dead,TCA,0,0,0,25,31,30,62,67,147,24
epi_dead,TCD,0,0,0,4,1286,2146,2313,2356,2409,340
epi_dead,TGO,0,0,4,125,342,396,482,767,1145,192
epi_dead,THA,0,0,61,1166,1728,1738,1798,1798,1752,236
epi_dead,TJK,0,0,0,0,867,1495,1731,1985,2161,307
epi_dead,TKM,0,0,0,0,0,0,0,0,0,0
epi_dead,TLS,0,0,0,0,0,0,0,0,0,0
epi_dead,TON,0,0,0,0,0,0,0,0,0,0
epi_dead,TTO,0,0,12,225,248,240,248,346,1552,306
epi_dead,TUN,0,0,49,895,1406,1480,1550,1825,3987,1077
epi_dead,TUR,0,0,779,46632,122997,144859,167784,185067,215749,33166
epi_dead,TUV,0,0,0,0,0,0,0,0,0,0
epi_dead,TWN,0,13,48,169,206,210,217,217,210,28
epi_dead,TZA,0,0,3,147,622,630,651,651,630,84
epi_dead,UGA,0,0,0,0,0,0,12,435,1635,308
epi_dead,UKR,0,0,61,3367,14734,27235,44018,64113,98410,16936
epi_dead,UMI,0,0,0,0,0,0,0,0,0,0
epi_dead,URY,0,0,2,265,601,721,971,1215,1367,192
epi_dead,USA,0,0,15268,907077,2652791,3474744,4281933,5231271,5860119,832846
epi_dead,USG,0,0,0,0,0,0,0,0,0,0
epi_dead,UZB,0,0,4,137,357,554,2301,7112,11957,1897
epi_dead,VAT,0,0,0,0,0,0,0,0,0,0
epi_dead,VCT,0,0,0,0,0,0,0,0,0,0
epi_dead,VEN,0,0,7,240,321,815,3121,8357,15004,2549
epi_dead,VGB,0,0,0,11,31,30,31,31,30,4
epi_dead,VIR,0,0,0,53,162,180,199,312,543,80
epi_dead,VNM,0,0,0,0,0,0,0,605,1048,140
epi_dead,VUT,0,0,0,0,0,0,0,0,0,0
epi_dead,WLF,0,0,0,0,0,0,0,0,0,0
epi_dead,WSB,0,0,0,0,0,0,0,0,0,0
epi_dead,WSM,0,0,0,0,0,0,0,0,0,0
epi_dead,YEM,0,0,0,0,716,5695,12744,16441,17427,2354
epi_dead,ZAF,0,0,11,1263,9199,46209,147870,353625,465790,67447
epi_dead,ZMB,0,0,0,59,185,355,2543,7476,9432,1331
epi_dead,ZWE,0,0,8,79,124,141,663,4017,6593,912
epi_dead,_WORLD,859,45060,353014,4071465,9411743,13074108,18087112,23620147,27945677,4088689
