variable,iso,2020-01,2020-02,2020-03,2020-04,2020-05,2020-06,2020-07,2020-08,2020-09,2020-10
epi_dead_perM,BRN,,,2.2860,2.2860,4.5720,6.8570,6.8570,6.8570,6.8570,6.8570
epi_dead_perM,BTN,,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
epi_dead_perM,BWA,,,,0.4250,0.4250,0.4250,0.8500,2.5510,6.8040,6.8040
epi_dead_perM,CAF,,,0.0000,0.0000,0.2070,9.7310,12.2160,12.6300,12.8370,12.8370
epi_dead_perM,CAN,0.0000,0.0000,2.3580,79.3810,187.4030,226.9610,236.5790,241.5600,246.1700,251.2050
epi_dead_perM,CHE,0.0000,0.0000,34.0860,162.5720,191.3430,194.2320,196.7740,199.2000,205.7860,206.0170
epi_dead_perM,CHL,,,0.4180,11.2990,52.1550,291.6370,490.5260,588.1920,665.6650,678.9530
epi_dead_perM,CHN,0.1480,1.9710,2.2990,3.2220,3.2220,3.2240,3.2370,3.2810,3.2930,3.2930
epi_dead_perM,CIV,,,0.0380,0.5310,1.2510,2.5020,3.7910,4.3600,4.5490,4.5490
epi_dead_perM,CLP,,,,,,,,,,
epi_dead_perM,CMR,,,0.0750,2.2980,7.1950,11.7910,14.5790,15.4830,15.7460,15.8220
epi_dead_perM,CNM,,,,,,,,,,
epi_dead_perM,COD,,,0.0890,0.3460,0.7700,1.8650,2.3890,2.8700,3.0260,3.0480
epi_dead_perM,COG,,,0.0000,1.6310,3.4430,7.2490,10.1480,14.1350,16.1290,16.1290
epi_dead_perM,COK,,,,,,,,,,
epi_dead_perM,COL,,,0.2750,5.4640,17.4910,63.3420,192.7960,380.5600,507.5970,524.9700
epi_dead_perM,COM,,,,,2.3000,8.0500,8.0500,8.0500,8.0500,8.0500
epi_dead_perM,CPV,,,1.7990,1.7990,7.1940,21.5830,41.3680,71.9440,106.1170,116.9090
epi_dead_perM,CRI,,,0.3930,1.1780,1.9630,2.9450,27.4830,82.0550,172.7480,186.4900
epi_dead_perM,CSI,,,,,,,,,,
epi_dead_perM,CUB,,,0.3530,5.1210,7.3280,7.5930,7.6810,8.2990,10.7710,10.7710
epi_dead_perM,CUW,,,6.0940,6.0940,6.0940,6.0940,6.0940,6.0940,6.0940,6.0940
epi_dead_perM,CYM,,,15.2160,15.2160,15.2160,15.2160,15.2160,15.2160,15.2160,15.2160
epi_dead_perM,CYN,,,,,,,,,,
epi_dead_perM,CYP,,,7.9920,17.1250,19.4090,21.6920,21.6920,23.9750,25.1170,25.1170
epi_dead_perM,CZE,0.0000,0.0000,2.2410,21.1970,29.7880,32.4960,35.3910,39.5000,59.3890,67.8870
epi_dead_perM,DEU,0.0000,0.0000,6.9580,75.0500,101.4510,107.0970,109.1020,110.9760,113.2440,113.7930
epi_dead_perM,DJI,,,0.0000,2.0240,22.2670,53.6440,58.7040,60.7290,61.7410,61.7410
epi_dead_perM,DMA,,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
epi_dead_perM,DNK,0.0000,0.0000,13.2940,76.4820,98.5810,104.4510,106.1770,107.7310,112.2200,113.6010
epi_dead_perM,DOM,0.0000,0.0000,3.8720,27.0100,45.9070,67.5710,105.6430,154.9610,193.6780,196.7200
epi_dead_perM,DZA,0.0000,0.0000,0.7980,10.1250,14.7320,20.6380,27.3650,34.2300,39.3610,40.1360
epi_dead_perM,ECU,0.0000,0.0000,3.5140,50.0480,188.9690,255.1710,320.6360,371.5340,641.1590,660.1460
epi_dead_perM,EGY,0.0000,0.0000,0.3910,3.7130,8.9220,28.0650,46.6510,52.7580,57.7910,58.4460
epi_dead_perM,ERI,,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
epi_dead_perM,ESB,,,,,,,,,,
epi_dead_perM,ESP,0.0000,0.0000,156.9890,524.9300,580.1970,606.4620,608.3870,622.2680,679.9520,689.2340
epi_dead_perM,EST,0.0000,0.0000,2.2620,37.6920,47.4920,47.4920,47.4920,48.2460,48.2460,50.5070
epi_dead_perM,ETH,,,0.0000,0.0260,0.0700,0.8960,2.2880,6.8980,10.3600,10.6290
epi_dead_perM,FIN,0.0000,0.0000,2.3460,37.1790,57.0320,59.1980,59.3790,60.4610,61.9050,62.2660
epi_dead_perM,FJI,,,0.0000,0.0000,0.0000,0.0000,0.0000,2.2310,2.2310,2.2310
epi_dead_perM,FLK,,,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
epi_dead_perM,FRA,0.0000,0.0310,46.3280,369.0160,440.7760,456.7400,463.4960,468.8890,488.6060,493.7680
epi_dead_perM,FRO,,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
epi_dead_perM,FSM,,,,,,,,,,
epi_dead_perM,GAB,,,0.4490,1.3480,7.6380,18.8700,22.0150,23.8120,24.2620,24.2620
epi_dead_perM,GBR,0.0000,0.0000,30.1980,383.7170,550.7030,594.2460,606.4430,611.3040,619.7450,623.8400
epi_dead_perM,GEO,0.0000,0.0000,0.0000,1.5040,3.0080,3.7600,4.2620,4.7630,8.2720,12.5340
epi_dead_perM,GGY,,,0.0000,193.8790,193.8790,193.8790,193.8790,193.8790,193.8790,193.8790
epi_dead_perM,GHA,,,0.1610,0.5150,1.1260,3.6040,5.6320,8.8820,9.6870,9.7510
epi_dead_perM,GIB,,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
epi_dead_perM,GIN,,,0.0000,0.5330,1.7510,2.3610,3.5030,4.4930,5.0260,5.0260
epi_dead_perM,GMB,,,0.4140,0.4140,0.4140,0.8280,3.3100,39.7240,46.3450,47.5860
epi_dead_perM,GNB,,,0.0000,0.5080,4.0650,10.6710,13.2110,17.2760,19.8170,19.8170
epi_dead_perM,GNQ,,,0.0000,0.7130,8.5530,22.8090,36.3510,59.1600,59.1600,59.1600
epi_dead_perM,GRC,0.0000,0.0000,4.1250,13.3360,16.7900,18.3250,19.4760,25.1370,37.2250,39.2400
epi_dead_perM,GRD,,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
epi_dead_perM,GRL,,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
epi_dead_perM,GTM,,,0.0560,0.8930,5.6930,41.6400,104.2110,152.9400,180.7370,183.8070
epi_dead_perM,GUM,,,5.9250,29.6240,29.6240,29.6240,29.6240,59.2480,278.4640,308.0880
epi_dead_perM,GUY,,,1.2710,10.1710,15.2560,15.2560,25.4270,47.0400,99.1660,110.6080
epi_dead_perM,HKG,,,,,,,,,,
epi_dead_perM,HMD,,,,,,,,,,
epi_dead_perM,HND,,,0.7070,7.1680,20.2940,48.9670,132.4640,187.5890,234.5370,244.5330
epi_dead_perM,HRV,0.0000,0.0000,1.4620,16.3200,25.0900,26.0640,35.0770,44.8200,66.9870,72.5900
epi_dead_perM,HTI,,,0.0000,0.5260,3.5960,9.2080,14.1200,17.6280,20.0830,20.0830
epi_dead_perM,HUN,,,1.6560,32.2970,54.2420,60.5570,61.6950,63.5590,79.1900,86.2290
epi_dead_perM,IDN,0.0000,0.0000,0.4460,2.8660,5.7510,10.2550,18.4920,26.8460,38.7570,40.7680
epi_dead_perM,IMN,,,0.0000,246.9660,282.2470,282.2470,282.2470,282.2470,282.2470,282.2470
epi_dead_perM,IND,0.0000,0.0000,0.0230,0.7780,3.7420,12.2410,25.9040,46.7170,70.6500,74.4090
epi_dead_perM,IOA,,,,,,,,,,
epi_dead_perM,IOT,,,,,,,,,,
epi_dead_perM,IRL,0.0000,0.0000,10.9360,240.9980,334.1570,351.3710,357.0420,359.8770,365.1430,366.5600
epi_dead_perM,IRN,0.0000,0.4050,32.8240,70.9230,92.0790,127.0340,197.2670,255.5210,309.3830,320.9440
epi_dead_perM,IRQ,0.0000,0.0000,1.1440,2.2870,4.8480,45.7210,116.1290,173.0130,226.7880,233.6750
epi_dead_perM,ISL,0.0000,0.0000,5.8610,29.3040,29.3040,29.3040,29.3040,29.3040,29.3040,29.3040
epi_dead_perM,ISR,0.0000,0.0000,1.9640,24.8400,32.8110,36.8550,58.1130,106.1750,176.5340,198.6010
epi_dead_perM,ITA,0.0000,0.3470,191.7080,457.8430,551.4220,574.6440,581.0610,586.7670,593.3500,595.1850
epi_dead_perM,JAM,,,0.3380,2.3640,3.0390,3.3770,3.3770,7.0920,33.7710,40.5250
epi_dead_perM,JEY,,,19.7880,207.7710,286.9210,306.7090,306.7090,316.6030,316.6030,316.6030
epi_dead_perM,JOR,,,0.4900,0.7840,0.8820,0.8820,1.0780,1.4700,5.5870,9.8990
epi_dead_perM,JPN,0.0000,0.0240,0.4430,3.2810,7.0450,7.6850,7.9460,10.1130,12.3660,12.6430
epi_dead_perM,KAB,,,,,,,,,,
epi_dead_perM,KAS,,,,,,,,,,
epi_dead_perM,KAZ,,,0.0530,1.3310,2.0240,10.0120,42.2330,94.8520,110.6690,111.0420
epi_dead_perM,KEN,,,0.0190,0.2790,1.1720,2.6780,6.0440,10.6750,13.1480,13.5950
epi_dead_perM,KGZ,,,0.0000,1.2260,2.4520,8.7370,211.2140,162.1660,163.0850,163.3920
epi_dead_perM,KHM,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
epi_dead_perM,KIR,,,,,,,,,,
epi_dead_perM,KNA,,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
epi_dead_perM,KOR,0.0000,0.3120,3.1790,4.8180,5.2660,5.5000,5.8710,6.3200,8.0560,8.2310
epi_dead_perM,KOS,,,,,,,,,,
epi_dead_perM,KWT,0.0000,0.0000,0.0000,5.6200,48.0030,81.9560,104.2020,124.1050,142.1360,146.1170
epi_dead_perM,LAO,,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
epi_dead_perM,LBN,0.0000,0.0000,1.6120,3.5160,3.8090,4.9810,8.3510,23.4420,52.8900,59.4830
epi_dead_perM,LBR,,,0.0000,3.1640,5.3380,7.1180,14.4340,16.2130,16.2130,16.2130
epi_dead_perM,LBY,,,0.0000,0.2910,0.7280,3.0560,10.3330,33.7640,78.5880,86.1560
epi_dead_perM,LCA,,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
epi_dead_perM,LIE,,,0.0000,26.2210,26.2210,26.2210,26.2210,26.2210,26.2210,26.2210
epi_dead_perM,LKA,0.0000,0.0000,0.0470,0.3270,0.4670,0.5140,0.5140,0.5600,0.6070,0.6070
epi_dead_perM,LSO,,,,,0.0000,0.0000,6.0680,14.4710,16.3380,18.2050
epi_dead_perM,LTU,0.0000,0.0000,2.5710,16.5300,25.7140,28.6520,29.3870,31.5910,33.7950,34.5300
epi_dead_perM,LUX,0.0000,0.0000,35.1450,142.1780,175.7260,175.7260,182.1160,198.0910,198.0910,199.6880
epi_dead_perM,LVA,,,0.0000,7.9520,12.7240,15.9050,16.4350,18.0260,19.6160,20.1460
epi_dead_perM,MAC,,,,,,,,,,
epi_dead_perM,MAF,,,,,,,,,,
epi_dead_perM,MAR,,,0.8940,4.5520,5.5270,6.0960,9.3740,30.1000,58.3030,63.1260
epi_dead_perM,MCO,0.0000,0.0000,0.0000,25.4820,25.4820,25.4820,25.4820,25.4820,25.4820,25.4820
epi_dead_perM,MDA,,,0.4960,27.5160,72.1370,132.8720,191.1270,245.9120,324.7430,338.6250
epi_dead_perM,MDG,,,0.0000,0.0000,0.2170,0.7220,3.7920,6.8980,8.2700,8.3780
epi_dead_perM,MDV,,,0.0000,0.0000,9.2500,14.8000,29.6000,51.8000,62.9000,62.9000
epi_dead_perM,MEX,0.0000,0.0000,0.2170,13.4330,75.8460,210.3500,356.7750,497.6080,598.4750,613.4050
epi_dead_perM,MHL,,,,,,,,,,
epi_dead_perM,MKD,0.0000,0.0000,3.3600,35.0390,62.8790,143.0370,230.3950,280.3140,353.7520,361.4320
epi_dead_perM,MLI,,,0.0000,1.2350,3.7530,5.6790,6.1230,6.2220,6.4190,6.4690
epi_dead_perM,MLT,,,0.0000,9.0590,20.3830,20.3830,20.3830,24.9130,77.0030,83.7980
epi_dead_perM,MMR,,,0.0000,0.1100,0.1100,0.1100,0.1100,0.1100,5.2200,7.5720
epi_dead_perM,MNE,,,1.5920,11.1450,14.3300,17.5140,76.4260,156.0360,261.1210,285.0040
epi_dead_perM,MNG,,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
epi_dead_perM,MNP,,,0.0000,34.7480,34.7480,34.7480,34.7480,34.7480,34.7480,34.7480
epi_dead_perM,MOZ,,,0.0000,0.0000,0.0640,0.1920,0.3520,0.7360,1.8880,2.1120
epi_dead_perM,MRT,,,0.0000,0.2150,4.5160,27.0990,33.5510,34.1960,34.6260,34.6260
epi_dead_perM,MSR,,,0.0000,200.0400,200.0400,200.0400,200.0400,200.0400,200.0400,200.0400
epi_dead_perM,MUS,,,2.3590,7.8630,7.8630,7.8630,7.8630,7.8630,7.8630,7.8630
epi_dead_perM,MWI,,,,0.1570,0.2090,0.7320,5.6980,9.0960,9.3570,9.3570
epi_dead_perM,MYS,0.0000,0.0000,1.1430,3.0900,3.5530,3.7380,3.8310,3.8930,4.1400,4.2330
epi_dead_perM,NAM,,,0.0000,0.0000,0.0000,0.0000,3.9360,28.3360,47.6210,48.4080
epi_dead_perM,NCL,,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
epi_dead_perM,NER,,,0.1240,1.3220,2.6440,2.7680,2.8500,2.8500,2.8500,2.8500
epi_dead_perM,NFK,,,,,,,,,,
epi_dead_perM,NGA,0.0000,0.0000,0.0100,0.2470,1.3240,2.7800,4.2590,4.9140,5.3900,5.3990
epi_dead_perM,NIC,,,0.1510,0.6040,5.2830,11.1710,17.5110,20.6810,22.7940,22.7940
epi_dead_perM,NIU,,,,,,,,,,
epi_dead_perM,NLD,0.0000,0.0000,50.4230,274.9360,347.3030,356.4080,358.3340,362.7110,372.5740,376.1340
epi_dead_perM,NOR,0.0000,0.0000,4.7960,37.2610,43.5320,45.9300,47.0370,48.6970,50.5420,50.7260
epi_dead_perM,NPL,0.0000,0.0000,0.0000,0.0000,0.2060,0.9950,1.7850,7.5850,16.8520,18.3620
epi_dead_perM,NRU,,,,,,,,,,
epi_dead_perM,NZL,0.0000,0.0000,0.2070,3.9400,4.5620,4.5620,4.5620,4.5620,5.1840,5.1840
epi_dead_perM,OMN,0.0000,0.0000,0.0000,1.9580,8.2250,33.0940,82.4420,132.5730,183.0960,191.3200
epi_dead_perM,PAK,0.0000,0.0000,0.0810,1.5660,6.7140,19.4850,26.9410,28.4940,29.3310,29.4850
epi_dead_perM,PAN,,,6.0260,41.2540,76.4820,143.6930,323.7720,462.3660,547.8860,561.5600
epi_dead_perM,PCN,,,,,,,,,,
epi_dead_perM,PER,,,0.7280,28.6000,132.5680,288.2460,576.8860,873.1090,982.5350,993.0290
epi_dead_perM,PGA,,,,,,,,,,
epi_dead_perM,PHL,0.0000,0.0090,0.8030,5.0920,8.6690,11.4530,18.0960,32.1220,49.7170,52.7100
epi_dead_perM,PLW,,,,,,,,,,
epi_dead_perM,PNG,,,0.0000,0.0000,0.0000,0.0000,0.2240,0.5590,0.7820,0.7820
epi_dead_perM,POL,,,0.8190,16.4880,28.0340,38.1540,45.1560,53.7170,65.6070,68.8040
epi_dead_perM,PRI,,,2.0970,30.0610,46.4900,53.4810,74.8030,151.7040,228.6040,239.7900
epi_dead_perM,PRK,,,,,,,,,,
epi_dead_perM,PRT,,,13.7300,96.9920,136.9070,153.7750,169.3680,178.3910,192.5130,195.6510
epi_dead_perM,PRY,,,0.4210,1.2620,1.5420,2.2430,6.5900,43.1820,117.9100,130.2480
epi_dead_perM,PSX,,,0.1960,0.3920,0.9800,1.5680,16.4660,32.5400,70.5690,76.6450
epi_dead_perM,PYF,,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,24.9200,28.4790
epi_dead_perM,QAT,0.0000,0.0000,0.3470,3.4710,12.4950,39.2220,59.3530,68.3780,74.2780,74.9720
epi_dead_perM,ROU,0.0000,0.0000,2.2870,35.0870,65.1330,84.9370,119.7650,185.9890,249.0940,257.1520
epi_dead_perM,RUS,0.0000,0.0000,0.0690,6.6610,31.2130,62.8090,94.5770,117.1280,140.7820,146.3530
epi_dead_perM,RWA,,,0.0000,0.0000,0.0770,0.1540,0.3860,1.2350,2.2390,2.2390
epi_dead_perM,SAH,,,,0.0000,1.6740,1.6740,1.6740,1.6740,1.6740,1.6740
epi_dead_perM,SAU,,,0.2300,4.5100,13.7880,45.9300,82.3240,111.1630,136.1240,140.0300
epi_dead_perM,SCR,,,,,,,,,,
epi_dead_perM,SDN,,,0.0460,0.6390,5.9750,13.0450,16.5340,18.7690,19.0650,19.0650
epi_dead_perM,SDS,,,,0.0000,0.8930,3.3050,4.1090,4.1990,4.3770,4.4670
epi_dead_perM,SEN,,,0.0000,0.5380,2.5080,6.4500,12.1840,16.9610,18.5140,18.6340
epi_dead_perM,SER,,,,,,,,,,
epi_dead_perM,SGP,0.0000,0.0000,0.5130,2.3930,3.9310,4.4440,4.6150,4.6150,4.6150,4.6150
epi_dead_perM,SGS,,,,,,,,,,
epi_dead_perM,SHN,,,,,,,,,,
epi_dead_perM,SLB,,,,,,,,,,
epi_dead_perM,SLE,,,,0.5010,5.7670,7.5220,8.3990,8.7750,9.0260,9.0260
epi_dead_perM,SLV,,,0.0000,1.3880,7.0920,25.2840,67.6820,110.5420,129.9680,133.0520
epi_dead_perM,SMR,0.0000,0.0000,736.6370,1208.0850,1237.5510,1237.5510,1237.5510,1237.5510,1237.5510,1237.5510
epi_dead_perM,SOL,,,,,,,,,,
epi_dead_perM,SOM,,,0.0000,1.7620,4.5930,5.6630,5.8520,6.1030,6.2290,6.2290
epi_dead_perM,SPM,,,,,,,,,,
epi_dead_perM,SRB,,,2.3510,25.4240,35.5640,40.2670,83.0320,104.4880,110.0730,110.6610
epi_dead_perM,STP,,,,0.0000,54.7540,59.3170,68.4430,68.4430,68.4430,68.4430
epi_dead_perM,SUR,,,0.0000,1.7050,1.7050,22.1600,44.3210,114.2110,177.2830,180.6920
epi_dead_perM,SVK,,,0.0000,4.0300,5.1290,5.1290,5.1290,6.0440,8.2420,9.8910
epi_dead_perM,SVN,,,5.2910,42.8100,51.9500,53.3930,56.2790,61.5700,66.3800,67.3420
epi_dead_perM,SWE,0.0000,0.0000,28.6160,277.5450,454.7850,542.8120,570.3380,578.1610,583.7060,583.7060
epi_dead_perM,SWZ,,,0.0000,0.8620,1.7240,9.4810,34.4780,78.4370,93.0900,95.6760
epi_dead_perM,SXM,,,0.0000,303.1580,349.7970,349.7970,349.7970,396.4370,513.0360,513.0360
epi_dead_perM,SYC,,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
epi_dead_perM,SYR,,,0.1140,0.1710,0.2290,0.5140,2.3430,6.2280,11.2570,11.6570
epi_dead_perM,TCA,,,0.0000,25.8280,25.8280,25.8280,51.6560,77.4830,154.9670,154.9670
epi_dead_perM,TCD,,,0.0000,0.1220,3.9570,4.5050,4.5660,4.6880,5.1750,5.1750
epi_dead_perM,TGO,,,0.1210,0.8460,1.5700,1.6910,2.1740,3.2610,5.7980,5.7980
epi_dead_perM,THA,0.0000,0.0000,0.1430,0.7740,0.8170,0.8310,0.8310,0.8310,0.8450,0.8450
epi_dead_perM,TJK,,,,,4.9280,5.4520,6.2910,7.1300,7.8640,8.0730
epi_dead_perM,TKM,,,,,,,,,,
epi_dead_perM,TLS,,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
epi_dead_perM,TON,,,,,,,,,,
epi_dead_perM,TTO,,,2.1440,5.7160,5.7160,5.7160,5.7160,15.0050,52.8760,55.7350
epi_dead_perM,TUN,,,0.6770,3.3840,4.0610,4.2310,4.2310,6.4310,20.8150,23.3530
epi_dead_perM,TUR,,,1.9920,36.5310,53.5340,60.6480,67.2760,75.0070,96.3970,99.4080
epi_dead_perM,TUV,,,,,,,,,,
epi_dead_perM,TWN,0.0000,0.0420,0.2100,0.2520,0.2940,0.2940,0.2940,0.2940,0.2940,0.2940
epi_dead_perM,TZA,,,0.0170,0.2680,0.3520,0.3520,0.3520,0.3520,0.3520,0.3520
epi_dead_perM,UGA,,,0.0000,0.0000,0.0000,0.0000,0.0440,0.6560,1.6400,1.7270
epi_dead_perM,UKR,,,0.2520,5.7160,15.9140,26.2270,38.2540,57.7810,92.9490,100.5400
epi_dead_perM,UMI,,,,,,,,,,
epi_dead_perM,URY,,,0.2880,4.3180,6.3330,7.7730,10.0760,12.6670,13.8180,13.8180
epi_dead_perM,USA,0.0000,0.0000,9.5770,184.1860,313.5350,381.0850,459.4220,553.0740,622.3450,633.8140
epi_dead_perM,USG,,,,,,,,,,
epi_dead_perM,UZB,,,0.0600,0.2690,0.4180,0.7170,4.0930,9.4710,13.9830,14.4310
epi_dead_perM,VAT,,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
epi_dead_perM,VCT,,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
epi_dead_perM,VEN,,,0.1060,0.3520,0.4920,1.6880,5.5560,13.3990,21.8390,22.6120
epi_dead_perM,VGB,,,0.0000,33.0720,33.0720,33.0720,33.0720,33.0720,33.0720,33.0720
epi_dead_perM,VIR,,,0.0000,38.3060,57.4590,57.4590,76.6110,134.0700,191.5290,191.5290
epi_dead_perM,VNM,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.3290,0.3600,0.3600
epi_dead_perM,VUT,,,,,,,,,,
epi_dead_perM,WLF,,,,,,,,,,
epi_dead_perM,WSB,,,,,,,,,,
epi_dead_perM,WSM,,,,,,,,,,
epi_dead_perM,YEM,,,,0.0000,2.5820,10.1920,16.3280,18.9100,19.7140,19.8150
epi_dead_perM,ZAF,,,0.0510,1.7370,10.8420,42.6410,131.7180,236.5250,281.0210,286.2310
epi_dead_perM,ZMB,,,0.0000,0.1630,0.3810,1.1970,8.1050,15.6110,18.0590,18.1140
epi_dead_perM,ZWE,,,0.0670,0.2690,0.2690,0.4710,3.5660,13.1870,15.3400,15.3400
epi_dead_perM,_WORLD,0.0364,0.4813,5.0407,29.4270,47.4478,64.7323,86.1410,109.1327,130.1537,133.3200
