variable,iso,2020-01,2020-02,2020-03,2020-04,2020-05,2020-06,2020-07,2020-08,2020-09,2020-10
epi_dead_new,ABW,,,0.0000,0.0667,0.0323,0.0000,0.0000,0.2258,0.5333,1.0000
epi_dead_new,AFG,0.0000,0.0000,0.1905,1.8667,6.0968,16.1333,17.3548,4.2258,1.8667,1.0000
epi_dead_new,AGO,,,0.2000,0.0000,0.0645,0.2333,1.1935,1.9032,2.4000,2.5000
epi_dead_new,AIA,,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
epi_dead_new,ALB,,,0.5217,0.6333,0.0645,0.8333,3.0968,4.0645,3.4667,2.0000
epi_dead_new,ALD,,,,,,,,,,
epi_dead_new,AND,,,0.4444,1.1333,0.2903,0.0333,0.0000,0.0323,0.0000,0.0000
epi_dead_new,ARE,0.0000,0.0000,0.2000,3.1000,5.2903,1.7333,1.1935,1.0000,1.1333,2.5000
epi_dead_new,ARG,,,0.9600,6.3333,10.1290,25.0667,65.5161,164.1935,270.6000,1069.0000
epi_dead_new,ARM,0.0000,0.0000,0.1364,0.9667,3.1935,10.4000,9.5161,4.4839,2.7000,3.5000
epi_dead_new,ASM,,,,,,,,,,
epi_dead_new,ATA,,,,,,,,,,
epi_dead_new,ATC,,,,,,,,,,
epi_dead_new,ATF,,,,,,,,,,
epi_dead_new,ATG,,,0.0000,0.1000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
epi_dead_new,AUS,0.0000,0.0000,0.6129,2.3667,0.3871,0.0667,2.7419,13.6129,9.0333,2.7500
epi_dead_new,AUT,0.0000,0.0000,3.4839,15.7333,2.8387,1.1667,0.4839,0.4839,2.1000,3.2500
epi_dead_new,AZE,0.0000,0.0000,0.1667,0.6333,1.2258,4.8333,7.5806,2.9032,1.9667,1.2500
epi_dead_new,BDI,,,,0.0333,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
epi_dead_new,BEL,0.0000,0.0000,37.6774,220.1667,50.8387,9.2667,2.5484,6.0000,3.1333,9.5000
epi_dead_new,BEN,,,0.0000,0.0667,0.0323,0.5333,0.5161,0.1613,0.0000,0.2500
epi_dead_new,BFA,,,0.6316,1.0333,0.3226,0.0000,0.0000,0.0645,0.1000,0.2500
epi_dead_new,BGD,,,0.2941,5.2667,14.4194,39.1000,41.9355,37.5806,32.3667,26.5000
epi_dead_new,BGR,,,0.3636,1.8667,2.4516,2.7667,4.8710,7.7097,6.7000,6.7500
epi_dead_new,BHR,0.0000,0.0000,0.1333,0.1333,0.2903,2.2333,2.0000,1.3871,1.9000,3.0000
epi_dead_new,BHS,,,0.0000,0.3667,0.0000,0.0000,0.0968,0.9355,1.4667,1.2500
epi_dead_new,BIH,,,0.4211,1.8667,2.8387,1.0333,4.6774,8.5161,8.1333,7.0000
epi_dead_new,BJN,,,,,,,,,,
epi_dead_new,BLM,,,,,,,,,,
epi_dead_new,BLR,0.0000,0.0000,0.0000,2.8000,4.6774,5.2667,5.3548,3.9677,5.0667,5.7500
epi_dead_new,BLZ,,,0.0000,0.0667,0.0000,0.0000,0.0000,0.3548,0.4333,0.7500
epi_dead_new,BMU,,,0.0000,0.2000,0.0968,0.0000,0.0000,0.0000,0.0000,0.0000
epi_dead_new,BOL,,,0.3158,1.7667,8.0968,25.3667,58.8065,66.8387,98.8333,35.5000
epi_dead_new,BRA,0.0000,0.0000,5.1290,176.9000,753.8065,982.6667,1062.8710,953.7097,736.4333,766.5000
epi_dead_new,BRB,,,0.0000,0.2333,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
epi_dead_new,BRN,,,0.0476,0.0000,0.0323,0.0333,0.0000,0.0000,0.0000,0.0000
epi_dead_new,BTN,,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
epi_dead_new,BWA,,,,0.0333,0.0000,0.0000,0.0323,0.1290,0.3333,0.0000
epi_dead_new,CAF,,,0.0000,0.0000,0.0323,1.5333,0.3871,0.0645,0.0333,0.0000
epi_dead_new,CAN,0.0000,0.0000,2.8710,96.9000,131.5161,49.7667,11.7097,6.0645,5.8000,42.7500
epi_dead_new,CHE,0.0000,0.0000,9.5161,37.0667,8.0323,0.8333,0.7097,0.6774,1.9000,0.5000
epi_dead_new,CHL,,,0.2963,6.9333,25.1935,152.6000,122.6452,60.2258,49.3667,48.5000
epi_dead_new,CHN,20.7000,90.4828,15.2258,44.2667,0.0323,0.1000,0.5806,2.0323,0.5667,0.0000
epi_dead_new,CIV,,,0.0556,0.4333,0.6129,1.1000,1.0968,0.4839,0.1667,0.0000
epi_dead_new,CLP,,,,,,,,,,
epi_dead_new,CMR,,,0.1053,1.9667,4.1935,4.0667,2.3871,0.7742,0.2333,0.5000
epi_dead_new,CNM,,,,,,,,,,
epi_dead_new,COD,,,0.4211,0.7667,1.2258,3.2667,1.5161,1.3871,0.4667,0.5000
epi_dead_new,COG,,,0.0000,0.3000,0.3226,0.7000,0.5161,0.7097,0.3667,0.0000
epi_dead_new,COK,,,,,,,,,,
epi_dead_new,COL,,,0.6667,8.8000,19.7419,77.7667,212.4839,308.1935,215.4667,182.0000
epi_dead_new,COM,,,,,0.0667,0.1667,0.0000,0.0000,0.0000,0.0000
epi_dead_new,CPV,,,0.0909,0.0000,0.0968,0.2667,0.3548,0.5484,0.6333,0.7500
epi_dead_new,CRI,,,0.0833,0.1333,0.1290,0.1667,4.0323,8.9677,15.4000,17.5000
epi_dead_new,CSI,,,,,,,,,,
epi_dead_new,CUB,,,0.2353,1.8000,0.8065,0.1000,0.0323,0.2258,0.9333,0.0000
epi_dead_new,CUW,,,0.1250,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
epi_dead_new,CYM,,,0.0833,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
epi_dead_new,CYN,,,,,,,,,,
epi_dead_new,CYP,,,0.3500,0.2667,0.0645,0.0667,0.0000,0.0645,0.0333,0.0000
epi_dead_new,CZE,0.0000,0.0000,0.7742,6.7667,2.9677,0.9667,1.0000,1.4194,7.1000,18.7500
