variable,iso,2020-01,2020-02,2020-03,2020-04,2020-05,2020-06,2020-07,2020-08,2020-09,2020-10,2020-11,2020-12
stats_hosp_beds_perK,GIN,,,0.3000,0.3000,0.3000,0.3000,0.3000,0.3000,0.3000,0.3000,0.3000,0.3000
stats_hosp_beds_perK,GNB,,,,,,,,,,,,
stats_hosp_beds_perK,GRC,4.2100,4.2100,4.2100,4.2100,4.2100,4.2100,4.2100,4.2100,4.2100,4.2100,4.2100,4.2100
stats_hosp_beds_perK,GRD,,,3.7000,3.7000,3.7000,3.7000,3.7000,3.7000,3.7000,3.7000,3.7000,3.7000
stats_hosp_beds_perK,GRL,,,,,,,,,,,,
stats_hosp_beds_perK,GTM,,0.6000,0.6000,0.6000,0.6000,0.6000,0.6000,0.6000,0.6000,0.6000,0.6000,0.6000
stats_hosp_beds_perK,GUM,,,,,,,,,,,,
stats_hosp_beds_perK,GUY,,,1.6000,1.6000,1.6000,1.6000,1.6000,1.6000,1.6000,1.6000,1.6000,1.6000
stats_hosp_beds_perK,HKG,,,,,,,,,,,,
stats_hosp_beds_perK,HND,,,0.7000,0.7000,0.7000,0.7000,0.7000,0.7000,0.7000,0.7000,0.7000,0.7000
stats_hosp_beds_perK,HRV,5.5400,5.5400,5.5400,5.5400,5.5400,5.5400,5.5400,5.5400,5.5400,5.5400,5.5400,5.5400
stats_hosp_beds_perK,HTI,,,0.7000,0.7000,0.7000,0.7000,0.7000,0.7000,0.7000,0.7000,0.7000,0.7000
stats_hosp_beds_perK,HUN,,,7.0200,7.0200,7.0200,7.0200,7.0200,7.0200,7.0200,7.0200,7.0200,7.0200
stats_hosp_beds_perK,IDN,1.0400,1.0400,1.0400,1.0400,1.0400,1.0400,1.0400,1.0400,1.0400,1.0400,1.0400,1.0400
stats_hosp_beds_perK,IMN,,,,,,,,,,,,
stats_hosp_beds_perK,IND,0.5300,0.5300,0.5300,0.5300,0.5300,0.5300,0.5300,0.5300,0.5300,0.5300,0.5300,0.5300
stats_hosp_beds_perK,IRL,2.9600,2.9600,2.9600,2.9600,2.9600,2.9600,2.9600,2.9600,2.9600,2.9600,2.9600,2.9600
stats_hosp_beds_perK,IRN,1.5000,1.5000,1.5000,1.5000,1.5000,1.5000,1.5000,1.5000,1.5000,1.5000,1.5000,1.5000
stats_hosp_beds_perK,IRQ,1.4000,1.4000,1.4000,1.4000,1.4000,1.4000,1.4000,1.4000,1.4000,1.4000,1.4000,1.4000
stats_hosp_beds_perK,ISL,2.9100,2.9100,2.9100,2.9100,2.9100,2.9100,2.9100,2.9100,2.9100,2.9100,2.9100,2.9100
stats_hosp_beds_perK,ISR,2.9900,2.9900,2.9900,2.9900,2.9900,2.9900,2.9900,2.9900,2.9900,2.9900,2.9900,2.9900
stats_hosp_beds_perK,ITA,3.1800,3.1800,3.1800,3.1800,3.1800,3.1800,3.1800,3.1800,3.1800,3.1800,3.1800,3.1800
stats_hosp_beds_perK,JAM,,,1.7000,1.7000,1.7000,1.7000,1.7000,1.7000,1.7000,1.7000,1.7000,1.7000
stats_hosp_beds_perK,JEY,,,,,,,,,,,,
stats_hosp_beds_perK,JOR,,,1.4000,1.4000,1.4000,1.4000,1.4000,1.4000,1.4000,1.4000,1.4000,1.4000
stats_hosp_beds_perK,JPN,13.0500,13.0500,13.0500,13.0500,13.0500,13.0500,13.0500,13.0500,13.0500,13.0500,13.0500,13.0500
stats_hosp_beds_perK,KAZ,,,6.7000,6.7000,6.7000,6.7000,6.7000,6.7000,6.7000,6.7000,6.7000,6.7000
stats_hosp_beds_perK,KEN,,,1.4000,1.4000,1.4000,1.4000,1.4000,1.4000,1.4000,1.4000,1.4000,1.4000
stats_hosp_beds_perK,KGZ,,,4.5000,4.5000,4.5000,4.5000,4.5000,4.5000,4.5000,4.5000,4.5000,4.5000
stats_hosp_beds_perK,KHM,0.8000,0.8000,0.8000,0.8000,0.8000,0.8000,0.8000,0.8000,0.8000,0.8000,0.8000,0.8000
stats_hosp_beds_perK,KOR,12.2700,12.2700,12.2700,12.2700,12.2700,12.2700,12.2700,12.2700,12.2700,12.2700,12.2700,12.2700
stats_hosp_beds_perK,KWT,2.0000,2.0000,2.0000,2.0000,2.0000,2.0000,2.0000,2.0000,2.0000,2.0000,2.0000,2.0000
stats_hosp_beds_perK,LBN,2.9000,2.9000,2.9000,2.9000,2.9000,2.9000,2.9000,2.9000,2.9000,2.9000,2.9000,2.9000
stats_hosp_beds_perK,LBR,,,0.8000,0.8000,0.8000,0.8000,0.8000,0.8000,0.8000,0.8000,0.8000,0.8000
stats_hosp_beds_perK,LBY,,,3.7000,3.7000,3.7000,3.7000,3.7000,3.7000,3.7000,3.7000,3.7000,3.7000
stats_hosp_beds_perK,LKA,3.6000,3.6000,3.6000,3.6000,3.6000,3.6000,3.6000,3.6000,3.6000,3.6000,3.6000,3.6000
stats_hosp_beds_perK,LSO,,,,,,,,,,,,
stats_hosp_beds_perK,LTU,6.5600,6.5600,6.5600,6.5600,6.5600,6.5600,6.5600,6.5600,6.5600,6.5600,6.5600,6.5600
stats_hosp_beds_perK,LUX,4.5100,4.5100,4.5100,4.5100,4.5100,4.5100,4.5100,4.5100,4.5100,4.5100,4.5100,4.5100
stats_hosp_beds_perK,LVA,,5.5700,5.5700,5.5700,5.5700,5.5700,5.5700,5.5700,5.5700,5.5700,5.5700,5.5700
stats_hosp_beds_perK,MAC,,,,,,,,,,,,
stats_hosp_beds_perK,MAR,,1.1000,1.1000,1.1000,1.1000,1.1000,1.1000,1.1000,1.1000,1.1000,1.1000,1.1000
stats_hosp_beds_perK,MDA,,,5.8000,5.8000,5.8000,5.8000,5.8000,5.8000,5.8000,5.8000,5.8000,5.8000
stats_hosp_beds_perK,MDG,,,0.2000,0.2000,0.2000,0.2000,0.2000,0.2000,0.2000,0.2000,0.2000,0.2000
stats_hosp_beds_perK,MDV,,,,,,,,,,,,
stats_hosp_beds_perK,MEX,1.3800,1.3800,1.3800,1.3800,1.3800,1.3800,1.3800,1.3800,1.3800,1.3800,1.3800,1.3800
stats_hosp_beds_perK,MKD,4.2800,4.2800,4.2800,4.2800,4.2800,4.2800,4.2800,4.2800,4.2800,4.2800,4.2800,4.2800
stats_hosp_beds_perK,MLI,,,0.1000,0.1000,0.1000,0.1000,0.1000,0.1000,0.1000,0.1000,0.1000,0.1000
stats_hosp_beds_perK,MLT,,4.4850,4.4850,4.4850,4.4850,4.4850,4.4850,4.4850,4.4850,4.4850,4.4850,4.4850
stats_hosp_beds_perK,MMR,,,0.9000,0.9000,0.9000,0.9000,0.9000,0.9000,0.9000,0.9000,0.9000,0.9000
stats_hosp_beds_perK,MNE,,,3.8610,3.8610,3.8610,3.8610,3.8610,3.8610,3.8610,3.8610,3.8610,3.8610
stats_hosp_beds_perK,MNG,,,7.0000,7.0000,7.0000,7.0000,7.0000,7.0000,7.0000,7.0000,7.0000,7.0000
stats_hosp_beds_perK,MOZ,,,0.7000,0.7000,0.7000,0.7000,0.7000,0.7000,0.7000,0.7000,0.7000,0.7000
stats_hosp_beds_perK,MSR,,,,,,,,,,,,
stats_hosp_beds_perK,MUS,,,3.4000,3.4000,3.4000,3.4000,3.4000,3.4000,3.4000,3.4000,3.4000,3.4000
stats_hosp_beds_perK,MWI,,,1.3000,1.3000,1.3000,1.3000,1.3000,1.3000,1.3000,1.3000,1.3000,1.3000
stats_hosp_beds_perK,MYS,1.9000,1.9000,1.9000,1.9000,1.9000,1.9000,1.9000,1.9000,1.9000,1.9000,1.9000,1.9000
stats_hosp_beds_perK,NAM,,,,,,,,,,,,
stats_hosp_beds_perK,NCL,,,,,,,,,,,,
stats_hosp_beds_perK,NER,,,0.3000,0.3000,0.3000,0.3000,0.3000,0.3000,0.3000,0.3000,0.3000,0.3000
stats_hosp_beds_perK,NGA,,,,,,,,,,,,
stats_hosp_beds_perK,NIC,,,0.9000,0.9000,0.9000,0.9000,0.9000,0.9000,0.9000,0.9000,0.9000,0.9000
stats_hosp_beds_perK,NLD,3.3200,3.3200,3.3200,3.3200,3.3200,3.3200,3.3200,3.3200,3.3200,3.3200,3.3200,3.3200
stats_hosp_beds_perK,NOR,3.6000,3.6000,3.6000,3.6000,3.6000,3.6000,3.6000,3.6000,3.6000,3.6000,3.6000,3.6000
stats_hosp_beds_perK,NPL,0.3000,0.3000,0.3000,0.3000,0.3000,0.3000,0.3000,0.3000,0.3000,0.3000,0.3000,0.3000
stats_hosp_beds_perK,NZL,2.6100,2.6100,2.6100,2.6100,2.6100,2.6100,2.6100,2.6100,2.6100,2.6100,2.6100,2.6100
stats_hosp_beds_perK,OMN,1.6000,1.6000,1.6000,1.6000,1.6000,1.6000,1.6000,1.6000,1.6000,1.6000,1.6000,1.6000
stats_hosp_beds_perK,PAK,0.6000,0.6000,0.6000,0.6000,0.6000,0.6000,0.6000,0.6000,0.6000,0.6000,0.6000,0.6000
stats_hosp_beds_perK,PAN,,,2.3000,2.3000,2.3000,2.3000,2.3000,2.3000,2.3000,2.3000,2.3000,2.3000
stats_hosp_beds_perK,PER,,1.6000,1.6000,1.6000,1.6000,1.6000,1.6000,1.6000,1.6000,1.6000,1.6000,1.6000
stats_hosp_beds_perK,PHL,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000
stats_hosp_beds_perK,PNG,,,,,,,,,,,,
stats_hosp_beds_perK,POL,,,6.6200,6.6200,6.6200,6.6200,6.6200,6.6200,6.6200,6.6200,6.6200,6.6200
stats_hosp_beds_perK,PRI,,,,,,,,,,,,
stats_hosp_beds_perK,PRK,,,,,,,,,,,,
stats_hosp_beds_perK,PRT,,,3.3900,3.3900,3.3900,3.3900,3.3900,3.3900,3.3900,3.3900,3.3900,3.3900
stats_hosp_beds_perK,PRY,,,1.3000,1.3000,1.3000,1.3000,1.3000,1.3000,1.3000,1.3000,1.3000,1.3000
stats_hosp_beds_perK,PSE,,,,,,,,,,,,
stats_hosp_beds_perK,QAT,1.2000,1.2000,1.2000,1.2000,1.2000,1.2000,1.2000,1.2000,1.2000,1.2000,1.2000,1.2000
stats_hosp_beds_perK,ROU,6.8920,6.8920,6.8920,6.8920,6.8920,6.8920,6.8920,6.8920,6.8920,6.8920,6.8920,6.8920
stats_hosp_beds_perK,RUS,8.0500,8.0500,8.0500,8.0500,8.0500,8.0500,8.0500,8.0500,8.0500,8.0500,8.0500,8.0500
stats_hosp_beds_perK,RWA,,,,,,,,,,,,
stats_hosp_beds_perK,SAU,,,2.7000,2.7000,2.7000,2.7000,2.7000,2.7000,2.7000,2.7000,2.7000,2.7000
stats_hosp_beds_perK,SDN,,,0.8000,0.8000,0.8000,0.8000,0.8000,0.8000,0.8000,0.8000,0.8000,0.8000
stats_hosp_beds_perK,SEN,,,,,,,,,,,,
stats_hosp_beds_perK,SGP,2.4000,2.4000,2.4000,2.4000,2.4000,2.4000,2.4000,2.4000,2.4000,2.4000,2.4000,2.4000
stats_hosp_beds_perK,SLE,,,,,,,,,,,,
stats_hosp_beds_perK,SLV,,,1.3000,1.3000,1.3000,1.3000,1.3000,1.3000,1.3000,1.3000,1.3000,1.3000
stats_hosp_beds_perK,SOM,,,0.9000,0.9000,0.9000,0.9000,0.9000,0.9000,0.9000,0.9000,0.9000,0.9000
stats_hosp_beds_perK,SRB,,5.6090,5.6090,5.6090,5.6090,5.6090,5.6090,5.6090,5.6090,5.6090,5.6090,5.6090
stats_hosp_beds_perK,SSD,,,,,,,,,,,,
stats_hosp_beds_perK,SUR,,,3.1000,3.1000,3.1000,3.1000,3.1000,3.1000,3.1000,3.1000,3.1000,3.1000
stats_hosp_beds_perK,SVK,,,5.8200,5.8200,5.8200,5.8200,5.8200,5.8200,5.8200,5.8200,5.8200,5.8200
stats_hosp_beds_perK,SVN,,,4.5000,4.5000,4.5000,4.5000,4.5000,4.5000,4.5000,4.5000,4.5000,4.5000
stats_hosp_beds_perK,SWE,2.2200,2.2200,2.2200,2.2200,2.2200,2.2200,2.2200,2.2200,2.2200,2.2200,2.2200,2.2200
stats_hosp_beds_perK,SWZ,,,2.1000,2.1000,2.1000,2.1000,2.1000,2.1000,2.1000,2.1000,2.1000,2.1000
stats_hosp_beds_perK,SYC,,,3.6000,3.6000,3.6000,3.6000,3.6000,3.6000,3.6000,3.6000,3.6000,3.6000
stats_hosp_beds_perK,SYR,,,1.5000,1.5000,1.5000,1.5000,1.5000,1.5000,1.5000,1.5000,1.5000,1.5000
stats_hosp_beds_perK,TCD,,,,,,,,,,,,
stats_hosp_beds_perK,TGO,,,0.7000,0.7000,0.7000,0.7000,0.7000,0.7000,0.7000,0.7000,0.7000,0.7000
stats_hosp_beds_perK,THA,2.1000,2.1000,2.1000,2.1000,2.1000,2.1000,2.1000,2.1000,2.1000,2.1000,2.1000,2.1000
stats_hosp_beds_perK,TLS,,,5.9000,5.9000,5.9000,5.9000,5.9000,5.9000,5.9000,5.9000,5.9000,5.9000
stats_hosp_beds_perK,TON,,,,,,,,,,,,
stats_hosp_beds_perK,TTO,,,3.0000,3.0000,3.0000,3.0000,3.0000,3.0000,3.0000,3.0000,3.0000,3.0000
stats_hosp_beds_perK,TUN,,,2.3000,2.3000,2.3000,2.3000,2.3000,2.3000,2.3000,2.3000,2.3000,2.3000
stats_hosp_beds_perK,TUR,,,2.8100,2.8100,2.8100,2.8100,2.8100,2.8100,2.8100,2.8100,2.8100,2.8100
stats_hosp_beds_perK,TWN,,,,,,,,,,,,
stats_hosp_beds_perK,TZA,,,0.7000,0.7000,0.7000,0.7000,0.7000,0.7000,0.7000,0.7000,0.7000,0.7000
stats_hosp_beds_perK,UGA,,,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000
stats_hosp_beds_perK,UKR,,,8.8000,8.8000,8.8000,8.8000,8.8000,8.8000,8.8000,8.8000,8.8000,8.8000
stats_hosp_beds_perK,UMI,,,,,,,,,,,,
stats_hosp_beds_perK,URY,,,2.8000,2.8000,2.8000,2.8000,2.8000,2.8000,2.8000,2.8000,2.8000,2.8000
stats_hosp_beds_perK,USA,2.7700,2.7700,2.7700,2.7700,2.7700,2.7700,2.7700,2.7700,2.7700,2.7700,2.7700,2.7700
stats_hosp_beds_perK,UZB,,,4.0000,4.0000,4.0000,4.0000,4.0000,4.0000,4.0000,4.0000,4.0000,4.0000
stats_hosp_beds_perK,VEN,,,0.8000,0.8000,0.8000,0.8000,0.8000,0.8000,0.8000,0.8000,0.8000,0.8000
stats_hosp_beds_perK,VIR,,,,,,,,,,,,
stats_hosp_beds_perK,VNM,2.6000,2.6000,2.6000,2.6000,2.6000,2.6000,2.6000,2.6000,2.6000,2.6000,2.6000,2.6000
stats_hosp_beds_perK,XKX,,,,,,,,,,,,
stats_hosp_beds_perK,YEM,,,,0.7000,0.7000,0.7000,0.7000,0.7000,0.7000,0.7000,0.7000,0.7000
stats_hosp_beds_perK,ZAF,,2.3200,2.3200,2.3200,2.3200,2.3200,2.3200,2.3200,2.3200,2.3200,2.3200,2.3200
stats_hosp_beds_perK,ZMB,,,2.0000,2.0000,2.0000,2.0000,2.0000,2.0000,2.0000,2.0000,2.0000,2.0000
stats_hosp_beds_perK,ZWE,,,1.7000,1.7000,1.7000,1.7000,1.7000,1.7000,1.7000,1.7000,1.7000,1.7000
