variable,iso,2020-01,2020-02,2020-03,2020-04,2020-05,2020-06,2020-07,2020-08,2020-09,2020-10,2020-11,2020-12
info_iri,BRA,0.2773,0.1082,0.1041,0.2186,0.2810,0.2871,0.2952,0.3130,0.3789,0.3916,0.4823,0.3317
info_iri,BRB,0.6174,0.5317,0.4970,0.5660,0.6133,0.4622,0.7276,0.6651,0.3338,0.6042,0.4947,0.4509
info_iri,BRN,0.3291,0.3094,0.3163,0.2766,0.2432,0.2069,0.1589,0.3698,0.2684,0.0204,0.4138,0.2006
info_iri,BWA,0.4707,0.4441,0.4465,0.5006,0.4074,0.3260,0.4560,0.4259,0.2958,0.4109,0.4012,0.4676
info_iri,CAF,0.2922,0.2053,0.2688,0.2115,0.2096,0.2001,0.2496,0.0264,0.2222,0.2184,0.2490,0.3468
info_iri,CAN,0.0703,0.0863,0.1101,0.1069,0.0876,0.0692,0.1103,0.0902,0.0612,0.0831,0.0607,0.0653
info_iri,CHE,0.0691,0.0688,0.1974,0.1866,0.2109,0.0736,0.1619,0.1240,0.1132,0.1468,0.1004,0.1396
info_iri,CHL,0.1387,0.0438,0.0841,0.1138,0.0689,0.0487,0.0667,0.0430,0.0207,0.0278,0.0229,0.0253
info_iri,CHN,0.0609,0.1280,0.1211,0.1740,0.1705,0.1630,0.2350,0.2833,0.1758,0.1274,0.1171,0.1505
info_iri,CIV,0.1675,0.2131,0.3604,0.4620,0.3722,0.2855,0.2952,0.3636,0.3396,0.3718,0.4158,0.3016
info_iri,CMR,0.1772,0.3109,0.3458,0.2746,0.2325,0.1907,0.1776,0.2250,0.2491,0.3440,0.3036,0.2501
info_iri,COD,0.3170,0.2168,0.1845,0.1482,0.1424,0.1373,0.2097,0.1890,0.1725,0.1532,0.2437,0.4386
info_iri,COG,0.2206,0.1317,0.0686,0.2015,0.2545,0.2901,0.2115,0.2300,0.3974,0.4452,0.6077,0.8144
info_iri,COL,0.3487,0.3960,0.3825,0.3765,0.2474,0.2821,0.3425,0.4145,0.3570,0.3296,0.2601,0.2884
info_iri,CRI,0.5232,0.4703,0.4844,0.4779,0.5169,0.4071,0.4222,0.4096,0.3259,0.4577,0.2585,0.4423
info_iri,CUB,0.2940,0.2696,0.3810,0.4585,0.4146,0.2971,0.4908,0.4291,0.4200,0.4134,0.4485,0.4291
info_iri,CYM,0.2087,0.2639,0.3779,0.2644,0.4312,0.1607,0.1836,0.1515,0.3465,0.4571,0.4470,0.5608
info_iri,CYP,0.4119,0.5241,0.4594,0.5364,0.5003,0.6666,0.6677,0.6218,0.5770,0.4698,0.4554,0.4776
info_iri,CZE,0.3195,0.1956,0.2255,0.1975,0.2155,0.1512,0.1352,0.1433,0.1712,0.1417,0.1407,0.1803
info_iri,DEU,0.2658,0.3446,0.3282,0.1993,0.1758,0.1142,0.1453,0.2819,0.2876,0.2800,0.2620,0.3289
info_iri,DJI,0.2342,0.1870,0.1908,0.2388,0.4559,0.2286,0.3387,0.2748,0.3796,0.3317,0.2512,0.4612
info_iri,DNK,0.0933,0.1164,0.1970,0.1553,0.1596,0.1755,0.1812,0.2433,0.2309,0.2527,0.1972,0.2012
info_iri,DOM,0.3903,0.3862,0.3379,0.2708,0.3768,0.3248,0.4001,0.4159,0.3831,0.5190,0.4470,0.2796
info_iri,DZA,0.8941,0.2112,0.1957,0.2452,0.1865,0.0423,0.2731,0.0939,0.0776,0.0159,0.2088,0.0862
info_iri,ECU,0.5399,0.5565,0.5002,0.3471,0.4124,0.4442,0.5874,0.3759,0.4582,0.3364,0.3668,0.2810
info_iri,EGY,0.1149,0.0577,0.1529,0.0663,0.1247,0.0711,0.0737,0.0774,0.0697,0.0688,0.1765,0.0361
info_iri,ESP,0.0484,0.0436,0.0610,0.0709,0.0616,0.0590,0.0513,0.0638,0.0586,0.0648,0.0539,0.0840
info_iri,EST,0.7188,0.1363,0.1799,0.1446,0.0557,0.0680,0.0623,0.0215,0.0571,0.0390,0.0227,0.0286
info_iri,ETH,0.1121,0.1592,0.1764,0.2016,0.1547,0.1535,0.1126,0.2007,0.1867,0.2668,0.2599,0.0578
info_iri,FIN,0.2731,0.3141,0.2081,0.1890,0.1489,0.1434,0.2263,0.1775,0.1255,0.1797,0.1757,0.1911
info_iri,FJI,0.3534,0.3909,0.3763,0.4483,0.3835,0.2959,0.3712,0.3026,0.3709,0.4487,0.3504,0.3542
info_iri,FRA,0.0142,0.0169,0.0185,0.0129,0.0109,0.0098,0.0155,0.0116,0.0132,0.0144,0.0108,0.0169
info_iri,FRO,0.2363,0.0689,0.2148,0.2372,0.1505,0.0859,0.2928,0.3223,0.2731,0.2962,0.2823,0.4366
info_iri,GAB,0.4770,0.4905,0.5053,0.4993,0.5658,0.4245,0.5067,0.5087,0.4562,0.4982,0.6629,0.5994
info_iri,GBR,0.1522,0.1265,0.1329,0.1138,0.1182,0.1221,0.1104,0.1173,0.1354,0.1280,0.1282,0.1231
info_iri,GEO,0.2698,0.1102,0.2177,0.1414,0.1522,0.0792,0.2064,0.1340,0.0516,0.1216,0.2463,0.5347
info_iri,GHA,0.2672,0.1985,0.1919,0.2199,0.1522,0.1738,0.3092,0.2712,0.1905,0.1982,0.3107,0.1096
info_iri,GIB,0.4355,0.3364,0.4075,0.3225,0.3364,0.2707,0.1621,0.2623,0.1872,0.1444,0.0993,0.2457
info_iri,GIN,0.1781,0.3461,0.6621,0.6076,0.3734,0.2772,0.4186,0.4261,0.4447,0.4310,0.3468,0.3552
info_iri,GNB,0.4899,0.1436,0.1602,0.2083,0.2230,0.1369,0.2126,0.0734,0.2523,0.0862,0.1188,0.1599
info_iri,GRC,0.2402,0.2374,0.1458,0.1286,0.2169,0.1796,0.1310,0.1150,0.1829,0.1833,0.1488,0.1687
info_iri,GRD,0.3216,0.2849,0.2433,0.3264,0.2300,0.2678,0.3565,0.2911,0.2900,0.1847,0.3084,0.3498
info_iri,GRL,0.2957,0.3428,0.2475,0.1947,0.1425,0.1645,0.1688,0.2526,0.2046,0.3087,0.2934,0.2965
info_iri,GTM,0.5937,0.6016,0.5450,0.4603,0.4421,0.4760,0.5872,0.6339,0.5814,0.4889,0.4866,0.6352
info_iri,GUM,0.6334,0.4356,0.7174,0.5817,0.7324,0.4185,0.6518,0.7508,0.5858,0.8154,0.6434,0.7509
info_iri,GUY,0.1479,0.2111,0.2604,0.2048,0.2105,0.1408,0.2068,0.2517,0.3173,0.3276,0.2461,0.3517
info_iri,HKG,0.0203,0.0051,0.0121,0.0104,0.0095,0.0062,0.0128,0.0078,0.0096,0.0059,0.0089,0.0062
info_iri,HND,0.5534,0.5943,0.5255,0.4031,0.3390,0.3594,0.4185,0.4309,0.4725,0.4302,0.2081,0.5572
info_iri,HRV,0.2765,0.2956,0.2244,0.2297,0.2054,0.1516,0.1617,0.3276,0.3791,0.2729,0.4218,0.6363
info_iri,HTI,0.2981,0.4094,0.6090,0.5908,0.4889,0.2429,0.5409,0.4716,0.2267,0.3752,0.5314,0.6558
info_iri,HUN,0.4114,0.3429,0.3109,0.3859,0.1898,0.2900,0.3503,0.3117,0.4874,0.4399,0.4036,0.3724
info_iri,IDN,0.4824,0.1786,0.1649,0.1594,0.1611,0.1148,0.1286,0.1062,0.1124,0.1561,0.1105,0.2021
info_iri,IMN,0.5145,0.1367,0.2415,0.0966,0.0938,0.0798,0.2106,0.2630,0.2136,0.2392,0.2503,0.0583
info_iri,IND,0.2925,0.3704,0.3961,0.3751,0.3764,0.3975,0.3091,0.2716,0.2189,0.2547,0.2216,0.2772
info_iri,IRL,0.0363,0.0218,0.0251,0.0237,0.0347,0.0196,0.0196,0.0184,0.0159,0.0192,0.0167,0.0160
info_iri,IRN,0.6455,0.7038,0.5546,0.6392,0.7247,0.5893,0.5701,0.5619,0.5630,0.6536,0.6038,0.7437
info_iri,IRQ,0.1937,0.0261,0.0424,0.0495,0.0372,0.0554,0.0326,0.0401,0.0475,0.0339,0.0289,0.0201
info_iri,ISL,0.1752,0.2112,0.2907,0.2525,0.2314,0.3014,0.3585,0.3307,0.2983,0.3161,0.1783,0.1298
info_iri,ISR,0.2569,0.1769,0.2622,0.2281,0.2953,0.2703,0.2772,0.3710,0.3111,0.3140,0.3675,0.3776
info_iri,ITA,0.1620,0.0527,0.0350,0.0398,0.0330,0.0094,0.0144,0.0157,0.0122,0.0104,0.0079,0.0136
info_iri,JAM,0.1987,0.1933,0.2097,0.2313,0.2186,0.1786,0.2285,0.1542,0.1604,0.1557,0.1995,0.0498
info_iri,JEY,0.2654,0.2585,0.2334,0.2440,0.2643,0.1378,0.2156,0.1487,0.1468,0.2398,0.1544,0.2196
info_iri,JOR,0.0658,0.1613,0.2008,0.1552,0.2002,0.1146,0.0875,0.1509,0.1577,0.1862,0.1787,0.0581
info_iri,JPN,0.0815,0.0562,0.0600,0.0562,0.0402,0.0321,0.0479,0.0578,0.0759,0.0828,0.0853,0.0731
info_iri,KAZ,0.4692,0.3900,0.2717,0.2725,0.3839,0.1798,0.5688,0.5422,0.4420,0.4006,0.2408,0.6839
info_iri,KEN,0.1832,0.1732,0.1296,0.1890,0.1212,0.1426,0.1042,0.1382,0.1915,0.1826,0.1968,0.1615
info_iri,KGZ,0.1354,0.1246,0.1837,0.1289,0.0577,0.0817,0.1171,0.1011,0.3349,0.1833,0.1914,0.1950
info_iri,KHM,0.1235,0.1004,0.2211,0.1817,0.1379,0.1359,0.2137,0.1592,0.2090,0.1884,0.0709,0.0986
info_iri,KOR,0.1963,0.1817,0.1691,0.1470,0.1816,0.1400,0.1673,0.2323,0.1181,0.1197,0.1058,0.3618
info_iri,KWT,0.1007,0.1383,0.1438,0.2327,0.0862,0.0486,0.2536,0.5064,0.0658,0.0807,0.0496,0.1037
info_iri,LBN,0.2339,0.1062,0.2230,0.1177,0.1755,0.2244,0.1431,0.2320,0.1060,0.1503,0.0922,0.1778
info_iri,LBR,0.3322,0.2252,0.2974,0.3345,0.1916,0.2844,0.3242,0.1649,0.2268,0.2172,0.0951,0.1803
info_iri,LBY,0.3937,0.1874,0.5558,0.6050,0.4918,0.3667,0.3445,0.2548,0.2704,0.3403,0.4301,0.2684
info_iri,LKA,0.3512,0.1687,0.1988,0.1972,0.1842,0.1125,0.2581,0.2107,0.1598,0.1268,0.1284,0.3245
info_iri,LSO,0.6184,0.1326,0.2475,0.1985,0.1220,0.1157,0.1179,0.1105,0.1195,0.3080,0.2035,0.0945
info_iri,LTU,0.2697,0.1854,0.2856,0.3427,0.2776,0.2183,0.3322,0.3858,0.5000,0.4021,0.3554,0.3607
info_iri,LUX,0.5056,0.5652,0.5711,0.5164,0.5922,0.4097,0.4297,0.6462,0.6585,0.6318,0.5217,0.4963
info_iri,LVA,0.3426,0.2500,0.2068,0.2380,0.2252,0.0914,0.2176,0.2383,0.1915,0.1265,0.1652,0.3207
info_iri,MAC,0.3769,0.3932,0.4275,0.4166,0.5663,0.2124,0.4597,0.4739,0.5688,0.4500,0.5192,0.8962
info_iri,MAR,0.1566,0.2726,0.1904,0.2111,0.2327,0.1868,0.1901,0.1999,0.3517,0.3165,0.2438,0.2414
info_iri,MDA,0.6255,0.4209,0.2245,0.4952,0.3466,0.2800,0.3583,0.4258,0.3547,0.4434,0.2990,0.1342
info_iri,MDG,0.4341,0.3556,0.3842,0.1734,0.2986,0.3384,0.1659,0.3517,0.2450,0.2698,0.2895,0.6111
info_iri,MDV,0.3147,0.2024,0.2110,0.2076,0.1746,0.2033,0.1818,0.1916,0.1788,0.2222,0.1439,0.1927
info_iri,MEX,0.7017,0.4562,0.3832,0.4566,0.4209,0.4628,0.3830,0.5239,0.4492,0.4349,0.3516,0.4484
info_iri,MKD,0.4848,0.4453,0.1788,0.2435,0.2132,0.2129,0.3865,0.4592,0.1852,0.1495,0.0936,0.2320
info_iri,MLI,0.3025,0.3062,0.2311,0.3690,0.3787,0.3843,0.5450,0.4692,0.4139,0.5177,0.3598,0.5290
info_iri,MLT,0.5613,0.4770,0.4193,0.5691,0.5330,0.4061,0.5742,0.5958,0.6298,0.6338,0.5529,0.5684
info_iri,MMR,0.2658,0.3497,0.1485,0.1975,0.1543,0.2199,0.2640,0.4819,0.2238,0.1720,0.2190,0.3562
info_iri,MNE,0.4689,0.3322,0.3613,0.3541,0.5058,0.2739,0.4440,0.4156,0.3990,0.3151,0.4252,0.3427
info_iri,MNG,0.4127,0.2735,0.2071,0.2324,0.1900,0.2079,0.1507,0.2757,0.3081,0.3234,0.2163,0.1725
info_iri,MOZ,0.1592,0.1669,0.1566,0.3854,0.3231,0.2498,0.2370,0.4932,0.3840,0.3480,0.3230,0.6528
info_iri,MSR,0.1003,0.0858,0.4131,0.5279,0.3316,0.2849,0.2525,0.3796,0.5151,0.4871,0.6190,0.4109
info_iri,MUS,0.2136,0.2291,0.2812,0.3249,0.2561,0.2913,0.2515,0.2229,0.2098,0.2157,0.1188,0.3527
info_iri,MWI,0.3110,0.1802,0.2015,0.2218,0.2057,0.2450,0.3086,0.2586,0.2006,0.2652,0.3310,0.3333
info_iri,MYS,0.2026,0.0933,0.1961,0.0406,0.1263,0.0626,0.1535,0.0345,0.1556,0.0220,0.0406,0.0972
info_iri,NAM,0.1679,0.1619,0.1276,0.1684,0.1298,0.1852,0.1093,0.2722,0.2736,0.2687,0.2312,0.2461
info_iri,NCL,0.5585,0.5967,0.5915,0.5951,0.5600,0.5750,0.5543,0.6246,0.5862,0.5883,0.4242,0.4595
info_iri,NER,0.1240,0.1393,0.1930,0.2260,0.1660,0.1210,0.1473,0.1029,0.3338,0.1565,0.1478,0.1453
info_iri,NGA,0.0431,0.0423,0.0762,0.1111,0.1269,0.1252,0.0832,0.0739,0.0542,0.0886,0.0640,0.1046
info_iri,NIC,0.6341,0.4743,0.4081,0.3711,0.2734,0.3776,0.4242,0.1756,0.2768,0.2146,0.2969,0.2331
info_iri,NLD,0.3970,0.2424,0.2825,0.1838,0.2361,0.3186,0.2400,0.2190,0.2371,0.2193,0.2548,0.2743
info_iri,NOR,0.2499,0.2837,0.2674,0.2794,0.2018,0.1833,0.2656,0.3035,0.2985,0.3010,0.2556,0.4108
info_iri,NPL,0.1057,0.1286,0.1711,0.1429,0.1642,0.1181,0.1634,0.1447,0.1259,0.1447,0.1114,0.2176
info_iri,NZL,0.1535,0.1598,0.2380,0.2429,0.1980,0.1425,0.2159,0.1535,0.1558,0.1620,0.2364,0.2644
info_iri,OMN,0.1591,0.2221,0.0746,0.0691,0.0617,0.0900,0.1964,0.1276,0.1352,0.1275,0.1339,0.1052
info_iri,PAK,0.1825,0.1732,0.0569,0.0591,0.0569,0.0326,0.0371,0.0464,0.0491,0.0291,0.0331,0.0382
info_iri,PAN,0.4242,0.4488,0.3010,0.2223,0.3225,0.2658,0.3066,0.2984,0.2240,0.2259,0.2818,0.3369
info_iri,PER,0.9847,0.9812,0.9832,0.9835,0.9897,0.9913,0.9950,0.9950,0.9953,0.9796,0.9759,0.9806
info_iri,PHL,0.0257,0.0123,0.0626,0.0409,0.0195,0.0075,0.0120,0.0233,0.0084,0.0195,0.0103,0.0239
info_iri,PNG,0.2678,0.2497,0.2832,0.2944,0.1500,0.2210,0.2619,0.3971,0.1856,0.4160,0.1974,0.2989
info_iri,POL,0.3081,0.2087,0.1949,0.1361,0.1659,0.1623,0.1810,0.1901,0.1268,0.2473,0.1274,0.1967
info_iri,PRI,0.0848,0.1177,0.0315,0.0369,0.0251,0.0146,0.0249,0.0157,0.0200,0.0227,0.0131,0.0796
info_iri,PRK,0.3025,0.6148,0.3195,0.2654,0.1671,0.3598,0.1202,0.2112,0.2809,0.3227,0.5969,0.6573
info_iri,PRT,0.1893,0.2131,0.2097,0.1789,0.1224,0.1077,0.1303,0.1640,0.0935,0.1384,0.1144,0.2063
info_iri,PRY,0.4067,0.1721,0.2305,0.1910,0.2662,0.1923,0.2672,0.1786,0.1709,0.1800,0.2172,0.3211
info_iri,PSE,0.1446,0.0191,0.0382,0.0712,0.0469,0.0186,0.0222,0.3370,0.0399,0.2271,0.0254,0.0977
info_iri,QAT,0.0022,0.0016,0.0031,0.0020,0.0063,0.0045,0.0022,0.0036,0.0044,0.0054,0.0049,0.0050
info_iri,ROU,0.1925,0.1114,0.3673,0.2141,0.1501,0.1627,0.0857,0.2713,0.0987,0.1173,0.1017,0.1631
info_iri,RUS,0.5393,0.3437,0.5350,0.5391,0.5606,0.5185,0.5628,0.6306,0.5630,0.5915,0.5415,0.3792
info_iri,RWA,0.1245,0.1146,0.1828,0.1562,0.1660,0.0206,0.1124,0.0420,0.0653,0.0650,0.0441,0.3000
info_iri,SAU,0.2794,0.1120,0.1815,0.3691,0.2363,0.0979,0.1343,0.1320,0.1145,0.0886,0.2079,0.0946
info_iri,SDN,0.2727,0.2254,0.1889,0.1979,0.1112,0.0466,0.0628,0.1032,0.1692,0.1703,0.1853,0.1248
info_iri,SEN,0.0934,0.0988,0.1716,0.1885,0.2711,0.2465,0.3250,0.3219,0.1331,0.1759,0.3698,0.2124
info_iri,SGP,0.0090,0.0030,0.0029,0.0021,0.0015,0.0014,0.0020,0.0020,0.0017,0.0033,0.0035,0.0026
info_iri,SLE,0.1407,0.1716,0.3343,0.4308,0.2301,0.1691,0.2226,0.2445,0.2408,0.2667,0.1973,0.2264
info_iri,SLV,0.5523,0.5095,0.5929,0.4879,0.4704,0.4338,0.4429,0.7308,0.4097,0.1909,0.1937,0.1029
info_iri,SOM,0.2506,0.0838,0.2112,0.0914,0.0824,0.1422,0.0949,0.1145,0.1241,0.0849,0.1333,0.2185
info_iri,SRB,0.2156,0.2180,0.2400,0.2658,0.2220,0.2382,0.2176,0.3026,0.3267,0.3484,0.2685,0.4158
info_iri,SSD,0.2015,0.5739,0.3117,0.1799,0.1891,0.2208,0.3623,0.3294,0.3858,0.3646,0.3035,0.3995
info_iri,SUR,0.1733,0.1940,0.1659,0.3117,0.1331,0.1752,0.0937,0.2273,0.1664,0.2117,0.2753,0.0284
info_iri,SVK,0.1515,0.1923,0.1788,0.1945,0.1737,0.1196,0.2776,0.2754,0.3017,0.3042,0.2679,0.1619
info_iri,SVN,0.4244,0.2252,0.2562,0.1336,0.3195,0.2142,0.2384,0.4422,0.2596,0.3031,0.2579,0.3717
info_iri,SWE,0.4689,0.4160,0.3428,0.2702,0.2598,0.3351,0.2907,0.3998,0.3680,0.3609,0.3274,0.2082
info_iri,SWZ,0.4873,0.0796,0.0926,0.2203,0.0528,0.0428,0.2036,0.3498,0.4235,0.5844,0.4145,0.0131
info_iri,SYC,0.5477,0.4077,0.4217,0.4181,0.3538,0.3326,0.3338,0.3296,0.3526,0.4233,0.3835,0.3932
info_iri,SYR,0.1436,0.0196,0.2416,0.1194,0.0808,0.2798,0.0508,0.0640,0.2041,0.0409,0.0486,0.5459
info_iri,TCD,0.2853,0.2151,0.2367,0.1432,0.3898,0.1491,0.1877,0.2211,0.1156,0.3322,0.1183,0.1935
info_iri,TGO,0.2916,0.3592,0.5059,0.4216,0.3121,0.1096,0.3948,0.2901,0.5294,0.2372,0.2513,0.3952
info_iri,THA,0.0853,0.0416,0.0457,0.0472,0.0542,0.0506,0.0946,0.1520,0.1379,0.1408,0.1207,0.1572
info_iri,TLS,0.0003,0.0012,0.0173,0.0128,0.0015,0.0011,0.0125,0.0218,0.0292,0.0660,0.1427,0.6225
info_iri,TON,0.0515,0.0941,0.6104,0.2795,0.3794,0.5815,0.5928,0.7117,0.5016,0.2023,0.2338,0.4664
info_iri,TTO,0.2081,0.1654,0.2508,0.1844,0.1697,0.1091,0.1758,0.3322,0.3007,0.1990,0.2452,0.1570
info_iri,TUN,0.4543,0.2197,0.3850,0.4175,0.3387,0.2836,0.3825,0.3428,0.4193,0.3044,0.2733,0.6646
info_iri,TUR,0.2332,0.2071,0.1820,0.1744,0.1585,0.1356,0.2016,0.1868,0.2085,0.1362,0.1347,0.2080
info_iri,TWN,0.2764,0.3048,0.4720,0.4451,0.4482,0.3986,0.4233,0.4597,0.4840,0.5281,0.4123,0.4367
info_iri,TZA,0.3393,0.0262,0.1056,0.0534,0.0617,0.1899,0.1901,0.2023,0.2599,0.4046,0.3953,0.4051
info_iri,UGA,0.2180,0.1539,0.1462,0.1745,0.2062,0.1861,0.1408,0.1981,0.1092,0.1403,0.2618,0.1619
info_iri,UKR,0.1735,0.2036,0.1024,0.1250,0.0902,0.0684,0.0993,0.0992,0.0871,0.0818,0.0384,0.0654
info_iri,UMI,0.5307,0.5243,0.4745,0.5999,0.5468,0.4108,0.3244,0.3832,0.5777,0.4299,0.4261,0.4673
info_iri,URY,0.3102,0.2469,0.1631,0.1856,0.1128,0.0869,0.0933,0.0789,0.1242,0.1571,0.1472,0.2286
info_iri,USA,0.1666,0.2321,0.2245,0.2683,0.2751,0.2580,0.2750,0.2762,0.2439,0.2724,0.2423,0.2484
info_iri,UZB,0.3446,0.4218,0.0838,0.1769,0.2009,0.8304,0.9109,0.5144,0.5387,0.3121,0.7790,0.0032
info_iri,VEN,0.8299,0.8700,0.8809,0.7830,0.7511,0.7669,0.8759,0.8580,0.8434,0.6176,0.5820,0.5762
info_iri,VIR,0.6527,0.3533,0.3858,0.5011,0.2678,0.3410,0.3749,0.5774,0.3736,0.3392,0.3362,0.0994
info_iri,VNM,0.1199,0.2190,0.2369,0.2953,0.3354,0.3262,0.3713,0.4706,0.3740,0.2398,0.0449,0.0456
info_iri,XKX,1.0000,0.9928,0.9606,0.9467,0.9527,0.9974,0.9929,0.9976,0.9969,0.9999,0.9999,0.9999
info_iri,YEM,0.2152,0.2559,0.4596,0.1229,0.3726,0.0833,0.3908,0.2402,0.3089,0.4889,0.2159,0.3336
info_iri,ZAF,0.0961,0.0477,0.0443,0.0434,0.0330,0.0130,0.0187,0.0141,0.0244,0.0222,0.0178,0.0117
info_iri,ZMB,0.4351,0.1093,0.2551,0.1317,0.2024,0.2345,0.2500,0.1479,0.4534,0.1352,0.3191,0.2800
info_iri,ZWE,0.1718,0.2455,0.3138,0.3099,0.3599,0.1876,0.0859,0.0902,0.0514,0.0992,0.0847,0.0400
