variable,iso,2020-01,2020-02,2020-03,2020-04,2020-05,2020-06,2020-07,2020-08,2020-09,2020-10,2020-11,2020-12
epi_cases_perM,KHM,0.0600,0.0600,6.5200,7.2970,7.4770,8.4340,13.9960,16.3890,16.5680,17.3460,19.4990,21.1740
epi_cases_perM,KOR,0.1370,57.1690,190.8750,209.9700,223.6820,249.6630,279.0180,389.0640,464.4510,517.0940,675.8840,769.1170
epi_cases_perM,KWT,,10.5370,62.2870,875.7630,6133.1490,10659.9530,15578.5080,19818.4640,24485.7650,29349.0580,33399.5780,33929.9530
epi_cases_perM,LBN,,0.4400,65.3440,105.6340,174.4940,255.6610,634.9770,2471.6350,5622.6400,11651.8460,18745.1600,20384.7600
epi_cases_perM,LBR,,,0.5930,27.8780,55.3610,152.2440,233.5060,257.8260,265.5370,281.9480,315.3620,331.3770
epi_cases_perM,LBY,,,1.1640,8.8780,18.9190,110.8960,468.9080,1953.4910,4950.1640,8823.3830,12051.4540,12804.8790
epi_cases_perM,LKA,0.0470,0.0470,5.6040,30.3080,75.6540,95.3620,131.4140,140.6610,157.5660,486.8010,1120.1940,1371.9540
epi_cases_perM,LSO,,,,,0.9340,12.6040,281.9460,497.6070,735.6740,908.8570,984.4780,1003.6170
epi_cases_perM,LTU,,0.3670,177.7910,505.0890,613.4540,667.0850,757.4500,1055.7280,1681.6720,5077.7080,22526.9820,28441.4850
epi_cases_perM,LUX,,,3175.8410,6020.9980,6415.5810,6798.9830,10569.0950,10583.4730,13468.5670,27371.6560,55398.2900,61465.6150
epi_cases_perM,LVA,,,199.3420,450.1110,564.6270,592.1950,651.0440,738.5210,916.6570,3010.8120,9052.5830,11718.7870
epi_cases_perM,MAC,,,,,,,,,,,,
epi_cases_perM,MAR,,,15.0630,117.0670,210.7800,332.9670,630.1450,1663.4540,3283.1530,5832.8570,9654.0400,10405.9120
epi_cases_perM,MDA,,,73.8730,934.8130,2007.4550,4054.8220,5936.3460,9097.7530,12897.7390,18641.9660,26615.0190,29550.0980
epi_cases_perM,MDG,,,1.5890,4.6220,27.3730,77.2090,388.1400,536.0220,591.4190,612.7620,626.2320,630.9990
epi_cases_perM,MDV,,,31.4500,512.4490,3093.1920,4321.5880,6880.1310,14183.9120,18858.8490,21539.4920,24070.2850,24508.7340
epi_cases_perM,MEX,0.0160,0.1090,18.9710,218.8890,898.3680,2059.2910,3687.1550,4975.0120,6081.2630,7126.2810,8636.6190,9254.8630
epi_cases_perM,MKD,,0.4800,136.7970,692.1440,1038.6970,2987.4530,5098.9260,6684.8100,8537.0890,14614.7130,29700.7750,33336.2130
epi_cases_perM,MLI,,,0.8890,23.8010,61.7260,107.3040,124.5380,136.9330,152.5860,175.0550,232.5830,268.7300
epi_cases_perM,MLT,,,353.3100,1046.3400,1397.3850,1515.1550,1646.5140,4221.5980,6873.6850,13457.4750,22360.4260,24231.1550
epi_cases_perM,MMR,,,0.2570,2.7570,4.1170,5.4950,6.4880,14.4640,228.3600,946.4470,1667.2180,1869.8660
epi_cases_perM,MNE,,,144.8900,512.6880,515.8730,797.6920,4892.8290,7626.6360,16837.5100,28764.6760,56148.9150,62339.3870
epi_cases_perM,MNG,,,3.6600,11.5910,54.6020,67.1080,88.7660,91.8160,95.4770,105.5430,244.3350,272.3980
epi_cases_perM,MOZ,,,0.2560,2.4320,7.8070,28.2510,57.8460,122.2510,273.7440,408.7930,502.3450,523.8450
epi_cases_perM,MSR,,,1000.2000,2200.4400,2200.4400,2200.4400,2600.5200,2600.5200,2600.5200,2600.5200,2600.5200,
epi_cases_perM,MUS,,,100.6470,261.0540,263.4130,268.1310,270.4900,272.0620,299.5830,346.7620,396.2990,404.9480
epi_cases_perM,MWI,,,,1.8820,14.5840,63.9830,208.1030,289.3890,301.7260,309.6190,315.1080,316.3100
epi_cases_perM,MYS,0.2470,0.7720,81.1350,183.6800,239.8200,266.8540,276.9570,288.3890,344.0340,954.6750,2029.8150,2326.7010
epi_cases_perM,NAM,,,4.3290,6.2970,9.0520,77.1380,807.5830,2898.5610,4384.2460,5079.6640,5659.3760,6020.6630
epi_cases_perM,NCL,,,56.0440,63.0490,66.5520,73.5570,77.0600,80.5630,94.5740,98.0770,112.0880,
epi_cases_perM,NER,,,0.8260,29.4550,39.4930,44.4090,46.8470,48.5820,49.4080,50.3990,63.9490,82.0850
epi_cases_perM,NGA,,0.0050,0.6350,8.3830,47.8070,121.9220,207.0880,261.3040,284.5010,304.1190,327.7250,340.5220
epi_cases_perM,NIC,,,0.6040,2.1130,114.5740,327.5690,554.3010,678.3850,780.4300,832.3580,873.1150,888.6640
epi_cases_perM,NLD,,0.1170,685.7360,2264.5050,2699.5820,2931.0400,3149.3080,4089.3800,6852.6920,19899.4180,31043.7080,33848.9230
epi_cases_perM,NOR,,1.1070,779.5260,1414.2520,1551.4890,1633.3900,1691.8630,1944.7570,2543.3290,3608.5830,6668.2140,7223.9900
epi_cases_perM,NPL,0.0340,0.0340,0.1720,1.9560,48.0840,454.6830,670.8700,1323.4460,2617.2390,5773.9680,8012.2710,8352.9050
epi_cases_perM,NZL,,0.2070,134.1700,234.1240,239.3080,244.2850,250.9210,287.6260,306.9120,332.0040,426.9810,432.9940
epi_cases_perM,OMN,,1.1750,35.0530,445.3040,2041.0750,7648.8920,15501.2450,16751.5830,19305.3260,22408.9430,24223.2540,24541.6640
epi_cases_perM,PAK,,0.0090,7.3570,71.3420,314.6150,947.6880,1259.9120,1339.3360,1413.6430,1507.4900,1813.0190,1929.1840
epi_cases_perM,PAN,,,249.1440,1478.1790,3017.0800,7598.3230,14877.0460,21337.1840,25923.2940,30793.5440,38427.5590,41987.4260
epi_cases_perM,PER,,,28.8120,1029.0900,4721.3310,8563.8210,12358.7860,19627.8360,24620.0350,27301.4740,29192.4810,29537.6850
epi_cases_perM,PHL,0.0090,0.0270,19.0180,74.9400,157.1800,332.5210,815.5970,1983.8830,2822.5950,3458.0150,3938.9100,4040.7060
epi_cases_perM,PNG,,,0.1120,0.8940,0.8940,1.2290,8.0470,51.3020,59.6850,65.8320,73.3200,76.4500
epi_cases_perM,POL,,,54.2980,333.9800,622.8040,902.4320,1189.8290,1766.8690,2377.0160,9005.6690,26179.6530,28435.3110
epi_cases_perM,PRI,,,60.8210,500.9020,1299.6180,2534.2210,5792.7040,11481.9420,16941.5280,22980.3130,31198.1800,
epi_cases_perM,PRK,,,,,,,,,,,,
epi_cases_perM,PRT,,,628.4380,2421.5660,3158.1760,4110.3470,4988.6690,5665.3580,7327.5620,13462.3850,29231.1040,32164.8940
epi_cases_perM,PRY,,,9.1130,34.9100,135.1550,307.1840,730.0350,2410.7860,5622.2690,8776.1290,11556.0680,12537.0660
epi_cases_perM,PSE,,,22.5430,99.3840,122.7110,478.8870,2908.6040,5697.0460,9823.7430,12690.9860,16788.8680,19819.7910
epi_cases_perM,QAT,,,240.5360,4360.8950,19181.1350,33010.7670,38340.0550,41156.7270,43571.8100,45935.5240,48188.1670,48663.6860
epi_cases_perM,ROU,,0.1560,101.4680,622.6320,994.5580,1381.7670,2577.8050,4511.1980,6519.1850,12246.0700,24709.9420,27273.2960
epi_cases_perM,RUS,,0.0140,12.5810,681.1210,2717.4870,4393.4520,5718.3140,6786.1010,8002.2570,10963.6610,15595.6040,17081.0440
epi_cases_perM,RWA,,,5.4040,17.3720,27.7170,77.2840,153.9510,310.3720,373.3730,396.3800,458.1460,481.5390
epi_cases_perM,SAU,,,41.7360,614.7550,2395.1380,5355.2220,7876.7180,9042.9770,9599.2500,9963.8460,10264.8750,10315.2860
epi_cases_perM,SDN,,,0.1370,8.5520,109.4660,211.1320,262.1710,300.7800,310.2900,313.9160,406.1640,450.3380
epi_cases_perM,SEN,,,9.6750,52.6760,211.1210,400.0260,603.5620,809.6070,892.5620,931.9800,960.8860,991.1650
epi_cases_perM,SGP,2.2220,16.7510,144.2650,2673.5180,5874.1850,7462.9810,8855.7200,9703.8750,9869.8490,9914.4610,9951.2110,9962.6640
epi_cases_perM,SLE,,,,14.5420,106.8070,181.7730,227.9060,253.4790,278.5510,296.4780,302.3700,304.3760
epi_cases_perM,SLV,,,4.9340,58.1230,388.0550,951.7130,2502.2350,3966.7290,4468.1010,5156.3310,5921.0310,6251.8880
epi_cases_perM,SOM,,,0.1890,36.6190,120.5550,182.7190,202.0990,208.2650,225.7570,247.9670,280.0570,288.1100
epi_cases_perM,SRB,,,115.3630,1282.0750,1672.5460,2099.7570,3705.2900,4609.3850,4920.0570,6633.3110,25782.2800,34392.4900
epi_cases_perM,SSD,,,,3.0370,88.8000,179.2070,207.4380,225.0370,241.2060,259.3420,277.7450,284.1770
epi_cases_perM,SUR,,,13.6370,17.0460,23.8650,854.0250,2812.6570,6833.9030,8289.6660,8865.8350,9055.0500,9078.9150
epi_cases_perM,SVK,,,61.5420,254.7790,278.5900,304.9650,414.8620,709.9370,1753.5950,10090.5870,19402.1840,21838.7910
epi_cases_perM,SVN,,,367.0150,682.0810,708.5370,762.4110,1028.8940,1378.1110,2639.3360,15637.8370,36467.7630,42298.6420
epi_cases_perM,SWE,,1.0890,431.7140,2076.1900,3801.2650,6639.9850,7592.6280,8340.4050,9223.1420,12313.2660,24073.9180,29480.5470
epi_cases_perM,SWZ,,,7.7580,78.4370,243.9310,685.2480,2221.2380,3931.3410,4707.9550,5093.2450,5532.8380,5656.9590
epi_cases_perM,SYC,,,101.6880,111.8570,111.8570,111.8570,1159.2430,1382.9570,1454.1390,1555.8270,1860.8910,1871.0600
epi_cases_perM,SYR,,,0.5710,2.4570,6.9710,15.3710,42.1700,154.4510,237.0200,324.7310,450.6690,490.2670
epi_cases_perM,TCD,,,0.4260,3.1660,46.2080,52.7220,56.9220,61.6100,72.6290,90.2840,102.7650,105.2610
epi_cases_perM,TGO,,,4.1070,13.1660,52.3030,77.6690,111.9740,168.6250,212.4720,279.2700,359.2340,378.3190
epi_cases_perM,THA,0.2010,0.6020,23.6530,42.3210,44.1400,45.4300,47.4210,48.8830,51.0600,54.1550,57.4210,59.4700
epi_cases_perM,TLS,,,0.7580,18.2030,18.2030,18.2030,18.2030,20.4790,21.2370,22.7540,22.7540,23.5130
epi_cases_perM,TON,,,,,,,,,,,,
epi_cases_perM,TTO,,,60.7360,82.8870,83.6020,90.0330,117.1850,1202.5800,3189.0170,4050.0440,4765.3040,4846.0480
epi_cases_perM,TUN,,,26.3990,82.9200,91.0430,99.1660,128.1030,311.7960,1472.6760,5060.9130,8187.8440,8921.9400
epi_cases_perM,TUR,,,128.3750,1394.2410,1933.8960,2354.9350,2725.7950,3184.1230,3761.8630,4424.4500,7574.7460,10595.6830
epi_cases_perM,TWN,0.3780,1.6380,12.8480,18.0130,18.5580,18.7680,19.6080,20.4900,21.5810,23.3030,28.3410,30.1470
epi_cases_perM,TZA,,,0.3180,8.0360,8.5210,8.5210,8.5210,8.5210,8.5210,8.5210,8.5210,8.5210
epi_cases_perM,UGA,,,0.7210,1.7710,9.0290,19.0200,25.0760,64.0130,175.2690,271.3100,447.2790,507.2040
epi_cases_perM,UKR,,,10.9760,225.5920,530.5740,997.5820,1573.0180,2722.7020,4685.9000,8659.8780,17202.7980,19551.3490
epi_cases_perM,UMI,,,,,,,,,,,,
epi_cases_perM,URY,,,93.2720,181.3610,236.3460,268.3000,357.8290,456.2820,585.2500,887.2310,1686.0850,2247.1540
epi_cases_perM,USA,0.0180,0.1990,497.3370,3141.6940,5348.5490,7826.3790,13579.9940,18118.1720,21725.0860,27333.3980,40909.7060,45816.2350
epi_cases_perM,UZB,,,4.4520,59.8160,106.1870,247.9290,703.8710,1244.4580,1688.6870,1990.7260,2183.9180,2217.1430
epi_cases_perM,VEN,,,4.7480,11.6400,51.3080,194.4720,628.0430,1613.0290,2615.1060,3220.8880,3600.8650,3706.0140
epi_cases_perM,VIR,,,287.2930,632.0450,660.7740,804.4200,3686.9270,10859.6770,12621.7400,13043.1040,14565.7570,
epi_cases_perM,VNM,0.0510,0.1640,2.1160,2.7740,3.3590,3.6470,5.2290,10.6840,11.2390,12.0920,13.8380,14.1460
epi_cases_perM,XKX,,,56.9130,418.0520,553.6080,1448.1780,4192.9370,6898.8920,8057.8480,10000.1350,20486.6170,22703.6370
epi_cases_perM,YEM,,,,0.2010,10.3940,37.8190,57.8690,65.4800,68.2290,69.2010,73.4590,69.6710
epi_cases_perM,ZAF,,,22.3580,90.2060,522.1330,2432.4260,8129.8200,10539.0290,11340.1930,12201.9560,13320.2070,13857.8170
epi_cases_perM,ZMB,,,1.9040,5.2760,57.4960,85.2920,302.1660,654.1030,800.4260,892.8980,959.9130,977.1020
epi_cases_perM,ZWE,,,0.4710,2.2880,11.7070,38.6200,208.0340,431.4090,527.2850,562.6080,669.4510,734.1760
