variable,iso,2020-01,2020-02,2020-03,2020-04,2020-05,2020-06,2020-07,2020-08,2020-09,2020-10,2020-11
info_dyn_iri,BMU,0.2740,0.1866,0.2437,0.2919,0.1804,0.2331,0.2589,0.2977,0.2555,0.2593,0.2045
info_dyn_iri,BOL,0.5087,0.3801,0.3272,0.3213,0.2973,0.3552,0.3869,0.4066,0.3038,0.2924,0.3283
info_dyn_iri,BRA,0.3852,0.3807,0.3597,0.3323,0.2990,0.4319,0.3846,0.5304,0.5379,0.3206,0.5538
info_dyn_iri,BRB,0.3632,0.1810,0.2625,0.3220,0.2980,0.1742,0.3302,0.3022,0.2847,0.2720,0.3500
info_dyn_iri,BRN,0.2229,0.2182,0.2141,0.1767,0.1273,0.2576,0.0806,0.4812,0.3590,0.0580,0.6000
info_dyn_iri,BWA,0.3064,0.1976,0.2437,0.2859,0.2326,0.2065,0.2589,0.3057,0.2286,0.3216,0.2790
info_dyn_iri,CAF,0.2452,0.1992,0.2921,0.2427,0.2121,0.2100,0.2475,0.3142,0.3086,0.2378,0.2768
info_dyn_iri,CAN,0.2410,0.2061,0.2183,0.2225,0.2114,0.1654,0.2400,0.2285,0.2056,0.2465,0.1863
info_dyn_iri,CHE,0.2268,0.2224,0.2446,0.2369,0.2154,0.1744,0.2373,0.2544,0.2523,0.2293,0.2321
info_dyn_iri,CHL,0.4903,0.3844,0.3378,0.2783,0.2863,0.2656,0.3211,0.3353,0.2435,0.2417,0.2339
info_dyn_iri,CHN,0.2423,0.2042,0.2426,0.2735,0.2473,0.2071,0.2960,0.3162,0.3756,0.2789,0.3212
info_dyn_iri,CIV,0.2405,0.2385,0.2676,0.3306,0.2366,0.2489,0.3237,0.3638,0.3062,0.3422,0.3425
info_dyn_iri,CMR,0.2853,0.2544,0.2555,0.2743,0.2083,0.1535,0.2239,0.2121,0.2700,0.2636,0.2897
info_dyn_iri,COD,0.2513,0.2575,0.2796,0.2606,0.2135,0.1709,0.2581,0.2847,0.2370,0.2105,0.2948
info_dyn_iri,COG,0.1977,0.2072,0.2597,0.2449,0.1844,0.2230,0.1545,0.3239,0.2917,0.2215,0.2462
info_dyn_iri,COL,0.5364,0.4636,0.4110,0.3904,0.3817,0.2950,0.4592,0.4603,0.4091,0.3424,0.3286
info_dyn_iri,CRI,0.5383,0.4091,0.3904,0.4598,0.4119,0.3776,0.4012,0.4093,0.3417,0.3707,0.3239
info_dyn_iri,CUB,0.6216,0.5136,0.5012,0.5078,0.5066,0.5182,0.5899,0.5411,0.5055,0.4524,0.5047
info_dyn_iri,CYM,0.4058,0.2987,0.3228,0.3555,0.2913,0.2744,0.3671,0.3556,0.3571,0.3634,0.3250
info_dyn_iri,CYP,0.3412,0.2943,0.3116,0.3201,0.3340,0.2888,0.3625,0.3584,0.3639,0.3729,0.2908
info_dyn_iri,CZE,0.2875,0.2253,0.2434,0.2250,0.2348,0.1661,0.1796,0.2028,0.2397,0.1676,0.2073
info_dyn_iri,DEU,0.2508,0.2300,0.2625,0.2302,0.2466,0.1933,0.2383,0.2489,0.2656,0.2410,0.2103
info_dyn_iri,DJI,0.1321,0.1223,0.2955,0.2715,0.3700,0.2059,0.3025,0.3281,0.2000,0.1860,0.2222
info_dyn_iri,DNK,0.2396,0.1872,0.2499,0.2676,0.2625,0.1930,0.2486,0.3178,0.2825,0.3156,0.2974
info_dyn_iri,DOM,0.6299,0.5503,0.4667,0.4313,0.4275,0.5107,0.5122,0.6076,0.5101,0.4207,0.4389
info_dyn_iri,DZA,0.3514,0.2226,0.2898,0.2224,0.1611,0.1678,0.2066,0.0864,0.2454,0.2259,0.2982
info_dyn_iri,ECU,0.6752,0.6258,0.5215,0.4596,0.5463,0.6040,0.6115,0.6060,0.4917,0.4228,0.4552
info_dyn_iri,EGY,0.2370,0.1790,0.1989,0.2027,0.1950,0.1612,0.2200,0.2561,0.2835,0.2353,0.2548
info_dyn_iri,ESP,0.3513,0.2551,0.2781,0.2546,0.2776,0.2416,0.3130,0.2190,0.2160,0.3168,0.2694
info_dyn_iri,EST,0.2678,0.2360,0.2699,0.2730,0.2297,0.1988,0.2910,0.2681,0.2761,0.2114,0.2765
info_dyn_iri,ETH,0.2387,0.1964,0.1974,0.2140,0.1549,0.1543,0.1824,0.2361,0.2503,0.2403,0.3686
info_dyn_iri,FIN,0.2774,0.2151,0.2200,0.2153,0.2002,0.1718,0.2600,0.2347,0.2443,0.2441,0.2518
info_dyn_iri,FJI,0.3433,0.2778,0.2650,0.3017,0.3013,0.2577,0.3377,0.3381,0.3573,0.3809,0.2787
info_dyn_iri,FRA,0.1370,0.3153,0.3163,0.2273,0.2160,0.1548,0.2231,0.2333,0.2012,0.2103,0.3267
info_dyn_iri,FRO,0.2162,0.1304,0.1573,0.2026,0.1875,0.1553,0.2154,0.3235,0.2472,0.2045,0.3281
info_dyn_iri,GAB,0.3391,0.3077,0.3429,0.3450,0.3756,0.3096,0.4858,0.4937,0.4406,0.4828,0.4625
info_dyn_iri,GBR,0.2754,0.2128,0.2342,0.2402,0.2739,0.1959,0.2024,0.2535,0.2592,0.2842,0.2464
info_dyn_iri,GEO,0.2899,0.2126,0.2277,0.1307,0.1699,0.0909,0.2294,0.1508,0.1456,0.1275,0.2545
info_dyn_iri,GHA,0.3937,0.2220,0.2346,0.2650,0.2797,0.1947,0.2277,0.2532,0.2625,0.2416,0.2638
info_dyn_iri,GIB,0.5214,0.3953,0.4574,0.3781,0.3724,0.3034,0.2910,0.2016,0.1493,0.1600,0.1143
info_dyn_iri,GIN,0.1717,0.2253,0.3306,0.2985,0.2994,0.2156,0.3021,0.2878,0.3132,0.3225,0.3636
info_dyn_iri,GNB,0.2500,0.1833,0.1530,0.2533,0.2454,0.1826,0.2913,0.3235,0.3594,0.1856,0.1944
info_dyn_iri,GRC,0.3088,0.2274,0.2349,0.2416,0.2451,0.1874,0.2588,0.2714,0.2567,0.2412,0.2217
info_dyn_iri,GRD,0.3021,0.2390,0.2548,0.2996,0.2420,0.2533,0.3310,0.1503,0.2191,0.2532,0.2796
info_dyn_iri,GRL,0.2787,0.2705,0.3668,0.2877,0.2723,0.2041,0.2229,0.2679,0.3491,0.2807,0.2182
info_dyn_iri,GTM,0.6289,0.5334,0.4996,0.4485,0.4319,0.4739,0.5038,0.5442,0.4842,0.4015,0.3963
info_dyn_iri,GUM,0.5167,0.2734,0.3497,0.3902,0.4615,0.2349,0.3384,0.4242,0.3574,0.4242,0.4545
info_dyn_iri,GUY,0.2371,0.3681,0.3603,0.3413,0.2453,0.2529,0.4760,0.4387,0.4038,0.3386,0.2984
info_dyn_iri,HKG,0.1849,0.1077,0.1485,0.1857,0.2688,0.1546,0.1889,0.2118,0.4153,0.3215,0.2828
info_dyn_iri,HND,0.6243,0.4978,0.5360,0.4920,0.4373,0.4858,0.4595,0.4989,0.4688,0.4121,0.3938
info_dyn_iri,HRV,0.3039,0.3036,0.2520,0.3645,0.3240,0.2391,0.3020,0.3170,0.3353,0.3485,0.2914
info_dyn_iri,HTI,0.2436,0.2679,0.2964,0.2646,0.2485,0.1844,0.2473,0.2778,0.2969,0.2326,0.3091
info_dyn_iri,HUN,0.3288,0.2876,0.2722,0.3029,0.3336,0.2653,0.3823,0.3819,0.4244,0.3323,0.3817
info_dyn_iri,IDN,0.2910,0.2464,0.2018,0.2530,0.2210,0.1830,0.2242,0.3131,0.2966,0.2381,0.3661
info_dyn_iri,IMN,0.1509,0.2143,0.2186,0.2766,0.2245,0.1148,0.1786,0.2870,0.2811,0.2736,0.3878
info_dyn_iri,IND,0.2938,0.2584,0.2934,0.3174,0.2598,0.2897,0.2588,0.2105,0.2186,0.2310,0.2605
info_dyn_iri,IRL,0.2225,0.1773,0.1629,0.1632,0.1786,0.1444,0.1796,0.1582,0.1773,0.1746,0.1816
info_dyn_iri,IRN,0.2974,0.2204,0.2592,0.3069,0.2846,0.2115,0.2473,0.3206,0.3838,0.3189,0.2972
info_dyn_iri,IRQ,0.3706,0.2434,0.3008,0.2356,0.1731,0.1341,0.2180,0.1802,0.1821,0.1736,0.1514
info_dyn_iri,ISL,0.2000,0.1335,0.2765,0.2941,0.1995,0.1701,0.3504,0.3784,0.4043,0.1962,0.2288
info_dyn_iri,ISR,0.2761,0.1563,0.2554,0.2678,0.2498,0.2173,0.2982,0.3217,0.3187,0.3304,0.3425
info_dyn_iri,ITA,0.2934,0.3142,0.2309,0.2222,0.2056,0.2233,0.2832,0.2778,0.2566,0.2428,0.2452
info_dyn_iri,JAM,0.3275,0.1610,0.1829,0.3100,0.2020,0.1732,0.2284,0.2136,0.2412,0.2216,0.2450
info_dyn_iri,JEY,0.2011,0.1135,0.2404,0.3185,0.2920,0.1421,0.2758,0.2510,0.3138,0.2776,0.3020
info_dyn_iri,JOR,0.2750,0.2219,0.2005,0.2750,0.2551,0.1725,0.2080,0.2351,0.2546,0.2277,0.2151
info_dyn_iri,JPN,0.2102,0.0909,0.1358,0.1209,0.1216,0.1227,0.1673,0.1739,0.1521,0.1763,0.1637
info_dyn_iri,KAZ,0.2304,0.2631,0.2895,0.2818,0.2421,0.2096,0.2948,0.3523,0.3881,0.2168,0.2769
info_dyn_iri,KEN,0.2984,0.2090,0.2168,0.2359,0.1847,0.1336,0.1354,0.1695,0.1779,0.1979,0.1700
info_dyn_iri,KGZ,0.2206,0.2644,0.2202,0.2290,0.1875,0.1190,0.2348,0.1967,0.2391,0.2407,0.2143
info_dyn_iri,KHM,0.3213,0.2544,0.2680,0.2275,0.2040,0.1575,0.2554,0.3022,0.3384,0.2318,0.2264
info_dyn_iri,KOR,0.2699,0.2899,0.2556,0.1715,0.2087,0.1820,0.2229,0.3653,0.2748,0.2800,0.3760
info_dyn_iri,KWT,0.3660,0.2115,0.2108,0.2002,0.1678,0.1562,0.1810,0.2123,0.1627,0.2068,0.1547
info_dyn_iri,LBN,0.3613,0.2473,0.2384,0.2766,0.2569,0.2286,0.2545,0.3185,0.2555,0.2284,0.2449
info_dyn_iri,LBR,0.3081,0.2365,0.2674,0.2614,0.1995,0.1746,0.2626,0.2382,0.2500,0.1924,0.2092
info_dyn_iri,LBY,0.3566,0.1853,0.2683,0.3252,0.2823,0.2333,0.2243,0.2253,0.1402,0.1722,0.2717
info_dyn_iri,LKA,0.3480,0.2204,0.2103,0.2267,0.2075,0.1956,0.2329,0.2286,0.2414,0.2172,0.2083
info_dyn_iri,LSO,0.4667,0.2115,0.2201,0.2685,0.2241,0.1529,0.2549,0.1358,0.2267,0.2830,0.3043
info_dyn_iri,LTU,0.3526,0.1934,0.2711,0.4114,0.3017,0.1882,0.3257,0.3695,0.4169,0.4075,0.3247
info_dyn_iri,LUX,0.2533,0.2480,0.3149,0.2524,0.2527,0.1790,0.2569,0.3124,0.3514,0.2944,0.3026
info_dyn_iri,LVA,0.3373,0.1860,0.2275,0.2644,0.2045,0.1780,0.2127,0.2154,0.2165,0.1711,0.1741
info_dyn_iri,MAC,0.3580,0.2734,0.4065,0.3866,0.4291,0.2837,0.4730,0.4885,0.5372,0.4527,0.3276
info_dyn_iri,MAR,0.1854,0.2511,0.2863,0.3250,0.2666,0.1765,0.2681,0.2792,0.3454,0.2956,0.3417
info_dyn_iri,MDA,0.3378,0.2189,0.2415,0.3217,0.2700,0.1456,0.3333,0.3959,0.3610,0.3613,0.3700
info_dyn_iri,MDG,0.3158,0.2689,0.3195,0.2059,0.3188,0.3896,0.2733,0.3974,0.3240,0.3403,0.3788
info_dyn_iri,MDV,0.2876,0.2007,0.2051,0.1874,0.1792,0.1474,0.1872,0.2173,0.1692,0.1699,0.1290
info_dyn_iri,MEX,0.5277,0.4516,0.4085,0.4283,0.3819,0.4135,0.4253,0.3945,0.3903,0.4060,0.4545
info_dyn_iri,MKD,0.5258,0.3077,0.3763,0.3653,0.2832,0.2478,0.2488,0.2553,0.3641,0.2912,0.3874
info_dyn_iri,MLI,0.1838,0.1761,0.1854,0.2566,0.2315,0.2473,0.2852,0.2822,0.3037,0.2876,0.2647
info_dyn_iri,MLT,0.2312,0.2469,0.3421,0.3117,0.2904,0.2483,0.2844,0.3073,0.3881,0.3262,0.2923
info_dyn_iri,MMR,0.3237,0.2602,0.2570,0.2746,0.2264,0.2093,0.2190,0.3306,0.2995,0.2917,0.3239
info_dyn_iri,MNE,0.3962,0.2698,0.2829,0.2786,0.2851,0.1950,0.3333,0.3673,0.3677,0.3333,0.3782
info_dyn_iri,MNG,0.3801,0.2671,0.2120,0.2562,0.2308,0.1783,0.2806,0.2713,0.2861,0.2752,0.1892
info_dyn_iri,MOZ,0.2861,0.2668,0.2926,0.3483,0.2736,0.2740,0.3346,0.3558,0.3004,0.2956,0.3452
info_dyn_iri,MSR,0.4474,0.2651,0.4423,0.4352,0.3909,0.2891,0.3704,0.3879,0.4040,0.3713,0.4429
info_dyn_iri,MUS,0.1765,0.2381,0.2350,0.2533,0.2785,0.2674,0.3146,0.3226,0.2964,0.2609,0.2051
info_dyn_iri,MWI,0.2500,0.1767,0.2137,0.2779,0.1918,0.1798,0.2171,0.2148,0.2383,0.2132,0.2576
info_dyn_iri,MYS,0.1008,0.0751,0.0394,0.0586,0.0358,0.0208,0.0174,0.0387,0.0665,0.0141,0.1268
info_dyn_iri,NAM,0.3765,0.1920,0.1820,0.1578,0.1479,0.1128,0.1192,0.1419,0.1593,0.1766,0.2150
info_dyn_iri,NCL,0.3627,0.3810,0.3772,0.4042,0.3942,0.3103,0.3970,0.3946,0.4064,0.3917,0.2906
info_dyn_iri,NER,0.2000,0.2237,0.2830,0.2609,0.2115,0.1573,0.3200,0.2570,0.3598,0.4097,0.3938
info_dyn_iri,NGA,0.3040,0.2106,0.2372,0.2701,0.2928,0.2127,0.3095,0.2544,0.2169,0.1484,0.2649
info_dyn_iri,NIC,0.6758,0.5923,0.5133,0.4559,0.3699,0.4307,0.4732,0.3582,0.4338,0.4199,0.4008
info_dyn_iri,NLD,0.3700,0.2769,0.2682,0.2705,0.2999,0.2225,0.3000,0.2876,0.3011,0.2964,0.2811
info_dyn_iri,NOR,0.2874,0.2212,0.2622,0.2735,0.2487,0.2074,0.2855,0.3484,0.3213,0.2788,0.3031
info_dyn_iri,NPL,0.3619,0.2374,0.2107,0.2279,0.1959,0.1756,0.1817,0.2326,0.2307,0.2072,0.2159
info_dyn_iri,NZL,0.2623,0.2086,0.2322,0.2411,0.2271,0.1706,0.2558,0.2312,0.2713,0.2722,0.2543
info_dyn_iri,OMN,0.1987,0.1652,0.1853,0.2482,0.1636,0.1248,0.2091,0.1866,0.2652,0.2883,0.1980
info_dyn_iri,PAK,0.3121,0.2225,0.1761,0.1925,0.1798,0.1293,0.1673,0.2219,0.1427,0.1763,0.1474
info_dyn_iri,PAN,0.5643,0.5227,0.4972,0.3990,0.3583,0.4189,0.4829,0.4204,0.3382,0.3076,0.3167
info_dyn_iri,PER,0.6293,0.5501,0.6853,0.7495,0.7922,0.8107,0.8103,0.8153,0.6828,0.5188,0.4902
info_dyn_iri,PHL,0.4930,0.2664,0.3518,0.3212,0.2580,0.2604,0.3768,0.3643,0.3715,0.3160,0.3111
info_dyn_iri,PNG,0.3341,0.2227,0.2513,0.2391,0.2062,0.1714,0.2527,0.3156,0.2785,0.2367,0.2515
info_dyn_iri,POL,0.2471,0.2051,0.2366,0.2131,0.2281,0.1984,0.2426,0.2970,0.2480,0.2315,0.2690
info_dyn_iri,PRI,0.6414,0.2845,0.2480,0.2821,0.2389,0.1772,0.2127,0.2439,0.2995,0.2745,0.2097
info_dyn_iri,PRK,0.3231,0.2948,0.3186,0.2857,0.2737,0.2755,0.2605,0.3119,0.4270,0.3462,0.3488
info_dyn_iri,PRT,0.2605,0.2844,0.3605,0.2796,0.2514,0.2398,0.2505,0.3392,0.3118,0.2481,0.3419
info_dyn_iri,PRY,0.6145,0.5062,0.4032,0.3616,0.3613,0.3665,0.4149,0.3443,0.3317,0.2362,0.2828
info_dyn_iri,PSE,0.2240,0.2162,0.2614,0.3438,0.2873,0.2215,0.2685,0.2609,0.2779,0.2218,0.2815
info_dyn_iri,QAT,0.1771,0.1071,0.1976,0.2117,0.1845,0.2026,0.2065,0.1922,0.2010,0.2030,0.1146
info_dyn_iri,ROU,0.2902,0.2672,0.2936,0.3044,0.2601,0.2285,0.2972,0.3206,0.2968,0.2765,0.3207
info_dyn_iri,RUS,0.3104,0.2600,0.3087,0.3361,0.2979,0.2231,0.2928,0.3286,0.3184,0.2799,0.3018
info_dyn_iri,RWA,0.3009,0.1469,0.2038,0.1166,0.1968,0.1104,0.1603,0.1006,0.1361,0.1237,0.1091
info_dyn_iri,SAU,0.2708,0.1792,0.1925,0.2367,0.2276,0.1551,0.2033,0.2171,0.2371,0.1854,0.1946
info_dyn_iri,SDN,0.2704,0.1627,0.2169,0.2185,0.1906,0.1433,0.2063,0.3000,0.2993,0.3351,0.2773
info_dyn_iri,SEN,0.1796,0.1736,0.2304,0.2583,0.2324,0.1612,0.2722,0.3819,0.2335,0.2255,0.3333
info_dyn_iri,SGP,0.2141,0.1122,0.1364,0.0808,0.0939,0.0838,0.1875,0.2544,0.2667,0.2090,0.2414
info_dyn_iri,SLE,0.1826,0.2593,0.3374,0.3409,0.3029,0.1906,0.2437,0.2722,0.2730,0.2784,0.2770
info_dyn_iri,SLV,0.6433,0.6441,0.6529,0.5504,0.5742,0.5701,0.5523,0.7165,0.5676,0.4373,0.4379
info_dyn_iri,SOM,0.2143,0.1512,0.1889,0.1709,0.1511,0.1420,0.2256,0.1585,0.2321,0.2000,0.2885
info_dyn_iri,SRB,0.3059,0.2589,0.2606,0.2827,0.3187,0.2582,0.2840,0.3837,0.3171,0.3519,0.3115
info_dyn_iri,SSD,0.2430,0.2507,0.2849,0.2327,0.2611,0.2079,0.3427,0.2921,0.3872,0.3009,0.2778
info_dyn_iri,SUR,0.3333,0.2809,0.2282,0.2900,0.2074,0.2035,0.2154,0.1978,0.3053,0.2319,0.1389
info_dyn_iri,SVK,0.2304,0.2454,0.2843,0.2487,0.2569,0.1957,0.3055,0.3548,0.3816,0.3306,0.3170
info_dyn_iri,SVN,0.3889,0.2948,0.2449,0.2466,0.2944,0.1741,0.2114,0.2830,0.2712,0.3129,0.2167
info_dyn_iri,SWE,0.2833,0.2203,0.2534,0.2569,0.2493,0.1925,0.2638,0.2671,0.2684,0.2431,0.2477
info_dyn_iri,SWZ,0.4507,0.1237,0.2065,0.2500,0.1562,0.2222,0.2734,0.3945,0.4231,0.4505,0.2800
info_dyn_iri,SYC,0.4432,0.3626,0.3865,0.4067,0.3827,0.3179,0.3728,0.4234,0.4288,0.4359,0.3184
info_dyn_iri,SYR,0.2857,0.2255,0.3091,0.3165,0.2500,0.1976,0.2951,0.3077,0.2557,0.2251,0.3909
info_dyn_iri,TCD,0.3016,0.3074,0.2738,0.2140,0.2422,0.1990,0.2831,0.3034,0.2425,0.2143,0.2190
info_dyn_iri,TGO,0.2952,0.2253,0.3186,0.2595,0.1928,0.1478,0.3345,0.3762,0.4549,0.2197,0.3884
info_dyn_iri,THA,0.1569,0.1516,0.1987,0.2168,0.1970,0.1665,0.1878,0.2710,0.3273,0.2524,0.2754
info_dyn_iri,TLS,0.3043,0.2072,0.1473,0.1489,0.1667,0.1895,0.1972,0.2558,0.2537,0.1864,0.2105
info_dyn_iri,TON,0.2778,0.2300,0.2650,0.3107,0.3182,0.1194,0.3333,0.3636,0.4865,0.2558,0.4250
info_dyn_iri,TTO,0.4227,0.1603,0.2366,0.2272,0.2707,0.2082,0.2153,0.2466,0.2711,0.2554,0.2552
info_dyn_iri,TUN,0.3182,0.3054,0.3230,0.3804,0.3508,0.2784,0.3527,0.3438,0.3823,0.3884,0.3063
info_dyn_iri,TUR,0.2865,0.2148,0.2510,0.2472,0.2520,0.1891,0.2327,0.2484,0.2487,0.2130,0.2219
info_dyn_iri,TWN,0.2683,0.1924,0.2728,0.2823,0.2748,0.2114,0.3267,0.3554,0.4204,0.3497,0.2920
info_dyn_iri,TZA,0.2909,0.1569,0.2245,0.2232,0.1528,0.1580,0.2323,0.2020,0.2445,0.2320,0.2312
info_dyn_iri,UGA,0.3220,0.2089,0.1927,0.2052,0.2176,0.1579,0.1434,0.1677,0.1439,0.1526,0.1606
info_dyn_iri,UKR,0.2398,0.1939,0.2268,0.2080,0.1695,0.1596,0.1970,0.2929,0.2721,0.2047,0.2802
info_dyn_iri,UMI,0.4508,0.5317,0.3947,0.4455,0.4551,0.3636,0.5000,0.5089,0.6682,0.5305,0.3243
info_dyn_iri,URY,0.5057,0.3577,0.2812,0.2897,0.2521,0.2499,0.2878,0.2337,0.2376,0.2192,0.1778
info_dyn_iri,USA,0.3543,0.3056,0.3337,0.3774,0.3560,0.2498,0.3552,0.3528,0.4155,0.3673,0.3076
info_dyn_iri,UZB,0.2941,0.2623,0.2016,0.1979,0.2616,0.2242,0.2256,0.1444,0.1622,0.2171,0.2128
info_dyn_iri,VEN,0.7032,0.7385,0.7138,0.6831,0.7466,0.8085,0.8690,0.8879,0.8948,0.7866,0.7974
info_dyn_iri,VIR,0.3415,0.2698,0.3300,0.3507,0.2908,0.3186,0.3585,0.3550,0.4035,0.3452,0.3034
info_dyn_iri,VNM,0.3253,0.2536,0.3162,0.2918,0.2539,0.2048,0.2732,0.2963,0.3341,0.2472,0.2635
info_dyn_iri,XKX,0.2044,0.2960,0.2958,0.3333,0.3286,0.2857,0.3599,0.5079,0.4605,0.2471,0.3063
info_dyn_iri,YEM,0.3243,0.1958,0.3128,0.2186,0.3259,0.2857,0.3475,0.3894,0.3020,0.3319,0.4306
info_dyn_iri,ZAF,0.3792,0.1580,0.2409,0.2317,0.2124,0.1297,0.1408,0.1707,0.2478,0.2461,0.2377
info_dyn_iri,ZMB,0.3428,0.1891,0.2267,0.2321,0.1884,0.1411,0.2190,0.1769,0.1893,0.1684,0.2653
info_dyn_iri,ZWE,0.3150,0.1768,0.2347,0.2148,0.2067,0.1408,0.1318,0.1548,0.2100,0.2018,0.1913
