variable,iso,2020-01,2020-02,2020-03,2020-04,2020-05,2020-06,2020-07,2020-08,2020-09,2020-10
info_fact_reliable,ABW,18,47,81,81,66,93,51,40,45,11
info_fact_reliable,AFG,582,1366,1874,1973,1994,1500,1236,861,809,164
info_fact_reliable,AGO,446,1221,1858,1957,1926,1681,1539,1373,1138,211
info_fact_reliable,AIA,18,40,93,109,94,68,64,46,41,6
info_fact_reliable,ALB,432,990,1394,1538,1386,1148,1037,880,1021,402
info_fact_reliable,ALD,23,32,58,89,20,17,26,29,21,3
info_fact_reliable,AND,45,131,225,279,269,213,184,205,133,16
info_fact_reliable,ARE,668,1527,2621,3337,3813,2919,2552,2032,2025,302
info_fact_reliable,ARG,8365,27326,50672,60452,49964,46315,34684,49296,35084,2721
info_fact_reliable,ARM,127,392,470,448,471,460,348,372,372,70
info_fact_reliable,ASM,78,199,500,647,558,407,475,480,407,86
info_fact_reliable,ATA,225,524,1047,943,1056,762,690,647,588,77
info_fact_reliable,ATC,0,0,0,0,0,0,0,0,0,0
info_fact_reliable,ATF,4,20,30,50,58,40,40,44,29,6
info_fact_reliable,ATG,86,121,294,316,296,230,204,179,185,42
info_fact_reliable,AUS,24227,38753,81056,101433,102968,77940,109134,106917,83251,9707
info_fact_reliable,AUT,1502,3837,5971,5944,5369,4059,3673,3247,3361,555
info_fact_reliable,AZE,238,674,1301,1468,1379,1203,1336,902,808,178
info_fact_reliable,BDI,99,129,232,158,135,107,119,69,63,17
info_fact_reliable,BEL,5054,12836,20340,24791,26537,19369,17386,16606,15267,1956
info_fact_reliable,BEN,285,644,821,821,813,656,628,525,547,82
info_fact_reliable,BFA,293,600,1193,1120,1014,800,861,700,698,105
info_fact_reliable,BGD,878,1993,3330,4108,3661,2877,2410,2291,2379,304
info_fact_reliable,BGR,459,971,1429,1470,1421,1108,1072,860,880,143
info_fact_reliable,BHR,162,476,645,603,622,437,397,318,232,38
info_fact_reliable,BHS,153,341,1221,1288,936,777,825,629,515,110
info_fact_reliable,BIH,315,558,876,913,904,647,680,565,524,95
info_fact_reliable,BJN,0,0,0,0,0,0,0,0,0,0
info_fact_reliable,BLM,36,67,124,73,156,1068,492,438,361,155
info_fact_reliable,BLR,120,312,476,388,421,344,366,284,315,60
info_fact_reliable,BLZ,88,203,255,344,371,223,458,557,478,82
info_fact_reliable,BMU,59,156,160,176,201,146,122,120,143,27
info_fact_reliable,BOL,1047,1832,3091,3443,3074,2292,2181,1851,1829,228
info_fact_reliable,BRA,14214,38393,73542,93876,102232,90376,57696,49480,31258,7945
info_fact_reliable,BRB,149,309,428,409,356,368,286,210,241,56
info_fact_reliable,BRN,142,325,322,249,221,182,282,92,58,14
info_fact_reliable,BTN,56,77,117,107,126,102,75,87,67,13
info_fact_reliable,BWA,411,952,1358,1825,1946,1082,993,902,1207,134
info_fact_reliable,CAF,261,437,714,775,681,654,704,554,485,106
info_fact_reliable,CAN,36667,52425,115234,148367,139078,106277,103944,99808,111822,14411
info_fact_reliable,CHE,3717,7521,10661,11722,11152,8026,8945,7864,7666,1134
info_fact_reliable,CHL,4055,7202,13958,18661,15141,15700,11767,9289,9156,1282
info_fact_reliable,CHN,5487,9382,7355,6464,6408,4601,4104,3231,2943,507
info_fact_reliable,CIV,468,972,1358,1412,1433,1131,962,747,826,130
info_fact_reliable,CLP,0,0,0,0,0,0,0,0,0,0
info_fact_reliable,CMR,524,1099,1712,1681,1778,1384,1100,938,830,159
info_fact_reliable,CNM,10,11,63,43,23,19,18,38,28,1
info_fact_reliable,COD,631,1419,1875,1886,1599,1252,1086,931,943,153
info_fact_reliable,COG,161,362,316,331,375,287,318,238,176,33
info_fact_reliable,COK,5,15,25,68,51,34,23,8,4,3
info_fact_reliable,COL,5941,9981,21012,24622,20916,24563,17877,12507,9587,1450
info_fact_reliable,COM,8,17,16,14,12,8,4,98,7,1
info_fact_reliable,CPV,51,309,353,200,136,65,40,76,88,17
info_fact_reliable,CRI,704,1395,2535,2559,2136,1742,1893,1488,1363,177
info_fact_reliable,CSI,0,0,0,0,0,0,0,0,0,0
info_fact_reliable,CUB,570,1187,2273,2498,2198,1933,1585,1702,1329,198
info_fact_reliable,CUW,17,18,58,81,73,71,47,73,58,13
info_fact_reliable,CYM,49,130,323,336,318,236,376,267,242,50
info_fact_reliable,CYN,34,76,235,348,245,173,179,166,126,22
info_fact_reliable,CYP,297,708,1432,1686,1668,1116,1103,985,1101,188
info_fact_reliable,CZE,574,1080,1644,1781,1635,1206,1325,1386,1609,198
info_fact_reliable,DEU,15171,29685,46112,50303,49222,38262,35916,32155,28698,4886
info_fact_reliable,DJI,109,132,117,142,163,266,247,75,67,9
info_fact_reliable,DMA,8,14,14,13,17,8,13,13,7,0
info_fact_reliable,DNK,774,1698,2539,2749,2512,3058,3278,2424,2612,506
info_fact_reliable,DOM,816,1588,2923,3025,2695,1845,2118,1741,1547,204
info_fact_reliable,DZA,428,627,999,798,1464,862,558,1550,392,59
info_fact_reliable,ECU,3699,4565,9050,12502,8015,5165,5008,5009,5589,489
info_fact_reliable,EGY,1148,2851,4901,3961,3688,3718,2749,1904,1790,365
info_fact_reliable,ERI,35,80,94,109,78,82,49,46,36,6
info_fact_reliable,ESB,2,10,57,32,32,27,30,24,33,2
info_fact_reliable,ESP,15970,61725,118606,132546,116136,91414,73150,85010,87464,8464
info_fact_reliable,EST,337,604,1134,946,941,742,793,738,607,122
info_fact_reliable,ETH,593,1193,1846,2070,1635,1505,1115,1011,896,141
info_fact_reliable,FIN,1640,3180,5328,5870,5392,4130,3580,3340,3363,550
info_fact_reliable,FJI,214,445,871,848,718,568,589,463,386,56
info_fact_reliable,FLK,1,9,20,41,36,25,22,18,11,1
info_fact_reliable,FRA,48672,66430,120814,129585,115405,62263,62795,67848,80849,8863
info_fact_reliable,FRO,38,94,176,144,147,162,129,65,85,18
info_fact_reliable,FSM,11,29,42,48,49,54,33,43,34,3
info_fact_reliable,GAB,86,194,300,320,313,209,199,147,132,14
info_fact_reliable,GBR,47939,115061,281968,439404,523640,405386,323781,259170,390177,36538
info_fact_reliable,GEO,68,155,309,375,401,259,248,255,280,34
info_fact_reliable,GGY,35,69,177,193,234,132,123,93,126,6
info_fact_reliable,GHA,1207,3997,5195,5434,5026,3181,2812,2273,2577,329
info_fact_reliable,GIB,60,201,264,244,288,138,139,127,148,20
info_fact_reliable,GIN,194,415,550,658,587,491,423,353,349,55
info_fact_reliable,GMB,12,29,47,32,91,93,142,320,202,16
info_fact_reliable,GNB,95,388,312,154,188,139,103,91,69,9
info_fact_reliable,GNQ,29,56,134,127,116,99,101,64,62,12
info_fact_reliable,GRC,1594,3859,6734,7437,6928,5409,4751,4405,4375,663
info_fact_reliable,GRD,92,341,606,537,545,391,304,350,327,35
info_fact_reliable,GRL,46,99,226,245,182,200,242,201,173,25
info_fact_reliable,GTM,725,1295,2279,2808,2586,2033,2454,1654,1310,224
info_fact_reliable,GUM,38,127,241,221,161,174,175,168,227,24
info_fact_reliable,GUY,140,215,433,520,480,580,303,469,396,104
info_fact_reliable,HKG,15943,29925,15880,17071,15020,8312,7537,5723,4319,532
info_fact_reliable,HMD,3,6,8,8,7,7,9,4,3,0
info_fact_reliable,HND,294,574,1028,1055,1231,1072,1193,655,542,90
info_fact_reliable,HRV,318,572,995,929,901,722,772,722,627,111
info_fact_reliable,HTI,850,1622,2495,2881,2511,1717,1732,1541,1331,205
info_fact_reliable,HUN,624,1252,1565,1235,1096,856,722,709,638,140
info_fact_reliable,IDN,19280,20822,32403,20195,19778,15154,15683,12059,12508,2002
info_fact_reliable,IMN,75,155,303,471,526,424,219,289,384,35
info_fact_reliable,IND,24459,53638,136278,211367,215536,145956,146477,132889,100092,9427
info_fact_reliable,IOA,7,14,31,40,23,18,16,13,19,0
info_fact_reliable,IOT,4,18,32,62,103,95,93,72,94,14
info_fact_reliable,IRL,3176,7978,22557,27485,28277,21309,19483,23676,22358,2877
info_fact_reliable,IRN,724,2217,2923,2412,2131,1754,1951,1632,1397,243
info_fact_reliable,IRQ,217,712,981,919,1011,786,704,638,635,123
info_fact_reliable,ISL,149,383,584,500,527,601,395,315,310,76
info_fact_reliable,ISR,741,2316,2679,3268,1883,1303,1440,1005,1196,223
info_fact_reliable,ITA,9311,41304,58005,49331,44280,29643,28926,34968,27193,3653
info_fact_reliable,JAM,735,1624,2673,2510,2313,2113,1661,1604,2059,298
