variable,iso,2020-01,2020-02,2020-03,2020-04,2020-05,2020-06,2020-07,2020-08,2020-09,2020-10
info_fact_reliable,JEY,176,464,1017,971,985,1138,877,742,676,148
info_fact_reliable,JOR,193,361,935,890,862,592,577,414,487,97
info_fact_reliable,JPN,13148,44455,43027,47166,39215,26244,31828,23193,20015,2962
info_fact_reliable,KAB,0,0,4,0,2,0,1,2,3,0
info_fact_reliable,KAS,0,0,0,0,0,0,0,0,0,0
info_fact_reliable,KAZ,359,652,838,838,869,621,618,502,407,79
info_fact_reliable,KEN,2705,7243,9524,11513,10395,6935,7962,5083,5536,651
info_fact_reliable,KGZ,58,76,120,152,117,104,128,73,45,7
info_fact_reliable,KHM,256,527,442,580,536,476,296,287,291,28
info_fact_reliable,KIR,19,14,49,63,77,58,51,53,25,5
info_fact_reliable,KNA,22,51,68,74,36,26,33,37,45,4
info_fact_reliable,KOR,1455,3351,3327,2728,2022,1434,1339,1320,1419,180
info_fact_reliable,KOS,160,206,416,396,334,232,293,191,155,33
info_fact_reliable,KWT,209,561,1023,1175,1389,903,672,505,582,78
info_fact_reliable,LAO,55,77,134,89,99,52,64,34,42,8
info_fact_reliable,LBN,452,1220,1972,1983,1572,1041,1086,742,853,119
info_fact_reliable,LBR,277,684,906,879,893,725,705,604,625,98
info_fact_reliable,LBY,197,529,568,569,512,373,334,258,319,37
info_fact_reliable,LCA,35,69,113,124,153,101,74,66,97,11
info_fact_reliable,LIE,34,110,107,101,94,77,71,48,41,13
info_fact_reliable,LKA,925,1329,2029,2297,1928,1398,1293,1028,896,123
info_fact_reliable,LSO,29,100,156,152,129,101,121,100,101,8
info_fact_reliable,LTU,147,512,710,587,647,764,504,360,329,90
info_fact_reliable,LUX,201,468,773,997,991,583,578,455,411,69
info_fact_reliable,LVA,332,808,1216,1077,1104,720,719,578,642,98
info_fact_reliable,MAC,79,171,220,195,191,147,152,118,80,16
info_fact_reliable,MAF,19,13,45,60,102,202,115,50,40,1
info_fact_reliable,MAR,1098,2095,4027,3628,3596,3442,2719,2230,2187,466
info_fact_reliable,MCO,43,66,76,106,73,69,46,32,45,5
info_fact_reliable,MDA,57,154,416,326,343,439,377,306,283,76
info_fact_reliable,MDG,170,422,368,505,397,245,357,294,176,41
info_fact_reliable,MDV,1402,1487,2482,2522,2216,1409,1198,1080,905,125
info_fact_reliable,MEX,11078,17771,34767,38502,42527,33014,31935,28245,20583,3018
info_fact_reliable,MHL,0,0,0,0,0,0,0,0,0,0
info_fact_reliable,MKD,64,143,340,379,312,261,220,207,158,16
info_fact_reliable,MLI,330,853,1131,954,927,607,713,611,474,75
info_fact_reliable,MLT,174,408,857,892,850,847,886,728,589,98
info_fact_reliable,MMR,353,627,626,654,628,535,392,400,382,58
info_fact_reliable,MNE,45,123,222,212,229,228,228,145,133,29
info_fact_reliable,MNG,874,1547,1640,1485,1461,1045,1261,1100,825,177
info_fact_reliable,MNP,13,27,49,54,60,63,43,63,57,4
info_fact_reliable,MOZ,294,723,1061,984,981,896,740,671,665,102
info_fact_reliable,MRT,27,41,49,128,48,29,20,20,39,10
info_fact_reliable,MSR,24,69,102,141,147,116,123,85,63,17
info_fact_reliable,MUS,140,264,483,673,765,494,486,389,423,78
info_fact_reliable,MWI,343,849,902,797,852,602,657,484,636,82
info_fact_reliable,MYS,20819,21826,52329,45993,30300,29838,43341,29928,16116,8962
info_fact_reliable,NAM,226,899,1230,1881,1616,1339,1316,1155,1049,115
info_fact_reliable,NCL,230,557,1398,1712,1615,1366,1563,1174,1015,215
info_fact_reliable,NER,114,246,403,489,573,399,335,293,263,56
info_fact_reliable,NFK,6,9,14,18,9,9,42,40,27,3
info_fact_reliable,NGA,5512,21075,30515,52341,37818,18830,14453,12114,12699,1604
info_fact_reliable,NIC,290,472,1079,1014,1174,885,633,747,513,72
info_fact_reliable,NIU,8,10,29,31,19,31,47,26,37,1
info_fact_reliable,NLD,5656,12427,19748,21109,19719,14954,14311,12507,12479,1982
info_fact_reliable,NOR,1277,2806,5502,5396,5306,4438,4076,3316,2857,623
info_fact_reliable,NPL,774,1341,2291,2657,2731,2075,2113,1766,1465,206
info_fact_reliable,NRU,17,38,14,6,14,8,11,3,6,0
info_fact_reliable,NZL,2599,5011,10071,13721,12965,9351,8898,11261,7276,993
info_fact_reliable,OMN,278,496,627,743,841,667,574,522,432,54
info_fact_reliable,PAK,3405,6510,15399,18097,17168,15285,8685,6503,7356,632
info_fact_reliable,PAN,527,779,1284,1436,1585,1061,1108,876,826,121
info_fact_reliable,PCN,1,15,16,23,20,12,12,9,6,1
info_fact_reliable,PER,2054,4092,7922,10498,10269,7639,5787,5576,4453,656
info_fact_reliable,PGA,0,0,0,0,0,0,0,0,0,0
info_fact_reliable,PHL,7218,10248,13903,14277,16166,9986,9100,8708,6142,1191
info_fact_reliable,PLW,14,12,32,34,10,15,26,13,12,2
info_fact_reliable,PNG,344,636,996,981,995,863,776,656,539,115
info_fact_reliable,POL,2364,5088,7198,7286,6135,4940,4793,4050,3740,660
info_fact_reliable,PRI,1749,2765,7355,7350,6279,6290,7265,4788,3715,657
info_fact_reliable,PRK,107,231,322,313,391,271,219,191,137,30
info_fact_reliable,PRT,1640,7976,7139,7180,6949,6040,4611,4153,3851,701
info_fact_reliable,PRY,1205,1769,4241,5069,3197,2840,2651,2761,2101,160
info_fact_reliable,PSX,346,933,1618,1468,1251,892,972,744,855,113
info_fact_reliable,PYF,33,73,131,100,94,53,63,64,56,4
info_fact_reliable,QAT,580,1009,1407,1776,1969,1187,1137,860,802,87
info_fact_reliable,ROU,990,2138,2996,3039,3445,2468,2582,2026,1799,306
info_fact_reliable,RUS,5071,10600,16089,15161,15434,12977,11865,9573,9080,1863
info_fact_reliable,RWA,199,402,603,788,676,546,419,403,376,43
info_fact_reliable,SAH,2,3,10,10,3,3,5,3,1,2
info_fact_reliable,SAU,1221,2092,3926,4280,4790,3673,2660,2019,1827,276
info_fact_reliable,SCR,0,0,0,0,0,0,0,0,0,0
info_fact_reliable,SDN,178,305,480,410,488,356,255,178,148,44
info_fact_reliable,SDS,217,321,448,490,467,377,332,294,274,40
info_fact_reliable,SEN,251,713,907,748,834,395,351,331,411,60
info_fact_reliable,SER,0,0,0,0,0,0,0,0,0,0
info_fact_reliable,SGP,4586,18588,13987,20147,16478,12696,8788,6833,6689,1028
info_fact_reliable,SGS,8,22,34,21,17,26,20,5,7,2
info_fact_reliable,SHN,39,93,105,108,118,116,96,81,88,13
info_fact_reliable,SLB,67,136,199,194,153,111,121,98,59,12
info_fact_reliable,SLE,102,189,266,266,440,270,296,296,235,52
info_fact_reliable,SLV,568,701,1762,3018,2787,2577,2002,1226,925,122
info_fact_reliable,SMR,55,123,67,34,57,12,20,19,19,2
info_fact_reliable,SOL,32,104,90,92,124,94,45,36,45,5
info_fact_reliable,SOM,188,289,585,1768,677,287,227,238,196,26
info_fact_reliable,SPM,10,24,38,34,33,21,19,19,8,1
info_fact_reliable,SRB,458,972,1890,1705,1279,1118,1318,685,856,104
info_fact_reliable,STP,2,18,12,14,7,12,8,6,9,2
info_fact_reliable,SUR,42,124,192,204,196,131,170,187,110,12
info_fact_reliable,SVK,312,724,763,734,703,513,513,415,437,73
info_fact_reliable,SVN,206,794,1173,1177,1165,756,731,508,630,111
info_fact_reliable,SWE,2880,6686,10646,10903,11228,8499,7704,6333,6056,987
info_fact_reliable,SWZ,42,98,156,141,152,106,160,91,90,7
info_fact_reliable,SXM,42,85,97,101,38,21,27,20,48,24
info_fact_reliable,SYC,126,326,658,776,882,520,766,598,530,83
info_fact_reliable,SYR,169,359,573,550,460,283,275,280,269,34
info_fact_reliable,TCA,0,1,1,0,6,0,1,0,1,0
info_fact_reliable,TCD,157,458,717,714,733,542,491,566,483,70
info_fact_reliable,TGO,85,251,369,443,366,339,263,166,176,45
info_fact_reliable,THA,24210,36924,26265,16310,15023,9429,11032,7948,6298,1290
info_fact_reliable,TJK,16,29,60,63,77,52,51,30,33,8
info_fact_reliable,TKM,54,79,113,92,79,68,75,48,42,19
info_fact_reliable,TLS,51,128,261,316,280,277,156,99,74,6
info_fact_reliable,TON,48,100,124,139,114,103,92,92,88,13
info_fact_reliable,TTO,422,841,1085,1160,1045,849,740,618,606,97
info_fact_reliable,TUN,375,834,1435,1414,1287,900,972,823,768,135
info_fact_reliable,TUR,3728,5973,10125,10344,8929,7153,6107,5784,6494,1645
info_fact_reliable,TUV,0,0,0,0,1,1,0,0,1,0
info_fact_reliable,TWN,2332,4347,4538,4944,3591,3147,2977,2128,1901,393
info_fact_reliable,TZA,426,1755,2015,1941,1712,840,658,516,513,76
info_fact_reliable,UGA,738,2150,2700,3940,3861,2673,2196,1712,2021,260
info_fact_reliable,UKR,590,1191,1841,1874,1992,1291,1116,809,774,143
info_fact_reliable,UMI,79,129,242,324,262,193,209,135,115,23
info_fact_reliable,URY,628,1321,2659,3238,2722,2383,2496,2573,1875,165
info_fact_reliable,USA,222808,562445,1404972,1570827,1533484,1315855,1432100,1088117,951076,200778
info_fact_reliable,USG,1,0,0,0,0,1,0,2,0,1
info_fact_reliable,UZB,30,61,129,194,212,150,149,185,117,19
info_fact_reliable,VAT,0,0,0,0,0,0,0,0,0,0
info_fact_reliable,VCT,14,76,163,155,133,115,140,99,100,24
info_fact_reliable,VEN,6430,9868,17140,19320,14495,10463,9818,9113,6542,934
info_fact_reliable,VGB,12,24,52,35,45,30,27,36,37,9
info_fact_reliable,VIR,118,411,666,768,692,546,618,482,383,99
info_fact_reliable,VNM,839,1791,1969,1991,2053,1330,1357,1119,1034,182
info_fact_reliable,VUT,33,41,84,75,60,44,50,47,58,3
info_fact_reliable,WLF,0,1,1,0,0,0,0,0,0,1
info_fact_reliable,WSB,0,0,0,0,0,0,0,0,0,0
info_fact_reliable,WSM,6,20,42,25,30,29,19,15,212,4
info_fact_reliable,YEM,142,220,416,368,350,311,233,172,220,26
info_fact_reliable,ZAF,6331,18869,30461,40327,41751,34083,40110,27197,22111,2739
info_fact_reliable,ZMB,245,551,735,796,863,486,367,481,495,36
info_fact_reliable,ZWE,487,1005,1827,2545,2233,1716,2049,1517,1909,170
info_fact_reliable,_WORLD,727233,1600704,3225004,3792133,3721611,2972721,2949741,2452826,2319259,373458
