variable,iso,2020-12-08
info_fact_unreliable_fraction,AFG,0.3333
info_fact_unreliable_fraction,AGO,0.4138
info_fact_unreliable_fraction,ALB,0.3382
info_fact_unreliable_fraction,AND,0.2500
info_fact_unreliable_fraction,ARE,0.4250
info_fact_unreliable_fraction,ARG,0.2909
info_fact_unreliable_fraction,ARM,0.2381
info_fact_unreliable_fraction,ASM,0.4667
info_fact_unreliable_fraction,ATG,0.2500
info_fact_unreliable_fraction,AUS,0.2987
info_fact_unreliable_fraction,AUT,0.2280
info_fact_unreliable_fraction,AZE,0.5185
info_fact_unreliable_fraction,BDI,0.0000
info_fact_unreliable_fraction,BEL,0.2619
info_fact_unreliable_fraction,BEN,0.3793
info_fact_unreliable_fraction,BFA,0.2432
info_fact_unreliable_fraction,BGD,0.2874
info_fact_unreliable_fraction,BGR,0.4545
info_fact_unreliable_fraction,BHR,0.3077
info_fact_unreliable_fraction,BHS,0.4286
info_fact_unreliable_fraction,BIH,0.4167
info_fact_unreliable_fraction,BLM,0.7059
info_fact_unreliable_fraction,BLR,0.3000
info_fact_unreliable_fraction,BLZ,0.0667
info_fact_unreliable_fraction,BMU,0.4000
info_fact_unreliable_fraction,BOL,0.4000
info_fact_unreliable_fraction,BRA,0.2948
info_fact_unreliable_fraction,BRB,0.4000
info_fact_unreliable_fraction,BRN,0.1818
info_fact_unreliable_fraction,BWA,0.4375
info_fact_unreliable_fraction,CAF,0.2000
info_fact_unreliable_fraction,CAN,0.1673
info_fact_unreliable_fraction,CHE,0.2239
info_fact_unreliable_fraction,CHL,0.2731
info_fact_unreliable_fraction,CHN,0.4601
info_fact_unreliable_fraction,CIV,0.3548
info_fact_unreliable_fraction,CMR,0.2593
info_fact_unreliable_fraction,COD,0.4286
info_fact_unreliable_fraction,COG,0.6250
info_fact_unreliable_fraction,COL,0.4057
info_fact_unreliable_fraction,CRI,0.3514
info_fact_unreliable_fraction,CUB,0.5965
info_fact_unreliable_fraction,CYM,0.6667
info_fact_unreliable_fraction,CYP,0.2466
info_fact_unreliable_fraction,CZE,0.3514
info_fact_unreliable_fraction,DEU,0.3552
info_fact_unreliable_fraction,DJI,
info_fact_unreliable_fraction,DNK,0.3958
info_fact_unreliable_fraction,DOM,0.4660
info_fact_unreliable_fraction,DZA,0.0769
info_fact_unreliable_fraction,ECU,0.5583
info_fact_unreliable_fraction,EGY,0.3415
info_fact_unreliable_fraction,ESP,0.4162
info_fact_unreliable_fraction,EST,0.2353
info_fact_unreliable_fraction,ETH,0.3103
info_fact_unreliable_fraction,FIN,0.2658
info_fact_unreliable_fraction,FJI,0.2286
info_fact_unreliable_fraction,FRA,0.2322
info_fact_unreliable_fraction,FRO,0.0000
info_fact_unreliable_fraction,GAB,0.1429
info_fact_unreliable_fraction,GBR,0.3244
info_fact_unreliable_fraction,GEO,0.1429
info_fact_unreliable_fraction,GHA,0.2784
info_fact_unreliable_fraction,GIB,0.3750
info_fact_unreliable_fraction,GIN,0.7705
info_fact_unreliable_fraction,GNB,0.3333
info_fact_unreliable_fraction,GRC,0.2318
info_fact_unreliable_fraction,GRD,0.3810
info_fact_unreliable_fraction,GRL,0.2000
info_fact_unreliable_fraction,GTM,0.4952
info_fact_unreliable_fraction,GUM,0.5000
info_fact_unreliable_fraction,GUY,0.3158
info_fact_unreliable_fraction,HKG,0.1034
info_fact_unreliable_fraction,HND,0.5532
info_fact_unreliable_fraction,HRV,0.3939
info_fact_unreliable_fraction,HTI,0.3400
info_fact_unreliable_fraction,HUN,0.5278
info_fact_unreliable_fraction,IDN,0.5231
info_fact_unreliable_fraction,IMN,0.3077
info_fact_unreliable_fraction,IND,0.2757
info_fact_unreliable_fraction,IRL,0.1559
info_fact_unreliable_fraction,IRN,0.4023
info_fact_unreliable_fraction,IRQ,0.3200
info_fact_unreliable_fraction,ISL,0.4286
info_fact_unreliable_fraction,ISR,0.4286
info_fact_unreliable_fraction,ITA,0.2456
info_fact_unreliable_fraction,JAM,0.2787
info_fact_unreliable_fraction,JEY,0.3023
info_fact_unreliable_fraction,JOR,0.2333
info_fact_unreliable_fraction,JPN,0.1709
info_fact_unreliable_fraction,KAZ,0.4348
info_fact_unreliable_fraction,KEN,0.2039
info_fact_unreliable_fraction,KGZ,0.0000
info_fact_unreliable_fraction,KHM,0.4615
info_fact_unreliable_fraction,KOR,0.5109
info_fact_unreliable_fraction,KWT,0.3913
info_fact_unreliable_fraction,LBN,0.1702
info_fact_unreliable_fraction,LBR,0.4286
info_fact_unreliable_fraction,LBY,0.1538
info_fact_unreliable_fraction,LKA,0.2687
info_fact_unreliable_fraction,LSO,0.5000
info_fact_unreliable_fraction,LTU,0.4118
info_fact_unreliable_fraction,LUX,0.4000
info_fact_unreliable_fraction,LVA,0.2955
info_fact_unreliable_fraction,MAC,0.7500
info_fact_unreliable_fraction,MAR,0.3680
info_fact_unreliable_fraction,MDA,0.2500
info_fact_unreliable_fraction,MDG,0.1818
info_fact_unreliable_fraction,MDV,0.1892
info_fact_unreliable_fraction,MEX,0.4728
info_fact_unreliable_fraction,MKD,0.4545
info_fact_unreliable_fraction,MLI,0.3077
info_fact_unreliable_fraction,MLT,0.4054
info_fact_unreliable_fraction,MMR,0.5000
info_fact_unreliable_fraction,MNE,0.4000
info_fact_unreliable_fraction,MNG,0.2903
info_fact_unreliable_fraction,MOZ,0.4259
info_fact_unreliable_fraction,MSR,0.1429
info_fact_unreliable_fraction,MUS,0.3750
info_fact_unreliable_fraction,MWI,0.6667
info_fact_unreliable_fraction,MYS,0.3750
info_fact_unreliable_fraction,NAM,0.1538
info_fact_unreliable_fraction,NCL,0.4024
info_fact_unreliable_fraction,NER,0.5000
info_fact_unreliable_fraction,NGA,0.3205
info_fact_unreliable_fraction,NIC,0.4722
info_fact_unreliable_fraction,NLD,0.3117
info_fact_unreliable_fraction,NOR,0.4136
info_fact_unreliable_fraction,NPL,0.2623
info_fact_unreliable_fraction,NZL,0.3422
info_fact_unreliable_fraction,OMN,0.3571
info_fact_unreliable_fraction,PAK,0.1636
info_fact_unreliable_fraction,PAN,0.3636
info_fact_unreliable_fraction,PER,0.4678
info_fact_unreliable_fraction,PHL,0.4527
info_fact_unreliable_fraction,PNG,0.4545
info_fact_unreliable_fraction,POL,0.2211
info_fact_unreliable_fraction,PRI,0.2262
info_fact_unreliable_fraction,PRK,0.5000
info_fact_unreliable_fraction,PRT,0.3202
info_fact_unreliable_fraction,PRY,0.5915
info_fact_unreliable_fraction,PSE,0.1750
info_fact_unreliable_fraction,QAT,0.2727
info_fact_unreliable_fraction,ROU,0.2841
info_fact_unreliable_fraction,RUS,0.4601
info_fact_unreliable_fraction,RWA,0.2727
info_fact_unreliable_fraction,SAU,0.3100
info_fact_unreliable_fraction,SDN,0.3889
info_fact_unreliable_fraction,SEN,0.4211
info_fact_unreliable_fraction,SGP,0.2041
info_fact_unreliable_fraction,SLE,0.2381
info_fact_unreliable_fraction,SLV,0.4655
info_fact_unreliable_fraction,SOM,0.2000
info_fact_unreliable_fraction,SRB,0.2833
info_fact_unreliable_fraction,SSD,0.0000
info_fact_unreliable_fraction,SUR,0.5000
info_fact_unreliable_fraction,SVK,0.3226
info_fact_unreliable_fraction,SVN,0.3125
info_fact_unreliable_fraction,SWE,0.2842
info_fact_unreliable_fraction,SWZ,0.2500
info_fact_unreliable_fraction,SYC,0.4222
info_fact_unreliable_fraction,SYR,0.4000
info_fact_unreliable_fraction,TCD,0.3636
info_fact_unreliable_fraction,TGO,0.3750
info_fact_unreliable_fraction,THA,0.3919
info_fact_unreliable_fraction,TLS,1.0000
info_fact_unreliable_fraction,TON,0.0000
info_fact_unreliable_fraction,TTO,0.3529
info_fact_unreliable_fraction,TUN,0.3600
info_fact_unreliable_fraction,TUR,0.2492
info_fact_unreliable_fraction,TWN,0.4109
info_fact_unreliable_fraction,TZA,0.3750
info_fact_unreliable_fraction,UGA,0.1897
info_fact_unreliable_fraction,UKR,0.3793
info_fact_unreliable_fraction,UMI,0.5000
info_fact_unreliable_fraction,URY,0.2816
info_fact_unreliable_fraction,USA,0.3852
info_fact_unreliable_fraction,UZB,0.0000
info_fact_unreliable_fraction,VEN,0.7098
info_fact_unreliable_fraction,VIR,0.2632
info_fact_unreliable_fraction,VNM,0.4062
info_fact_unreliable_fraction,XKX,0.6471
info_fact_unreliable_fraction,YEM,0.2727
info_fact_unreliable_fraction,ZAF,0.2795
info_fact_unreliable_fraction,ZMB,0.6000
info_fact_unreliable_fraction,ZWE,0.1818
