variable,iso,2020-12-08
info_iri,AFG,0.1463
info_iri,AGO,0.4328
info_iri,ALB,0.7126
info_iri,AND,0.4917
info_iri,ARE,0.4486
info_iri,ARG,0.0814
info_iri,ARM,0.4969
info_iri,ASM,0.2969
info_iri,ATG,0.9240
info_iri,AUS,0.0676
info_iri,AUT,0.3160
info_iri,AZE,0.5249
info_iri,BDI,0.0000
info_iri,BEL,0.0712
info_iri,BEN,0.2037
info_iri,BFA,0.7560
info_iri,BGD,0.0883
info_iri,BGR,0.4693
info_iri,BHR,0.5776
info_iri,BHS,0.2473
info_iri,BIH,0.6960
info_iri,BLM,0.8726
info_iri,BLR,0.7598
info_iri,BLZ,0.0156
info_iri,BMU,0.6767
info_iri,BOL,0.3770
info_iri,BRA,0.3271
info_iri,BRB,0.4746
info_iri,BRN,0.1748
info_iri,BWA,0.7369
info_iri,CAF,0.4985
info_iri,CAN,0.0713
info_iri,CHE,0.1186
info_iri,CHL,0.0178
info_iri,CHN,0.0220
info_iri,CIV,0.4146
info_iri,CMR,0.1646
info_iri,COD,0.1936
info_iri,COG,0.8493
info_iri,COL,0.2172
info_iri,CRI,0.4211
info_iri,CUB,0.7486
info_iri,CYM,0.4549
info_iri,CYP,0.5814
info_iri,CZE,0.3049
info_iri,DEU,0.6047
info_iri,DJI,
info_iri,DNK,0.2040
info_iri,DOM,0.2684
info_iri,DZA,0.0609
info_iri,ECU,0.4829
info_iri,EGY,0.0624
info_iri,ESP,0.0724
info_iri,EST,0.0060
info_iri,ETH,0.1101
info_iri,FIN,0.1324
info_iri,FJI,0.1379
info_iri,FRA,0.0203
info_iri,FRO,0.0000
info_iri,GAB,0.0849
info_iri,GBR,0.1491
info_iri,GEO,0.0383
info_iri,GHA,0.5188
info_iri,GIB,0.4845
info_iri,GIN,0.3497
info_iri,GNB,0.0094
info_iri,GRC,0.0712
info_iri,GRD,0.3468
info_iri,GRL,0.0352
info_iri,GTM,0.7646
info_iri,GUM,0.6600
info_iri,GUY,0.1980
info_iri,HKG,0.0014
info_iri,HND,0.6228
info_iri,HRV,0.8435
info_iri,HTI,0.5239
info_iri,HUN,0.7063
info_iri,IDN,0.1831
info_iri,IMN,0.0590
info_iri,IND,0.1788
info_iri,IRL,0.0141
info_iri,IRN,0.8015
info_iri,IRQ,0.0166
info_iri,ISL,0.3013
info_iri,ISR,0.3404
info_iri,ITA,0.0144
info_iri,JAM,0.2309
info_iri,JEY,0.2190
info_iri,JOR,0.0152
info_iri,JPN,0.0655
info_iri,KAZ,0.6871
info_iri,KEN,0.1231
info_iri,KGZ,0.0000
info_iri,KHM,0.1690
info_iri,KOR,0.5023
info_iri,KWT,0.2491
info_iri,LBN,0.0606
info_iri,LBR,0.5195
info_iri,LBY,0.1483
info_iri,LKA,0.3393
info_iri,LSO,0.2837
info_iri,LTU,0.3650
info_iri,LUX,0.5074
info_iri,LVA,0.1664
info_iri,MAC,0.9966
info_iri,MAR,0.2210
info_iri,MDA,0.0055
info_iri,MDG,0.0407
info_iri,MDV,0.2639
info_iri,MEX,0.6872
info_iri,MKD,0.4567
info_iri,MLI,0.5608
info_iri,MLT,0.6584
info_iri,MMR,0.8788
info_iri,MNE,0.1595
info_iri,MNG,0.2624
info_iri,MOZ,0.7984
info_iri,MSR,0.1408
info_iri,MUS,0.4845
info_iri,MWI,0.9036
info_iri,MYS,0.1944
info_iri,NAM,0.1595
info_iri,NCL,0.3306
info_iri,NER,0.0329
info_iri,NGA,0.1918
info_iri,NIC,0.2981
info_iri,NLD,0.2506
info_iri,NOR,0.3884
info_iri,NPL,0.1234
info_iri,NZL,0.1734
info_iri,OMN,0.7309
info_iri,PAK,0.0714
info_iri,PAN,0.5822
info_iri,PER,0.9727
info_iri,PHL,0.0451
info_iri,PNG,0.2430
info_iri,POL,0.1806
info_iri,PRI,0.0077
info_iri,PRK,0.5494
info_iri,PRT,0.4798
info_iri,PRY,0.3532
info_iri,PSE,0.0828
info_iri,QAT,0.0059
info_iri,ROU,0.0932
info_iri,RUS,0.3668
info_iri,RWA,0.0891
info_iri,SAU,0.1191
info_iri,SDN,0.3356
info_iri,SEN,0.4810
info_iri,SGP,0.0020
info_iri,SLE,0.2856
info_iri,SLV,0.1526
info_iri,SOM,0.3590
info_iri,SRB,0.3941
info_iri,SSD,0.0000
info_iri,SUR,0.3422
info_iri,SVK,0.2988
info_iri,SVN,0.3350
info_iri,SWE,0.2312
info_iri,SWZ,0.3267
info_iri,SYC,0.4185
info_iri,SYR,0.3531
info_iri,TCD,0.2846
info_iri,TGO,0.1983
info_iri,THA,0.1400
info_iri,TLS,1.0000
info_iri,TON,0.0000
info_iri,TTO,0.1554
info_iri,TUN,0.4665
info_iri,TUR,0.0674
info_iri,TWN,0.4500
info_iri,TZA,0.5152
info_iri,UGA,0.0414
info_iri,UKR,0.0457
info_iri,UMI,0.6642
info_iri,URY,0.2041
info_iri,USA,0.2669
info_iri,UZB,0.0000
info_iri,VEN,0.6063
info_iri,VIR,0.1089
info_iri,VNM,0.0207
info_iri,XKX,1.0000
info_iri,YEM,0.2876
info_iri,ZAF,0.0166
info_iri,ZMB,0.5205
info_iri,ZWE,0.0315
