variable,iso,2020-11-18
epi_cases_perM,AFG,1126.4540
epi_cases_perM,AGO,414.2550
epi_cases_perM,ALB,10120.9260
epi_cases_perM,AND,77020.6430
epi_cases_perM,ARE,15450.2350
epi_cases_perM,ARG,29405.2250
epi_cases_perM,ARM,40651.1940
epi_cases_perM,ASM,
epi_cases_perM,ATG,1368.3520
epi_cases_perM,AUS,1088.4760
epi_cases_perM,AUT,23701.1460
epi_cases_perM,AZE,7807.1440
epi_cases_perM,BDI,53.0660
epi_cases_perM,BEL,
epi_cases_perM,BEN,234.5920
epi_cases_perM,BFA,126.8700
epi_cases_perM,BGD,2651.5610
epi_cases_perM,BGR,15341.2740
epi_cases_perM,BHR,49958.1860
epi_cases_perM,BHS,18593.8640
epi_cases_perM,BIH,22538.3020
epi_cases_perM,BLM,
epi_cases_perM,BLR,12349.9880
epi_cases_perM,BLZ,12373.5920
epi_cases_perM,BMU,3581.0060
epi_cases_perM,BOL,12290.9830
epi_cases_perM,BRA,27812.2620
epi_cases_perM,BRB,869.9560
epi_cases_perM,BRN,338.2990
epi_cases_perM,BWA,3870.9400
epi_cases_perM,CAF,1014.5420
epi_cases_perM,CAN,8120.0450
epi_cases_perM,CHE,31600.1240
epi_cases_perM,CHL,27914.0070
epi_cases_perM,CHN,63.6820
epi_cases_perM,CIV,796.2610
epi_cases_perM,CMR,862.5070
epi_cases_perM,COD,132.4900
epi_cases_perM,COG,999.4400
epi_cases_perM,COL,23802.2670
epi_cases_perM,CRI,24653.9440
epi_cases_perM,CUB,676.9010
epi_cases_perM,CYM,3910.5300
epi_cases_perM,CYP,8577.4730
epi_cases_perM,CZE,43866.8210
epi_cases_perM,DEU,9945.9030
epi_cases_perM,DJI,5724.6850
epi_cases_perM,DNK,11144.4640
epi_cases_perM,DOM,12416.8690
epi_cases_perM,DZA,1586.9860
epi_cases_perM,ECU,10264.8860
epi_cases_perM,EGY,1087.4540
epi_cases_perM,ESP,32624.2770
epi_cases_perM,EST,6055.6080
epi_cases_perM,ETH,899.3720
epi_cases_perM,FIN,3545.9300
epi_cases_perM,FJI,39.0430
epi_cases_perM,FRA,31203.3920
epi_cases_perM,FRO,10191.3430
epi_cases_perM,GAB,4081.3610
epi_cases_perM,GBR,20780.8960
epi_cases_perM,GEO,21546.3100
epi_cases_perM,GHA,1623.8240
epi_cases_perM,GIB,27158.5880
epi_cases_perM,GIN,963.5420
epi_cases_perM,GNB,1230.1840
epi_cases_perM,GRC,7562.5610
epi_cases_perM,GRD,293.2840
epi_cases_perM,GRL,317.0580
epi_cases_perM,GTM,6459.7450
epi_cases_perM,GUM,36934.9990
epi_cases_perM,GUY,6216.9530
epi_cases_perM,HKG,
epi_cases_perM,HND,10448.4700
epi_cases_perM,HRV,21305.3080
epi_cases_perM,HTI,806.0490
epi_cases_perM,HUN,16246.7200
epi_cases_perM,IDN,1734.6030
epi_cases_perM,IMN,4280.7410
epi_cases_perM,IND,6458.6080
epi_cases_perM,IRL,13910.2550
epi_cases_perM,IRN,9387.3710
epi_cases_perM,IRQ,13040.0390
epi_cases_perM,ISL,15282.0510
epi_cases_perM,ISR,37647.7910
epi_cases_perM,ITA,20476.9200
epi_cases_perM,JAM,3353.0770
epi_cases_perM,JEY,7667.7250
epi_cases_perM,JOR,15288.7250
epi_cases_perM,JPN,955.2370
epi_cases_perM,KAZ,8795.0990
epi_cases_perM,KEN,1333.9640
epi_cases_perM,KGZ,10406.5010
epi_cases_perM,KHM,18.1830
epi_cases_perM,KOR,571.7080
epi_cases_perM,KWT,32287.3120
epi_cases_perM,LBN,15816.2650
epi_cases_perM,LBR,298.9510
epi_cases_perM,LBY,10905.6720
epi_cases_perM,LKA,844.1040
epi_cases_perM,LSO,952.7360
epi_cases_perM,LTU,13545.9430
epi_cases_perM,LUX,43541.6050
epi_cases_perM,LVA,5786.2310
epi_cases_perM,MAC,
epi_cases_perM,MAR,8171.2120
epi_cases_perM,MDA,22536.6470
epi_cases_perM,MDG,622.3320
epi_cases_perM,MDV,22856.6880
epi_cases_perM,MEX,7842.4840
epi_cases_perM,MKD,23333.7170
epi_cases_perM,MLI,196.5350
epi_cases_perM,MLT,18677.8520
epi_cases_perM,MMR,1318.3290
epi_cases_perM,MNE,45205.7280
epi_cases_perM,MNG,138.7920
epi_cases_perM,MOZ,466.0310
epi_cases_perM,MSR,2600.5200
epi_cases_perM,MUS,386.0770
epi_cases_perM,MWI,313.3830
epi_cases_perM,MYS,1536.4890
epi_cases_perM,NAM,5339.0190
epi_cases_perM,NCL,105.0820
epi_cases_perM,NER,54.8200
epi_cases_perM,NGA,317.5370
epi_cases_perM,NIC,854.5480
epi_cases_perM,NLD,26638.8320
epi_cases_perM,NOR,5443.4020
epi_cases_perM,NPL,7258.0020
epi_cases_perM,NZL,342.5800
epi_cases_perM,OMN,23639.5020
epi_cases_perM,PAK,1645.0550
epi_cases_perM,PAN,34467.9020
epi_cases_perM,PER,28507.0780
epi_cases_perM,PHL,3748.0740
epi_cases_perM,PNG,67.2850
epi_cases_perM,POL,19894.5190
epi_cases_perM,PRI,27823.9960
epi_cases_perM,PRK,
epi_cases_perM,PRT,22568.4630
epi_cases_perM,PRY,10214.7480
epi_cases_perM,PSE,15156.5760
epi_cases_perM,QAT,47281.9030
epi_cases_perM,ROU,19413.6690
epi_cases_perM,RUS,13649.9490
epi_cases_perM,RWA,425.1780
epi_cases_perM,SAU,10166.0070
epi_cases_perM,SDN,343.1530
epi_cases_perM,SEN,943.9840
epi_cases_perM,SGP,9936.1700
epi_cases_perM,SLE,299.8630
epi_cases_perM,SLV,5653.3860
epi_cases_perM,SOM,275.7150
epi_cases_perM,SRB,13575.3830
epi_cases_perM,SSD,269.4370
epi_cases_perM,SUR,8997.0920
epi_cases_perM,SVK,16228.5340
epi_cases_perM,SVN,27387.6200
epi_cases_perM,SWE,19079.5970
epi_cases_perM,SWZ,5278.5640
epi_cases_perM,SYC,1627.0080
epi_cases_perM,SYR,390.6140
epi_cases_perM,TCD,97.8940
epi_cases_perM,TGO,328.7940
epi_cases_perM,THA,55.5870
epi_cases_perM,TLS,22.7540
epi_cases_perM,TON,
epi_cases_perM,TTO,4383.7370
epi_cases_perM,TUN,6914.7680
epi_cases_perM,TUR,4996.6520
epi_cases_perM,TWN,25.4860
epi_cases_perM,TZA,8.5210
epi_cases_perM,UGA,362.1040
epi_cases_perM,UKR,12751.1790
epi_cases_perM,UMI,
epi_cases_perM,URY,1211.3790
epi_cases_perM,USA,34319.3690
epi_cases_perM,UZB,2110.8360
epi_cases_perM,VEN,3448.1010
epi_cases_perM,VIR,13885.8300
epi_cases_perM,VNM,13.2320
epi_cases_perM,XKX,15777.8410
epi_cases_perM,YEM,69.4700
epi_cases_perM,ZAF,12717.4620
epi_cases_perM,ZMB,937.9370
epi_cases_perM,ZWE,601.8330
