variable,iso,2020-12-08
epi_cases,AFG,47716
epi_cases,AGO,15729
epi_cases,ALB,44436
epi_cases,AND,7127
epi_cases,ARE,178837
epi_cases,ARG,1469919
epi_cases,ARM,142928
epi_cases,ASM,
epi_cases,ATG,146
epi_cases,AUS,27993
epi_cases,AUT,308070
epi_cases,AZE,154152
epi_cases,BDI,716
epi_cases,BEL,594572
epi_cases,BEN,3073
epi_cases,BFA,3469
epi_cases,BGD,481945
epi_cases,BGR,168165
epi_cases,BHR,88294
epi_cases,BHS,7579
epi_cases,BIH,96021
epi_cases,BLM,
epi_cases,BLR,150602
epi_cases,BLZ,8013
epi_cases,BMU,
epi_cases,BOL,145846
epi_cases,BRA,6674999
epi_cases,BRB,289
epi_cases,BRN,152
epi_cases,BWA,12058
epi_cases,CAF,4927
epi_cases,CAN,432743
epi_cases,CHE,358568
epi_cases,CHL,563534
epi_cases,CHN,93782
epi_cases,CIV,21513
epi_cases,CMR,24752
epi_cases,COD,13750
epi_cases,COG,5774
epi_cases,COL,1384610
epi_cases,CRI,147430
epi_cases,CUB,8982
epi_cases,CYM,
epi_cases,CYP,13286
epi_cases,CZE,551070
epi_cases,DEU,1229269
epi_cases,DJI,5714
epi_cases,DNK,95332
epi_cases,DOM,149630
epi_cases,DZA,89416
epi_cases,ECU,198752
epi_cases,EGY,119281
epi_cases,ESP,1702328
epi_cases,EST,15510
epi_cases,ETH,114266
epi_cases,FIN,28242
epi_cases,FJI,44
epi_cases,FRA,2363196
epi_cases,FRO,
epi_cases,GAB,9278
epi_cases,GBR,1754911
epi_cases,GEO,169649
epi_cases,GHA,52500
epi_cases,GIB,
epi_cases,GIN,13264
epi_cases,GNB,2444
epi_cases,GRC,118045
epi_cases,GRD,43
epi_cases,GRL,
epi_cases,GTM,126473
epi_cases,GUM,
epi_cases,GUY,5700
epi_cases,HKG,
epi_cases,HND,111707
epi_cases,HRV,154852
epi_cases,HTI,9399
epi_cases,HUN,256367
epi_cases,IDN,586842
epi_cases,IMN,
epi_cases,IND,9735850
epi_cases,IRL,74682
epi_cases,IRN,1062397
epi_cases,IRQ,568138
epi_cases,ISL,5506
epi_cases,ISR,348285
epi_cases,ITA,1757394
epi_cases,JAM,11271
epi_cases,JEY,
epi_cases,JOR,247131
epi_cases,JPN,166592
epi_cases,KAZ,181721
epi_cases,KEN,89100
epi_cases,KGZ,75690
epi_cases,KHM,354
epi_cases,KOR,39432
epi_cases,KWT,144900
epi_cases,LBN,139135
epi_cases,LBR,1676
epi_cases,LBY,87986
epi_cases,LKA,29378
epi_cases,LSO,2150
epi_cases,LTU,77426
epi_cases,LUX,38476
epi_cases,LVA,22104
epi_cases,MAC,
epi_cases,MAR,384088
epi_cases,MDA,119204
epi_cases,MDG,17473
epi_cases,MDV,13248
epi_cases,MEX,1193255
epi_cases,MKD,69452
epi_cases,MLI,5442
epi_cases,MLT,10699
epi_cases,MMR,101739
epi_cases,MNE,39153
epi_cases,MNG,893
epi_cases,MOZ,16373
epi_cases,MSR,
epi_cases,MUS,515
epi_cases,MWI,6051
epi_cases,MYS,75306
epi_cases,NAM,15298
epi_cases,NCL,
epi_cases,NER,1987
epi_cases,NGA,70195
epi_cases,NIC,5887
epi_cases,NLD,579997
epi_cases,NOR,39163
epi_cases,NPL,243377
epi_cases,NZL,2088
epi_cases,OMN,125325
epi_cases,PAK,426142
epi_cases,PAN,181166
epi_cases,PER,973912
epi_cases,PHL,442785
epi_cases,PNG,684
epi_cases,POL,1076180
epi_cases,PRI,
epi_cases,PRK,
epi_cases,PRT,327976
epi_cases,PRY,89421
epi_cases,PSE,101109
epi_cases,QAT,140203
epi_cases,ROU,524675
epi_cases,RUS,2492713
epi_cases,RWA,6237
epi_cases,SAU,359115
epi_cases,SDN,19747
epi_cases,SEN,16596
epi_cases,SGP,58285
epi_cases,SLE,2428
epi_cases,SLV,40551
epi_cases,SOM,4579
epi_cases,SRB,234027
epi_cases,SSD,3181
epi_cases,SUR,5326
epi_cases,SVK,119232
epi_cases,SVN,87936
epi_cases,SWE,297732
epi_cases,SWZ,6563
epi_cases,SYC,184
epi_cases,SYR,8580
epi_cases,TCD,1729
epi_cases,TGO,3132
epi_cases,THA,4151
epi_cases,TLS,31
epi_cases,TON,
epi_cases,TTO,6782
epi_cases,TUN,105445
epi_cases,TUR,893630
epi_cases,TWN,718
epi_cases,TZA,509
epi_cases,UGA,23200
epi_cases,UKR,855054
epi_cases,UMI,
epi_cases,URY,7806
epi_cases,USA,15165295
epi_cases,UZB,74206
epi_cases,VEN,105384
epi_cases,VIR,
epi_cases,VNM,1377
epi_cases,XKX,43881
epi_cases,YEM,2078
epi_cases,ZAF,821889
epi_cases,ZMB,17963
epi_cases,ZWE,10912
