variable,iso,2020-12-08
epi_cases_new_perM,AFG,5.1380
epi_cases_new_perM,AGO,2.4650
epi_cases_new_perM,ALB,261.6580
epi_cases_new_perM,AND,556.5260
epi_cases_new_perM,ARE,127.3960
epi_cases_new_perM,ARG,79.8750
epi_cases_new_perM,ARM,197.0820
epi_cases_new_perM,ASM,
epi_cases_new_perM,ATG,0.0000
epi_cases_new_perM,AUS,0.2350
epi_cases_new_perM,AUT,263.9230
epi_cases_new_perM,AZE,432.6780
epi_cases_new_perM,BDI,1.5140
epi_cases_new_perM,BEL,168.8580
epi_cases_new_perM,BEN,0.0000
epi_cases_new_perM,BFA,7.3670
epi_cases_new_perM,BGD,13.3710
epi_cases_new_perM,BGR,572.7900
epi_cases_new_perM,BHR,107.5470
epi_cases_new_perM,BHS,0.0000
epi_cases_new_perM,BIH,328.2720
epi_cases_new_perM,BLM,
epi_cases_new_perM,BLR,174.5100
epi_cases_new_perM,BLZ,150.8970
epi_cases_new_perM,BMU,
epi_cases_new_perM,BOL,16.1910
epi_cases_new_perM,BRA,240.3470
epi_cases_new_perM,BRB,6.9600
epi_cases_new_perM,BRN,2.2860
epi_cases_new_perM,BWA,0.0000
epi_cases_new_perM,CAF,1.0350
epi_cases_new_perM,CAN,163.5040
epi_cases_new_perM,CHE,492.4540
epi_cases_new_perM,CHL,72.8180
epi_cases_new_perM,CHN,0.0780
epi_cases_new_perM,CIV,0.2270
epi_cases_new_perM,CMR,0.0000
epi_cases_new_perM,COD,1.7310
epi_cases_new_perM,COG,0.0000
epi_cases_new_perM,COL,147.5940
epi_cases_new_perM,CRI,198.0720
epi_cases_new_perM,CUB,6.7100
epi_cases_new_perM,CYM,
epi_cases_new_perM,CYP,478.3660
epi_cases_new_perM,CZE,395.6490
epi_cases_new_perM,DEU,349.2670
epi_cases_new_perM,DJI,6.0730
epi_cases_new_perM,DNK,372.0520
epi_cases_new_perM,DOM,45.3540
epi_cases_new_perM,DZA,13.4770
epi_cases_new_perM,ECU,28.7930
epi_cases_new_perM,EGY,4.2410
epi_cases_new_perM,ESP,0.0000
epi_cases_new_perM,EST,214.0910
epi_cases_new_perM,ETH,4.6190
epi_cases_new_perM,FIN,65.1540
epi_cases_new_perM,FJI,0.0000
epi_cases_new_perM,FRA,216.5810
epi_cases_new_perM,FRO,
epi_cases_new_perM,GAB,0.0000
epi_cases_new_perM,GBR,182.4530
epi_cases_new_perM,GEO,1171.4200
epi_cases_new_perM,GHA,7.2730
epi_cases_new_perM,GIB,
epi_cases_new_perM,GIN,0.0000
epi_cases_new_perM,GNB,0.0000
epi_cases_new_perM,GRC,127.0260
epi_cases_new_perM,GRD,0.0000
epi_cases_new_perM,GRL,
epi_cases_new_perM,GTM,44.5980
epi_cases_new_perM,GUM,
epi_cases_new_perM,GUY,3.8140
epi_cases_new_perM,HKG,
epi_cases_new_perM,HND,69.0590
epi_cases_new_perM,HRV,636.4990
epi_cases_new_perM,HTI,0.0000
epi_cases_new_perM,HUN,229.7020
epi_cases_new_perM,IDN,19.3480
epi_cases_new_perM,IMN,
epi_cases_new_perM,IND,23.2460
epi_cases_new_perM,IRL,43.3390
epi_cases_new_perM,IRN,131.2370
epi_cases_new_perM,IRQ,52.7810
epi_cases_new_perM,ISL,29.3040
epi_cases_new_perM,ISR,171.9130
epi_cases_new_perM,ITA,245.3940
epi_cases_new_perM,JAM,29.3800
epi_cases_new_perM,JEY,
epi_cases_new_perM,JOR,300.1040
epi_cases_new_perM,JPN,17.0620
epi_cases_new_perM,KAZ,50.2750
epi_cases_new_perM,KEN,9.6890
epi_cases_new_perM,KGZ,45.2160
epi_cases_new_perM,KHM,0.2390
epi_cases_new_perM,KOR,13.2050
epi_cases_new_perM,KWT,70.4830
epi_cases_new_perM,LBN,152.2250
epi_cases_new_perM,LBR,0.0000
epi_cases_new_perM,LBY,129.3790
epi_cases_new_perM,LKA,37.2670
epi_cases_new_perM,LSO,0.0000
epi_cases_new_perM,LTU,510.5990
epi_cases_new_perM,LUX,0.0000
epi_cases_new_perM,LVA,309.6170
epi_cases_new_perM,MAC,
epi_cases_new_perM,MAR,78.5680
epi_cases_new_perM,MDA,423.6530
epi_cases_new_perM,MDG,-1.4450
epi_cases_new_perM,MDV,64.7500
epi_cases_new_perM,MEX,85.3620
epi_cases_new_perM,MKD,537.5880
epi_cases_new_perM,MLI,7.5060
epi_cases_new_perM,MLT,90.5920
epi_cases_new_perM,MMR,24.0400
epi_cases_new_perM,MNE,940.9900
epi_cases_new_perM,MNG,1.5250
epi_cases_new_perM,MOZ,1.5040
epi_cases_new_perM,MSR,
epi_cases_new_perM,MUS,3.1450
epi_cases_new_perM,MWI,0.0000
epi_cases_new_perM,MYS,31.2670
epi_cases_new_perM,NAM,31.0910
epi_cases_new_perM,NCL,
epi_cases_new_perM,NER,3.8420
epi_cases_new_perM,NGA,2.6680
epi_cases_new_perM,NIC,7.3970
epi_cases_new_perM,NLD,364.5780
epi_cases_new_perM,NOR,84.8510
epi_cases_new_perM,NPL,47.4310
epi_cases_new_perM,NZL,0.6220
epi_cases_new_perM,OMN,41.1230
epi_cases_new_perM,PAK,13.4140
epi_cases_new_perM,PAN,448.6920
epi_cases_new_perM,PER,0.0000
epi_cases_new_perM,PHL,12.6480
epi_cases_new_perM,PNG,1.4530
epi_cases_new_perM,POL,219.5710
epi_cases_new_perM,PRI,
epi_cases_new_perM,PRK,
epi_cases_new_perM,PRT,284.8960
epi_cases_new_perM,PRY,97.8610
epi_cases_new_perM,PSE,264.8280
epi_cases_new_perM,QAT,40.6100
epi_cases_new_perM,ROU,386.6890
epi_cases_new_perM,RUS,176.4630
epi_cases_new_perM,RWA,3.5520
epi_cases_new_perM,SAU,5.5440
epi_cases_new_perM,SDN,0.0000
epi_cases_new_perM,SEN,2.5680
epi_cases_new_perM,SGP,2.0510
epi_cases_new_perM,SLE,0.0000
epi_cases_new_perM,SLV,31.7600
epi_cases_new_perM,SOM,0.0000
epi_cases_new_perM,SRB,1148.9290
epi_cases_new_perM,SSD,0.0000
epi_cases_new_perM,SUR,1.7050
epi_cases_new_perM,SVK,356.9830
epi_cases_new_perM,SVN,792.7150
epi_cases_new_perM,SWE,1863.5010
epi_cases_new_perM,SWZ,29.3060
epi_cases_new_perM,SYC,0.0000
epi_cases_new_perM,SYR,5.1430
epi_cases_new_perM,TCD,0.0610
epi_cases_new_perM,TGO,2.5370
epi_cases_new_perM,THA,0.3580
epi_cases_new_perM,TLS,0.0000
epi_cases_new_perM,TON,
epi_cases_new_perM,TTO,5.0020
epi_cases_new_perM,TUN,94.4270
epi_cases_new_perM,TUR,393.6250
epi_cases_new_perM,TWN,0.0840
epi_cases_new_perM,TZA,0.0000
epi_cases_new_perM,UGA,0.0000
epi_cases_new_perM,UKR,255.0890
epi_cases_new_perM,UMI,
epi_cases_new_perM,URY,86.6500
epi_cases_new_perM,USA,652.1940
epi_cases_new_perM,UZB,4.5710
epi_cases_new_perM,VEN,16.8800
epi_cases_new_perM,VIR,
epi_cases_new_perM,VNM,0.1030
epi_cases_new_perM,XKX,288.1870
epi_cases_new_perM,YEM,-10.2260
epi_cases_new_perM,ZAF,67.6290
epi_cases_new_perM,ZMB,1.7410
epi_cases_new_perM,ZWE,4.9120
