variable,iso,2020-11-23
epi_deaths_new_perM,AFG,0.2060
epi_deaths_new_perM,AGO,0.0300
epi_deaths_new_perM,ALB,4.8650
epi_deaths_new_perM,AND,0.0000
epi_deaths_new_perM,ARE,0.4040
epi_deaths_new_perM,ARG,2.2130
epi_deaths_new_perM,ARM,8.0990
epi_deaths_new_perM,ASM,
epi_deaths_new_perM,ATG,0.0000
epi_deaths_new_perM,AUS,0.0000
epi_deaths_new_perM,AUT,4.8850
epi_deaths_new_perM,AZE,2.3670
epi_deaths_new_perM,BDI,0.0000
epi_deaths_new_perM,BEL,
epi_deaths_new_perM,BEN,0.0000
epi_deaths_new_perM,BFA,0.0000
epi_deaths_new_perM,BGD,0.2310
epi_deaths_new_perM,BGR,8.6350
epi_deaths_new_perM,BHR,0.0000
epi_deaths_new_perM,BHS,0.0000
epi_deaths_new_perM,BIH,8.2300
epi_deaths_new_perM,BLM,
epi_deaths_new_perM,BLR,0.7410
epi_deaths_new_perM,BLZ,10.0600
epi_deaths_new_perM,BMU,0.0000
epi_deaths_new_perM,BOL,0.0000
epi_deaths_new_perM,BRA,0.9130
epi_deaths_new_perM,BRB,0.0000
epi_deaths_new_perM,BRN,0.0000
epi_deaths_new_perM,BWA,0.0000
epi_deaths_new_perM,CAF,0.0000
epi_deaths_new_perM,CAN,1.2980
epi_deaths_new_perM,CHE,0.0000
epi_deaths_new_perM,CHL,2.0400
epi_deaths_new_perM,CHN,0.0000
epi_deaths_new_perM,CIV,0.0760
epi_deaths_new_perM,CMR,0.0000
epi_deaths_new_perM,COD,0.0000
epi_deaths_new_perM,COG,0.0000
epi_deaths_new_perM,COL,3.5960
epi_deaths_new_perM,CRI,0.0000
epi_deaths_new_perM,CUB,0.0000
epi_deaths_new_perM,CYM,0.0000
epi_deaths_new_perM,CYP,1.1420
epi_deaths_new_perM,CZE,9.4310
epi_deaths_new_perM,DEU,1.0740
epi_deaths_new_perM,DJI,0.0000
epi_deaths_new_perM,DNK,0.5180
epi_deaths_new_perM,DOM,0.3690
epi_deaths_new_perM,DZA,0.7980
epi_deaths_new_perM,ECU,3.5140
epi_deaths_new_perM,EGY,0.1270
epi_deaths_new_perM,ESP,10.9510
epi_deaths_new_perM,EST,0.7540
epi_deaths_new_perM,ETH,0.0960
epi_deaths_new_perM,FIN,0.0000
epi_deaths_new_perM,FJI,0.0000
epi_deaths_new_perM,FRA,3.2790
epi_deaths_new_perM,FRO,0.0000
epi_deaths_new_perM,GAB,0.0000
epi_deaths_new_perM,GBR,1.8410
epi_deaths_new_perM,GEO,9.0240
epi_deaths_new_perM,GHA,0.0000
epi_deaths_new_perM,GIB,29.6820
epi_deaths_new_perM,GIN,0.0000
epi_deaths_new_perM,GNB,0.0000
epi_deaths_new_perM,GRC,9.8820
epi_deaths_new_perM,GRD,0.0000
epi_deaths_new_perM,GRL,0.0000
epi_deaths_new_perM,GTM,0.1120
