rank,fact_type,count,domain,title,url
1,FAKE/HOAX,665,ibtimes.sg,North Korea's first confirmed Coronavirus COVID 19 patient shot dead: report,https://www.ibtimes.sg/north-koreas-first-confirmed-coronavirus-covid-19-patient-shot-dead-report-40042?utm_campaign=/north-koreas-first-confirmed-coronavirus-covid-19-patient-shot-dead-report-40042
2,FAKE/HOAX,419,ibtimes.sg,North Korea's first confirmed Coronavirus COVID 19 patient shot dead: report,https://www.ibtimes.sg/north-koreas-first-confirmed-coronavirus-covid-19-patient-shot-dead-report-40042
3,FAKE/HOAX,272,n.news.naver.com,김재중 “코로나19 확진→만우절 농담”…도넘은 장난,https://n.news.naver.com/entertain/now/article/018/0004610638
4,FAKE/HOAX,255,n.news.naver.com,"'코로나19' 담당 법무부 공무원, 한강서 숨진 채 발견",https://n.news.naver.com/article/032/0002993787
5,FAKE/HOAX,199,dailymail.co.uk,Thailand admits it is 'unable to stop the spread' of the coronavirus,https://www.dailymail.co.uk/health/article-7938887/thailand-admits-unable-stop-spread-chinas-deadly-coronavirus.html
6,FAKE/HOAX,146,mcmnt.com,Vatican confirms Pope Francis and two aides test positive for Coronavirus - MCM,https://mcmnt.com/vatican-confirms-pope-francis-and-two-aides-test-positive-for-coronavirus/
7,FAKE/HOAX,131,dailymail.co.uk,Hospital in China flooded with patients amid coronavirus outbreak,https://www.dailymail.co.uk/news/article-7921709/shocking-footage-shows-hospital-china-flooded-hundreds-patients-amid-coronavirus-outbreak.html?ito=social-facebook
8,FAKE/HOAX,119,dailymail.co.uk,Chinese put swastika on Danish flag over coronavirus flag row,https://www.dailymail.co.uk/news/article-7948913/chinese-swastika-danish-flag-pm-refuses-apologise-coronavirus-china-flag.html
9,FAKE/HOAX,114,dailystar.co.uk,,https://www.dailystar.co.uk/news/world-news/scientists-blame-coronavirus-bats-pics-21337997?fbclid=iwar0faf7kzihthwbojxl2t-oofmx7tzstqafnkzkm6_ifsmexaanw0vvhhbk
10,FAKE/HOAX,97,dailystar.co.uk,,http://dailystar.co.uk/news/latest-news/coronavirus-can-spread-through-farts-21852204
11,FAKE/HOAX,90,dailymail.co.uk,Chinese city will 'build a dedicated coronavirus hospital in SIX DAYS',https://www.dailymail.co.uk/news/article-7920937/chinese-city-build-dedicated-coronavirus-hospital-six-days.html
12,FAKE/HOAX,83,ibtimes.sg,,https://www.ibtimes.sg/a000apq?utm_source=social&utm_medium=twitter&utm_campaign=/north-koreas-first-confirmed-coronavirus-covid-19-patient-shot-dead-report-40042
13,FAKE/HOAX,61,n.news.naver.com,CJ ENM 측 “‘KCON 2020 JAPAN’ 코로나 여파로 연기하기로 결정”  [공식],https://n.news.naver.com/entertain/article/382/0000803486
14,FAKE/HOAX,58,n.news.naver.com,"[단독] 트와이스, 2월 예정 일본 팬사인회 취소 '신종 코로나 바이러스 여파'",https://n.news.naver.com/entertain/now/article/117/0003328924
15,FAKE/HOAX,49,n.news.naver.com,"2PM 준호, 군복무 중 코로나19 확산 방지 위해 3천만원 기부",https://n.news.naver.com/entertain/now/article/609/0000253824
16,FAKE/HOAX,49,n.news.naver.com,"[단독]‘더 쇼’ 김민규, 코로나-19 ‘음성 판정’ 안도",https://n.news.naver.com/entertain/now/article/609/0000264343
17,FAKE/HOAX,42,n.news.naver.com,"슈퍼주니어 컴백쇼, 중국 우한 폐렴 여파로 비공개 진행(전문)",https://n.news.naver.com/entertain/now/article/410/0000664132
18,FAKE/HOAX,37,n.news.naver.com,"[단독] 슈퍼주니어 은혁, 코로나19 성금 1억 원 기부 ""의료진에 도움되길""",https://n.news.naver.com/entertain/article/052/0001407888
19,CONSPIRACY/JUNKSCI,34,zerohedge.com,Is This The Man Behind The Global Coronavirus Pandemic?,https://www.zerohedge.com/health/man-behind-global-coronavirus-pandemic
20,FAKE/HOAX,34,dailymail.co.uk,Pupils find way around ban on handshakes amid coronavirus fears,https://www.dailymail.co.uk/news/article-8077643/coronavirus-sees-brighton-college-ditch-handshake-thai-greeting.html
