rank,fact_type,count,domain,title,url
1,CLICKBAIT,570,mirror.co.uk,Coronavirus experts warn people to stop kissing as UK crisis continues to grow,https://www.mirror.co.uk/news/uk-news/coronavirus-experts-warn-people-stop-21629235
2,CLICKBAIT,209,soompi.com,Pledis Entertainment Denies Rumors That NU’EST’s Minhyun Was Infected With Coronavirus,https://www.soompi.com/article/1385869wpp/pledis-entertainment-denies-rumors-that-nuests-minhyun-was-infected-with-coronavirus
3,POLITICAL,205,cnn.it,"CNN International - Breaking News, US News, World News and Video",https://cnn.it/2rndsu7
4,CLICKBAIT,202,mirror.co.uk,,https://www.mirror.co.uk/sport/football/news/odion-ighalo-involved-man-utd-21488840
5,CLICKBAIT,178,soompi.com,More Events Postponed Or Canceled In Korea And Around Asia Due To Coronavirus Concerns,https://www.soompi.com/article/1380327wpp/more-events-postponed-or-cancelled-in-korea-and-around-asia-due-to-coronavirus-concerns
6,POLITICAL,163,news.chosun.com,"[단독] ""방탄소년단 팬들, 콘서트 환불금→기부..무려 453건 2천만원"" (인터뷰)",https://news.chosun.com/site/data/html_dir/2020/02/28/2020022802911.html
7,POLITICAL,161,cnn.it,"CNN International - Breaking News, US News, World News and Video",https://cnn.it/2tu0d1h
8,CLICKBAIT,112,soompi.com,Events Postponed Or Canceled In Korea And Around Asia Due To Coronavirus Concerns,https://www.soompi.com/article/1380150wpp/events-postponed-or-cancelled-in-korea-and-around-asia-due-to-coronavirus-concerns
9,CLICKBAIT,106,koreaboo.com,Baekhyun Praised For His Adorable Yet Smart Methods To Preventing The Coronavirus,https://www.koreaboo.com/news/exo-baekhyun-preventing-coronavirus/
10,FAKE/HOAX,102,dailymail.co.uk,Killer coronavirus could be spread through the EYES,https://www.dailymail.co.uk/health/article-7926243/killer-coronavirus-spread-eyes.html?ito=amp_whatsapp_share-top
11,CLICKBAIT,100,allkpop.com,GOT7 cancels Kuala Lumpur show of 'Keep Spinning' due to the coronavirus,https://www.allkpop.com/article/2020/02/got7-cancels-kuala-lumpur-show-of-keep-spinning-due-to-the-coronavirus
12,CONSPIRACY/JUNKSCI,91,zerohedge.com,North Korea's First Confirmed Coronavirus Patient Shot Dead,https://www.zerohedge.com/geopolitical/north-koreas-first-confirmed-coronavirus-patient-shot-dead
13,CLICKBAIT,90,allkpop.com,North Korean official shot to death after returning from China with the Coronavirus,https://www.allkpop.com/article/2020/02/north-korean-official-shot-to-death-after-returning-from-china-with-the-coronavirus
14,POLITICAL,89,cnn.it,"CNN International - Breaking News, US News, World News and Video",https://cnn.it/32ezx2m
15,CLICKBAIT,88,allkpop.com,Pledis confirms Minhyun tested negative for coronavirus,https://www.allkpop.com/article/2020/03/pledis-confirms-minhyun-tested-negative-for-coronavirus
16,POLITICAL,85,vox.com,The evidence on travel bans for diseases like coronavirus is clear: They don’t work,https://www.vox.com/2020/1/23/21078325/wuhan-china-coronavirus-travel-ban
17,CLICKBAIT,83,allkpop.com,NCT Dream and SF9 fans demand their labels take action to keep artists out of China due to the coronavirus,https://www.allkpop.com/article/2020/01/nct-dream-and-sf9-fans-demand-their-labels-take-action-to-keep-artists-out-of-china-due-to-the-coronavirus
18,CLICKBAIT,76,koreaboo.com,Super Junior Fan From Wuhan Reveals Having Attended Macau Concerts And Warns Others Of Potential Contagion,https://www.koreaboo.com/news/super-junior-fan-wuhan-reveals-macau-concert-attending-seats-coronavirus-quarantine/
19,CLICKBAIT,75,allkpop.com,Super Junior postpones Kuala Lumpur concert due to coronavirus,https://www.allkpop.com/article/2020/02/super-junior-postpones-kuala-lumpur-concert-due-to-coronavirus
20,CLICKBAIT,75,koreaboo.com,MNH Entertainment Confirms 2 Of Chungha's Staff Have Corona19 (COVID-19),https://www.koreaboo.com/news/mnh-entertainment-confirms-2-chungha-staff-corona19-covid-19/
