rank,fact_type,count,domain,title,url
1,FAKE/HOAX,20,dailymail.co.uk,US health experts hosted fictional coronavirus simulation 3 months ago,https://www.dailymail.co.uk/health/article-7925475/us-health-experts-predicted-coronavirus-kill-65million-people-year-three-months-ago.html
2,CONSPIRACY/JUNKSCI,18,zerohedge.com,"Thai Government Admits ""Unable To Stop"" Spread Of Coronavirus",https://www.zerohedge.com/health/thai-government-admits-unable-stop-spread-coronavirus
3,FAKE/HOAX,17,dailymail.co.uk,Chinese citizen journalist disappears from the streets of Wuhan,https://www.dailymail.co.uk/news/article-7981105/chinese-citizen-journalist-brought-world-truth-coronavirus-emergency-disappears.html
4,FAKE/HOAX,14,rt.com,"First two cases of coronavirus confirmed in Russia, both Chinese citizens",https://on.rt.com/aa5v
5,FAKE/HOAX,12,dailymail.co.uk,"Up to 4,500 Chinese patients 'may have caught coronavirus'",https://www.dailymail.co.uk/health/article-7900047/scientists-fear-4-500-chinese-patients-caught-coronavirus.html
6,FAKE/HOAX,8,mcmnt.com,Vatican confirms Pope Francis and two aides test positive for Coronavirus - MCM,https://mcmnt.com/vatican-confirms-pope-francis-and-two-aides-test-positive-for-coronavirus/
7,CONSPIRACY/JUNKSCI,7,globalresearch.ca,"Coronavirus Epidemic: WHO Declares a ""Fake"" Global Public Health Emergency - Global Research",https://www.globalresearch.ca/coronavirus-epidemic-who-declares-a-global-public-health-crisis-can-we-trust-the-who/5702360
8,FAKE/HOAX,6,rt.com,Shops stripped bare in scenes reminiscent of ‘zombie apocalypse’ as coronavirus fears sweep Italy (VIDEOS),https://on.rt.com/abk6
9,FAKE/HOAX,5,dailymail.co.uk,US health experts hosted fictional coronavirus simulation 3 months ago,https://www.dailymail.co.uk/health/article-7925475/us-health-experts-predicted-coronavirus-kill-65million-people-year-three-months-ago.html?ito=amp_twitter_share-related
10,FAKE/HOAX,5,dailymail.co.uk,China's first coronavirus hospital OPENS today,https://www.dailymail.co.uk/news/article-7939075/chinas-coronavirus-hospital-opens-today.html?ito=amp_twitter_share-top
11,CONSPIRACY/JUNKSCI,4,zerohedge.com,This Is How China Is Hiding The True Number Of Coronavirus Deaths,https://www.zerohedge.com/economics/how-china-hiding-true-number-coronavirus-deaths
12,FAKE/HOAX,4,rt.com,Watch WHO chief cough & crack a ‘VIRAL’ joke... as watchdog tackles coronavirus (VIDEO),https://on.rt.com/aach
13,FAKE/HOAX,3,dailymail.co.uk,Revolting footage shows Chinese woman eating a bat,https://www.dailymail.co.uk/news/article-7920573/revolting-footage-shows-chinese-woman-eating-bat-scientists-link-coronavirus-animal.html
14,FAKE/HOAX,3,rt.com,"Chinese health chiefs warn coronavirus is growing ‘stronger’, MUTATION closely monitored by scientists",https://on.rt.com/a9rf
15,CONSPIRACY/JUNKSCI,3,zerohedge.com,Did China Steal Coronavirus From Canada And Weaponize It?,https://www.zerohedge.com/geopolitical/did-china-steal-coronavirus-canada-and-weaponize-it
16,FAKE/HOAX,3,rt.com,"Mongolia closes border with China, shuts down ALL universities & training centers to stop coronavirus spread",https://www.rt.com/news/479271-mongolia-border-china-coronavirus/
17,CONSPIRACY/JUNKSCI,3,zerohedge.com,Is This The Man Behind The Global Coronavirus Pandemic?,https://www.zerohedge.com/health/man-behind-global-coronavirus-pandemic
18,FAKE/HOAX,3,rt.com,"RT - Breaking news, shows, podcasts",http://rt.com
19,CONSPIRACY/JUNKSCI,3,globalresearch.ca,China's Coronavirus: A Shocking Update. Did The Virus Originate in the US? - Global Research,https://www.globalresearch.ca/china-coronavirus-shocking-update/5705196
20,CONSPIRACY/JUNKSCI,3,peta.org,"New Coronavirus Linked to Animal Flesh, Sources Warn | PETA",http://peta.vg/2ran
