datetime,iso,local_languages,info_tweets,info_tweets_T,info_tweets_RE,info_tweets_RT,info_tweets_local,info_fact_reliable,info_fact_unreliable,info_fact_unknown,info_fact_shadow,info_fact_missing,info_fact_science,info_fact_msm,info_fact_satire,info_fact_clickbait,info_fact_political,info_fact_fake,info_fact_conspiracy,info_fact_reliable_local,info_fact_unreliable_local,info_fact_unknown_local,info_fact_reliable_RT,info_fact_unreliable_RT,info_fact_reliable_RE,info_fact_unreliable_RE,info_exposure_fact_reliable,info_exposure_fact_unreliable,info_exposure_fact_unknown,info_exposure_fact_reliable_local,info_exposure_fact_unreliable_local,info_exposure_fact_unknown_local,info_bot_verified,info_bot_unverified,info_human_verified,info_human_unverified,info_sentiment,info_vad_V,info_vad_A,info_vad_D,info_big_5_O,info_big_5_C,info_big_5_E,info_big_5_A,info_big_5_N,info_risk_index,info_risk_index_local,info_dyn_iri_RT,info_dyn_iri_RE,info_dyn_iri,eco_close_pct,epi_confirmed,epi_confirmed_new,epi_dead,epi_dead_new
2020-01-22,VUT,,10,3,0,7,0,1,1,2,1,1,0,1,0,0,1,0,0,0,0,0,1,1,0,0,141,141,643,0,0,0,0,2,0,8,0.2221,5.0333,5.1435,4.2757,,,,,0.0820,0.5000,,0.5000,,0.5000,,,,,
2020-01-23,VUT,,20,8,0,12,0,2,2,5,2,2,0,2,0,0,1,1,0,0,0,0,1,1,0,0,10026,276,13599,0,0,0,0,9,0,11,0.0133,5.4423,5.4113,4.3750,,,-0.0593,,0.0874,0.0268,,0.5000,,0.5000,,,,,
2020-01-24,VUT,,40,10,0,30,0,5,0,4,3,1,0,5,0,0,0,0,0,0,0,0,2,0,0,0,1106,0,18839,0,0,0,0,10,0,30,0.1138,5.4544,5.2371,4.5129,-0.0775,-0.0727,-0.0606,-0.0657,0.0671,0.0000,,0.0000,,0.0000,,,,,
2020-01-25,VUT,,58,6,0,52,0,4,2,2,0,1,0,4,0,0,1,1,0,0,0,0,1,2,0,0,21506,911,37221,0,0,0,0,29,0,29,-0.0814,5.1623,5.1976,4.4379,-0.0803,,-0.0421,-0.0289,0.0563,0.0406,,0.6667,,0.6667,,,,,
2020-01-26,VUT,,50,7,0,43,0,3,2,6,1,2,1,2,0,0,1,1,0,0,0,0,2,2,0,0,16377,10150,6066,0,0,0,0,14,0,36,-0.3013,4.5575,4.5347,4.5951,-0.0397,,-0.0349,-0.0118,0.0828,0.3826,,0.5000,,0.5000,,,,,
2020-01-27,VUT,,41,8,0,33,0,2,3,4,2,2,0,2,0,0,1,1,1,0,0,0,1,3,0,0,619,3478,56628,0,0,0,0,20,0,21,-0.1747,5.2003,5.2117,4.3771,-0.0407,-0.0517,-0.0381,0.0137,0.0647,0.8489,,0.7500,,0.7500,,,,,
2020-01-28,VUT,,35,6,3,26,0,2,1,2,1,1,0,2,0,0,0,1,0,0,0,0,2,1,0,0,2108,141,36826,0,0,0,0,13,0,22,0.0512,5.6137,5.3350,4.0502,-0.0407,-0.0491,0.0152,0.0333,0.0327,0.0627,,0.3333,,0.3333,,,,,
2020-01-29,VUT,,40,8,2,30,0,3,4,4,2,2,1,2,0,0,1,2,1,0,0,0,1,4,2,0,2586,35797,72048,0,0,0,0,26,0,14,0.0074,5.9922,5.6089,4.5319,,,,,0.1114,0.9326,,0.8000,0,0.5714,,,,,
2020-01-30,VUT,,83,11,1,71,0,6,0,9,3,5,0,6,0,0,0,0,0,0,0,0,5,0,0,0,25213,0,64291,0,0,0,0,25,0,58,0.0423,5.1948,5.3437,4.2238,,,-0.0503,,0.0860,0.0000,,0.0000,,0.0000,,,,,
2020-01-31,VUT,,77,11,0,66,0,5,5,3,1,2,0,5,1,0,2,1,1,0,0,0,4,4,0,0,9926,3375,23687,0,0,0,0,24,1,52,0.2007,5.0703,5.0439,4.2860,-0.0487,-0.0544,-0.0540,,0.0788,0.2537,,0.5000,,0.5000,,,,,
2020-02-01,VUT,,51,6,0,45,0,4,5,3,2,0,0,4,0,0,2,2,1,0,0,0,4,5,0,0,27647,14916,18716,0,0,0,1,8,0,42,-0.1751,5.2013,5.2047,4.3857,-0.0616,-0.0509,-0.0447,-0.0239,0.0725,0.3504,,0.5556,,0.5556,,,,,
2020-02-02,VUT,,27,2,0,25,0,2,2,1,0,1,1,1,0,0,1,1,0,0,0,0,2,2,0,0,14070,413,141,0,0,0,0,3,0,24,-0.1084,5.3855,5.3086,4.2870,,,-0.0284,0.0184,0.0441,0.0285,,0.5000,,0.5000,,,,,
2020-02-03,VUT,,29,3,0,26,0,1,1,5,1,4,0,1,0,0,1,0,0,0,0,0,1,1,0,0,13433,13433,48174,0,0,0,0,5,0,24,-0.1967,4.5028,4.5365,4.5668,,,-0.0593,,0.0805,0.5000,,0.5000,,0.5000,,,,,
2020-02-04,VUT,,22,4,0,18,0,2,4,2,1,1,0,2,0,0,3,1,0,0,0,0,1,4,0,0,1413,18113,50351,0,0,0,0,8,0,14,0.0394,5.1176,5.2111,4.3943,,,-0.0381,,0.0733,0.9276,,0.8000,,0.8000,,,,,
2020-02-05,VUT,,30,1,0,29,0,1,3,1,1,0,0,1,0,0,0,2,1,0,0,0,1,3,0,0,13429,14223,36922,0,0,0,0,15,0,15,-0.1872,5.1658,5.3390,4.2992,-0.0414,,-0.0487,,0.0674,0.5144,,0.7500,,0.7500,,,,,
2020-02-06,VUT,,30,8,1,21,0,2,0,2,2,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,9940,0,46813,0,0,0,0,6,0,24,-0.2142,5.1180,5.1544,4.4967,-0.0792,,-0.0577,-0.0659,0.0761,0.0000,,0.0000,,0.0000,,,,,
2020-02-07,VUT,,10,4,0,6,0,1,0,3,3,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1781,0,73987,0,0,0,0,2,0,8,-0.5098,4.6955,5.1475,4.2325,,,-0.0593,,0.0624,0.0000,,0.0000,,0.0000,,,,,
2020-02-08,VUT,,14,4,0,10,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,530,0,0,0,0,6,0,8,-0.0933,5.4104,5.4308,3.9419,,,-0.0555,,0.0479,,,,,,,,,,
2020-02-09,VUT,,13,5,0,8,0,0,0,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37342,0,0,0,0,5,0,8,-0.1605,4.5940,4.8689,4.3317,,,-0.0593,,0.0948,,,,,,,,,,
2020-02-10,VUT,,20,7,0,13,0,1,2,7,2,4,0,1,0,0,1,0,1,0,0,0,1,2,0,0,13445,777,39567,0,0,0,0,11,1,8,-0.1543,5.0506,5.6227,4.1469,,,,,0.0848,0.0546,,0.6667,,0.6667,,,,,
2020-02-11,VUT,,13,4,0,9,0,1,2,1,0,1,0,1,0,0,1,1,0,0,0,0,1,2,0,0,330,811,1230,0,0,0,0,6,0,7,-0.2711,4.6971,5.1173,4.4954,-0.0444,,-0.0243,,0.0305,0.7108,,0.6667,,0.6667,,,,,
2020-02-12,VUT,,18,4,1,13,0,1,0,5,2,3,0,1,0,0,0,0,0,0,0,0,1,0,0,0,191,0,8083,0,0,0,1,4,0,13,-0.0342,5.6675,5.4877,4.1796,,,-0.0210,0.0333,0.0502,0.0000,,0.0000,,0.0000,,,,,
2020-02-13,VUT,,17,0,1,16,0,2,1,1,0,1,0,2,0,0,0,1,0,0,0,0,2,0,0,1,26880,1779,272,0,0,0,0,2,0,15,-0.2902,5.0409,5.1092,4.1611,,,-0.0593,,0.0817,0.0621,,0.0000,1,0.3333,,,,,
2020-02-14,VUT,,11,3,0,8,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,228,0,0,0,0,5,0,6,0.2865,5.4003,5.3261,4.1971,-0.0419,-0.0488,-0.0593,-0.0461,0.0807,,,,,,,,,,
2020-02-15,VUT,,14,1,0,13,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,686,0,0,0,0,0,0,2,0,12,-0.1919,4.7361,4.6533,4.4752,,,-0.0312,,0.0641,0.0000,,0.0000,,0.0000,,,,,
2020-02-16,VUT,,15,2,0,13,0,1,0,2,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,13431,0,1033,0,0,0,0,7,0,8,-0.1879,5.6523,5.3641,4.2105,0.0021,,-0.0008,0.0333,0.0604,0.0000,,0.0000,,0.0000,,,,,
2020-02-17,VUT,,10,1,0,9,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,146,146,0,0,0,0,0,1,0,9,-0.3835,,,,,,,,,0.5000,,0.5000,,0.5000,,,,,
2020-02-18,VUT,,12,2,0,10,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,172,0,0,0,0,3,0,9,-0.1031,5.0595,5.2388,4.1567,,,0.0730,0.0333,0.0621,,,,,,,,,,
2020-02-19,VUT,,16,2,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,7,0.1190,5.6565,5.5253,3.9867,,,-0.0593,,0.0812,,,,,,,,,,
2020-02-20,VUT,,9,0,0,9,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,32,689,0,0,0,0,6,0,3,-0.1779,6.0163,5.5603,4.3487,,,0.0113,,,1.0000,,1.0000,,1.0000,,,,,
2020-02-21,VUT,,40,7,0,33,0,0,1,6,3,3,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,110,124513,0,0,0,0,14,0,26,0.2579,5.5045,5.2868,4.0541,,,-0.0324,,0.0484,1.0000,,1.0000,,1.0000,,,,,
2020-02-22,VUT,,25,7,0,18,0,2,0,2,1,1,0,2,0,0,0,0,0,0,0,0,1,0,0,0,1636,0,74238,0,0,0,0,14,0,11,-0.3234,5.0657,5.3442,4.4731,,,-0.0360,0.0352,0.0627,0.0000,,0.0000,,0.0000,,,,,
2020-02-23,VUT,,34,5,0,29,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,699,0,0,0,0,23,0,11,-0.1388,5.3692,5.3030,4.5093,-0.0500,,-0.0458,,0.0801,,,,,,,,,,
2020-02-24,VUT,,46,15,3,28,0,2,1,3,0,2,0,2,0,0,1,0,0,0,0,0,2,1,0,0,3373,13376,1387,0,0,0,0,25,0,21,0.0270,5.3319,5.4221,4.1706,,,-0.0374,0.0278,0.0775,0.7986,,0.3333,,0.3333,,,,,
2020-02-25,VUT,,52,16,3,33,0,2,1,4,2,2,0,2,0,0,0,1,0,0,0,0,1,1,0,0,1447,97,75606,0,0,0,0,27,0,25,-0.0126,5.4450,5.3746,4.2671,-0.0439,-0.0470,-0.0581,-0.0501,0.0782,0.0628,,0.5000,,0.5000,,,,,
2020-02-26,VUT,,52,15,2,35,0,1,2,7,1,6,0,1,0,0,1,1,0,0,0,0,1,2,0,0,3432,1199,4807,0,0,0,0,20,0,32,0.0994,5.4976,5.6382,4.0707,,,0.0045,,0.0197,0.2589,,0.6667,,0.6667,,,,,
2020-02-27,VUT,,71,22,3,46,0,5,3,6,3,3,0,5,0,0,1,2,0,0,0,0,5,2,0,0,27643,26761,133806,0,0,0,0,27,0,44,-0.0002,4.9998,5.0845,4.4742,,,-0.0540,,0.0789,0.4919,,0.2857,,0.2857,,,,,
2020-02-28,VUT,,58,10,0,48,0,6,0,5,4,1,0,6,0,0,0,0,0,0,0,0,6,0,0,0,17540,0,51887,0,0,0,0,18,0,40,-0.0576,5.1753,5.3108,4.2063,-0.0157,-0.0491,-0.0593,-0.0121,0.0902,0.0000,,0.0000,,0.0000,,,,,
2020-02-29,VUT,,50,12,1,37,0,2,0,2,1,1,0,2,0,0,0,0,0,0,0,0,1,0,0,0,13558,0,28754,0,0,0,0,28,0,22,-0.2061,5.2496,5.3209,4.4811,,,-0.0486,,0.0747,0.0000,,0.0000,,0.0000,,,,,
2020-03-01,VUT,,57,22,5,30,0,3,1,7,3,3,0,3,0,1,0,0,0,0,0,0,2,1,0,0,13375,286,105677,0,0,0,0,26,0,31,-0.1607,5.2172,5.3068,4.3519,-0.0248,-0.0492,-0.0389,0.0105,0.0780,0.0209,,0.3333,,0.3333,,,,,
2020-03-02,VUT,,53,12,2,39,0,1,0,8,5,3,0,1,0,0,0,0,0,0,0,0,1,0,0,0,13317,0,73214,0,0,0,0,24,0,29,0.1792,5.6685,5.4838,4.1670,-0.0407,-0.0491,-0.0304,0.0001,0.0672,0.0000,,0.0000,,0.0000,,,,,
2020-03-03,VUT,,57,18,1,38,0,4,1,9,5,4,0,4,0,0,0,1,0,0,0,0,4,1,0,0,5826,740,69776,0,0,0,0,26,0,31,0.0045,5.2158,5.3795,4.5449,,,-0.0144,,0.0775,0.1127,,0.2000,,0.2000,,,,,
2020-03-04,VUT,,74,17,3,54,0,5,2,5,4,1,0,5,0,0,2,0,0,0,0,0,2,2,1,0,13894,13929,99935,0,0,0,0,37,0,37,-0.1325,5.2563,5.3169,4.2024,,,-0.0476,,0.0787,0.5006,,0.5000,0,0.4000,,,,,
2020-03-05,VUT,,58,18,3,37,0,0,0,12,10,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,243926,0,0,0,0,28,0,30,0.1534,5.5399,5.3612,4.2620,-0.0250,-0.0298,-0.0216,0.0172,0.0657,,,,,,,,,,
2020-03-06,VUT,,72,16,1,55,0,4,2,12,7,4,0,4,0,0,2,0,0,0,0,0,4,2,0,0,40140,13346,137906,0,0,0,0,25,0,47,-0.1416,4.5332,4.8266,4.6573,,,-0.0471,-0.0103,0.0765,0.2495,,0.3333,,0.3333,,,,,
2020-03-07,VUT,,75,11,5,59,0,2,1,7,4,3,0,2,0,1,0,0,0,0,0,0,2,1,0,0,13468,32,76528,0,0,0,0,30,0,45,0.0405,5.5605,5.6132,4.1759,,,-0.0584,-0.0517,0.0844,0.0024,,0.3333,,0.3333,,,,,
