variable,iso,2020-11-17
info_iri,AFG,0.1422
info_iri,AGO,0.2675
info_iri,ALB,0.7475
info_iri,AND,0.0027
info_iri,ARE,0.1767
info_iri,ARG,0.1421
info_iri,ARM,0.0319
info_iri,ASM,0.3966
info_iri,ATG,0.9740
info_iri,AUS,0.0458
info_iri,AUT,0.0830
info_iri,AZE,0.5149
info_iri,BDI,0.0000
info_iri,BEL,0.1369
info_iri,BEN,0.1077
info_iri,BFA,0.7317
info_iri,BGD,0.2176
info_iri,BGR,0.0955
info_iri,BHR,0.3179
info_iri,BHS,0.5862
info_iri,BIH,0.2787
info_iri,BLM,0.5203
info_iri,BLR,0.1964
info_iri,BLZ,0.0081
info_iri,BMU,0.0000
info_iri,BOL,0.0771
info_iri,BRA,0.6437
info_iri,BRB,0.3156
info_iri,BRN,0.0000
info_iri,BWA,0.2381
info_iri,CAF,0.1440
info_iri,CAN,0.0769
info_iri,CHE,0.1697
info_iri,CHL,0.0134
info_iri,CHN,0.2069
info_iri,CIV,0.1349
info_iri,CMR,0.6107
info_iri,COD,0.0643
info_iri,COG,0.9683
info_iri,COL,0.1852
info_iri,CRI,0.1326
info_iri,CUB,0.2791
info_iri,CYM,0.2287
info_iri,CYP,0.6378
info_iri,CZE,0.1485
info_iri,DEU,0.2072
info_iri,DJI,0.0000
info_iri,DNK,0.2710
info_iri,DOM,0.6828
info_iri,DZA,0.0018
info_iri,ECU,0.5735
info_iri,EGY,0.0183
info_iri,ESP,0.0709
info_iri,EST,0.0231
info_iri,ETH,0.8247
info_iri,FIN,0.1689
info_iri,FJI,0.4342
info_iri,FRA,0.0125
info_iri,FRO,0.0000
info_iri,GAB,0.0580
info_iri,GBR,0.1263
info_iri,GEO,0.0844
info_iri,GHA,0.3186
info_iri,GIB,0.0000
info_iri,GIN,0.3486
info_iri,GNB,0.0000
info_iri,GRC,0.2055
info_iri,GRD,0.0000
info_iri,GRL,0.4345
info_iri,GTM,0.5198
info_iri,GUM,0.0000
info_iri,GUY,0.2784
info_iri,HKG,0.0266
info_iri,HND,0.1965
info_iri,HRV,0.3263
info_iri,HTI,0.8735
info_iri,HUN,0.3941
info_iri,IDN,0.0859
info_iri,IMN,0.1932
info_iri,IND,0.2407
info_iri,IRL,0.0126
info_iri,IRN,0.5922
info_iri,IRQ,0.0085
info_iri,ISL,0.2173
info_iri,ISR,0.2208
info_iri,ITA,0.0053
info_iri,JAM,0.1149
info_iri,JEY,0.2438
info_iri,JOR,0.3961
info_iri,JPN,0.1869
info_iri,KAZ,0.1788
info_iri,KEN,0.1211
info_iri,KGZ,
info_iri,KHM,0.0320
info_iri,KOR,0.2266
info_iri,KWT,0.0658
info_iri,LBN,0.1844
info_iri,LBR,0.2819
info_iri,LBY,0.1204
info_iri,LKA,0.5721
info_iri,LSO,0.0000
info_iri,LTU,0.3707
info_iri,LUX,0.1529
info_iri,LVA,0.4591
info_iri,MAC,0.0000
info_iri,MAR,0.3146
info_iri,MDA,0.4777
info_iri,MDG,0.6031
info_iri,MDV,0.2569
info_iri,MEX,0.3719
info_iri,MKD,0.2330
info_iri,MLI,0.3685
info_iri,MLT,0.0169
info_iri,MMR,0.6214
info_iri,MNE,0.0711
info_iri,MNG,0.1571
info_iri,MOZ,0.4255
info_iri,MSR,0.6762
info_iri,MUS,0.0313
info_iri,MWI,0.2004
info_iri,MYS,0.0034
info_iri,NAM,0.0402
info_iri,NCL,0.1528
info_iri,NER,0.3865
info_iri,NGA,0.0774
info_iri,NIC,0.4887
info_iri,NLD,0.3810
info_iri,NOR,0.1347
info_iri,NPL,0.0957
info_iri,NZL,0.2396
info_iri,OMN,0.0244
info_iri,PAK,0.0478
info_iri,PAN,0.3711
info_iri,PER,0.9921
info_iri,PHL,0.0657
info_iri,PNG,0.3486
info_iri,POL,0.1893
info_iri,PRI,0.0114
info_iri,PRK,0.2995
info_iri,PRT,0.2498
info_iri,PRY,0.1021
info_iri,PSE,0.1022
info_iri,QAT,0.0040
info_iri,ROU,0.1025
info_iri,RUS,0.4883
info_iri,RWA,0.0547
info_iri,SAU,0.1234
info_iri,SDN,0.0335
info_iri,SEN,0.1315
info_iri,SGP,0.0013
info_iri,SLE,0.3474
info_iri,SLV,0.2851
info_iri,SOM,0.1215
info_iri,SRB,0.3693
info_iri,SSD,0.4355
info_iri,SUR,0.7283
info_iri,SVK,0.3073
info_iri,SVN,0.2102
info_iri,SWE,0.3365
info_iri,SWZ,
info_iri,SYC,0.4179
info_iri,SYR,0.0000
info_iri,TCD,0.1644
info_iri,TGO,0.0651
info_iri,THA,0.1632
info_iri,TLS,0.0000
info_iri,TON,0.0000
info_iri,TTO,0.0673
info_iri,TUN,0.4146
info_iri,TUR,0.2546
info_iri,TWN,0.5302
info_iri,TZA,0.2987
info_iri,UGA,0.0943
info_iri,UKR,0.1840
info_iri,UMI,0.7822
info_iri,URY,0.1081
info_iri,USA,0.2231
info_iri,UZB,0.0000
info_iri,VEN,0.9270
info_iri,VIR,0.2066
info_iri,VNM,0.0489
info_iri,XKX,1.0000
info_iri,YEM,0.1424
info_iri,ZAF,0.0148
info_iri,ZMB,0.2789
info_iri,ZWE,0.0548
