variable,iso,2020-11-17
info_tweets,AFG,1063
info_tweets,AGO,1107
info_tweets,ALB,969
info_tweets,AND,87
info_tweets,ARE,1626
info_tweets,ARG,28773
info_tweets,ARM,261
info_tweets,ASM,221
info_tweets,ATG,114
info_tweets,AUS,32214
info_tweets,AUT,3843
info_tweets,AZE,929
info_tweets,BDI,243
info_tweets,BEL,10478
info_tweets,BEN,736
info_tweets,BFA,978
info_tweets,BGD,1523
info_tweets,BGR,841
info_tweets,BHR,443
info_tweets,BHS,569
info_tweets,BIH,661
info_tweets,BLM,575
info_tweets,BLR,237
info_tweets,BLZ,130
info_tweets,BMU,89
info_tweets,BOL,1469
info_tweets,BRA,49148
info_tweets,BRB,208
info_tweets,BRN,82
info_tweets,BWA,785
info_tweets,CAF,415
info_tweets,CAN,78373
info_tweets,CHE,7590
info_tweets,CHL,8585
info_tweets,CHN,2971
info_tweets,CIV,684
info_tweets,CMR,1123
info_tweets,COD,1351
info_tweets,COG,252
info_tweets,COL,20466
info_tweets,CRI,1330
info_tweets,CUB,3495
info_tweets,CYM,251
info_tweets,CYP,1157
info_tweets,CZE,1205
info_tweets,DEU,28670
info_tweets,DJI,49
info_tweets,DNK,1617
info_tweets,DOM,2319
info_tweets,DZA,819
info_tweets,ECU,8153
info_tweets,EGY,1797
info_tweets,ESP,58746
info_tweets,EST,610
info_tweets,ETH,814
info_tweets,FIN,2783
info_tweets,FJI,303
info_tweets,FRA,103855
info_tweets,FRO,96
info_tweets,GAB,209
info_tweets,GBR,167181
info_tweets,GEO,157
info_tweets,GHA,3398
info_tweets,GIB,86
info_tweets,GIN,436
info_tweets,GNB,106
info_tweets,GRC,3535
info_tweets,GRD,403
info_tweets,GRL,103
info_tweets,GTM,1755
info_tweets,GUM,141
info_tweets,GUY,228
info_tweets,HKG,2135
info_tweets,HND,1028
info_tweets,HRV,657
info_tweets,HTI,1427
info_tweets,HUN,759
info_tweets,IDN,25018
info_tweets,IMN,176
info_tweets,IND,69124
info_tweets,IRL,11119
info_tweets,IRN,1386
info_tweets,IRQ,430
info_tweets,ISL,418
info_tweets,ISR,734
info_tweets,ITA,29575
info_tweets,JAM,1073
info_tweets,JEY,621
info_tweets,JOR,561
info_tweets,JPN,8892
info_tweets,KAZ,623
info_tweets,KEN,11242
info_tweets,KGZ,137
info_tweets,KHM,305
info_tweets,KOR,719
info_tweets,KWT,518
info_tweets,LBN,863
info_tweets,LBR,633
info_tweets,LBY,143
info_tweets,LKA,1902
info_tweets,LSO,70
info_tweets,LTU,470
info_tweets,LUX,490
info_tweets,LVA,1089
info_tweets,MAC,121
info_tweets,MAR,3012
info_tweets,MDA,340
info_tweets,MDG,241
info_tweets,MDV,664
info_tweets,MEX,43296
info_tweets,MKD,242
info_tweets,MLI,331
info_tweets,MLT,607
info_tweets,MMR,337
info_tweets,MNE,220
info_tweets,MNG,1138
info_tweets,MOZ,767
info_tweets,MSR,125
info_tweets,MUS,215
info_tweets,MWI,349
info_tweets,MYS,10184
info_tweets,NAM,366
info_tweets,NCL,935
info_tweets,NER,292
info_tweets,NGA,8845
info_tweets,NIC,747
info_tweets,NLD,10034
info_tweets,NOR,3090
info_tweets,NPL,1024
info_tweets,NZL,4378
info_tweets,OMN,235
info_tweets,PAK,6908
info_tweets,PAN,914
info_tweets,PER,6308
info_tweets,PHL,8092
info_tweets,PNG,548
info_tweets,POL,7548
info_tweets,PRI,3670
info_tweets,PRK,149
info_tweets,PRT,10666
info_tweets,PRY,3031
info_tweets,PSE,513
info_tweets,QAT,469
info_tweets,ROU,1675
info_tweets,RUS,10492
info_tweets,RWA,644
info_tweets,SAU,1558
info_tweets,SDN,221
info_tweets,SEN,666
info_tweets,SGP,2194
info_tweets,SLE,136
info_tweets,SLV,1982
info_tweets,SOM,188
info_tweets,SRB,1110
info_tweets,SSD,343
info_tweets,SUR,64
info_tweets,SVK,374
info_tweets,SVN,1126
info_tweets,SWE,5957
info_tweets,SWZ,59
info_tweets,SYC,351
info_tweets,SYR,258
info_tweets,TCD,344
info_tweets,TGO,269
info_tweets,THA,5161
info_tweets,TLS,78
info_tweets,TON,115
info_tweets,TTO,518
info_tweets,TUN,853
info_tweets,TUR,33353
info_tweets,TWN,1701
info_tweets,TZA,365
info_tweets,UGA,2222
info_tweets,UKR,1252
info_tweets,UMI,68
info_tweets,URY,5166
info_tweets,USA,833010
info_tweets,UZB,200
info_tweets,VEN,22499
info_tweets,VIR,319
info_tweets,VNM,911
info_tweets,XKX,375
info_tweets,YEM,244
info_tweets,ZAF,14040
info_tweets,ZMB,320
info_tweets,ZWE,1183
