variable,iso,2020-11-17
epi_cases,AFG,43468
epi_cases,AGO,13451
epi_cases,ALB,28432
epi_cases,AND,5914
epi_cases,ARE,151554
epi_cases,ARG,1318371
epi_cases,ARM,118870
epi_cases,ASM,
epi_cases,ATG,134
epi_cases,AUS,27750
epi_cases,AUT,207798
epi_cases,AZE,77083
epi_cases,BDI,630
epi_cases,BEL,
epi_cases,BEN,2844
epi_cases,BFA,2652
epi_cases,BGD,434472
epi_cases,BGR,101770
epi_cases,BHR,84882
epi_cases,BHS,7256
epi_cases,BIH,72689
epi_cases,BLM,
epi_cases,BLR,115448
epi_cases,BLZ,4883
epi_cases,BMU,223
epi_cases,BOL,143246
epi_cases,BRA,5876464
epi_cases,BRB,250
epi_cases,BRN,148
epi_cases,BWA,9103
epi_cases,CAF,4900
epi_cases,CAN,302192
epi_cases,CHE,268965
epi_cases,CHL,532604
epi_cases,CHN,92467
epi_cases,CIV,20988
epi_cases,CMR,22692
epi_cases,COD,11838
epi_cases,COG,5515
epi_cases,COL,1205217
epi_cases,CRI,124592
epi_cases,CUB,7639
epi_cases,CYM,257
epi_cases,CYP,7285
epi_cases,CZE,465523
epi_cases,DEU,815746
epi_cases,DJI,5655
epi_cases,DNK,63331
epi_cases,DOM,134203
epi_cases,DZA,68589
epi_cases,ECU,180676
epi_cases,EGY,111009
epi_cases,ESP,1510023
epi_cases,EST,7848
epi_cases,ETH,103056
epi_cases,FIN,19419
epi_cases,FJI,35
epi_cases,FRA,1991233
epi_cases,FRO,498
epi_cases,GAB,9084
epi_cases,GBR,1390681
epi_cases,GEO,85592
epi_cases,GHA,50376
epi_cases,GIB,907
epi_cases,GIN,12624
epi_cases,GNB,2419
epi_cases,GRC,76403
epi_cases,GRD,32
epi_cases,GRL,18
epi_cases,GTM,115032
epi_cases,GUM,6121
epi_cases,GUY,4823
epi_cases,HKG,
epi_cases,HND,103239
epi_cases,HRV,85519
epi_cases,HTI,9189
epi_cases,HUN,152659
epi_cases,IDN,470648
epi_cases,IMN,363
epi_cases,IND,8874290
epi_cases,IRL,68356
epi_cases,IRN,775121
epi_cases,IRQ,521542
epi_cases,ISL,5205
epi_cases,ISR,325035
epi_cases,ITA,1205881
epi_cases,JAM,9929
epi_cases,JEY,764
epi_cases,JOR,149539
epi_cases,JPN,119326
epi_cases,KAZ,164193
epi_cases,KEN,70804
epi_cases,KGZ,67469
epi_cases,KHM,303
epi_cases,KOR,28998
epi_cases,KWT,137329
epi_cases,LBN,106446
epi_cases,LBR,1512
epi_cases,LBY,74324
epi_cases,LKA,17674
epi_cases,LSO,2041
epi_cases,LTU,35911
epi_cases,LUX,27092
epi_cases,LVA,10636
epi_cases,MAC,
epi_cases,MAR,296189
epi_cases,MDA,89843
epi_cases,MDG,17233
epi_cases,MDV,12314
epi_cases,MEX,1009396
epi_cases,MKD,47636
epi_cases,MLI,3868
epi_cases,MLT,8137
epi_cases,MMR,70161
epi_cases,MNE,27773
epi_cases,MNG,434
epi_cases,MOZ,14514
epi_cases,MSR,13
epi_cases,MUS,478
epi_cases,MWI,5971
epi_cases,MYS,48520
epi_cases,NAM,13555
epi_cases,NCL,30
epi_cases,NER,1316
epi_cases,NGA,65305
epi_cases,NIC,5661
epi_cases,NLD,452157
epi_cases,NOR,28963
epi_cases,NPL,210973
epi_cases,NZL,1649
epi_cases,OMN,120718
epi_cases,PAK,361082
epi_cases,PAN,147667
epi_cases,PER,938268
epi_cases,PHL,409574
epi_cases,PNG,602
epi_cases,POL,733788
epi_cases,PRI,78897
epi_cases,PRK,
epi_cases,PRT,225672
epi_cases,PRY,72099
epi_cases,PSE,76162
epi_cases,QAT,136028
epi_cases,ROU,365212
epi_cases,RUS,1971013
epi_cases,RWA,5491
epi_cases,SAU,353556
epi_cases,SDN,14626
epi_cases,SEN,15801
epi_cases,SGP,58124
epi_cases,SLE,2391
epi_cases,SLV,36669
epi_cases,SOM,4382
epi_cases,SRB,87381
epi_cases,SSD,3012
epi_cases,SUR,5275
epi_cases,SVK,87276
epi_cases,SVN,55544
epi_cases,SWE,190261
epi_cases,SWZ,6105
epi_cases,SYC,158
epi_cases,SYR,6759
epi_cases,TCD,1603
epi_cases,TGO,2693
epi_cases,THA,3878
epi_cases,TLS,30
epi_cases,TON,
epi_cases,TTO,6096
epi_cases,TUN,81003
epi_cases,TUR,417594
epi_cases,TWN,605
epi_cases,TZA,509
epi_cases,UGA,16257
epi_cases,UKR,545689
epi_cases,UMI,
epi_cases,URY,4104
epi_cases,USA,11205486
epi_cases,UZB,70444
epi_cases,VEN,97739
epi_cases,VIR,1434
epi_cases,VNM,1283
epi_cases,XKX,29805
epi_cases,YEM,2072
epi_cases,ZAF,752269
epi_cases,ZMB,17187
epi_cases,ZWE,8897
