variable,iso,2020-11-17
epi_deaths_perM,NZL,5.1840
epi_deaths_perM,OMN,264.3630
epi_deaths_perM,PAK,32.5630
epi_deaths_perM,PAN,667.7070
epi_deaths_perM,PER,1069.7310
epi_deaths_perM,PHL,71.5360
epi_deaths_perM,PNG,0.7820
epi_deaths_perM,POL,277.1980
epi_deaths_perM,PRI,329.2740
epi_deaths_perM,PRK,
epi_deaths_perM,PRT,340.5020
epi_deaths_perM,PRY,224.6050
epi_deaths_perM,PSE,126.8280
epi_deaths_perM,QAT,81.5670
epi_deaths_perM,ROU,471.7300
epi_deaths_perM,RUS,232.5080
epi_deaths_perM,RWA,3.4740
epi_deaths_perM,SAU,163.0380
epi_deaths_perM,SDN,25.4510
epi_deaths_perM,SEN,19.6490
epi_deaths_perM,SGP,4.7860
epi_deaths_perM,SLE,9.2770
epi_deaths_perM,SLV,162.1900
epi_deaths_perM,SOM,6.7950
epi_deaths_perM,SRB,151.3680
epi_deaths_perM,SSD,5.2710
epi_deaths_perM,SUR,196.0340
epi_deaths_perM,SVK,96.3430
epi_deaths_perM,SVN,255.9010
epi_deaths_perM,SWE,615.2920
epi_deaths_perM,SWZ,102.5720
epi_deaths_perM,SYC,
epi_deaths_perM,SYR,19.9990
epi_deaths_perM,TCD,6.1490
epi_deaths_perM,TGO,7.3680
epi_deaths_perM,THA,0.8600
epi_deaths_perM,TLS,
epi_deaths_perM,TON,
epi_deaths_perM,TTO,80.0290
epi_deaths_perM,TUN,202.1390
epi_deaths_perM,TUR,137.5520
epi_deaths_perM,TWN,0.2940
epi_deaths_perM,TZA,0.3520
epi_deaths_perM,UGA,3.2790
epi_deaths_perM,UKR,221.7280
epi_deaths_perM,UMI,
epi_deaths_perM,URY,19.2880
epi_deaths_perM,USA,746.8820
epi_deaths_perM,UZB,17.8670
epi_deaths_perM,VEN,30.0680
epi_deaths_perM,VIR,220.2580
epi_deaths_perM,VNM,0.3600
epi_deaths_perM,XKX,430.9870
epi_deaths_perM,YEM,20.2510
epi_deaths_perM,ZAF,342.5130
epi_deaths_perM,ZMB,19.2020
epi_deaths_perM,ZWE,17.2910
