variable,iso,2020-11-17
epi_deaths_perM,AFG,41.9230
epi_deaths_perM,AGO,9.7970
epi_deaths_perM,ALB,219.2650
epi_deaths_perM,AND,983.6280
epi_deaths_perM,ARE,53.9920
epi_deaths_perM,ARG,790.4940
epi_deaths_perM,ARM,611.1570
epi_deaths_perM,ASM,
epi_deaths_perM,ATG,40.8460
epi_deaths_perM,AUS,35.5690
epi_deaths_perM,AUT,193.3070
epi_deaths_perM,AZE,97.1480
epi_deaths_perM,BDI,0.0840
epi_deaths_perM,BEL,
epi_deaths_perM,BEN,3.5470
epi_deaths_perM,BFA,3.2530
epi_deaths_perM,BGD,37.7380
epi_deaths_perM,BGR,328.4190
epi_deaths_perM,BHR,198.0510
epi_deaths_perM,BHS,414.4970
epi_deaths_perM,BIH,601.3750
epi_deaths_perM,BLM,
epi_deaths_perM,BLR,111.4370
epi_deaths_perM,BLZ,236.4060
epi_deaths_perM,BMU,144.5250
epi_deaths_perM,BOL,758.0720
epi_deaths_perM,BRA,781.0240
epi_deaths_perM,BRB,24.3590
epi_deaths_perM,BRN,6.8570
epi_deaths_perM,BWA,12.7570
epi_deaths_perM,CAF,13.0440
epi_deaths_perM,CAN,292.1670
epi_deaths_perM,CHE,364.3140
epi_deaths_perM,CHL,777.5080
epi_deaths_perM,CHN,3.2990
epi_deaths_perM,CIV,4.8520
epi_deaths_perM,CMR,16.3110
epi_deaths_perM,COD,3.5730
epi_deaths_perM,COG,16.6720
epi_deaths_perM,COL,672.5840
epi_deaths_perM,CRI,307.4140
epi_deaths_perM,CUB,11.5660
epi_deaths_perM,CYM,30.4320
epi_deaths_perM,CYP,45.6670
epi_deaths_perM,CZE,599.1230
epi_deaths_perM,DEU,152.9410
epi_deaths_perM,DJI,61.7410
epi_deaths_perM,DNK,131.9010
epi_deaths_perM,DOM,210.7320
epi_deaths_perM,DZA,49.4400
epi_deaths_perM,ECU,737.7410
epi_deaths_perM,EGY,63.1750
epi_deaths_perM,ESP,891.6310
epi_deaths_perM,EST,61.0610
epi_deaths_perM,ETH,13.7520
epi_deaths_perM,FIN,66.9590
epi_deaths_perM,FJI,2.2310
epi_deaths_perM,FRA,690.2340
epi_deaths_perM,FRO,
epi_deaths_perM,GAB,26.0590
epi_deaths_perM,GBR,768.1550
epi_deaths_perM,GEO,195.0280
epi_deaths_perM,GHA,10.3950
epi_deaths_perM,GIB,29.6820
epi_deaths_perM,GIN,5.7110
epi_deaths_perM,GNB,21.8500
epi_deaths_perM,GRC,111.7710
epi_deaths_perM,GRD,
epi_deaths_perM,GRL,
epi_deaths_perM,GTM,219.8090
epi_deaths_perM,GUM,580.6270
epi_deaths_perM,GUY,176.7190
epi_deaths_perM,HKG,
epi_deaths_perM,HND,286.6340
epi_deaths_perM,HRV,263.5640
epi_deaths_perM,HTI,20.3460
epi_deaths_perM,HUN,339.6360
epi_deaths_perM,IDN,55.9220
epi_deaths_perM,IMN,294.0070
epi_deaths_perM,IND,94.5790
epi_deaths_perM,IRL,401.7990
epi_deaths_perM,IRN,499.7920
epi_deaths_perM,IRQ,291.1800
epi_deaths_perM,ISL,73.2600
epi_deaths_perM,ISR,315.9830
epi_deaths_perM,ITA,756.3950
epi_deaths_perM,JAM,78.0100
epi_deaths_perM,JEY,316.6030
epi_deaths_perM,JOR,180.6310
epi_deaths_perM,JPN,15.0460
epi_deaths_perM,KAZ,123.5570
epi_deaths_perM,KEN,23.9350
epi_deaths_perM,KGZ,185.0040
epi_deaths_perM,KHM,
epi_deaths_perM,KOR,9.6350
epi_deaths_perM,KWT,197.1640
epi_deaths_perM,LBN,121.1640
epi_deaths_perM,LBR,16.2130
epi_deaths_perM,LBY,149.1710
epi_deaths_perM,LKA,2.8490
epi_deaths_perM,LSO,20.5390
epi_deaths_perM,LTU,104.6910
epi_deaths_perM,LUX,361.0360
epi_deaths_perM,LVA,66.8010
epi_deaths_perM,MAC,
epi_deaths_perM,MAR,131.3990
epi_deaths_perM,MDA,504.4670
epi_deaths_perM,MDG,8.9920
epi_deaths_perM,MDV,81.4000
epi_deaths_perM,MEX,766.7640
epi_deaths_perM,MKD,645.5860
epi_deaths_perM,MLI,6.8640
epi_deaths_perM,MLT,221.9510
epi_deaths_perM,MMR,29.3880
epi_deaths_perM,MNE,630.5110
epi_deaths_perM,MNG,
epi_deaths_perM,MOZ,3.7110
epi_deaths_perM,MSR,200.0400
epi_deaths_perM,MUS,7.8630
epi_deaths_perM,MWI,9.6710
epi_deaths_perM,MYS,9.6710
epi_deaths_perM,NAM,54.3110
epi_deaths_perM,NCL,
epi_deaths_perM,NER,2.8920
epi_deaths_perM,NGA,5.6420
epi_deaths_perM,NIC,23.8510
epi_deaths_perM,NLD,497.1730
epi_deaths_perM,NOR,54.2310
epi_deaths_perM,NPL,42.2150
