variable,iso,2020-11-17
epi_cases_new_perM,AFG,1.6700
epi_cases_new_perM,AGO,2.3430
epi_cases_new_perM,ALB,209.1880
epi_cases_new_perM,AND,543.5840
epi_cases_new_perM,ARE,122.2400
epi_cases_new_perM,ARG,174.6840
epi_cases_new_perM,ARM,332.0700
epi_cases_new_perM,ASM,
epi_cases_new_perM,ATG,0.0000
epi_cases_new_perM,AUS,0.9800
epi_cases_new_perM,AUT,477.8820
epi_cases_new_perM,AZE,137.5850
epi_cases_new_perM,BDI,0.1680
epi_cases_new_perM,BEL,
epi_cases_new_perM,BEN,0.0000
epi_cases_new_perM,BFA,0.5260
epi_cases_new_perM,BGD,12.9880
epi_cases_new_perM,BGR,506.4440
epi_cases_new_perM,BHR,105.1960
epi_cases_new_perM,BHS,178.0050
epi_cases_new_perM,BIH,545.2910
epi_cases_new_perM,BLM,
epi_cases_new_perM,BLR,133.6600
epi_cases_new_perM,BLZ,55.3290
epi_cases_new_perM,BMU,16.0580
epi_cases_new_perM,BOL,0.0000
epi_cases_new_perM,BRA,129.3990
epi_cases_new_perM,BRB,0.0000
epi_cases_new_perM,BRN,0.0000
epi_cases_new_perM,BWA,373.3590
epi_cases_new_perM,CAF,0.0000
epi_cases_new_perM,CAN,162.0200
epi_cases_new_perM,CHE,1476.5530
epi_cases_new_perM,CHL,69.6270
epi_cases_new_perM,CHN,0.5770
epi_cases_new_perM,CIV,0.4550
epi_cases_new_perM,CMR,0.0000
epi_cases_new_perM,COD,0.5470
epi_cases_new_perM,COG,24.6460
epi_cases_new_perM,COL,127.1740
epi_cases_new_perM,CRI,268.7420
epi_cases_new_perM,CUB,4.3260
epi_cases_new_perM,CYM,45.6480
epi_cases_new_perM,CYP,122.1600
epi_cases_new_perM,CZE,504.9030
epi_cases_new_perM,DEU,172.0970
epi_cases_new_perM,DJI,6.0730
epi_cases_new_perM,DNK,206.3120
epi_cases_new_perM,DOM,44.1560
epi_cases_new_perM,DZA,20.7520
epi_cases_new_perM,ECU,21.5950
epi_cases_new_perM,EGY,2.3650
epi_cases_new_perM,ESP,281.4470
epi_cases_new_perM,EST,159.0610
epi_cases_new_perM,ETH,2.9230
epi_cases_new_perM,FIN,18.7700
epi_cases_new_perM,FJI,0.0000
epi_cases_new_perM,FRA,144.1010
epi_cases_new_perM,FRO,0.0000
epi_cases_new_perM,GAB,9.8840
epi_cases_new_perM,GBR,314.6890
epi_cases_new_perM,GEO,691.1200
epi_cases_new_perM,GHA,8.1420
epi_cases_new_perM,GIB,148.4080
epi_cases_new_perM,GIN,0.9900
epi_cases_new_perM,GNB,0.0000
epi_cases_new_perM,GRC,210.8790
epi_cases_new_perM,GRD,0.0000
epi_cases_new_perM,GRL,17.6140
epi_cases_new_perM,GTM,8.2050
epi_cases_new_perM,GUM,0.0000
epi_cases_new_perM,GUY,0.0000
epi_cases_new_perM,HKG,
epi_cases_new_perM,HND,13.8320
epi_cases_new_perM,HRV,319.8330
epi_cases_new_perM,HTI,0.8770
epi_cases_new_perM,HUN,538.5930
epi_cases_new_perM,IDN,12.9240
epi_cases_new_perM,IMN,0.0000
epi_cases_new_perM,IND,21.1330
epi_cases_new_perM,IRL,91.7410
epi_cases_new_perM,IRN,155.4060
epi_cases_new_perM,IRQ,59.4190
epi_cases_new_perM,ISL,46.8860
epi_cases_new_perM,ISR,103.9800
epi_cases_new_perM,ITA,452.3850
epi_cases_new_perM,JAM,15.1970
epi_cases_new_perM,JEY,316.6030
epi_cases_new_perM,JOR,574.4310
epi_cases_new_perM,JPN,20.9450
epi_cases_new_perM,KAZ,33.3390
epi_cases_new_perM,KEN,10.3960
epi_cases_new_perM,KGZ,74.4920
epi_cases_new_perM,KHM,0.0600
epi_cases_new_perM,KOR,4.4670
epi_cases_new_perM,KWT,114.5050
epi_cases_new_perM,LBN,148.8550
epi_cases_new_perM,LBR,0.9890
epi_cases_new_perM,LBY,105.0750
epi_cases_new_perM,LKA,18.0730
epi_cases_new_perM,LSO,0.0000
epi_cases_new_perM,LTU,423.5400
epi_cases_new_perM,LUX,875.4330
epi_cases_new_perM,LVA,47.1850
epi_cases_new_perM,MAC,
epi_cases_new_perM,MAR,81.6030
epi_cases_new_perM,MDA,139.8130
epi_cases_new_perM,MDG,0.0000
epi_cases_new_perM,MDV,203.4990
epi_cases_new_perM,MEX,22.2910
epi_cases_new_perM,MKD,281.2740
epi_cases_new_perM,MLI,0.0000
epi_cases_new_perM,MLT,498.2570
epi_cases_new_perM,MMR,21.4480
epi_cases_new_perM,MNE,948.9510
epi_cases_new_perM,MNG,0.9150
epi_cases_new_perM,MOZ,2.1120
epi_cases_new_perM,MSR,0.0000
epi_cases_new_perM,MUS,0.0000
epi_cases_new_perM,MWI,0.3140
epi_cases_new_perM,MYS,34.0790
epi_cases_new_perM,NAM,18.4970
epi_cases_new_perM,NCL,0.0000
epi_cases_new_perM,NER,0.3720
epi_cases_new_perM,NGA,0.7620
epi_cases_new_perM,NIC,0.0000
epi_cases_new_perM,NLD,281.4140
epi_cases_new_perM,NOR,320.4060
epi_cases_new_perM,NPL,41.0820
epi_cases_new_perM,NZL,0.8290
epi_cases_new_perM,OMN,64.4260
epi_cases_new_perM,PAK,9.2810
epi_cases_new_perM,PAN,235.0070
epi_cases_new_perM,PER,38.1230
epi_cases_new_perM,PHL,15.8420
epi_cases_new_perM,PNG,0.2240
epi_cases_new_perM,POL,550.0100
epi_cases_new_perM,PRI,305.1550
epi_cases_new_perM,PRK,
epi_cases_new_perM,PRT,820.9510
epi_cases_new_perM,PRY,73.6060
epi_cases_new_perM,PSE,163.8760
epi_cases_new_perM,QAT,84.3440
epi_cases_new_perM,ROU,256.3200
epi_cases_new_perM,RUS,309.6460
epi_cases_new_perM,RWA,2.7790
epi_cases_new_perM,SAU,8.6460
epi_cases_new_perM,SDN,0.0000
epi_cases_new_perM,SEN,0.4780
epi_cases_new_perM,SGP,0.8550
epi_cases_new_perM,SLE,0.0000
epi_cases_new_perM,SLV,47.9480
epi_cases_new_perM,SOM,5.0970
epi_cases_new_perM,SRB,413.3970
epi_cases_new_perM,SSD,0.8040
epi_cases_new_perM,SUR,1.7050
epi_cases_new_perM,SVK,93.2300
epi_cases_new_perM,SVN,241.4700
epi_cases_new_perM,SWE,156.7440
epi_cases_new_perM,SWZ,8.6190
epi_cases_new_perM,SYC,0.0000
epi_cases_new_perM,SYR,4.2860
epi_cases_new_perM,TCD,0.3650
epi_cases_new_perM,TGO,2.1740
epi_cases_new_perM,THA,0.0430
epi_cases_new_perM,TLS,0.0000
epi_cases_new_perM,TON,
epi_cases_new_perM,TTO,11.4330
epi_cases_new_perM,TUN,50.6830
epi_cases_new_perM,TUR,39.3170
epi_cases_new_perM,TWN,0.0840
epi_cases_new_perM,TZA,0.0000
epi_cases_new_perM,UGA,5.1810
epi_cases_new_perM,UKR,224.8150
epi_cases_new_perM,UMI,
epi_cases_new_perM,URY,21.3030
epi_cases_new_perM,USA,508.8330
epi_cases_new_perM,UZB,6.0060
epi_cases_new_perM,VEN,13.6100
epi_cases_new_perM,VIR,0.0000
epi_cases_new_perM,VNM,0.0210
epi_cases_new_perM,XKX,355.9650
epi_cases_new_perM,YEM,0.0000
epi_cases_new_perM,ZAF,20.9920
epi_cases_new_perM,ZMB,3.4810
epi_cases_new_perM,ZWE,7.4680
