country;iso3;date;EPI_confirmed_cum;EPI_dead_cum;EPI_recovered_cum;ECO_price_open;ECO_price_high;ECO_price_low;ECO_price_close;EMO_Sentiment_x;EMO_Sentiment_stderr_x;EMO_VAD_V_x;EMO_VAD_A_x;EMO_VAD_D_x;EMO_VAD_V_stderr_x;EMO_VAD_A_stderr_x;EMO_VAD_D_stderr_x;EMO_Big5_O_x;EMO_Big5_C_x;EMO_Big5_E_x;EMO_Big5_A_x;EMO_Big5_N_x;EMO_Big5_O_stderr_x;EMO_Big5_C_stderr_x;EMO_Big5_E_stderr_x;EMO_Big5_A_stderr_x;EMO_Big5_N_stderr_x;EMO_Sentiment_y;EMO_Sentiment_stderr_y;EMO_VAD_V_y;EMO_VAD_A_y;EMO_VAD_D_y;EMO_VAD_V_stderr_y;EMO_VAD_A_stderr_y;EMO_VAD_D_stderr_y;EMO_Big5_O_y;EMO_Big5_C_y;EMO_Big5_E_y;EMO_Big5_A_y;EMO_Big5_N_y;EMO_Big5_O_stderr_y;EMO_Big5_C_stderr_y;EMO_Big5_E_stderr_y;EMO_Big5_A_stderr_y;EMO_Big5_N_stderr_y;EMO_Sentiment_x;EMO_Sentiment_stderr_x;EMO_VAD_V_x;EMO_VAD_A_x;EMO_VAD_D_x;EMO_VAD_V_stderr_x;EMO_VAD_A_stderr_x;EMO_VAD_D_stderr_x;EMO_Big5_O_x;EMO_Big5_C_x;EMO_Big5_E_x;EMO_Big5_A_x;EMO_Big5_N_x;EMO_Big5_O_stderr_x;EMO_Big5_C_stderr_x;EMO_Big5_E_stderr_x;EMO_Big5_A_stderr_x;EMO_Big5_N_stderr_x;EMO_Sentiment_y;EMO_Sentiment_stderr_y;EMO_VAD_V_y;EMO_VAD_A_y;EMO_VAD_D_y;EMO_VAD_V_stderr_y;EMO_VAD_A_stderr_y;EMO_VAD_D_stderr_y;EMO_Big5_O_y;EMO_Big5_C_y;EMO_Big5_E_y;EMO_Big5_A_y;EMO_Big5_N_y;EMO_Big5_O_stderr_y;EMO_Big5_C_stderr_y;EMO_Big5_E_stderr_y;EMO_Big5_A_stderr_y;EMO_Big5_N_stderr_y
Afghanistan;AFG;2020-01-22;0;0;0;;;;;0.13350707070707055;0.04447392728239008;5.516627137016416;5.395019424689065;4.0947079047275485;0.055674252504845485;0.0333530155172221;0.025513212909744447;-0.0007768248175182483;-0.00037130656934306565;-0.0168082628606187;0.0007697200208550573;0.07646964472251196;0.0006761505855865152;0.0006153079169054207;0.002474046716702193;0.0006247215124249657;0.0025073597184947396;0.13350707070707055;0.04447392728239008;5.516627137016416;5.395019424689065;4.0947079047275485;0.055674252504845485;0.0333530155172221;0.025513212909744447;-0.0007768248175182483;-0.00037130656934306565;-0.0168082628606187;0.0007697200208550573;0.07646964472251196;0.0006761505855865152;0.0006153079169054207;0.002474046716702193;0.0006247215124249657;0.0025073597184947396;0.13350707070707055;0.04447392728239008;5.516627137016415;5.395019424689065;4.0947079047275485;0.055674252504845485;0.0333530155172221;0.025513212909744447;-0.0007768248175182483;-0.00037130656934306565;-0.0168082628606187;0.0007697200208550573;0.07646964472251196;0.0006761505855865153;0.0006153079169054207;0.002474046716702193;0.0006247215124249657;0.0025073597184947396;0.13350707070707055;0.04447392728239008;5.516627137016414;5.395019424689065;4.094707904727548;0.05567425250484549;0.0333530155172221;0.025513212909744447;-0.0007768248175182483;-0.00037130656934306565;-0.0168082628606187;0.0007697200208550573;0.07646964472251196;0.0006761505855865154;0.0006153079169054207;0.002474046716702193;0.0006247215124249657;0.0025073597184947396
Afghanistan;AFG;2020-01-23;0;0;0;;;;;0.032812844036697264;0.03014336022857812;5.706086874100768;5.429589141750604;4.458575408061519;0.05258996876420147;0.032479478997729766;0.02762560970693668;-0.0005978428571428571;-0.00027034;-0.025077618190476214;0.0008138390476190476;0.06885256334693883;0.00043189663624333897;0.00045905053297356797;0.002397548478499097;0.0005425948456012863;0.0026995443479307475;0.032812844036697264;0.03014336022857812;5.706086874100768;5.429589141750604;4.4585754080615185;0.05258996876420147;0.032479478997729766;0.02762560970693668;-0.0005978428571428571;-0.00027034;-0.025077618190476214;0.0008138390476190476;0.06885256334693883;0.00043189663624333897;0.00045905053297356797;0.002397548478499097;0.0005425948456012863;0.0026995443479307475;0.032812844036697264;0.03014336022857812;5.706086874100768;5.429589141750604;4.458575408061519;0.05258996876420147;0.032479478997729766;0.02762560970693668;-0.0005978428571428571;-0.00027034;-0.025077618190476214;0.0008138390476190476;0.06885256334693883;0.00043189663624333897;0.00045905053297356797;0.002397548478499097;0.0005425948456012863;0.0026995443479307475;0.032812844036697264;0.03014336022857812;5.706086874100768;5.429589141750604;4.45857540806152;0.05258996876420147;0.03247947899772977;0.02762560970693668;-0.0005978428571428571;-0.00027034;-0.025077618190476214;0.0008138390476190476;0.06885256334693882;0.00043189663624333897;0.00045905053297356797;0.002397548478499097;0.0005425948456012863;0.0026995443479307475
Afghanistan;AFG;2020-01-24;0;0;0;;;;;0.12514927007299234;0.02363382016862799;5.981889572289263;5.5974334154171155;4.404033162131318;0.04444552436253048;0.026662937770233257;0.022294899953851897;-0.0020707800000000004;-2.7188333333333373e-05;-0.01891969801587302;-0.0013234627777777785;0.05291069790288222;0.0007661184072405651;0.0005786329372411348;0.0018574265237211727;0.0006958143363312758;0.002378312963671766;0.12514927007299234;0.02363382016862799;5.981889572289263;5.597433415417116;4.404033162131318;0.04444552436253048;0.026662937770233257;0.022294899953851897;-0.0020707800000000004;-2.7188333333333373e-05;-0.01891969801587302;-0.0013234627777777785;0.05291069790288222;0.0007661184072405651;0.0005786329372411348;0.0018574265237211727;0.0006958143363312758;0.002378312963671766;0.12514927007299234;0.02363382016862799;5.981889572289262;5.5974334154171155;4.404033162131318;0.04444552436253048;0.026662937770233257;0.022294899953851897;-0.0020707800000000004;-2.7188333333333373e-05;-0.01891969801587302;-0.0013234627777777785;0.05291069790288222;0.0007661184072405651;0.0005786329372411348;0.0018574265237211727;0.0006958143363312758;0.002378312963671766;0.12514927007299237;0.02363382016862799;5.981889572289261;5.597433415417115;4.404033162131318;0.04444552436253048;0.026662937770233257;0.022294899953851897;-0.0020707800000000004;-2.718833333333337e-05;-0.01891969801587302;-0.0013234627777777785;0.05291069790288222;0.0007661184072405651;0.0005786329372411347;0.0018574265237211727;0.0006958143363312757;0.002378312963671766
Afghanistan;AFG;2020-01-25;0;0;0;;;;;-0.10134229979466113;0.01854412673289629;5.5456475197192345;5.355387253948273;4.289446070085447;0.02562515938836328;0.0166238515161884;0.01627678979294249;-0.0009479910803482232;-0.0009809042624042623;-0.02070365617477771;-0.0007098339874411308;0.054083680871112885;0.0005105335033605912;0.0003377448463616303;0.001513730589281969;0.0006429008814872956;0.0019059548362916816;-0.10134229979466113;0.01854412673289629;5.5456475197192345;5.355387253948273;4.289446070085447;0.02562515938836328;0.0166238515161884;0.01627678979294249;-0.0009479910803482232;-0.0009809042624042623;-0.02070365617477771;-0.0007098339874411308;0.054083680871112885;0.0005105335033605912;0.0003377448463616303;0.001513730589281969;0.0006429008814872956;0.0019059548362916816;-0.10134229979466113;0.01854412673289629;5.5456475197192345;5.355387253948273;4.289446070085447;0.02562515938836328;0.0166238515161884;0.01627678979294249;-0.0009479910803482232;-0.0009809042624042623;-0.02070365617477771;-0.0007098339874411309;0.054083680871112885;0.0005105335033605912;0.0003377448463616303;0.001513730589281969;0.0006429008814872956;0.0019059548362916816;-0.10134229979466113;0.018544126732896293;5.5456475197192345;5.355387253948274;4.289446070085447;0.025625159388363277;0.0166238515161884;0.01627678979294249;-0.0009479910803482231;-0.0009809042624042623;-0.020703656174777707;-0.000709833987441131;0.05408368087111289;0.0005105335033605912;0.0003377448463616303;0.001513730589281969;0.0006429008814872956;0.0019059548362916816
Afghanistan;AFG;2020-01-26;0;0;0;;;;;-0.12672072953736654;0.016857018643846818;5.385083122627812;5.2359714659107945;4.293594919380413;0.022801490914786445;0.01781593615697237;0.01601238258592233;-0.00031992216652742964;-0.0016048438596491224;-0.02358262122807017;0.001010903001949317;0.06263359092628601;0.0003307859164848148;0.0003529029828200625;0.0012224559283711665;0.000362064445940758;0.0014365515517760555;-0.12672072953736654;0.016857018643846818;5.385083122627812;5.2359714659107945;4.293594919380413;0.022801490914786445;0.01781593615697237;0.01601238258592233;-0.00031992216652742964;-0.0016048438596491224;-0.02358262122807017;0.001010903001949317;0.06263359092628601;0.0003307859164848148;0.0003529029828200625;0.0012224559283711665;0.000362064445940758;0.0014365515517760555;-0.12672072953736654;0.016857018643846818;5.385083122627812;5.2359714659107945;4.293594919380413;0.022801490914786445;0.01781593615697237;0.01601238258592233;-0.00031992216652742964;-0.0016048438596491224;-0.02358262122807017;0.001010903001949317;0.06263359092628601;0.0003307859164848148;0.0003529029828200625;0.0012224559283711665;0.000362064445940758;0.0014365515517760555;-0.12672072953736657;0.01685701864384682;5.385083122627811;5.235971465910795;4.293594919380413;0.022801490914786445;0.01781593615697237;0.01601238258592233;-0.0003199221665274296;-0.0016048438596491226;-0.02358262122807017;0.001010903001949317;0.06263359092628601;0.0003307859164848148;0.0003529029828200625;0.0012224559283711663;0.00036206444594075795;0.0014365515517760555
Afghanistan;AFG;2020-01-27;0;0;0;;;;;-0.2150504939626781;0.01962797538924221;5.208117075137059;5.200984642613923;4.417631635747325;0.02505626340880298;0.019089295689075275;0.017438766699983194;-0.0005973227314913971;-0.0076384707646176735;-0.019799503573213542;0.0029744759120439823;0.05514511084005912;0.00032170735094927736;0.0007521153038938218;0.0015292260645110628;0.00043064828914043485;0.0019102306470660077;-0.2150504939626781;0.01962797538924221;5.208117075137059;5.200984642613923;4.417631635747325;0.02505626340880298;0.019089295689075275;0.017438766699983194;-0.0005973227314913971;-0.0076384707646176735;-0.019799503573213542;0.0029744759120439823;0.05514511084005912;0.00032170735094927736;0.0007521153038938218;0.0015292260645110628;0.00043064828914043485;0.0019102306470660077;-0.21505049396267814;0.01962797538924221;5.208117075137059;5.200984642613923;4.417631635747325;0.02505626340880298;0.019089295689075275;0.017438766699983194;-0.0005973227314913971;-0.0076384707646176735;-0.019799503573213542;0.0029744759120439823;0.05514511084005912;0.00032170735094927736;0.0007521153038938218;0.0015292260645110628;0.00043064828914043485;0.0019102306470660077;-0.21505049396267817;0.01962797538924221;5.208117075137059;5.200984642613923;4.417631635747325;0.02505626340880298;0.019089295689075275;0.017438766699983194;-0.0005973227314913971;-0.007638470764617674;-0.01979950357321354;0.0029744759120439823;0.05514511084005912;0.00032170735094927736;0.0007521153038938217;0.0015292260645110628;0.00043064828914043485;0.001910230647066008
Afghanistan;AFG;2020-01-28;0;0;0;;;;;-0.13321026392961854;0.022251227871557644;5.2959553630533875;5.2997760971312085;4.216656319314978;0.03373965802481016;0.022943474805607118;0.01905107761548422;-0.0049057822551169614;-0.004417693256578946;-0.012879289160400898;0.002364426104524132;0.04561051518246166;0.0007257343578684147;0.0007275586538601013;0.0020289847017816733;0.0008089145251888931;0.0025718103435912482;-0.13321026392961854;0.022251227871557644;5.295955363053388;5.2997760971312085;4.216656319314978;0.03373965802481016;0.022943474805607118;0.01905107761548422;-0.0049057822551169614;-0.004417693256578946;-0.012879289160400898;0.002364426104524132;0.04561051518246166;0.0007257343578684147;0.0007275586538601013;0.0020289847017816733;0.0008089145251888931;0.0025718103435912482;-0.13321026392961854;0.022251227871557644;5.2959553630533875;5.2997760971312085;4.216656319314978;0.03373965802481016;0.022943474805607118;0.01905107761548422;-0.0049057822551169614;-0.004417693256578946;-0.012879289160400898;0.0023644261045241317;0.04561051518246166;0.0007257343578684147;0.0007275586538601013;0.0020289847017816733;0.0008089145251888931;0.0025718103435912482;-0.13321026392961857;0.022251227871557644;5.295955363053388;5.2997760971312085;4.216656319314978;0.03373965802481016;0.02294347480560712;0.01905107761548422;-0.004905782255116962;-0.004417693256578946;-0.012879289160400898;0.0023644261045241313;0.04561051518246166;0.0007257343578684147;0.0007275586538601012;0.0020289847017816737;0.0008089145251888931;0.002571810343591248
Afghanistan;AFG;2020-01-29;0;0;0;;;;;-0.10607663125948424;0.02122745647558424;5.205014971060692;5.151635349709828;4.346287988896029;0.03334480748896045;0.02359385832456131;0.019649185250606244;-0.007666854677565851;-0.003934400999091734;-0.02474383448164006;-0.001428720186194369;0.05807864795703833;0.0012080654258477845;0.0007986380422887732;0.0016859624159913185;0.0006194420884446843;0.002268867296294573;-0.10607663125948424;0.02122745647558424;5.205014971060692;5.151635349709828;4.346287988896029;0.03334480748896045;0.02359385832456131;0.019649185250606244;-0.007666854677565851;-0.003934400999091734;-0.02474383448164006;-0.001428720186194369;0.05807864795703833;0.0012080654258477845;0.0007986380422887732;0.0016859624159913185;0.0006194420884446843;0.002268867296294573;-0.10607663125948423;0.02122745647558424;5.205014971060692;5.151635349709828;4.346287988896029;0.03334480748896045;0.02359385832456131;0.019649185250606244;-0.007666854677565851;-0.003934400999091734;-0.02474383448164006;-0.001428720186194369;0.05807864795703833;0.0012080654258477845;0.0007986380422887732;0.0016859624159913185;0.0006194420884446843;0.002268867296294573;-0.10607663125948422;0.021227456475584237;5.205014971060691;5.151635349709828;4.34628798889603;0.033344807488960446;0.02359385832456131;0.019649185250606244;-0.007666854677565851;-0.003934400999091734;-0.02474383448164006;-0.001428720186194369;0.05807864795703832;0.0012080654258477845;0.0007986380422887733;0.0016859624159913185;0.0006194420884446843;0.002268867296294573
Afghanistan;AFG;2020-01-30;0;0;0;;;;;-0.019677644411102955;0.01459013806092247;5.23192723700088;5.2181730897758785;4.257345126080633;0.02341225527018262;0.017085382901354768;0.013852565982627971;-0.0019992927771340296;-0.0013058783314020856;-0.02753249191910821;0.002397366976544126;0.06417952188695307;0.0003905797688124931;0.00029467469142464224;0.0012743864458602161;0.00043100267551562547;0.0012982873422927356;-0.019677644411102955;0.01459013806092247;5.23192723700088;5.218173089775879;4.257345126080633;0.02341225527018262;0.017085382901354768;0.013852565982627971;-0.0019992927771340296;-0.0013058783314020856;-0.02753249191910821;0.002397366976544126;0.06417952188695307;0.0003905797688124931;0.00029467469142464224;0.0012743864458602161;0.0004310026755156255;0.0012982873422927356;-0.019677644411102955;0.01459013806092247;5.23192723700088;5.2181730897758785;4.257345126080633;0.02341225527018262;0.017085382901354768;0.013852565982627971;-0.0019992927771340296;-0.0013058783314020856;-0.02753249191910821;0.002397366976544126;0.06417952188695307;0.0003905797688124931;0.00029467469142464224;0.0012743864458602161;0.00043100267551562547;0.0012982873422927356;-0.019677644411102955;0.01459013806092247;5.23192723700088;5.218173089775878;4.257345126080633;0.02341225527018262;0.017085382901354768;0.013852565982627971;-0.0019992927771340296;-0.0013058783314020856;-0.027532491919108212;0.002397366976544126;0.06417952188695307;0.0003905797688124931;0.00029467469142464224;0.001274386445860216;0.0004310026755156255;0.0012982873422927354
Afghanistan;AFG;2020-01-31;0;0;0;;;;;-0.14725497584541067;0.018651807855900662;5.119304271813977;5.223691304169218;4.348434241283737;0.028347501153906995;0.018139291372136795;0.01620520032085971;-0.004523124814264483;-0.0046463384926531326;-0.024423244409280728;-0.00041972932144626114;0.058742258632975615;0.0006106903543797692;0.0005966051503726741;0.0013249914567682402;0.0006319292317736543;0.0016053609711272545;-0.14725497584541067;0.018651807855900662;5.119304271813977;5.223691304169218;4.348434241283737;0.028347501153906995;0.018139291372136795;0.01620520032085971;-0.004523124814264483;-0.0046463384926531326;-0.024423244409280728;-0.00041972932144626114;0.058742258632975615;0.0006106903543797692;0.0005966051503726741;0.0013249914567682402;0.0006319292317736543;0.0016053609711272545;-0.14725497584541067;0.018651807855900662;5.119304271813977;5.223691304169218;4.348434241283737;0.028347501153906995;0.018139291372136795;0.01620520032085971;-0.004523124814264483;-0.0046463384926531326;-0.024423244409280728;-0.00041972932144626114;0.058742258632975615;0.0006106903543797692;0.0005966051503726741;0.0013249914567682402;0.0006319292317736543;0.0016053609711272545;-0.14725497584541067;0.018651807855900662;5.119304271813976;5.223691304169218;4.348434241283737;0.028347501153906995;0.018139291372136795;0.01620520032085971;-0.004523124814264483;-0.004646338492653133;-0.024423244409280728;-0.00041972932144626114;0.058742258632975615;0.0006106903543797692;0.0005966051503726741;0.0013249914567682402;0.0006319292317736543;0.0016053609711272543
