country;iso3;date;EPI_confirmed_cum;EPI_dead_cum;EPI_recovered_cum;ECO_price_open;ECO_price_high;ECO_price_low;ECO_price_close;EMO_Sentiment_x;EMO_Sentiment_stderr_x;EMO_VAD_V_x;EMO_VAD_A_x;EMO_VAD_D_x;EMO_VAD_V_stderr_x;EMO_VAD_A_stderr_x;EMO_VAD_D_stderr_x;EMO_Big5_O_x;EMO_Big5_C_x;EMO_Big5_E_x;EMO_Big5_A_x;EMO_Big5_N_x;EMO_Big5_O_stderr_x;EMO_Big5_C_stderr_x;EMO_Big5_E_stderr_x;EMO_Big5_A_stderr_x;EMO_Big5_N_stderr_x;EMO_Sentiment_y;EMO_Sentiment_stderr_y;EMO_VAD_V_y;EMO_VAD_A_y;EMO_VAD_D_y;EMO_VAD_V_stderr_y;EMO_VAD_A_stderr_y;EMO_VAD_D_stderr_y;EMO_Big5_O_y;EMO_Big5_C_y;EMO_Big5_E_y;EMO_Big5_A_y;EMO_Big5_N_y;EMO_Big5_O_stderr_y;EMO_Big5_C_stderr_y;EMO_Big5_E_stderr_y;EMO_Big5_A_stderr_y;EMO_Big5_N_stderr_y
Denmark;DNK;2020-01-22;0;0;0;;;;;0.08799540636042405;0.034577860536267616;5.531655561247691;5.339045229796875;4.237571061758044;0.05459845749000131;0.03451271046041314;0.024242032846506386;-0.0013925231213872831;-0.0006309682080924855;-0.02481705635838152;-0.000534986512524085;0.07642052183227822;0.0007819679863274008;0.0005979110206852809;0.0022623187875027736;0.0005785315726920591;0.002088934005346812;0.08799540636042405;0.03457786053626761;5.531655561247691;5.339045229796875;4.237571061758044;0.05459845749000131;0.03451271046041314;0.024242032846506383;-0.0013925231213872831;-0.0006309682080924855;-0.02481705635838152;-0.000534986512524085;0.07642052183227822;0.0007819679863274008;0.0005979110206852809;0.0022623187875027736;0.0005785315726920591;0.002088934005346812
Denmark;DNK;2020-01-23;0;0;0;;;;;0.06709664268585129;0.02702683329095651;5.757649127160997;5.460067474426415;4.474133460578188;0.04794957488021796;0.02943055972074567;0.024145780187052414;-0.00047642512077294687;0.00022082125603864732;-0.02518117150908673;0.0005372020933977456;0.06774595718694892;0.0003453726497108161;0.00022082125603864732;0.0022100423738474198;0.0006702539677762678;0.0023492636376132017;0.06709664268585129;0.02702683329095651;5.757649127160998;5.460067474426415;4.474133460578189;0.04794957488021796;0.029430559720745667;0.024145780187052414;-0.00047642512077294687;0.00022082125603864735;-0.025181171509086726;0.0005372020933977456;0.06774595718694892;0.0003453726497108161;0.0002208212560386473;0.00221004237384742;0.0006702539677762678;0.0023492636376132017
Denmark;DNK;2020-01-24;0;0;0;;;;;0.1370718274111667;0.019845063563203636;5.851077371483719;5.52923488579439;4.388215359241563;0.037622064341536025;0.022114684123059152;0.018125231910080586;-0.002670054406130268;-0.0011244778017241376;-0.019363031238026844;-0.0014450742097701153;0.05469067669420497;0.0006560087642052434;0.000510222541971336;0.0014934874912303755;0.0005887423509805879;0.002012082290536793;0.1370718274111667;0.019845063563203633;5.85107737148372;5.529234885794389;4.388215359241564;0.037622064341536025;0.022114684123059152;0.018125231910080586;-0.002670054406130268;-0.0011244778017241378;-0.019363031238026844;-0.0014450742097701153;0.054690676694204965;0.0006560087642052434;0.000510222541971336;0.0014934874912303755;0.0005887423509805879;0.002012082290536793
Denmark;DNK;2020-01-25;0;0;0;;;;;0.0553879038939516;0.016690778168494395;5.432918859439414;5.3037899778700925;4.2478870869684435;0.02261217231174705;0.015055375250750371;0.013546551348336787;-0.001432812914593698;-0.000859195895522388;-0.017885946800718745;-0.004583477529021563;0.06970366914085767;0.0003762531739567367;0.00029563146131343475;0.001297559894488518;0.0006545689893410801;0.001659037016117149;0.055387903893951596;0.016690778168494395;5.432918859439413;5.3037899778700925;4.247887086968443;0.022612172311747055;0.015055375250750373;0.013546551348336787;-0.001432812914593698;-0.000859195895522388;-0.017885946800718745;-0.004583477529021563;0.06970366914085768;0.00037625317395673666;0.00029563146131343475;0.001297559894488518;0.0006545689893410801;0.001659037016117149
Denmark;DNK;2020-01-26;0;0;0;;;;;-0.2329508567931446;0.013314162682493727;5.214458878673323;5.231711043138741;4.383245024474959;0.018496305715521112;0.012832680199397754;0.011431238082219556;-0.0016057261035522287;-0.008121341584423203;-0.029197809185474467;-0.0011300401273483796;0.06319344350944492;0.0003978242553035044;0.0006133465165140268;0.0010104175902411103;0.0003798283447845202;0.0012082362081640569;-0.2329508567931446;0.013314162682493729;5.214458878673323;5.231711043138741;4.383245024474959;0.018496305715521112;0.012832680199397754;0.011431238082219556;-0.0016057261035522287;-0.008121341584423203;-0.02919780918547447;-0.0011300401273483794;0.06319344350944492;0.00039782425530350443;0.0006133465165140269;0.0010104175902411103;0.00037982834478452024;0.0012082362081640569
Denmark;DNK;2020-01-27;0;0;0;;;;;-0.3418185659410984;0.012945298750214234;5.1124897459218674;5.2489133906890295;4.437607102801996;0.0166867841149332;0.012315223210748464;0.010951077705489577;-0.0024126343223736953;-0.014825166746859138;-0.02743279602474481;-0.0003749071103982881;0.05703743122257327;0.00034431455258603484;0.0007052070078099003;0.000963549348064116;0.0002998768756397682;0.0012396500592525427;-0.3418185659410984;0.012945298750214234;5.1124897459218674;5.2489133906890295;4.437607102801996;0.016686784114933205;0.012315223210748464;0.010951077705489575;-0.0024126343223736953;-0.014825166746859138;-0.027432796024744806;-0.0003749071103982881;0.057037431222573265;0.00034431455258603484;0.0007052070078099003;0.0009635493480641159;0.0002998768756397682;0.0012396500592525425
Denmark;DNK;2020-01-28;0;0;0;;;;;-0.1542324448529411;0.016950804031958318;5.165012049834777;5.275046230249571;4.250144453784825;0.026666054357032426;0.016828517846107657;0.014324554272276128;-0.007561065450733766;-0.008832580814615146;-0.017982052009583846;-0.0005030022012578575;0.05107365310056792;0.0006469736885396429;0.0007078612045899806;0.0013397668296806279;0.0005669051162205133;0.00171294557502256;-0.1542324448529411;0.016950804031958318;5.165012049834777;5.275046230249571;4.250144453784825;0.026666054357032423;0.016828517846107657;0.014324554272276127;-0.007561065450733766;-0.008832580814615146;-0.017982052009583846;-0.0005030022012578575;0.05107365310056792;0.0006469736885396429;0.0007078612045899806;0.0013397668296806279;0.0005669051162205133;0.00171294557502256
Denmark;DNK;2020-01-29;0;0;0;;;;;-0.2544961320754712;0.015814721859380564;5.033277658617366;5.104164294647532;4.355658072267679;0.026006388497030655;0.01766253716551876;0.014239524799970225;-0.0053377315292096215;-0.003603606529209621;-0.03190053011577483;-0.0010194010738831618;0.06776127171494016;0.0008157100104756;0.0006319848383314033;0.001432866871565185;0.00048200941231985733;0.001571355725847224;-0.25449613207547117;0.015814721859380564;5.033277658617366;5.104164294647532;4.355658072267679;0.026006388497030658;0.01766253716551876;0.014239524799970224;-0.005337731529209622;-0.003603606529209621;-0.03190053011577483;-0.0010194010738831618;0.06776127171494016;0.0008157100104756;0.0006319848383314033;0.001432866871565185;0.0004820094123198573;0.0015713557258472239
Denmark;DNK;2020-01-30;0;0;0;;;;;-0.2126826163818504;0.013025648239093015;5.1051064123110645;5.189182710472082;4.309634199797266;0.019756196642745145;0.01346433405247248;0.01083221230738567;-0.002296801269560083;-0.001537375715972837;-0.032639681251845;5.599562191572784e-05;0.07116128016232523;0.0003679007656799981;0.00028867279457815763;0.0010039487345280408;0.00037162590870399047;0.0009527070176114755;-0.2126826163818504;0.013025648239093015;5.1051064123110645;5.189182710472082;4.309634199797266;0.019756196642745145;0.01346433405247248;0.01083221230738567;-0.0022968012695600832;-0.001537375715972837;-0.032639681251845;5.5995621915727835e-05;0.07116128016232522;0.00036790076567999814;0.00028867279457815763;0.0010039487345280408;0.00037162590870399047;0.0009527070176114757
Denmark;DNK;2020-01-31;0;0;0;;;;;-0.3032035125066514;0.013026622140132095;4.8956467668619945;5.086187744464357;4.47462993017526;0.02221100383273321;0.014369412806073944;0.011348064939222002;-0.009126513391557522;-0.00984148410480348;-0.01924230751646206;-0.004443600014556032;0.058775079519078274;0.0005844167170009004;0.000631492628239912;0.0009274495993473164;0.0006079618026419343;0.0011634098396166948;-0.3032035125066514;0.013026622140132095;4.895646766861995;5.086187744464356;4.47462993017526;0.022211003832733212;0.014369412806073945;0.011348064939222002;-0.009126513391557522;-0.009841484104803481;-0.019242307516462064;-0.004443600014556033;0.058775079519078274;0.0005844167170009004;0.000631492628239912;0.0009274495993473165;0.0006079618026419344;0.0011634098396166948
