date;EPI_confirmed_cum;EPI_dead_cum;EPI_recovered_cum;TWI_num;TWI_num_en;TWI_num_locallangs;TWI_num_unvhum;TWI_num_unvbot;TWI_num_verbot;TWI_num_verhum;TWI_num_unk;TWI_fol_all;TWI_fol_unvhum;TWI_fol_unvbot;TWI_fol_verbot;TWI_fol_verhum;TWI_fol_unk;FAC_num_reliable;FAC_num_unreliable;FAC_num_unknown;FAC_fol_reliable;FAC_fol_unreliable;FAC_fol_unknown;FAC_reliabile_num_local;FAC_reliabile_num_foreign;FAC_unreliabile_num_local;FAC_unreliabile_num_foreign;FAC_reliabile_fol_local;FAC_reliabile_fol_foreign;FAC_unreliabile_fol_local;FAC_unreliabile_fol_foreign;FAC_reliabile_num_00;FAC_reliabile_num_01;FAC_reliabile_num_10;FAC_reliabile_num_11;FAC_unreliabile_num_00;FAC_unreliabile_num_01;FAC_unreliabile_num_10;FAC_unreliabile_num_11;FAC_reliabile_fol_00;FAC_reliabile_fol_01;FAC_reliabile_fol_10;FAC_reliabile_fol_11;FAC_unreliabile_fol_00;FAC_unreliabile_fol_01;FAC_unreliabile_fol_10;FAC_unreliabile_fol_11;EMO_Sentiment;EMO_VAD_V;EMO_VAD_A;EMO_VAD_D;EMO_Big5_O;EMO_Big5_C;EMO_Big5_E;EMO_Big5_A;EMO_Big5_N;ECO_price_close
2020-02-01;12038.0;259.0;284.0;911486.0;525118.0;633545.0;522215.0;370841.0;4180.0;14250.0;0.0;17617088190.0;1301499092.0;1917401568.0;755228512.0;13642959018.0;0.0;44696.0;23299.0;52747.0;2409139834.0;513879889.0;3905514091.0;27897.0;16799.0;16024.0;7275.0;2214965047.0;194174787.0;480315025.0;33564864.0;25179.0;17874.0;357.0;1286.0;13600.0;9365.0;46.0;288.0;74251776.0;98423396.0;53048062.0;2183416600.0;52157218.0;70333508.0;3662509.0;387726654.0;-0.15214798037406035;5.191107348733684;5.243331184149607;4.321944862720688;-0.003275644477003618;-0.0028808588602568246;-0.02747808963696508;-0.0009859234745402752;0.0690096086246906;
2020-02-02;16787.0;362.0;472.0;954106.0;524047.0;680951.0;545776.0;389048.0;4446.0;14836.0;0.0;20282619862.0;1348176845.0;2194368574.0;1115039881.0;15625034562.0;0.0;50694.0;20329.0;42183.0;3121570598.0;708866714.0;4194612629.0;35377.0;15317.0;14502.0;5827.0;2929838105.0;191732493.0;678515876.0;30350838.0;28490.0;20388.0;450.0;1366.0;11900.0;8013.0;53.0;363.0;86604289.0;121734735.0;274842535.0;2638389039.0;47687379.0;91157293.0;5215966.0;564806076.0;-0.11891387430082638;5.246392461236393;5.256725989056878;4.307968340024569;-0.0011852651505038169;-0.0007464543893211547;-0.028437020232573912;0.0005370001544399391;0.07220883094970647;
2020-02-03;19881.0;426.0;623.0;735628.0;404290.0;530785.0;411435.0;298064.0;5413.0;20716.0;0.0;26976826234.0;1241477204.0;2291964432.0;1363330327.0;22080054271.0;0.0;44041.0;17409.0;42048.0;3335189306.0;816081967.0;6115214211.0;31434.0;12607.0;12731.0;4678.0;3085596930.0;249592376.0;766739881.0;49342086.0;23662.0;17972.0;539.0;1868.0;9995.0;6961.0;55.0;398.0;83955320.0;114937520.0;330443534.0;2805852932.0;41409017.0;85329748.0;3468653.0;685874549.0;-0.13307030826961758;5.196746955365254;5.206733455264667;4.3333727671783535;-0.0009986913468618209;-0.0006253686738452414;-0.02802714550869043;0.0002807573263280274;0.0741823584532135;-0.002584639881133047
2020-02-04;23892.0;492.0;852.0;663595.0;380059.0;463699.0;370505.0;267697.0;5133.0;20260.0;0.0;27465104778.0;1122144924.0;2171768701.0;1139597814.0;23031593339.0;0.0;38900.0;14689.0;39518.0;2978115305.0;739153327.0;6288736443.0;27164.0;11736.0;10617.0;4072.0;2714727847.0;263387458.0;700195263.0;38958064.0;20744.0;15884.0;518.0;1754.0;8574.0;5707.0;47.0;361.0;69208436.0;95500149.0;142281150.0;2671125570.0;37745431.0;53405135.0;1390906.0;646611855.0;-0.16345379394497786;5.1697425009637925;5.164197256805523;4.319053909736097;-0.001254258546389888;-0.0006747794579884954;-0.02553318777522533;0.0005168048348653252;0.07217411676601719;0.012898919179786547
2020-02-05;27636.0;564.0;1124.0;578751.0;327898.0;402026.0;319435.0;234586.0;5198.0;19532.0;0.0;24610789572.0;981871067.0;1840957996.0;954199949.0;20833760560.0;0.0;38622.0;11154.0;38212.0;3243345652.0;665972001.0;5677673750.0;27165.0;11457.0;8056.0;3098.0;2886016421.0;357329231.0;642504659.0;23467342.0;20646.0;15546.0;521.0;1909.0;6363.0;4440.0;41.0;310.0;66154904.0;122755985.0;152377700.0;2902057063.0;26515807.0;33008517.0;1632083.0;604815594.0;-0.07785648802819975;5.283566381380382;5.2508357005831705;4.307461487881243;-0.0013167034409125012;-0.0009434012029716661;-0.02798023180977113;7.100340992118116e-05;0.07270447225825971;0.008512865985026824
2020-02-06;30818.0;634.0;1487.0;612344.0;368519.0;436211.0;341608.0;246689.0;5257.0;18790.0;0.0;22563927260.0;1022325128.0;1793891150.0;767101185.0;18980609797.0;0.0;43565.0;16338.0;35443.0;2834092315.0;817501370.0;4981101187.0;31186.0;12379.0;11872.0;4466.0;2588947804.0;245144511.0;790621816.0;26879554.0;23804.0;17476.0;507.0;1778.0;9625.0;6211.0;80.0;422.0;75204261.0;128282637.0;57036689.0;2573568728.0;38404907.0;57293091.0;4132162.0;717671210.0;-0.20565791745510517;5.156354555203325;5.162439420958012;4.367379195561733;-0.0015999849238020698;-0.0012431816526162279;-0.028170904315351304;2.2592690521190818e-05;0.07295329413486402;0.007553744617446579
2020-02-07;34392.0;719.0;2011.0;699071.0;440700.0;496817.0;391167.0;283773.0;5204.0;18927.0;0.0;24017280236.0;1113352609.0;2005263896.0;953424487.0;19945239244.0;0.0;86370.0;13286.0;36429.0;3397995218.0;685738290.0;4935943568.0;57790.0;28580.0;9997.0;3289.0;3120243597.0;277751621.0;647025261.0;38713029.0;48910.0;35052.0;552.0;1856.0;7640.0;5178.0;64.0;404.0;109407874.0;136218293.0;128961520.0;3023407531.0;32568727.0;55165439.0;3088670.0;594915454.0;-0.10333291156372125;5.261861768109453;5.245777402489628;4.334067680330388;-0.0011111642916425608;-0.0005991978030848166;-0.029408705998981103;0.00029839871991961195;0.07370646981898615;-0.0033373509711463315
2020-02-08;37121.0;806.0;2616.0;632033.0;411294.0;440193.0;356386.0;261145.0;3103.0;11399.0;0.0;15855343405.0;937708273.0;1710867048.0;766166294.0;12440601790.0;0.0;94406.0;13620.0;46339.0;2779549821.0;486261418.0;3613845826.0;56427.0;37979.0;10405.0;3215.0;2488123489.0;291426332.0;456021214.0;30240204.0;53711.0;39124.0;341.0;1230.0;7887.0;5423.0;29.0;281.0;100959109.0;119231005.0;264689335.0;2294670372.0;37027194.0;61939689.0;3659979.0;383634556.0;-0.12430257648947735;5.101213507676447;5.181704598008364;4.323117334907832;-0.0016319411365052067;-0.0007875489458536904;-0.022894582266474943;-0.00017506029017429477;0.07333408243301862;
2020-02-09;40151.0;906.0;3244.0;595623.0;351620.0;408806.0;339426.0;243931.0;2568.0;9698.0;0.0;13349098359.0;974033416.0;1431852089.0;761669033.0;10181543821.0;0.0;49495.0;14233.0;58689.0;2456944736.0;620380910.0;2663629755.0;31918.0;17577.0;10309.0;3924.0;2222251234.0;234693502.0;598504843.0;21876067.0;27704.0;20438.0;260.0;1093.0;8311.0;5671.0;28.0;223.0;67770770.0;95339806.0;245918575.0;2047915585.0;39722557.0;76777878.0;4514173.0;499366302.0;-0.11461422125259592;5.198566941046174;5.23037434010271;4.3184372695170365;-0.0014059988790095955;-0.0011447312783126786;-0.02664135638129276;-0.00014151766252623108;0.07306048568738181;
2020-02-10;42763.0;1013.0;3946.0;611418.0;379887.0;442964.0;340532.0;250701.0;4043.0;16142.0;0.0;22180988661.0;1035744241.0;1723304082.0;949652316.0;18472288022.0;0.0;45018.0;15931.0;52286.0;3636485827.0;956193723.0;4502389288.0;31789.0;13229.0;11760.0;4171.0;3387665824.0;248820003.0;894963728.0;61229995.0;24565.0;18391.0;392.0;1670.0;9290.0;6182.0;42.0;417.0;77284554.0;110025430.0;143591470.0;3305584373.0;54731209.0;102200954.0;1498338.0;797763222.0;-0.1195822218300938;5.26568425211908;5.257825921040999;4.287948810476954;-0.001059588700861143;-0.00038209907886453036;-0.028197937119072963;0.0001778592562054086;0.0731403916900113;-0.0033323987622345414
2020-02-11;44803.0;1113.0;4683.0;613468.0;377483.0;441407.0;341929.0;250712.0;4404.0;16423.0;0.0;21073153817.0;995531616.0;1566932620.0;714420690.0;17796268891.0;0.0;44212.0;15744.0;32781.0;3399521769.0;566203185.0;4323578905.0;31556.0;12656.0;11589.0;4155.0;3144632938.0;254888831.0;526593623.0;39609562.0;23784.0;18221.0;467.0;1740.0;9211.0;6135.0;64.0;334.0;89265444.0;109753093.0;50730380.0;3149772852.0;39933286.0;39638307.0;3046724.0;483584868.0;-0.1328670658361318;5.20202069782194;5.2090583469472636;4.295252311056897;-0.0011695065782108148;-0.0007189780351962624;-0.026216369203105286;0.0007475516274092972;0.07261904424705361;0.008392677398174115
2020-02-12;45222.0;1118.0;5150.0;522967.0;324931.0;373365.0;289919.0;213117.0;4393.0;15538.0;0.0;20175687634.0;869683007.0;1471857455.0;865931829.0;16968215343.0;0.0;38074.0;12876.0;35996.0;3188356808.0;633626456.0;4432387900.0;27040.0;11034.0;9699.0;3177.0;2954456093.0;233900715.0;597214969.0;36411487.0;20228.0;15706.0;456.0;1684.0;7517.0;4945.0;51.0;363.0;72212497.0;93934361.0;120402612.0;2901807338.0;34441638.0;50178386.0;3774450.0;545231982.0;-0.1334466769745251;5.2300322959674626;5.205847068799515;4.318022377995329;-0.001308481523532674;-0.001062672601941063;-0.026923766782185846;4.455074349599246e-05;0.0742741556089253;0.005592808105783618
2020-02-13;60370.0;1371.0;6295.0;554406.0;364096.0;399690.0;307357.0;226289.0;4481.0;16279.0;0.0;21418616380.0;993006467.0;1561077985.0;827781940.0;18036749988.0;0.0;47422.0;19210.0;34682.0;4025522925.0;686392654.0;4267284324.0;33732.0;13690.0;14974.0;4236.0;3802586500.0;222936425.0;661295016.0;25097638.0;25606.0;19402.0;485.0;1929.0;11178.0;7683.0;58.0;291.0;87293270.0;125725268.0;146233339.0;3666271048.0;45822993.0;93030331.0;4967186.0;542572144.0;-0.14681718362093701;5.28373626585716;5.257897473833223;4.304308992388444;-0.002523816688122259;-0.0025396242327587757;-0.026694403132581524;-0.0009963069376866913;0.07224931691653357;-0.0040162536997254
2020-02-14;66887.0;1523.0;8058.0;439987.0;298978.0;315299.0;241441.0;181713.0;3464.0;13369.0;0.0;19055667505.0;838622308.0;1368304633.0;736400714.0;16112339850.0;0.0;38176.0;15302.0;28133.0;3670575008.0;624476028.0;3452537829.0;26608.0;11568.0;11012.0;4290.0;3452385250.0;218189758.0;593392748.0;31083280.0;20459.0;15901.0;322.0;1494.0;8814.0;6168.0;52.0;268.0;70992359.0;89300263.0;123306020.0;3386976366.0;37291235.0;74628115.0;2344052.0;510212626.0;-0.11795202943985722;5.31037062951758;5.284533921208211;4.309126789546328;-0.0023121705158901653;-0.0025381565540899347;-0.02845576106687485;-0.0008510459777072356;0.07266667663482929;7.952320114798583e-05
2020-02-15;69032.0;1666.0;9395.0;430412.0;251080.0;295045.0;242901.0;175828.0;2447.0;9236.0;0.0;14262559310.0;774978526.0;1178273214.0;667986010.0;11641321560.0;0.0;39939.0;9796.0;22025.0;2667741817.0;373403408.0;2587671394.0;26842.0;13097.0;7279.0;2517.0;2501653652.0;166088165.0;358876155.0;14527253.0;22304.0;16360.0;251.0;1024.0;5783.0;3800.0;29.0;184.0;67455666.0;81585294.0;170444218.0;2348256639.0;29623137.0;29293550.0;3105752.0;311380969.0;-0.09557155213925712;5.2914457008361655;5.247708925868569;4.3091173239132825;-0.0009708416424654964;-0.0006463718121448352;-0.028014711861208828;0.00079023378413208;0.07268477033307064;
2020-02-16;71226.0;1770.0;10865.0;478513.0;290859.0;329086.0;269072.0;198961.0;2269.0;8211.0;0.0;12395099531.0;798174227.0;1184817340.0;577900557.0;9834207407.0;0.0;83383.0;11238.0;18338.0;2093149124.0;389539542.0;2362656615.0;51346.0;32037.0;8362.0;2876.0;1917190849.0;175958275.0;355282437.0;34257105.0;47940.0;34271.0;228.0;944.0;6614.0;4431.0;31.0;162.0;91554982.0;104718663.0;59624814.0;1837250665.0;30950489.0;48901558.0;1725060.0;307962435.0;-0.0827772828581813;5.320287997751996;5.275396986444621;4.324278199735948;-0.0011339611234507376;-0.0008500817727956685;-0.027100371002178547;0.000722422610915055;0.07166408480239392;
2020-02-17;73260.0;1868.0;12583.0;458939.0;281620.0;327319.0;253133.0;189278.0;3351.0;13177.0;0.0;18918091425.0;905368277.0;1378287258.0;943245987.0;15691189903.0;0.0;37070.0;14998.0;26847.0;2738728533.0;617970784.0;3895078332.0;25079.0;11991.0;10864.0;4134.0;2498537093.0;240191440.0;592118054.0;25852730.0;19981.0;15401.0;332.0;1356.0;8646.0;6064.0;50.0;238.0;64416185.0;92970167.0;137639832.0;2443702349.0;39095213.0;40007245.0;3336011.0;535532315.0;-0.08803996025742646;5.276850696033354;5.278362540608334;4.324568884691705;-0.0009493710371225404;-0.0006794786379337052;-0.02830638322300275;0.0005365037785187121;0.0746864524924721;0.0018249563368493318
2020-02-18;75138.0;2007.0;14352.0;517029.0;316371.0;367782.0;286086.0;213184.0;3655.0;14104.0;0.0;20153955420.0;915794231.0;1451334435.0;1008060369.0;16778766385.0;0.0;32224.0;11556.0;39156.0;3413287500.0;644811980.0;3951516681.0;22698.0;9526.0;8700.0;2856.0;3202763273.0;210524227.0;618376472.0;26435508.0;16978.0;13301.0;398.0;1547.0;6583.0;4633.0;41.0;299.0;60432670.0;88901493.0;237120737.0;3026832600.0;32189329.0;43425131.0;2028115.0;567169405.0;-0.17730008536943087;5.3131039273852325;5.258653712546299;4.349419740904378;-0.0010930921656428633;-0.0005893001338715858;-0.0173688684968207;0.003879791559995589;0.06817920679441956;-0.005977347998416915
2020-02-19;75641.0;2122.0;16121.0;482903.0;285820.0;322759.0;270015.0;197857.0;2993.0;12038.0;0.0;15697606330.0;787883173.0;1249331046.0;592063524.0;13068328587.0;0.0;27032.0;11194.0;37407.0;1984021785.0;509727565.0;3466637690.0;18232.0;8800.0;8050.0;3144.0;1818142401.0;165879384.0;493687250.0;16040315.0;14344.0;11217.0;261.0;1210.0;6302.0;4624.0;25.0;243.0;48027491.0;73432606.0;63292132.0;1799269556.0;26249044.0;23431162.0;544516.0;459502843.0;-0.13549785780603144;5.335746252424823;5.284123911789259;4.336499102213226;-0.0011541005477704285;-0.0010619337703584417;-0.008385917702917734;0.0065948191822753;0.061575470180922236;0.006318280336779009
2020-02-20;76199.0;2247.0;18177.0;406798.0;249305.0;270891.0;225297.0;166610.0;3112.0;11779.0;0.0;15416838384.0;742623878.0;1109707487.0;508690437.0;13055816582.0;0.0;32913.0;8884.0;23237.0;2351859046.0;457807151.0;2701984066.0;19410.0;13503.0;6595.0;2289.0;2232763985.0;119095061.0;444570290.0;13236861.0;17922.0;13509.0;261.0;1221.0;5141.0;3517.0;26.0;200.0;51688962.0;70964057.0;57672634.0;2171533393.0;21388347.0;19094809.0;1020937.0;416303058.0;-0.1143891875053858;5.293781206880323;5.260258972149199;4.321583843262349;-0.001075917926161476;-0.0008315761412927811;-0.02505198470508874;0.0016761632284438305;0.07306151022732686;-0.0021552060381327958
2020-02-21;76843.0;2251.0;18890.0;578337.0;303239.0;393986.0;321041.0;239833.0;3640.0;13823.0;0.0;19019330799.0;945135011.0;1538111047.0;662897310.0;15873187431.0;0.0;44913.0;15089.0;31226.0;3578179851.0;594078940.0;3640935251.0;29238.0;15675.0;11104.0;3985.0;3312132662.0;266047189.0;567894819.0;26184121.0;24351.0;18595.0;360.0;1607.0;8876.0;5928.0;49.0;236.0;77410988.0;104464142.0;126119193.0;3270185528.0;36988438.0;41759002.0;3739585.0;511591915.0;-0.1256600766725495;5.303214796490345;5.280537469492391;4.270389739613603;-0.0012598583183414955;-0.0005994123060213004;-0.02886907036599882;0.0007820817928971105;0.07522986014989082;-0.006140222408401188
2020-02-22;78599.0;2458.0;22886.0;626666.0;305531.0;431018.0;350989.0;261727.0;2837.0;11113.0;0.0;15709640304.0;1019859171.0;1568772159.0;633930540.0;12487078434.0;0.0;65715.0;13941.0;32443.0;2839006108.0;513731165.0;3265802861.0;38828.0;26887.0;10511.0;3430.0;2653180517.0;185825591.0;489281278.0;24449887.0;36794.0;27379.0;277.0;1265.0;8001.0;5693.0;20.0;227.0;89351929.0;111215305.0;103060252.0;2535378622.0;37574654.0;73678381.0;1789360.0;400688770.0;-0.12879720736047695;5.2314600550653045;5.2681111452120035;4.264987837639295;-0.0014653600980820492;-0.000886384051508478;-0.032088989490657346;0.0003033844077509813;0.07545051991641016;
2020-02-23;78985.0;2469.0;23394.0;845297.0;395306.0;576725.0;477544.0;351129.0;3596.0;13028.0;0.0;16307269526.0;1346042060.0;1816176365.0;778006627.0;12367044474.0;0.0;61078.0;16127.0;43063.0;2446746153.0;515874864.0;3715579154.0;38203.0;22875.0;11764.0;4363.0;2257107666.0;189638487.0;477056111.0;38818753.0;34225.0;25028.0;364.0;1461.0;9387.0;6455.0;37.0;248.0;99687107.0;114664034.0;134151889.0;2098243123.0;45393122.0;79438476.0;2477173.0;388566093.0;-0.1235181658222662;5.2843249559436405;5.2709345121047795;4.3091066719834865;-0.0013367837856957708;-0.0008554203873242048;-0.026548525353073456;0.0008337315073341123;0.07048315753685634;
2020-02-24;79570.0;2629.0;25227.0;1383991.0;665454.0;962174.0;781222.0;569223.0;7648.0;25898.0;0.0;28916445773.0;1999795687.0;3022971590.0;1018463562.0;22875214934.0;0.0;80814.0;26221.0;61895.0;4582877394.0;663891561.0;5441758240.0;54639.0;26175.0;19823.0;6398.0;4321816838.0;261060556.0;618184452.0;45707109.0;44732.0;32870.0;708.0;2504.0;15307.0;10376.0;92.0;446.0;138632853.0;147546336.0;158898477.0;4137799728.0;69060467.0;94457311.0;4085729.0;496288054.0;-0.12710261454178448;5.336201584608315;5.327990344220499;4.2696916870985895;-0.0011445245070459387;-0.0008038089625650429;-0.029103299250353914;0.0005023844116302458;0.07088779035746906;-0.03195648674180713
2020-02-25;80415.0;2708.0;27905.0;1897890.0;950131.0;1409069.0;1077347.0;779031.0;9963.0;31549.0;0.0;32040218077.0;2732756735.0;3640572608.0;1135540704.0;24531348030.0;0.0;107087.0;49049.0;70236.0;4507779201.0;994642242.0;6246967898.0;75202.0;31885.0;37813.0;11236.0;4177795343.0;329983858.0;943090769.0;51551473.0;59851.0;43459.0;911.0;2866.0;28561.0;19680.0;144.0;664.0;169274473.0;182582839.0;121385245.0;4034536644.0;113370813.0;139436480.0;9290457.0;732544492.0;-0.14919762042880447;5.329792819279376;5.332438942612717;4.27640871555316;-0.0022543693400739243;-0.0015982744565043137;-0.03171371331927684;-0.0004273203081305168;0.07145428679740254;-0.012855586889105255
