date,iso,info_tweets,info_tweets_T,info_tweets_RE,info_tweets_RT,info_tweets_local,info_fact_reliable,info_fact_unreliable,info_fact_unknown,info_fact_unreliable_fraction,info_fact_shadow,info_fact_missing,info_fact_science,info_fact_msm,info_fact_satire,info_fact_clickbait,info_fact_political,info_fact_fake,info_fact_conspiracy,info_risk_index,info_risk_index_T,info_risk_index_RE,info_risk_index_RT,info_dyn_iri,info_dyn_iri_RE,info_dyn_iri_RT,eco_open_close_fraction,epi_cases,epi_cases_new,epi_deaths,epi_deaths_new,epi_tests,epi_tests_new
2020-01-22,TGO,36,8,0,28,5,4,2,9,0.3333,5,4,0,4,0,0,2,0,0,,,,,,,,,,,,,,
2020-01-23,TGO,48,12,2,34,22,4,2,11,0.3333,5,6,0,4,0,0,0,2,0,,,,,,,,,,,,,,
2020-01-24,TGO,156,34,2,120,43,13,6,26,0.3158,18,7,2,11,0,0,4,2,0,,,,,,,,,,,,,,
2020-01-25,TGO,254,41,4,209,99,14,2,16,0.125,10,6,1,13,0,2,0,0,0,,,,,,,,,,,,,,
2020-01-26,TGO,244,39,4,201,39,6,4,34,0.4,19,12,0,6,0,0,2,2,0,,,,,,,,,,,,,,
2020-01-27,TGO,182,34,3,145,43,9,2,20,0.1818,11,6,0,9,0,0,2,0,0,,,,,,,,,,,,,,
2020-01-28,TGO,170,48,3,119,39,6,4,27,0.4,13,12,0,6,0,0,3,1,0,,,,,,,,,,,,,,
2020-01-29,TGO,190,38,3,149,24,6,3,17,0.3333,10,6,0,6,0,0,1,2,0,,,,,,,,,,,,,,
2020-01-30,TGO,317,82,5,230,39,11,8,35,0.4211,17,7,0,11,0,0,7,0,1,,,,,,,,,,,,,,
2020-01-31,TGO,264,48,9,207,27,12,5,17,0.2941,6,7,0,12,0,1,4,0,0,,,,,,,,,,,,,,
2020-02-01,TGO,125,26,3,96,18,6,3,17,0.3333,10,6,0,6,0,1,1,0,1,,,,,,,,,,,,,,
2020-02-02,TGO,132,27,4,101,20,18,1,13,0.0526,8,5,1,17,0,0,1,0,0,,,,,,,,,,,,,,
2020-02-03,TGO,99,27,5,67,33,5,1,15,0.1667,8,5,0,5,0,1,0,0,0,,,,,,,,,,,,,,
2020-02-04,TGO,94,29,6,59,23,4,2,9,0.3333,0,9,0,4,0,1,0,0,1,,,,,,,,,,,,,,
2020-02-05,TGO,90,38,9,43,26,7,2,27,0.2222,14,10,0,7,0,0,0,0,2,,,,,,,,,,,,,,
2020-02-06,TGO,73,19,1,53,21,1,2,13,0.6667,5,7,0,1,0,0,1,0,1,,,,,,,,,,,,,,
2020-02-07,TGO,116,39,2,75,32,22,0,31,0.0,10,21,0,22,0,0,0,0,0,,,,,,,,,,,,,,
2020-02-08,TGO,110,21,2,87,27,22,1,38,0.0435,25,13,0,22,0,0,1,0,0,,,,,,,,,,,,,,
2020-02-09,TGO,91,32,1,58,52,13,0,51,0.0,33,18,0,13,0,0,0,0,0,,,,,,,,,,,,,,
2020-02-10,TGO,73,21,4,48,37,3,1,30,0.25,23,7,0,3,0,0,1,0,0,,,,,,,,,,,,,,
2020-02-11,TGO,68,14,4,50,22,6,1,10,0.1429,5,5,0,6,0,1,0,0,0,,,,,,,,,,,,,,
2020-02-12,TGO,57,16,5,36,17,3,4,11,0.5714,9,2,0,3,0,0,2,0,2,,,,,,,,,,,,,,
2020-02-13,TGO,62,23,1,38,23,3,0,13,0.0,6,7,0,3,0,0,0,0,0,,,,,,,,,,,,,,
2020-02-14,TGO,45,16,3,26,14,3,2,8,0.4,4,4,0,3,0,1,0,1,0,,,,,,,,,,,,,,
2020-02-15,TGO,68,26,0,42,39,7,0,25,0.0,18,6,0,7,0,0,0,0,0,,,,,,,,,,,,,,
2020-02-16,TGO,88,10,3,75,23,36,1,9,0.027,5,4,0,36,0,0,1,0,0,,,,,,,,,,,,,,
2020-02-17,TGO,66,17,2,47,21,7,3,8,0.3,5,3,0,7,0,0,3,0,0,,,,,,,,,,,,,,
2020-02-18,TGO,94,25,3,66,28,1,0,23,0.0,11,11,0,1,0,0,0,0,0,,,,,,,,,,,,,,
2020-02-19,TGO,78,15,4,59,13,0,0,12,,5,7,0,0,0,0,0,0,0,,,,,,,,,,,,,,
2020-02-20,TGO,56,16,3,37,9,4,1,10,0.2,6,4,0,4,0,0,1,0,0,,,,,,,,,,,,,,
2020-02-21,TGO,64,12,3,49,16,2,0,9,0.0,7,2,0,2,0,0,0,0,0,,,,,,,,,,,,,,
2020-02-22,TGO,80,19,1,60,9,11,1,11,0.0833,4,7,1,10,0,0,1,0,0,,,,,,,,,,,,,,
2020-02-23,TGO,68,13,2,53,16,5,4,6,0.4444,4,2,0,5,0,0,4,0,0,,,,,,,,,,,,,,
2020-02-24,TGO,145,27,7,111,18,8,4,21,0.3333,13,7,0,8,0,0,2,1,1,,,,,,,,,,,,,,
2020-02-25,TGO,171,29,14,128,34,4,7,19,0.6364,7,9,0,4,0,0,1,5,1,,,,,,,,,,,,,,
2020-02-26,TGO,214,51,5,158,74,10,2,25,0.1667,1,18,0,10,0,0,2,0,0,,,,,,,,,,,,,,
2020-02-27,TGO,200,49,5,146,40,8,12,18,0.6,4,13,0,8,1,1,8,2,0,,,,,,,,,,,,,,
2020-02-28,TGO,364,81,5,278,71,18,16,39,0.4706,23,14,3,15,1,2,11,1,1,,,,,,,,,,,,,,
2020-02-29,TGO,328,67,17,244,63,14,5,51,0.2632,37,13,0,14,0,2,3,0,0,,,,,,,,,,,,,,
2020-03-01,TGO,335,71,14,250,66,8,2,38,0.2,20,17,0,8,0,2,0,0,0,,,,,,,,,,,,,,
2020-03-02,TGO,306,35,10,261,69,5,5,80,0.5,59,15,0,5,0,0,3,0,2,,,,,,,,,,,,,,
2020-03-03,TGO,319,48,11,260,89,11,5,44,0.3125,26,12,0,11,0,0,4,0,1,,,,,,,,,,,,,,
2020-03-04,TGO,259,42,9,208,60,8,2,39,0.2,15,16,1,7,0,0,2,0,0,,,,,,,,,,,,,2.0,2.0
2020-03-05,TGO,344,63,11,270,86,7,4,44,0.3636,25,16,0,7,0,0,4,0,0,,,,,,,,,,,,,4.0,2.0
2020-03-06,TGO,439,100,10,329,180,17,6,75,0.2609,34,34,0,17,0,0,5,1,0,,,,,,,,,,,,,,
2020-03-07,TGO,388,73,11,304,82,15,11,40,0.4231,17,21,0,15,0,2,7,1,1,,,,,,,,,1.0,1.0,0.0,0.0,5.0,1.0
2020-03-08,TGO,295,51,9,235,54,12,2,26,0.1429,14,11,0,12,0,0,2,0,0,,,,,,,,,,,,,,
2020-03-09,TGO,365,62,9,294,56,7,4,38,0.3636,21,17,0,7,0,0,3,1,0,,,,,,,,,,,,,9.0,4.0
