date,iso,info_tweets,info_tweets_T,info_tweets_RE,info_tweets_RT,info_tweets_local,info_fact_reliable,info_fact_unreliable,info_fact_unknown,info_fact_unreliable_fraction,info_fact_shadow,info_fact_missing,info_fact_science,info_fact_msm,info_fact_satire,info_fact_clickbait,info_fact_political,info_fact_fake,info_fact_conspiracy,info_risk_index,info_risk_index_T,info_risk_index_RE,info_risk_index_RT,info_dyn_iri,info_dyn_iri_RE,info_dyn_iri_RT,eco_open_close_fraction,epi_cases,epi_cases_new,epi_deaths,epi_deaths_new,epi_tests,epi_tests_new
2020-01-22,SER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-01-23,SER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-01-24,SER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-01-25,SER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-01-26,SER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-01-27,SER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-01-28,SER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-01-29,SER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-01-30,SER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-01-31,SER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-02-01,SER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-02-02,SER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-02-03,SER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-02-04,SER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-02-05,SER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-02-06,SER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-02-07,SER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-02-08,SER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-02-09,SER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-02-10,SER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-02-11,SER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-02-12,SER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-02-13,SER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-02-14,SER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-02-15,SER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-02-16,SER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-02-17,SER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-02-18,SER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-02-19,SER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-02-20,SER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-02-21,SER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-02-22,SER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-02-23,SER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-02-24,SER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-02-25,SER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-02-26,SER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-02-27,SER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-02-28,SER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-02-29,SER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-01,SER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-02,SER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-03,SER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-04,SER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-05,SER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-06,SER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-07,SER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-08,SER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-09,SER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-10,SER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-11,SER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-12,SER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-13,SER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-14,SER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-15,SER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-16,SER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-17,SER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-18,SER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-19,SER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-20,SER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-21,SER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-22,SER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-23,SER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-24,SER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-25,SER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-26,SER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-27,SER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-28,SER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-29,SER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-30,SER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-31,SER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-04-01,SER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-04-02,SER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-04-03,SER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-04-04,SER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-04-05,SER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-04-06,SER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-04-07,SER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-04-08,SER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
