date,iso,info_tweets,info_tweets_T,info_tweets_RE,info_tweets_RT,info_tweets_local,info_fact_reliable,info_fact_unreliable,info_fact_unknown,info_fact_unreliable_fraction,info_fact_shadow,info_fact_missing,info_fact_science,info_fact_msm,info_fact_satire,info_fact_clickbait,info_fact_political,info_fact_fake,info_fact_conspiracy,info_risk_index,info_risk_index_T,info_risk_index_RE,info_risk_index_RT,info_dyn_iri,info_dyn_iri_RE,info_dyn_iri_RT,eco_open_close_fraction,epi_cases,epi_cases_new,epi_deaths,epi_deaths_new,epi_tests,epi_tests_new
2020-01-22,BLR,45,5,1,39,2,2,1,3,0.3333,0,3,1,1,0,0,1,0,0,,,,,,,,,0.0,0.0,0.0,0.0,,
2020-01-23,BLR,57,10,1,46,2,4,1,4,0.2,1,3,1,3,0,0,1,0,0,,,,,,,,,0.0,0.0,0.0,0.0,,
2020-01-24,BLR,128,24,3,101,7,15,2,13,0.1176,6,6,0,15,0,0,2,0,0,,,,,,,,,0.0,0.0,0.0,0.0,,
2020-01-25,BLR,220,40,3,177,11,18,5,17,0.2174,3,11,0,18,0,0,4,1,0,,,,,,,,,0.0,0.0,0.0,0.0,,
2020-01-26,BLR,283,52,12,219,8,11,7,19,0.3889,2,14,0,11,0,2,4,1,0,,,,,,,,,0.0,0.0,0.0,0.0,,
2020-01-27,BLR,217,35,8,174,7,19,9,16,0.3214,3,13,1,18,0,0,4,1,4,,,,,,,,,0.0,0.0,0.0,0.0,,
2020-01-28,BLR,208,54,6,148,9,22,4,27,0.1538,8,17,0,22,0,0,2,0,2,,,,,,,,,0.0,0.0,0.0,0.0,,
2020-01-29,BLR,222,74,6,142,7,9,4,25,0.3077,5,18,0,9,0,1,1,0,2,,,,,,,,,0.0,0.0,0.0,0.0,,
2020-01-30,BLR,371,100,5,266,10,13,8,35,0.381,7,12,1,12,0,1,6,1,0,,,,,,,,,0.0,0.0,0.0,0.0,,
2020-01-31,BLR,256,57,10,189,7,7,3,17,0.3,0,14,0,7,0,1,0,1,1,,,,,,,,,0.0,0.0,0.0,0.0,,
2020-02-01,BLR,164,34,21,109,8,6,3,13,0.3333,4,8,1,5,0,1,1,0,1,,,,,,,,,0.0,0.0,0.0,0.0,,
2020-02-02,BLR,148,30,8,110,4,6,1,11,0.1429,5,6,1,5,0,1,0,0,0,,,,,,,,,0.0,0.0,0.0,0.0,,
2020-02-03,BLR,95,17,3,75,12,8,2,9,0.2,1,7,0,8,0,0,1,0,1,,,,,,,,,0.0,0.0,0.0,0.0,,
2020-02-04,BLR,94,33,3,58,4,6,2,9,0.25,1,5,1,5,0,0,0,1,1,,,,,,,,,0.0,0.0,0.0,0.0,,
2020-02-05,BLR,79,21,7,51,4,3,0,15,0.0,3,10,0,3,0,0,0,0,0,,,,,,,,,0.0,0.0,0.0,0.0,,
2020-02-06,BLR,98,26,11,61,7,2,5,13,0.7143,2,9,1,1,0,0,4,0,1,,,,,,,,,0.0,0.0,0.0,0.0,,
2020-02-07,BLR,90,29,6,55,12,9,1,11,0.1,0,8,2,7,0,0,0,0,1,,,,,,,,,0.0,0.0,0.0,0.0,,
2020-02-08,BLR,76,11,8,57,4,17,0,13,0.0,4,8,0,17,0,0,0,0,0,,,,,,,,,0.0,0.0,0.0,0.0,,
2020-02-09,BLR,77,16,8,53,3,8,0,9,0.0,4,3,0,8,0,0,0,0,0,,,,,,,,,0.0,0.0,0.0,0.0,,
2020-02-10,BLR,56,18,9,29,1,1,2,8,0.6667,2,3,0,1,0,1,0,0,1,,,,,,,,,0.0,0.0,0.0,0.0,,
2020-02-11,BLR,86,14,29,43,5,5,1,5,0.1667,0,5,1,4,0,1,0,0,0,,,,,,,,,0.0,0.0,0.0,0.0,,
2020-02-12,BLR,71,18,15,38,3,6,3,8,0.3333,1,5,0,6,0,0,3,0,0,,,,,,,,,0.0,0.0,0.0,0.0,,
2020-02-13,BLR,46,7,2,37,8,2,1,5,0.3333,1,4,0,2,0,0,0,0,1,,,,,,,,,0.0,0.0,0.0,0.0,,
2020-02-14,BLR,46,11,11,24,5,2,1,2,0.3333,1,0,0,2,0,0,1,0,0,,,,,,,,,0.0,0.0,0.0,0.0,,
2020-02-15,BLR,63,13,11,39,3,8,1,9,0.1111,2,5,0,8,0,0,1,0,0,,,,,,,,,0.0,0.0,0.0,0.0,,
2020-02-16,BLR,61,15,3,43,3,11,1,2,0.0833,0,2,1,10,0,0,1,0,0,,,,,,,,,0.0,0.0,0.0,0.0,,
2020-02-17,BLR,51,7,4,40,3,2,3,4,0.6,0,3,0,2,0,0,1,1,1,,,,,,,,,0.0,0.0,0.0,0.0,,
2020-02-18,BLR,63,14,3,46,4,0,1,9,1.0,3,6,0,0,0,0,0,0,1,,,,,,,,,0.0,0.0,0.0,0.0,,
2020-02-19,BLR,110,20,27,63,5,4,1,14,0.2,5,7,0,4,0,0,0,1,0,,,,,,,,,0.0,0.0,0.0,0.0,,
2020-02-20,BLR,115,21,37,57,7,13,4,12,0.2353,0,8,1,12,0,1,0,0,3,,,,,,,,,0.0,0.0,0.0,0.0,,
2020-02-21,BLR,171,19,22,130,5,17,3,13,0.15,0,12,0,17,0,0,1,1,1,,,,,,,,,0.0,0.0,0.0,0.0,,
2020-02-22,BLR,157,17,44,96,12,10,2,6,0.1667,1,5,0,10,0,1,1,0,0,,,,,,,,,0.0,0.0,0.0,0.0,,
2020-02-23,BLR,148,29,19,100,6,15,3,14,0.1667,1,12,0,15,0,0,2,0,1,,,,,,,,,0.0,0.0,0.0,0.0,,
2020-02-24,BLR,240,43,21,176,8,19,3,21,0.1364,5,16,1,18,0,0,3,0,0,,,,,,,,,0.0,0.0,0.0,0.0,,
2020-02-25,BLR,315,66,37,212,13,26,8,25,0.2353,1,21,0,26,0,0,6,2,0,,,,,,,,,0.0,0.0,0.0,0.0,,
2020-02-26,BLR,295,69,30,196,19,19,7,20,0.2692,3,15,0,19,0,3,3,1,0,,,,,,,,,0.0,0.0,0.0,0.0,,
2020-02-27,BLR,325,43,47,235,10,31,5,21,0.1389,8,9,2,29,0,1,2,2,0,,,,,,,,,0.0,0.0,0.0,0.0,,
2020-02-28,BLR,362,81,33,248,26,26,15,34,0.3659,8,24,0,26,0,4,10,0,1,,,,,,,,,1.0,1.0,0.0,0.0,,
2020-02-29,BLR,316,53,21,242,20,30,5,17,0.1429,8,6,1,29,0,2,3,0,0,,,,,,,,,1.0,0.0,0.0,0.0,,
2020-03-01,BLR,321,57,41,223,14,22,7,38,0.2414,9,12,3,19,0,2,4,1,0,,,,,,,,,1.0,0.0,0.0,0.0,,
