date,iso,info_tweets,info_tweets_T,info_tweets_RE,info_tweets_RT,info_tweets_local,info_fact_reliable,info_fact_unreliable,info_fact_unknown,info_fact_unreliable_fraction,info_fact_shadow,info_fact_missing,info_fact_science,info_fact_msm,info_fact_satire,info_fact_clickbait,info_fact_political,info_fact_fake,info_fact_conspiracy,info_risk_index,info_risk_index_T,info_risk_index_RE,info_risk_index_RT,info_dyn_iri,info_dyn_iri_RE,info_dyn_iri_RT,eco_open_close_fraction,epi_cases,epi_cases_new,epi_deaths,epi_deaths_new,epi_tests,epi_tests_new
2020-01-22,ATA,55,2,7,46,0,1,1,5,0.5,3,1,0,1,0,0,1,0,0,,,,,,,,,,,,,,
2020-01-23,ATA,195,24,28,143,0,11,7,16,0.3889,3,11,0,11,0,0,3,3,1,,,,,,,,,,,,,,
2020-01-24,ATA,375,76,19,280,0,27,17,22,0.3864,9,11,0,27,0,0,7,8,2,,,,,,,,,,,,,,
2020-01-25,ATA,585,82,49,454,0,44,18,29,0.2903,10,14,2,42,0,0,11,3,4,,,,,,,,,,,,,,
2020-01-26,ATA,467,79,18,370,0,26,11,41,0.2973,11,26,1,25,0,0,7,2,2,,,,,,,,,,,,,,
2020-01-27,ATA,348,57,24,267,0,31,6,39,0.1622,13,18,1,30,0,0,3,2,1,,,,,,,,,,,,,,
2020-01-28,ATA,378,98,23,257,0,29,23,39,0.4423,12,21,3,26,0,0,14,5,4,,,,,,,,,,,,,,
2020-01-29,ATA,365,92,11,262,0,16,10,14,0.3846,6,8,0,16,0,1,4,2,3,,,,,,,,,,,,,,
2020-01-30,ATA,501,134,22,345,0,24,10,40,0.2941,18,8,0,24,0,1,7,2,0,,,,,,,,,,,,,,
2020-01-31,ATA,534,103,49,382,0,16,22,27,0.5789,10,10,3,13,1,0,10,6,5,,,,,,,,,,,,,,
2020-02-01,ATA,324,76,30,218,0,18,19,17,0.5135,6,10,1,17,0,1,8,1,9,,,,,,,,,,,,,,
2020-02-02,ATA,328,54,18,256,0,16,7,21,0.3043,6,12,0,16,0,2,1,2,2,,,,,,,,,,,,,,
2020-02-03,ATA,176,39,14,123,0,6,5,14,0.4545,5,5,0,6,0,0,1,3,1,,,,,,,,,,,,,,
2020-02-04,ATA,166,35,12,119,0,6,4,13,0.4,5,6,1,5,0,0,1,2,1,,,,,,,,,,,,,,
2020-02-05,ATA,149,32,20,97,0,12,6,12,0.3333,6,3,1,11,0,0,3,2,1,,,,,,,,,,,,,,
2020-02-06,ATA,188,46,13,129,0,13,6,17,0.3158,8,8,1,12,0,0,4,1,1,,,,,,,,,,,,,,
2020-02-07,ATA,198,40,13,145,0,28,4,21,0.125,6,13,0,28,0,0,1,2,1,,,,,,,,,,,,,,
2020-02-08,ATA,230,48,15,167,0,34,2,33,0.0556,15,14,0,34,0,0,0,2,0,,,,,,,,,,,,,,
2020-02-09,ATA,244,45,7,192,0,17,4,35,0.1905,24,10,0,17,0,1,2,0,1,,,,,,,,,,,,,,
2020-02-10,ATA,175,35,11,129,0,14,2,23,0.125,16,7,2,12,0,0,1,1,0,,,,,,,,,,,,,,
2020-02-11,ATA,174,37,21,116,0,18,5,7,0.2174,0,7,0,18,0,1,1,3,0,,,,,,,,,,,,,,
2020-02-12,ATA,134,35,10,89,0,7,6,11,0.4615,2,8,1,6,0,0,1,2,3,,,,,,,,,,,,,,
2020-02-13,ATA,165,35,9,121,0,20,5,11,0.2,3,5,1,19,0,1,1,1,2,,,,,,,,,,,,,,
2020-02-14,ATA,119,31,10,78,0,10,6,11,0.375,4,4,1,9,0,0,4,1,1,,,,,,,,,,,,,,
2020-02-15,ATA,141,39,0,102,0,11,2,15,0.1538,6,7,0,11,0,0,1,0,1,,,,,,,,,,,,,,
2020-02-16,ATA,192,37,9,146,0,34,1,5,0.0286,1,2,0,34,0,0,1,0,0,,,,,,,,,,,,,,
2020-02-17,ATA,166,45,12,109,0,13,6,14,0.3158,4,8,0,13,0,1,1,3,1,,,,,,,,,,,,,,
2020-02-18,ATA,172,29,9,134,0,8,4,20,0.3333,10,6,0,8,0,0,3,1,0,,,,,,,,,,,,,,
2020-02-19,ATA,141,23,7,111,0,4,4,13,0.5,6,4,0,4,0,0,2,2,0,,,,,,,,,,,,,,
2020-02-20,ATA,121,16,9,96,0,6,1,7,0.1429,2,5,1,5,0,0,1,0,0,,,,,,,,,,,,,,
2020-02-21,ATA,149,29,10,110,0,7,3,9,0.3,3,5,0,7,0,0,1,1,1,,,,,,,,,,,,,,
2020-02-22,ATA,215,35,12,168,0,28,3,18,0.0968,9,9,0,28,0,0,2,0,1,,,,,,,,,,,,,,
2020-02-23,ATA,335,55,17,263,0,14,9,40,0.3913,10,17,0,14,0,0,3,3,3,,,,,,,,,,,,,,
2020-02-24,ATA,403,79,27,297,0,28,7,35,0.2,10,22,1,27,0,1,1,4,1,,,,,,,,,,,,,,
2020-02-25,ATA,475,88,27,360,0,29,14,45,0.3256,12,26,1,28,0,0,9,2,3,,,,,,,,,,,,,,
2020-02-26,ATA,510,112,33,365,0,26,10,32,0.2778,10,19,1,25,0,2,6,2,0,,,,,,,,,,,,,,
2020-02-27,ATA,540,108,31,401,0,37,28,39,0.4308,17,19,1,36,5,0,19,2,2,,,,,,,,,,,,,,
2020-02-28,ATA,636,116,41,479,0,22,19,52,0.4634,17,25,0,22,0,2,9,6,2,,,,,,,,,,,,,,
2020-02-29,ATA,633,99,35,499,0,38,9,38,0.1915,29,6,2,36,0,1,4,4,0,,,,,,,,,,,,,,
2020-03-01,ATA,581,82,47,452,0,33,5,34,0.1316,21,10,1,32,0,0,2,2,1,,,,,,,,,,,,,,
2020-03-02,ATA,591,93,24,474,0,34,11,68,0.2444,45,18,1,33,0,2,5,1,3,,,,,,,,,,,,,,
2020-03-03,ATA,605,106,52,447,0,27,6,42,0.1818,22,17,1,26,1,2,2,1,0,,,,,,,,,,,,,,
2020-03-04,ATA,591,119,34,438,0,27,8,38,0.2286,16,20,1,26,0,0,4,2,2,,,,,,,,,,,,,,
2020-03-05,ATA,593,123,33,437,0,34,4,75,0.1053,48,25,3,31,0,1,3,0,0,,,,,,,,,,,,,,
2020-03-06,ATA,634,127,31,476,0,38,8,63,0.1739,34,25,2,36,0,1,5,1,1,,,,,,,,,,,,,,
2020-03-07,ATA,678,101,39,538,0,39,28,43,0.4179,17,24,1,38,0,16,10,0,2,,,,,,,,,,,,,,
2020-03-08,ATA,719,160,42,517,0,27,20,48,0.4255,19,20,0,27,0,7,7,2,4,,,,,,,,,,,,,,
2020-03-09,ATA,724,145,54,525,0,28,11,64,0.2821,30,28,2,26,1,0,8,0,2,,,,,,,,,,,,,,
2020-03-10,ATA,634,107,23,504,0,30,13,45,0.3023,15,27,2,28,0,0,12,1,0,,,,,,,,,,,,,,
2020-03-11,ATA,614,91,43,480,0,24,4,49,0.1429,19,28,0,24,1,0,3,0,0,,,,,,,,,,,,,,
2020-03-12,ATA,714,121,35,558,0,37,5,42,0.119,21,18,0,37,0,0,3,1,1,,,,,,,,,,,,,,
2020-03-13,ATA,686,88,25,573,0,40,10,56,0.2,26,27,1,39,0,0,7,3,0,,,,,,,,,,,,,,
2020-03-14,ATA,657,104,20,533,0,33,6,40,0.1538,17,21,1,32,0,0,5,1,0,,,,,,,,,,,,,,
2020-03-15,ATA,620,90,26,504,0,27,4,24,0.129,8,11,0,27,0,0,3,0,1,,,,,,,,,,,,,,
2020-03-16,ATA,615,102,35,478,0,34,12,30,0.2609,9,21,0,34,0,1,7,3,1,,,,,,,,,,,,,,
2020-03-17,ATA,631,110,26,495,0,50,10,46,0.1667,14,30,3,47,0,0,9,1,0,,,,,,,,,,,,,,
2020-03-18,ATA,613,81,27,505,0,34,18,34,0.3462,14,19,2,32,0,0,15,3,0,,,,,,,,,,,,,,
2020-03-19,ATA,638,119,30,489,0,30,10,58,0.25,17,27,0,30,0,0,10,0,0,,,,,,,,,,,,,,
2020-03-20,ATA,865,85,36,744,0,49,23,56,0.3194,23,29,2,47,0,0,19,3,1,,,,,,,,,,,,,,
2020-03-21,ATA,568,88,33,447,0,27,15,43,0.3571,8,26,2,25,0,2,12,1,0,,,,,,,,,,,,,,
2020-03-22,ATA,1204,110,42,1052,0,49,16,75,0.2462,25,41,3,46,0,1,8,5,2,0.164,0.1612,0.4963,0.131,0.2115,0.25,0.2083,,,,,,,
2020-03-23,ATA,1030,82,43,905,0,50,13,61,0.2063,21,34,0,50,0,0,9,3,1,0.186,0.345,0.0,0.0379,0.1961,0.0,0.2128,,,,,,,
2020-03-24,ATA,688,94,45,549,0,34,10,64,0.2273,17,44,1,33,0,1,7,2,0,,,,,,,,,,,,,,
2020-03-25,ATA,559,110,27,422,0,30,15,46,0.3333,19,26,1,29,1,0,6,6,2,,,,,,,,,,,,,,
2020-03-26,ATA,503,81,52,370,0,35,7,42,0.1667,16,23,1,34,0,0,5,1,1,,,,,,,,,,,,,,
2020-03-27,ATA,568,103,43,422,0,38,14,39,0.2692,15,19,1,37,0,0,10,3,1,,,,,,,,,,,,,,
2020-03-28,ATA,523,86,37,400,0,25,7,39,0.2188,16,20,0,25,0,0,4,2,1,,,,,,,,,,,,,,
2020-03-29,ATA,578,92,35,451,0,28,11,46,0.2821,11,30,1,27,0,0,4,6,1,,,,,,,,,,,,,,
2020-03-30,ATA,513,79,38,396,0,36,12,35,0.25,15,17,0,36,1,0,7,3,1,,,,,,,,,,,,,,
2020-03-31,ATA,512,80,43,389,0,20,25,36,0.5556,15,20,0,20,1,2,11,3,8,,,,,,,,,,,,,,
2020-04-01,ATA,531,105,47,379,0,21,18,46,0.4615,8,34,0,21,0,0,9,5,4,,,,,,,,,,,,,,
2020-04-02,ATA,514,93,37,384,0,29,17,33,0.3696,10,20,0,29,0,0,11,4,2,,,,,,,,,,,,,,
2020-04-03,ATA,524,95,35,394,0,33,20,59,0.3774,16,31,0,33,0,1,11,6,2,,,,,,,,,,,,,,
2020-04-04,ATA,508,70,45,393,0,32,7,59,0.1795,13,42,0,32,0,1,2,3,1,,,,,,,,,,,,,,
2020-04-05,ATA,476,88,48,340,0,20,10,51,0.3333,14,34,0,20,0,2,5,3,0,,,,,,,,,,,,,,
2020-04-06,ATA,586,104,50,432,0,25,18,60,0.4186,13,38,0,25,0,1,8,5,4,,,,,,,,,,,,,,
2020-04-07,ATA,508,100,27,381,0,27,14,48,0.3415,12,28,1,26,1,1,8,3,1,,,,,,,,,,,,,,
2020-04-08,ATA,485,96,40,349,0,31,8,38,0.2051,10,22,1,30,0,0,5,3,0,,,,,,,,,,,,,,
2020-04-09,ATA,510,88,44,378,0,40,9,43,0.1837,13,24,0,40,0,0,6,2,1,,,,,,,,,,,,,,
2020-04-10,ATA,478,97,44,337,0,33,13,49,0.2826,11,32,0,33,0,1,10,1,1,,,,,,,,,,,,,,
2020-04-11,ATA,493,84,42,367,0,25,8,40,0.2424,10,23,2,23,0,0,6,2,0,,,,,,,,,,,,,,
2020-04-12,ATA,517,99,44,374,0,27,18,39,0.4,9,21,4,23,0,1,10,4,3,,,,,,,,,,,,,,
2020-04-13,ATA,495,80,41,374,0,28,9,59,0.2432,15,33,1,27,0,0,6,2,1,,,,,,,,,,,,,,
2020-04-14,ATA,466,95,58,313,0,33,7,45,0.175,8,30,1,32,0,0,6,0,1,,,,,,,,,,,,,,
2020-04-15,ATA,496,101,41,354,0,36,10,43,0.2174,15,25,1,35,0,0,8,2,0,,,,,,,,,,,,,,
2020-04-16,ATA,468,90,34,344,0,29,7,43,0.1944,16,24,1,28,0,0,4,2,1,,,,,,,,,,,,,,
2020-04-17,ATA,501,97,57,347,0,26,13,37,0.3333,9,23,0,26,0,0,10,3,0,,,,,,,,,,,,,,
2020-04-18,ATA,568,101,36,431,0,34,17,49,0.3333,10,33,2,32,0,0,7,9,1,,,,,,,,,,,,,,
2020-04-19,ATA,459,96,49,314,0,31,10,56,0.2439,12,34,1,30,0,0,8,2,0,,,,,,,,,,,,,,
2020-04-20,ATA,482,104,34,344,0,27,16,45,0.3721,19,22,0,27,0,2,8,5,1,,,,,,,,,,,,,,
2020-04-21,ATA,497,101,51,345,0,31,19,35,0.38,15,20,0,31,0,3,9,6,1,,,,,,,,,,,,,,
2020-04-22,ATA,522,95,47,380,0,29,13,47,0.3095,18,25,2,27,0,0,9,4,0,,,,,,,,,,,,,,
2020-04-23,ATA,502,105,51,346,0,29,17,46,0.3696,19,18,2,27,0,0,14,1,2,,,,,,,,,,,,,,
2020-04-24,ATA,510,112,37,361,0,33,9,51,0.2143,28,23,1,32,0,0,8,1,0,,,,,,,,,,,,,,
2020-04-25,ATA,666,126,72,468,0,38,8,78,0.1739,36,33,2,36,0,0,7,0,1,,,,,,,,,,,,,,
2020-04-26,ATA,521,102,29,390,0,28,8,65,0.2222,23,31,1,27,0,0,6,1,1,,,,,,,,,,,,,,
2020-04-27,ATA,495,104,35,356,0,29,4,57,0.1212,22,27,1,28,0,0,4,0,0,,,,,,,,,,,,,,
2020-04-28,ATA,552,111,44,397,0,40,12,57,0.2308,16,38,1,39,0,0,9,2,1,,,,,,,,,,,,,,
2020-04-29,ATA,550,124,66,360,0,56,13,49,0.1884,13,31,1,55,0,3,5,5,0,,,,,,,,,,,,,,
2020-04-30,ATA,568,115,60,393,0,43,7,63,0.14,16,40,0,43,0,0,6,1,0,,,,,,,,,,,,,,
2020-05-01,ATA,519,101,42,376,0,37,12,56,0.2449,17,32,0,37,0,0,11,1,0,,,,,,,,,,,,,,
2020-05-02,ATA,559,113,48,398,0,31,11,64,0.2619,22,38,3,28,0,0,9,2,0,,,,,,,,,,,,,,
2020-05-03,ATA,506,84,60,362,0,31,14,39,0.3111,16,19,0,31,0,1,10,2,1,,,,,,,,,,,,,,
2020-05-04,ATA,512,90,46,376,0,25,9,45,0.2647,13,30,3,22,0,0,6,2,1,,,,,,,,,,,,,,
2020-05-05,ATA,550,95,66,389,0,35,7,49,0.1667,11,30,1,34,0,1,2,2,2,,,,,,,,,,,,,,
2020-05-06,ATA,540,112,55,373,0,33,12,57,0.2667,22,23,1,32,0,0,5,4,3,,,,,,,,,,,,,,
2020-05-07,ATA,575,112,62,401,0,41,13,43,0.2407,17,24,0,41,0,1,8,2,2,,,,,,,,,,,,,,
2020-05-08,ATA,439,104,32,303,0,38,8,39,0.1739,14,23,0,38,0,0,7,1,0,,,,,,,,,,,,,,
2020-05-09,ATA,440,98,33,309,0,31,7,54,0.1842,21,27,1,30,0,0,5,2,0,,,,,,,,,,,,,,
2020-05-10,ATA,540,82,51,407,0,18,15,34,0.4545,10,20,1,17,0,1,9,4,1,,,,,,,,,,,,,,
2020-05-11,ATA,539,94,48,397,0,32,13,53,0.2889,15,35,1,31,0,0,9,3,1,,,,,,,,,,,,,,
2020-05-12,ATA,501,87,41,373,0,38,10,38,0.2083,11,25,2,36,0,0,6,3,1,,,,,,,,,,,,,,
