date,iso,info_tweets,info_tweets_T,info_tweets_RE,info_tweets_RT,info_tweets_local,info_fact_reliable,info_fact_unreliable,info_fact_unknown,info_fact_unreliable_fraction,info_fact_shadow,info_fact_missing,info_fact_science,info_fact_msm,info_fact_satire,info_fact_clickbait,info_fact_political,info_fact_fake,info_fact_conspiracy,info_risk_index,info_risk_index_T,info_risk_index_RE,info_risk_index_RT,info_dyn_iri,info_dyn_iri_RE,info_dyn_iri_RT,eco_open_close_fraction,epi_cases,epi_cases_new,epi_deaths,epi_deaths_new,epi_tests,epi_tests_new
2020-01-22,CHN,3103,713,138,2252,59,254,79,459,0.2372,180,242,11,243,0,0,72,4,3,0.043,0.012,0.0615,0.1753,0.2607,0.25,0.2611,0.007,526,140,17,11,,
2020-01-23,CHN,4458,1068,167,3223,187,477,134,629,0.2193,216,293,16,461,0,7,104,17,6,0.0268,0.0119,0.213,0.1104,0.2304,0.1667,0.2321,-0.0205,623,97,17,0,,
2020-01-24,CHN,7261,1502,257,5502,265,915,196,777,0.1764,265,378,35,880,0,3,149,33,11,0.1276,0.1528,0.258,0.1003,0.1693,0.2667,0.1677,,882,259,26,9,,
2020-01-25,CHN,10233,1797,373,8063,558,758,130,1004,0.1464,282,614,14,744,0,9,89,25,7,0.0745,0.0155,0.0759,0.1607,0.158,0.2727,0.1545,,1323,441,41,15,,
2020-01-26,CHN,8941,2069,467,6405,341,537,169,1101,0.2394,254,626,48,489,0,38,69,39,23,0.1183,0.0274,0.386,0.2232,0.2657,0.36,0.2613,,1988,665,56,15,,
2020-01-27,CHN,7133,2108,286,4739,271,618,128,1059,0.1716,304,586,41,577,1,2,98,15,12,0.0592,0.046,0.1779,0.0702,0.1807,0.1538,0.1813,,2775,787,81,25,,
2020-01-28,CHN,7864,2258,450,5156,297,602,220,1179,0.2676,326,682,42,560,0,11,164,35,10,0.0214,0.0059,0.0791,0.0847,0.3143,0.2,0.3192,,4528,1753,106,25,,
2020-01-29,CHN,7145,2250,456,4439,345,454,178,576,0.2816,130,306,25,429,7,9,76,37,49,0.058,0.0152,0.211,0.2819,0.2972,0.3,0.2971,,5994,1466,132,26,,
2020-01-30,CHN,9607,2907,423,6277,305,448,206,849,0.315,219,348,25,423,4,31,147,18,6,0.1686,0.023,0.0257,0.346,0.3549,0.3077,0.3578,,7734,1740,170,38,,
2020-01-31,CHN,8993,2686,643,5664,340,424,180,653,0.298,195,336,14,410,4,35,73,51,17,0.0814,0.0252,0.0,0.1978,0.3368,0.0,0.3493,,9714,1980,213,43,,
2020-02-01,CHN,6014,2084,454,3476,412,297,95,551,0.2423,175,272,16,281,0,11,39,26,19,0.026,0.0158,0.1068,0.1092,0.2653,0.3333,0.2632,,11809,2095,259,46,,
2020-02-02,CHN,6250,2127,382,3741,311,302,83,512,0.2156,126,304,3,299,0,18,41,19,5,0.0893,0.0997,0.0522,0.0828,0.288,0.0909,0.3,,14399,2590,304,45,,
2020-02-03,CHN,5458,2251,349,2858,200,301,102,497,0.2531,164,251,11,290,1,15,46,26,14,0.1559,0.1808,0.0444,0.1512,0.2664,0.1333,0.2764,0.0191,17211,2812,361,57,,
2020-02-04,CHN,5443,2348,296,2799,235,308,73,518,0.1916,140,275,15,293,1,2,36,29,5,0.1796,0.1484,0.0,0.1946,0.1657,0.0,0.1744,0.0259,20448,3237,426,65,,
2020-02-05,CHN,5086,2324,248,2514,257,286,75,500,0.2078,160,268,4,282,0,3,34,30,8,0.0334,0.0154,0.0095,0.1879,0.22,0.3636,0.2086,0.0033,24320,3872,492,66,,
2020-02-06,CHN,6200,2637,316,3247,415,326,75,540,0.187,162,307,4,322,0,0,47,19,9,0.2679,0.1245,0.0096,0.486,0.2234,0.0833,0.233,0.009,28047,3727,564,72,,
2020-02-07,CHN,6149,2389,253,3507,485,434,62,547,0.125,131,340,9,425,0,1,26,27,8,0.0578,0.0418,0.1793,0.06,0.0976,0.1667,0.0947,0.0053,31207,3160,637,73,,
2020-02-08,CHN,4940,1958,273,2709,348,442,78,485,0.15,197,231,19,423,2,3,26,32,15,0.0553,0.0612,0.1718,0.0344,0.0864,0.25,0.0823,,34625,3418,723,86,,
2020-02-09,CHN,4704,1958,251,2495,285,251,74,541,0.2277,180,285,6,245,0,16,24,29,5,0.0896,0.1353,0.0088,0.0661,0.2081,0.125,0.2121,,37232,2607,812,89,,
2020-02-10,CHN,5051,2286,304,2461,314,287,72,560,0.2006,198,303,9,278,0,6,35,26,5,0.0849,0.1582,0.0,0.0557,0.193,0.0,0.2012,0.0082,40206,2974,909,97,,
2020-02-11,CHN,4836,2263,242,2331,345,280,113,529,0.2875,161,289,6,274,0,2,56,50,5,0.1869,0.3441,0.0612,0.0936,0.289,0.1429,0.3092,0.0073,42696,2490,1017,108,,
2020-02-12,CHN,4277,2026,189,2062,301,221,66,430,0.23,136,224,2,219,0,0,15,50,1,0.0247,0.021,0.0656,0.0283,0.1237,0.0909,0.1279,0.0066,44724,2028,1114,97,,
