date,iso,info_tweets,info_tweets_T,info_tweets_RE,info_tweets_RT,info_tweets_local,info_fact_reliable,info_fact_unreliable,info_fact_unknown,info_fact_unreliable_fraction,info_fact_shadow,info_fact_missing,info_fact_science,info_fact_msm,info_fact_satire,info_fact_clickbait,info_fact_political,info_fact_fake,info_fact_conspiracy,info_risk_index,info_risk_index_T,info_risk_index_RE,info_risk_index_RT,info_dyn_iri,info_dyn_iri_RE,info_dyn_iri_RT,eco_open_close_fraction,epi_cases,epi_cases_new,epi_deaths,epi_deaths_new,epi_tests,epi_tests_new
2020-01-22,HUN,237,21,6,210,1,25,14,41,0.359,17,21,4,21,0,0,6,2,6,,,,,,,,,,,,,,
2020-01-23,HUN,460,43,16,401,1,66,25,53,0.2747,23,27,2,64,0,2,9,11,3,,,,,,,,,,,,,,
2020-01-24,HUN,803,78,21,704,2,92,28,87,0.2333,40,41,4,88,0,0,14,10,4,,,,,,,,,,,,,,
2020-01-25,HUN,1274,149,48,1077,3,99,35,87,0.2612,22,57,5,94,0,2,20,8,5,0.5383,0.4034,0.0,0.5657,0.2609,0.0,0.2703,,,,,,,
2020-01-26,HUN,991,122,26,843,2,63,27,118,0.3,23,85,5,58,0,7,6,3,11,,,,,,,,,,,,,,
2020-01-27,HUN,740,101,25,614,3,69,33,89,0.3235,29,53,4,65,0,0,14,9,10,,,,,,,,,,,,,,
2020-01-28,HUN,736,122,43,571,4,75,38,122,0.3363,32,81,7,68,0,1,25,3,9,,,,,,,,,,,,,,
2020-01-29,HUN,784,107,44,633,3,53,18,46,0.2535,14,31,3,50,1,0,8,1,8,,,,,,,,,,,,,,
2020-01-30,HUN,1598,268,36,1294,7,40,41,144,0.5062,28,36,1,39,0,5,25,3,8,0.5072,0.4593,,0.5205,0.5397,,0.5397,,,,,,,
2020-01-31,HUN,1166,152,41,973,5,42,51,70,0.5484,29,25,6,36,1,2,21,13,14,0.5583,0.9291,1.0,0.4559,0.5455,1.0,0.5395,,,,,,,
2020-02-01,HUN,515,75,26,414,3,20,17,45,0.4595,14,20,5,15,0,2,7,4,4,,,,,,,,,,,,,,
2020-02-02,HUN,556,88,22,446,0,26,12,39,0.3158,12,20,2,24,0,2,3,2,5,,,,,,,,,,,,,,
2020-02-03,HUN,407,70,24,313,12,26,13,26,0.3333,3,21,2,24,1,0,2,1,9,,,,,,,,,,,,,,
2020-02-04,HUN,431,57,14,360,0,27,15,40,0.3571,8,29,4,23,0,1,1,1,12,,,,,,,,,,,,,,
2020-02-05,HUN,344,56,16,272,1,26,11,35,0.2973,12,20,2,24,0,0,0,3,8,,,,,,,,,,,,,,
2020-02-06,HUN,386,48,15,323,5,18,22,38,0.55,13,23,1,17,0,0,8,3,11,,,,,,,,,,,,,,
2020-02-07,HUN,416,65,18,333,3,48,13,43,0.2131,12,24,2,46,0,0,7,1,5,,,,,,,,,,,,,,
2020-02-08,HUN,457,44,16,397,0,83,11,62,0.117,33,28,1,82,0,0,5,4,2,,,,,,,,,,,,,,
2020-02-09,HUN,353,44,18,291,0,29,9,53,0.2368,24,28,5,24,0,3,2,0,4,,,,,,,,,,,,,,
2020-02-10,HUN,344,44,15,285,1,24,6,49,0.2,25,20,3,21,0,0,2,1,3,,,,,,,,,,,,,,
2020-02-11,HUN,377,89,19,269,0,51,24,47,0.32,11,33,0,51,0,0,15,3,6,,,,,,,,,,,,,,
2020-02-12,HUN,309,63,7,239,0,23,17,26,0.425,4,18,2,21,0,0,2,12,3,,,,,,,,,,,,,,
2020-02-13,HUN,368,53,14,301,1,34,13,38,0.2766,14,17,1,33,0,0,4,3,6,,,,,,,,,,,,,,
2020-02-14,HUN,287,36,17,234,0,25,9,24,0.2647,6,17,1,24,0,2,3,2,2,,,,,,,,,,,,,,
2020-02-15,HUN,286,37,15,234,0,35,8,32,0.186,7,22,2,33,0,0,5,0,3,,,,,,,,,,,,,,
2020-02-16,HUN,438,35,20,383,0,84,12,28,0.125,7,18,1,83,0,0,6,1,5,,,,,,,,,,,,,,
2020-02-17,HUN,396,21,14,361,0,23,18,25,0.439,9,15,6,17,0,5,7,4,2,,,,,,,,,,,,,,
2020-02-18,HUN,423,42,20,361,0,24,9,34,0.2727,14,13,4,20,0,0,3,2,4,,,,,,,,,,,,,,
2020-02-19,HUN,450,57,12,381,3,26,10,46,0.2778,14,21,1,25,0,2,2,3,3,,,,,,,,,,,,,,
2020-02-20,HUN,542,45,7,490,0,47,14,34,0.2295,10,20,3,44,0,0,6,2,6,,,,,,,,,,,,,,
2020-02-21,HUN,574,52,16,506,0,46,15,56,0.2459,18,37,1,45,0,0,7,3,5,,,,,,,,,,,,,,
2020-02-22,HUN,511,60,17,434,2,80,8,52,0.0909,16,34,3,77,0,1,4,1,2,,,,,,,,,,,,,,
2020-02-23,HUN,678,70,20,588,6,67,11,49,0.141,9,26,2,65,0,1,2,3,5,,,,,,,,,,,,,,
2020-02-24,HUN,851,119,32,700,9,70,18,60,0.2045,29,26,2,68,0,4,9,1,4,,,,,,,,,,,,,,
2020-02-25,HUN,931,141,28,762,9,61,30,104,0.3297,29,69,5,56,0,3,12,6,9,,,,,,,,,,,,,,
2020-02-26,HUN,1097,145,50,902,6,61,14,92,0.1867,21,65,2,59,0,2,3,4,5,0.3015,0.7648,0.0,0.2381,0.1515,0.0,0.1538,,,,,,,
2020-02-27,HUN,1156,151,48,957,11,71,43,91,0.3772,27,56,4,67,6,5,15,10,7,0.4233,0.0342,0.9402,0.4392,0.3942,0.3333,0.396,,,,,,,
2020-02-28,HUN,1106,159,31,916,4,46,67,81,0.5929,32,44,2,44,1,9,31,21,5,0.6118,0.5099,0.0,0.6313,0.6162,0.0,0.6224,,,,,,,
2020-02-29,HUN,1075,135,40,900,2,51,22,80,0.3014,42,30,6,45,0,7,10,5,0,0.2041,0.6257,,0.1207,0.2667,,0.2667,,,,,,,
2020-03-01,HUN,1099,127,46,926,4,41,25,95,0.3788,47,37,1,40,0,15,6,1,3,0.3214,0.3385,0.0,0.321,0.3455,0.0,0.3519,,,,,,,
2020-03-02,HUN,1286,153,43,1090,4,60,31,151,0.3407,91,56,1,59,0,14,5,9,3,0.2851,0.3368,0.0,0.2784,0.3289,0.0,0.3378,,,,,,,
2020-03-03,HUN,1084,160,35,889,4,61,15,102,0.1974,42,56,2,59,0,2,5,2,6,0.1625,0.1225,,0.1691,0.1515,,0.1515,,,,,,,
2020-03-04,HUN,1126,187,47,892,15,58,33,101,0.3626,34,64,1,57,0,2,16,6,9,0.5643,0.732,0.0,0.4922,0.3623,0.0,0.3731,,,,,,230.0,
