date,iso,info_tweets,info_tweets_T,info_tweets_RE,info_tweets_RT,info_tweets_local,info_fact_reliable,info_fact_unreliable,info_fact_unknown,info_fact_unreliable_fraction,info_fact_shadow,info_fact_missing,info_fact_science,info_fact_msm,info_fact_satire,info_fact_clickbait,info_fact_political,info_fact_fake,info_fact_conspiracy,info_risk_index,info_risk_index_T,info_risk_index_RE,info_risk_index_RT,info_dyn_iri,info_dyn_iri_RE,info_dyn_iri_RT,eco_open_close_fraction,epi_cases,epi_cases_new,epi_deaths,epi_deaths_new,epi_tests,epi_tests_new
2020-01-22,NIU,9,0,0,9,0,1,0,3,0.0,1,2,0,1,0,0,0,0,0,,,,,,,,,,,,,,
2020-01-23,NIU,15,2,0,13,0,1,0,3,0.0,1,2,0,1,0,0,0,0,0,,,,,,,,,,,,,,
2020-01-24,NIU,11,0,0,11,0,1,0,3,0.0,0,3,0,1,0,0,0,0,0,,,,,,,,,,,,,,
2020-01-25,NIU,29,4,0,25,0,0,0,3,,0,3,0,0,0,0,0,0,0,,,,,,,,,,,,,,
2020-01-26,NIU,27,3,0,24,0,1,0,1,0.0,0,0,0,1,0,0,0,0,0,,,,,,,,,,,,,,
2020-01-27,NIU,10,1,0,9,0,0,0,1,,1,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
2020-01-28,NIU,19,2,0,17,0,3,1,1,0.25,1,0,0,3,0,0,1,0,0,,,,,,,,,,,,,,
2020-01-29,NIU,16,4,0,12,0,1,0,0,0.0,0,0,0,1,0,0,0,0,0,,,,,,,,,,,,,,
2020-01-30,NIU,83,11,2,70,0,0,3,8,1.0,3,0,0,0,0,0,3,0,0,,,,,,,,,,,,,,
2020-01-31,NIU,45,10,0,35,0,0,1,1,1.0,1,0,0,0,0,0,1,0,0,,,,,,,,,,,,,,
2020-02-01,NIU,8,1,0,7,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
2020-02-02,NIU,18,2,0,16,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
2020-02-03,NIU,9,3,1,5,0,0,0,2,,1,1,0,0,0,0,0,0,0,,,,,,,,,,,,,,
2020-02-04,NIU,3,0,0,3,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
2020-02-05,NIU,9,2,0,7,0,0,0,1,,1,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
2020-02-06,NIU,6,1,0,5,0,0,0,1,,0,1,0,0,0,0,0,0,0,,,,,,,,,,,,,,
2020-02-07,NIU,5,2,0,3,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
2020-02-08,NIU,3,0,0,3,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
2020-02-09,NIU,3,0,0,3,0,0,0,1,,0,1,0,0,0,0,0,0,0,,,,,,,,,,,,,,
2020-02-10,NIU,8,3,0,5,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
2020-02-11,NIU,4,2,0,2,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
2020-02-12,NIU,2,2,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
2020-02-13,NIU,2,2,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
2020-02-14,NIU,8,3,0,5,0,0,0,1,,0,1,0,0,0,0,0,0,0,,,,,,,,,,,,,,
2020-02-15,NIU,10,2,0,8,0,3,0,0,0.0,0,0,0,3,0,0,0,0,0,,,,,,,,,,,,,,
2020-02-16,NIU,3,0,0,3,0,1,0,0,0.0,0,0,0,1,0,0,0,0,0,,,,,,,,,,,,,,
2020-02-17,NIU,3,0,0,3,0,0,0,1,,0,1,0,0,0,0,0,0,0,,,,,,,,,,,,,,
2020-02-18,NIU,8,1,0,7,0,1,0,1,0.0,0,0,0,1,0,0,0,0,0,,,,,,,,,,,,,,
2020-02-19,NIU,13,2,1,10,0,1,1,1,0.5,1,0,0,1,0,0,1,0,0,,,,,,,,,,,,,,
2020-02-20,NIU,3,0,0,3,0,0,0,1,,0,1,0,0,0,0,0,0,0,,,,,,,,,,,,,,
2020-02-21,NIU,2,0,0,2,0,1,0,1,0.0,0,1,0,1,0,0,0,0,0,,,,,,,,,,,,,,
2020-02-22,NIU,2,0,0,2,0,1,0,0,0.0,0,0,0,1,0,0,0,0,0,,,,,,,,,,,,,,
2020-02-23,NIU,10,1,0,9,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
2020-02-24,NIU,2,1,0,1,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
2020-02-25,NIU,6,2,0,4,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
2020-02-26,NIU,15,5,0,10,0,1,0,0,0.0,0,0,0,1,0,0,0,0,0,,,,,,,,,,,,,,
2020-02-27,NIU,21,3,0,18,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
2020-02-28,NIU,29,3,1,25,0,0,0,6,,3,3,0,0,0,0,0,0,0,,,,,,,,,,,,,,
2020-02-29,NIU,12,5,0,7,0,1,0,1,0.0,1,0,0,1,0,0,0,0,0,,,,,,,,,,,,,,
2020-03-01,NIU,11,1,1,9,0,0,1,0,1.0,0,0,0,0,0,1,0,0,0,,,,,,,,,,,,,,
2020-03-02,NIU,17,2,0,15,0,0,0,3,,2,1,0,0,0,0,0,0,0,,,,,,,,,,,,,,
2020-03-03,NIU,22,3,0,19,0,0,0,1,,0,1,0,0,0,0,0,0,0,,,,,,,,,,,,,,
2020-03-04,NIU,31,1,2,28,0,1,2,2,0.6667,0,2,0,1,0,0,2,0,0,,,,,,,,,,,,,,
2020-03-05,NIU,9,1,0,8,0,0,0,2,,1,1,0,0,0,0,0,0,0,,,,,,,,,,,,,,
2020-03-06,NIU,11,2,0,9,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
2020-03-07,NIU,15,2,0,13,0,0,0,1,,1,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
2020-03-08,NIU,30,9,1,20,0,2,0,3,0.0,1,2,0,2,0,0,0,0,0,,,,,,,,,,,,,,
2020-03-09,NIU,44,7,1,36,0,0,0,4,,0,4,0,0,0,0,0,0,0,,,,,,,,,,,,,,
2020-03-10,NIU,23,3,1,19,0,0,0,1,,1,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
2020-03-11,NIU,17,5,0,12,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
2020-03-12,NIU,24,2,0,22,0,2,0,2,0.0,1,1,0,2,0,0,0,0,0,,,,,,,,,,,,,,
2020-03-13,NIU,20,6,0,14,0,1,0,3,0.0,1,2,0,1,0,0,0,0,0,,,,,,,,,,,,,,
