date,iso,info_tweets,info_tweets_T,info_tweets_RE,info_tweets_RT,info_tweets_local,info_fact_reliable,info_fact_unreliable,info_fact_unknown,info_fact_unreliable_fraction,info_fact_shadow,info_fact_missing,info_fact_science,info_fact_msm,info_fact_satire,info_fact_clickbait,info_fact_political,info_fact_fake,info_fact_conspiracy,info_risk_index,info_risk_index_T,info_risk_index_RE,info_risk_index_RT,info_dyn_iri,info_dyn_iri_RE,info_dyn_iri_RT,eco_open_close_fraction,epi_cases,epi_cases_new,epi_deaths,epi_deaths_new,epi_tests,epi_tests_new
2020-01-22,KAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-01-23,KAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-01-24,KAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-01-25,KAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-01-26,KAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-01-27,KAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-01-28,KAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-01-29,KAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-01-30,KAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-01-31,KAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-02-01,KAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-02-02,KAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-02-03,KAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-02-04,KAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-02-05,KAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-02-06,KAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-02-07,KAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-02-08,KAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-02-09,KAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-02-10,KAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-02-11,KAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-02-12,KAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-02-13,KAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-02-14,KAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-02-15,KAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-02-16,KAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-02-17,KAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-02-18,KAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-02-19,KAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-02-20,KAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-02-21,KAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-02-22,KAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-02-23,KAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-02-24,KAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-02-25,KAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-02-26,KAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-02-27,KAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-02-28,KAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-02-29,KAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-01,KAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-02,KAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-03,KAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-04,KAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-05,KAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-06,KAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-07,KAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-08,KAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-09,KAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-10,KAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-11,KAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-12,KAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-13,KAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-14,KAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-15,KAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-16,KAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-17,KAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-18,KAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-19,KAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-20,KAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-21,KAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-22,KAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-23,KAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-24,KAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-25,KAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-26,KAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-27,KAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-28,KAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-29,KAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-30,KAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-31,KAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-04-01,KAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-04-02,KAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-04-03,KAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-04-04,KAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-04-05,KAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-04-06,KAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-04-07,KAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-04-08,KAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-04-09,KAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-04-10,KAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-04-11,KAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-04-12,KAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-04-13,KAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-04-14,KAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-04-15,KAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-04-16,KAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-04-17,KAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-04-18,KAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-04-19,KAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-04-20,KAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-04-21,KAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-04-22,KAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-04-23,KAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-04-24,KAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-04-25,KAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-04-26,KAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-04-27,KAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-04-28,KAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-04-29,KAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-04-30,KAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-05-01,KAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-05-02,KAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-05-03,KAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-05-04,KAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-05-05,KAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-05-06,KAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-05-07,KAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-05-08,KAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-05-09,KAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-05-10,KAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-05-11,KAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-05-12,KAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-05-13,KAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-05-14,KAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-05-15,KAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-05-16,KAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-05-17,KAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-05-18,KAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-05-19,KAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-05-20,KAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-05-21,KAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-05-22,KAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-05-23,KAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-05-24,KAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-05-25,KAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-05-26,KAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-05-27,KAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-05-28,KAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-05-29,KAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-05-30,KAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-05-31,KAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-06-01,KAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-06-02,KAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-06-03,KAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-06-04,KAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-06-05,KAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-06-06,KAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-06-07,KAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-06-08,KAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-06-09,KAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-06-10,KAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-06-11,KAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-06-12,KAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-06-13,KAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-06-14,KAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-06-15,KAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-06-16,KAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
