date,iso,info_tweets,info_tweets_T,info_tweets_RE,info_tweets_RT,info_tweets_local,info_fact_reliable,info_fact_unreliable,info_fact_unknown,info_fact_unreliable_fraction,info_fact_shadow,info_fact_missing,info_fact_science,info_fact_msm,info_fact_satire,info_fact_clickbait,info_fact_political,info_fact_fake,info_fact_conspiracy,info_risk_index,info_risk_index_T,info_risk_index_RE,info_risk_index_RT,info_dyn_iri,info_dyn_iri_RE,info_dyn_iri_RT,eco_open_close_fraction,epi_cases,epi_cases_new,epi_deaths,epi_deaths_new,epi_tests,epi_tests_new
2020-01-22,ATF,17,0,0,17,0,1,0,2,0.0,1,1,0,1,0,0,0,0,0,,,,,,,,,,,,,,
2020-01-23,ATF,5,2,1,2,0,0,1,0,1.0,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,
2020-01-24,ATF,6,0,0,6,0,0,0,1,,1,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
2020-01-25,ATF,14,1,0,13,0,0,0,1,,0,1,0,0,0,0,0,0,0,,,,,,,,,,,,,,
2020-01-26,ATF,13,3,0,10,0,1,0,1,0.0,0,1,0,1,0,0,0,0,0,,,,,,,,,,,,,,
2020-01-27,ATF,12,3,0,9,0,2,0,2,0.0,1,0,0,2,0,0,0,0,0,,,,,,,,,,,,,,
2020-01-28,ATF,5,0,1,4,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
2020-01-29,ATF,12,3,0,9,0,0,1,0,1.0,0,0,0,0,0,0,1,0,0,,,,,,,,,,,,,,
2020-01-30,ATF,27,3,1,23,0,0,0,3,,2,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
2020-01-31,ATF,18,3,0,15,0,0,2,0,1.0,0,0,0,0,0,0,2,0,0,,,,,,,,,,,,,,
2020-02-01,ATF,9,3,1,5,0,0,2,1,1.0,1,0,0,0,0,0,0,0,2,,,,,,,,,,,,,,
2020-02-02,ATF,11,2,0,9,0,0,0,1,,0,1,0,0,0,0,0,0,0,,,,,,,,,,,,,,
2020-02-03,ATF,15,2,3,10,0,3,1,1,0.25,0,1,0,3,0,0,0,0,1,,,,,,,,,,,,,,
2020-02-04,ATF,5,2,0,3,0,0,0,1,,0,1,0,0,0,0,0,0,0,,,,,,,,,,,,,,
2020-02-05,ATF,4,0,0,4,0,1,0,1,0.0,1,0,0,1,0,0,0,0,0,,,,,,,,,,,,,,
2020-02-06,ATF,2,0,0,2,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
2020-02-07,ATF,7,1,2,4,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
2020-02-08,ATF,3,0,1,2,0,1,0,0,0.0,0,0,0,1,0,0,0,0,0,,,,,,,,,,,,,,
2020-02-09,ATF,6,0,0,6,0,1,0,1,0.0,0,1,0,1,0,0,0,0,0,,,,,,,,,,,,,,
2020-02-10,ATF,3,0,0,3,0,0,0,1,,1,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
2020-02-11,ATF,3,1,1,1,0,0,0,1,,0,1,0,0,0,0,0,0,0,,,,,,,,,,,,,,
2020-02-12,ATF,2,1,1,0,0,1,0,0,0.0,0,0,0,1,0,0,0,0,0,,,,,,,,,,,,,,
2020-02-13,ATF,3,1,0,2,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
2020-02-14,ATF,4,0,0,4,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
2020-02-15,ATF,4,0,0,4,0,0,0,2,,0,2,0,0,0,0,0,0,0,,,,,,,,,,,,,,
2020-02-16,ATF,5,1,0,4,0,2,0,0,0.0,0,0,0,2,0,0,0,0,0,,,,,,,,,,,,,,
2020-02-17,ATF,3,1,0,2,0,0,0,1,,0,1,0,0,0,0,0,0,0,,,,,,,,,,,,,,
2020-02-18,ATF,5,0,0,5,0,0,0,1,,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
2020-02-19,ATF,2,2,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
2020-02-20,ATF,1,0,0,1,0,0,0,1,,1,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
2020-02-21,ATF,1,0,0,1,0,0,0,1,,1,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
2020-02-22,ATF,2,0,1,1,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
2020-02-23,ATF,1,0,0,1,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
2020-02-24,ATF,9,0,1,8,0,0,0,2,,0,2,0,0,0,0,0,0,0,,,,,,,,,,,,,,
2020-02-25,ATF,29,0,1,28,0,3,1,1,0.25,1,0,0,3,0,0,1,0,0,,,,,,,,,,,,,,
2020-02-26,ATF,31,4,1,26,0,4,1,1,0.2,0,1,0,4,0,0,1,0,0,,,,,,,,,,,,,,
2020-02-27,ATF,31,2,0,29,0,2,2,2,0.5,2,0,0,2,0,0,1,0,1,,,,,,,,,,,,,,
