country;iso3;date;EPI_confirmed_cum;EPI_dead_cum;EPI_recovered_cum;ECO_price_open;ECO_price_high;ECO_price_low;ECO_price_close;EMO_Sentiment_x;EMO_Sentiment_stderr_x;EMO_VAD_V_x;EMO_VAD_A_x;EMO_VAD_D_x;EMO_VAD_V_stderr_x;EMO_VAD_A_stderr_x;EMO_VAD_D_stderr_x;EMO_Big5_O_x;EMO_Big5_C_x;EMO_Big5_E_x;EMO_Big5_A_x;EMO_Big5_N_x;EMO_Big5_O_stderr_x;EMO_Big5_C_stderr_x;EMO_Big5_E_stderr_x;EMO_Big5_A_stderr_x;EMO_Big5_N_stderr_x;EMO_Sentiment_y;EMO_Sentiment_stderr_y;EMO_VAD_V_y;EMO_VAD_A_y;EMO_VAD_D_y;EMO_VAD_V_stderr_y;EMO_VAD_A_stderr_y;EMO_VAD_D_stderr_y;EMO_Big5_O_y;EMO_Big5_C_y;EMO_Big5_E_y;EMO_Big5_A_y;EMO_Big5_N_y;EMO_Big5_O_stderr_y;EMO_Big5_C_stderr_y;EMO_Big5_E_stderr_y;EMO_Big5_A_stderr_y;EMO_Big5_N_stderr_y;EMO_Sentiment;EMO_Sentiment_stderr;EMO_VAD_V;EMO_VAD_A;EMO_VAD_D;EMO_VAD_V_stderr;EMO_VAD_A_stderr;EMO_VAD_D_stderr;EMO_Big5_O;EMO_Big5_C;EMO_Big5_E;EMO_Big5_A;EMO_Big5_N;EMO_Big5_O_stderr;EMO_Big5_C_stderr;EMO_Big5_E_stderr;EMO_Big5_A_stderr;EMO_Big5_N_stderr
Italy;ITA;2020-02-01;2;0;0;;;;;-0.14367694456381516;0.008040550727486726;5.155196335132935;5.218467478758923;4.319100017864971;0.012799757230867329;0.008951638941878925;0.0069786328986878865;-0.00424834579710146;-0.004034521739130433;-0.024806462990062048;-0.0012677543710144909;0.06973706790203396;0.0002767771328517461;0.0002779972718849824;0.0005910074478397521;0.00023227410944329902;0.0006618160244252975;-0.14367694456381516;0.008040550727486726;5.155196335132935;5.218467478758923;4.319100017864971;0.012799757230867329;0.008951638941878925;0.0069786328986878865;-0.00424834579710146;-0.004034521739130433;-0.024806462990062048;-0.0012677543710144909;0.06973706790203396;0.0002767771328517461;0.0002779972718849824;0.0005910074478397521;0.00023227410944329902;0.0006618160244252975;-0.14367694456381516;0.008040550727486726;5.155196335132935;5.218467478758923;4.319100017864971;0.01279975723086733;0.008951638941878925;0.006978632898687887;-0.00424834579710146;-0.004034521739130433;-0.024806462990062048;-0.0012677543710144907;0.06973706790203396;0.0002767771328517461;0.00027799727188498245;0.0005910074478397521;0.000232274109443299;0.0006618160244252975
Italy;ITA;2020-02-02;2;0;0;;;;;-0.11635837849103728;0.007676981398529981;5.210758418672557;5.227242904389618;4.318181888171823;0.012631958715047877;0.008543085581224028;0.006735933845596545;-0.0011178049666302986;-0.0006521535887581622;-0.026347993042620057;0.0009639026288556316;0.07165866410388459;0.00015714894594920627;0.00012699209359022916;0.0005944404324511125;0.0001722853526485347;0.0005823111684320154;-0.11635837849103728;0.007676981398529981;5.210758418672557;5.227242904389618;4.318181888171823;0.012631958715047877;0.008543085581224028;0.006735933845596545;-0.0011178049666302986;-0.0006521535887581622;-0.026347993042620057;0.0009639026288556316;0.07165866410388459;0.00015714894594920627;0.00012699209359022916;0.0005944404324511125;0.0001722853526485347;0.0005823111684320154;-0.11635837849103729;0.007676981398529981;5.210758418672557;5.227242904389618;4.318181888171823;0.012631958715047875;0.008543085581224028;0.006735933845596545;-0.0011178049666302986;-0.0006521535887581622;-0.026347993042620057;0.0009639026288556317;0.07165866410388459;0.00015714894594920627;0.00012699209359022916;0.0005944404324511125;0.0001722853526485347;0.0005823111684320154
Italy;ITA;2020-02-03;2;0;0;-0.0240069680051835;-0.0171831536940559;0.000466111907172717;0.00955014256760123;-0.09173741834335013;0.008585625703944905;5.174530939572397;5.184864673602693;4.345542816693777;0.013784520008709856;0.009755347554632296;0.007703199844682438;-0.00041043407134071344;-0.0005254795817958177;-0.02497449411570876;0.0004984590944034442;0.07517103661769878;0.0001867787105302157;0.0001258136008801494;0.0007006252280872862;0.00016909423444045701;0.0007019870901551023;-0.09173741834335013;0.008585625703944905;5.174530939572397;5.184864673602693;4.345542816693777;0.013784520008709856;0.009755347554632296;0.007703199844682438;-0.00041043407134071344;-0.0005254795817958177;-0.02497449411570876;0.0004984590944034442;0.07517103661769878;0.0001867787105302157;0.0001258136008801494;0.0007006252280872862;0.00016909423444045701;0.0007019870901551023;-0.09173741834335011;0.008585625703944904;5.174530939572396;5.184864673602693;4.345542816693776;0.013784520008709854;0.009755347554632296;0.007703199844682437;-0.00041043407134071344;-0.0005254795817958177;-0.024974494115708762;0.0004984590944034442;0.07517103661769878;0.0001867787105302157;0.0001258136008801494;0.0007006252280872862;0.00016909423444045701;0.0007019870901551024
Italy;ITA;2020-02-04;2;0;0;0.0117637722488677;0.0183432036506108;0.0138297587655423;0.016270991620738;-0.15879080332409934;0.008545685978048301;5.152712013545557;5.153215209102631;4.3225268458231625;0.01317731734878985;0.009253441476564856;0.007525664745592183;-0.0014739498990772775;-0.00044974790465205684;-0.02249858887687408;0.000417658700980392;0.07024525616395583;0.00018862635320570143;0.00013901960125012;0.0006539729522555773;0.00017325699096025954;0.0007036008232692259;-0.15879080332409934;0.008545685978048301;5.152712013545557;5.153215209102631;4.322526845823163;0.01317731734878985;0.009253441476564856;0.007525664745592183;-0.0014739498990772775;-0.00044974790465205684;-0.02249858887687408;0.00041765870098039196;0.07024525616395583;0.00018862635320570143;0.00013901960125012;0.0006539729522555773;0.00017325699096025954;0.0007036008232692259;-0.15879080332409937;0.008545685978048301;5.152712013545556;5.153215209102631;4.322526845823164;0.01317731734878985;0.009253441476564856;0.007525664745592183;-0.0014739498990772775;-0.0004497479046520568;-0.02249858887687408;0.00041765870098039185;0.07024525616395583;0.0001886263532057014;0.00013901960125012;0.0006539729522555773;0.00017325699096025954;0.0007036008232692259
Italy;ITA;2020-02-05;2;0;0;0.0102536345252968;0.0153497154042945;0.00862464437260968;0.0162968640299717;-0.08303400717313346;0.009600577954726276;5.216021486149503;5.202653082552065;4.33591832655059;0.014893468231171918;0.010442166363896674;0.008287392107408054;-0.001297823240938167;-0.0008870157190239273;-0.025171777481504558;-0.0003075402223576;0.07526314279443748;0.00019012286681171863;0.0001835725191169692;0.0007406657112165977;0.00020415489299707896;0.0007068410083048713;-0.08303400717313346;0.009600577954726276;5.216021486149503;5.202653082552065;4.33591832655059;0.014893468231171918;0.010442166363896674;0.008287392107408054;-0.001297823240938167;-0.0008870157190239273;-0.02517177748150456;-0.0003075402223576;0.07526314279443748;0.00019012286681171863;0.0001835725191169692;0.0007406657112165977;0.00020415489299707896;0.0007068410083048713;-0.08303400717313346;0.009600577954726276;5.2160214861495025;5.202653082552065;4.33591832655059;0.014893468231171918;0.010442166363896674;0.008287392107408054;-0.001297823240938167;-0.0008870157190239273;-0.025171777481504565;-0.0003075402223576;0.07526314279443747;0.00019012286681171863;0.0001835725191169692;0.0007406657112165978;0.00020415489299707896;0.0007068410083048713
Italy;ITA;2020-02-06;2;0;0;0.0221034330780281;0.00997665921649471;0.0246293598325877;0.0104140372761155;-0.1866728779651326;0.008519267804801141;5.153900670824338;5.1534172591307845;4.384512135399694;0.01419765035782624;0.009657700184519443;0.0075562187942135265;-0.00167919297630184;-0.00110425748362956;-0.02595170051227191;-6.273146242594329e-05;0.07502588012720089;0.00020284814164487649;0.00019280708215402281;0.0006971831546719718;0.00020379495471291783;0.0006632994121246454;-0.1866728779651326;0.008519267804801141;5.1539006708243384;5.1534172591307845;4.384512135399694;0.01419765035782624;0.009657700184519443;0.0075562187942135265;-0.00167919297630184;-0.00110425748362956;-0.02595170051227191;-6.273146242594329e-05;0.07502588012720089;0.00020284814164487649;0.00019280708215402281;0.0006971831546719718;0.00020379495471291783;0.0006632994121246454;-0.1866728779651326;0.00851926780480114;5.153900670824339;5.153417259130785;4.384512135399694;0.01419765035782624;0.009657700184519445;0.007556218794213526;-0.00167919297630184;-0.00110425748362956;-0.02595170051227191;-6.273146242594329e-05;0.07502588012720089;0.0002028481416448765;0.00019280708215402281;0.0006971831546719718;0.00020379495471291783;0.0006632994121246454
Italy;ITA;2020-02-07;3;0;0;0.00480158224319815;0.000391947103171475;0.00138534431574122;-0.000491334571350421;-0.15687070524412292;0.008753537780597714;5.195475375209392;5.214618697092418;4.34976697760574;0.013613907140778992;0.009205256624996036;0.007857772479148751;-0.00106072572135202;-0.0006942355042594116;-0.02631926204265266;6.167583814234636e-05;0.07374225348873233;0.0001629306604724673;0.00016717600318238426;0.0006757462875691466;0.00019787545753079548;0.000661880210244346;-0.15687070524412292;0.008753537780597714;5.195475375209392;5.214618697092418;4.34976697760574;0.013613907140778992;0.009205256624996036;0.007857772479148751;-0.00106072572135202;-0.0006942355042594116;-0.02631926204265266;6.167583814234636e-05;0.07374225348873233;0.0001629306604724673;0.00016717600318238426;0.0006757462875691466;0.00019787545753079548;0.000661880210244346;-0.15687070524412292;0.008753537780597714;5.195475375209392;5.214618697092418;4.34976697760574;0.013613907140778992;0.009205256624996036;0.007857772479148751;-0.00106072572135202;-0.0006942355042594116;-0.02631926204265266;6.167583814234636e-05;0.07374225348873233;0.0001629306604724673;0.00016717600318238426;0.0006757462875691466;0.00019787545753079548;0.000661880210244346
Italy;ITA;2020-02-08;3;0;0;;;;;-0.12374795291709224;0.008642600754912782;5.079116600951923;5.158339377817562;4.340484844432681;0.015721039742134776;0.009802634985544168;0.007300710934649776;-0.001731249299452299;-0.0007641295376385178;-0.01933839276889181;-0.0002181554515348334;0.07319018010071161;0.0001896047795498496;0.00015127375735080812;0.0006311190188092111;0.0002243930337399271;0.0005901243280835856;-0.12374795291709223;0.008642600754912782;5.079116600951923;5.158339377817562;4.340484844432681;0.015721039742134776;0.009802634985544168;0.007300710934649776;-0.001731249299452299;-0.0007641295376385178;-0.01933839276889181;-0.0002181554515348334;0.07319018010071161;0.0001896047795498496;0.00015127375735080812;0.0006311190188092111;0.0002243930337399271;0.0005901243280835856;-0.12374795291709222;0.008642600754912782;5.079116600951923;5.158339377817562;4.340484844432681;0.015721039742134776;0.009802634985544168;0.007300710934649776;-0.0017312492994522987;-0.0007641295376385177;-0.01933839276889181;-0.0002181554515348334;0.07319018010071161;0.0001896047795498496;0.00015127375735080812;0.0006311190188092111;0.0002243930337399271;0.0005901243280835856
Italy;ITA;2020-02-09;3;0;0;;;;;-0.09592952598515064;0.008802236811698422;5.226706332549151;5.245753755316428;4.321952094751815;0.015216692061716315;0.010733018213013527;0.007928987768976523;-0.0015024744300287814;-0.0012161326868887787;-0.02256863564640486;-1.9976267433876107e-05;0.07488826146322618;0.0002462704851765954;0.000213938946948122;0.0007410597783363124;0.0002579234329070477;0.0007259191204186138;-0.09592952598515064;0.008802236811698422;5.226706332549151;5.245753755316428;4.321952094751815;0.015216692061716315;0.010733018213013527;0.007928987768976523;-0.0015024744300287814;-0.0012161326868887787;-0.02256863564640486;-1.9976267433876107e-05;0.07488826146322618;0.0002462704851765954;0.000213938946948122;0.0007410597783363124;0.00025792343290704763;0.0007259191204186138;-0.09592952598515064;0.008802236811698422;5.226706332549151;5.245753755316428;4.321952094751815;0.015216692061716316;0.010733018213013529;0.007928987768976523;-0.0015024744300287814;-0.0012161326868887787;-0.02256863564640486;-1.9976267433876107e-05;0.07488826146322618;0.0002462704851765954;0.000213938946948122;0.0007410597783363124;0.0002579234329070476;0.0007259191204186138
Italy;ITA;2020-02-10;3;0;0;-0.00115004969503829;0.00251320930799892;0.0006993335697877969;0.00119952604938511;-0.10645180688876388;0.008467540817007074;5.230382274411504;5.2345199952755275;4.299396967116875;0.013554797497799718;0.010039743947943495;0.007058440630493422;-0.0006881778128839741;0.0010434600667017734;-0.02589958019132845;-8.685672283658088e-05;0.07493285982761777;0.00016690725115141297;0.000283635344926077;0.0007390763402669049;0.00021790477734289008;0.0007073537683629214;-0.10645180688876388;0.008467540817007074;5.230382274411504;5.234519995275527;4.299396967116875;0.013554797497799718;0.010039743947943495;0.007058440630493422;-0.0006881778128839741;0.0010434600667017734;-0.02589958019132845;-8.685672283658088e-05;0.07493285982761777;0.00016690725115141297;0.000283635344926077;0.0007390763402669049;0.0002179047773428901;0.0007073537683629214;-0.10645180688876388;0.008467540817007074;5.230382274411504;5.234519995275526;4.299396967116875;0.013554797497799718;0.010039743947943497;0.007058440630493422;-0.0006881778128839741;0.0010434600667017734;-0.025899580191328455;-8.685672283658088e-05;0.07493285982761778;0.00016690725115141297;0.000283635344926077;0.0007390763402669049;0.00021790477734289014;0.0007073537683629215
Italy;ITA;2020-02-11;3;0;0;0.00732261702161274;0.007195084759912259;0.00592242990390446;0.00736599098625135;-0.10066703096539192;0.00898619549196563;5.177214025733439;5.189844965465973;4.308918985929704;0.01407847998312126;0.010146719533028776;0.007633996363776375;-0.0011860873302389553;-0.0002860714285714285;-0.026229248405125846;0.00043603593776860987;0.07448524552645404;0.00019209501563070965;0.00020530463544869799;0.0007797482553066883;0.00023832868304660303;0.0006603000877750576;-0.10066703096539192;0.00898619549196563;5.177214025733439;5.189844965465973;4.3089189859297035;0.01407847998312126;0.010146719533028776;0.007633996363776375;-0.0011860873302389553;-0.0002860714285714285;-0.026229248405125846;0.00043603593776860987;0.07448524552645404;0.00019209501563070965;0.00020530463544869799;0.0007797482553066883;0.00023832868304660303;0.0006603000877750576;-0.10066703096539191;0.008986195491965629;5.177214025733439;5.189844965465973;4.308918985929704;0.01407847998312126;0.010146719533028776;0.007633996363776375;-0.0011860873302389553;-0.0002860714285714285;-0.026229248405125846;0.0004360359377686099;0.07448524552645404;0.00019209501563070963;0.000205304635448698;0.0007797482553066883;0.00023832868304660303;0.0006603000877750575
Italy;ITA;2020-02-12;3;0;0;0.004925562391118629;0.00559478346674425;0.008164268337177209;0.0069582282179503395;-0.10750161779575318;0.009396539971439058;5.24925444123433;5.216801170908234;4.303868314628165;0.014343165902943862;0.009956502553349386;0.008137252304822913;-0.0008010305672479457;-0.0005023325315694527;-0.02478199953898549;-0.0008936036780918012;0.07654261845359253;0.0001658891085191176;0.00016242899951408692;0.0008037533568013301;0.000270006348225436;0.0007384167678701183;-0.10750161779575318;0.009396539971439058;5.24925444123433;5.216801170908234;4.303868314628165;0.014343165902943862;0.009956502553349386;0.008137252304822913;-0.0008010305672479457;-0.0005023325315694527;-0.02478199953898549;-0.0008936036780918012;0.07654261845359253;0.0001658891085191176;0.00016242899951408692;0.0008037533568013301;0.000270006348225436;0.0007384167678701183;-0.10750161779575318;0.009396539971439058;5.249254441234329;5.216801170908234;4.303868314628165;0.014343165902943865;0.009956502553349386;0.008137252304822913;-0.0008010305672479458;-0.0005023325315694527;-0.02478199953898549;-0.0008936036780918013;0.07654261845359252;0.0001658891085191176;0.0001624289995140869;0.0008037533568013301;0.000270006348225436;0.0007384167678701182
