country;iso3;date;EPI_confirmed_cum;EPI_dead_cum;EPI_recovered_cum;ECO_price_open;ECO_price_high;ECO_price_low;ECO_price_close;EMO_Sentiment_x;EMO_Sentiment_stderr_x;EMO_VAD_V_x;EMO_VAD_A_x;EMO_VAD_D_x;EMO_VAD_V_stderr_x;EMO_VAD_A_stderr_x;EMO_VAD_D_stderr_x;EMO_Big5_O_x;EMO_Big5_C_x;EMO_Big5_E_x;EMO_Big5_A_x;EMO_Big5_N_x;EMO_Big5_O_stderr_x;EMO_Big5_C_stderr_x;EMO_Big5_E_stderr_x;EMO_Big5_A_stderr_x;EMO_Big5_N_stderr_x;EMO_Sentiment_y;EMO_Sentiment_stderr_y;EMO_VAD_V_y;EMO_VAD_A_y;EMO_VAD_D_y;EMO_VAD_V_stderr_y;EMO_VAD_A_stderr_y;EMO_VAD_D_stderr_y;EMO_Big5_O_y;EMO_Big5_C_y;EMO_Big5_E_y;EMO_Big5_A_y;EMO_Big5_N_y;EMO_Big5_O_stderr_y;EMO_Big5_C_stderr_y;EMO_Big5_E_stderr_y;EMO_Big5_A_stderr_y;EMO_Big5_N_stderr_y;EMO_Sentiment;EMO_Sentiment_stderr;EMO_VAD_V;EMO_VAD_A;EMO_VAD_D;EMO_VAD_V_stderr;EMO_VAD_A_stderr;EMO_VAD_D_stderr;EMO_Big5_O;EMO_Big5_C;EMO_Big5_E;EMO_Big5_A;EMO_Big5_N;EMO_Big5_O_stderr;EMO_Big5_C_stderr;EMO_Big5_E_stderr;EMO_Big5_A_stderr;EMO_Big5_N_stderr
Italy;ITA;2020-01-22;0;0;0;0.00124827592882504;0.0019523965759678;0.00148333807786649;-0.00584588041252054;-0.01985123694337549;0.01387668836474856;5.294554184500349;5.225594627450448;4.248980075106002;0.018752029053249446;0.012366224829301905;0.009661135740980228;-0.00015945029736618522;8.030586236193713e-05;-0.020788115408423274;0.00032605777400169914;0.07972231084874726;0.00011932190499273755;0.00010362120820601004;0.0008283895097592265;0.00014609660608985432;0.0006876256129008558;-0.01985123694337549;0.01387668836474856;5.294554184500349;5.225594627450448;4.248980075106002;0.018752029053249446;0.012366224829301905;0.009661135740980228;-0.00015945029736618522;8.030586236193713e-05;-0.020788115408423274;0.00032605777400169914;0.07972231084874726;0.00011932190499273755;0.00010362120820601004;0.0008283895097592265;0.00014609660608985432;0.0006876256129008558;-0.019851236943375494;0.01387668836474856;5.294554184500349;5.225594627450448;4.248980075106002;0.018752029053249446;0.012366224829301904;0.009661135740980228;-0.00015945029736618522;8.030586236193713e-05;-0.020788115408423274;0.0003260577740016991;0.07972231084874726;0.00011932190499273755;0.00010362120820601004;0.0008283895097592265;0.00014609660608985432;0.0006876256129008558
Italy;ITA;2020-01-23;0;0;0;-0.00720106732745762;-0.00023594407230831402;-0.0029265260379816;3.20584881841057e-05;0.006246381275022857;0.009354345171297929;5.677721114837985;5.408424860233891;4.471327267418934;0.01748298496916981;0.01076926237652959;0.008968871342960523;-0.0007422644905736062;-0.00034371826113116716;-0.02210215202901428;0.00023463129620079058;0.06925137827258299;0.0001739226268293694;0.00013907540172971417;0.0007744464704975601;0.00018684568999778665;0.0008859667894729449;0.006246381275022857;0.009354345171297929;5.677721114837985;5.408424860233891;4.471327267418934;0.01748298496916981;0.01076926237652959;0.008968871342960523;-0.0007422644905736062;-0.00034371826113116716;-0.02210215202901428;0.00023463129620079058;0.06925137827258299;0.0001739226268293694;0.00013907540172971417;0.0007744464704975601;0.00018684568999778665;0.0008859667894729449;0.006246381275022858;0.00935434517129793;5.677721114837985;5.408424860233892;4.471327267418934;0.01748298496916981;0.01076926237652959;0.008968871342960524;-0.0007422644905736062;-0.0003437182611311672;-0.02210215202901428;0.0002346312962007906;0.069251378272583;0.0001739226268293694;0.00013907540172971417;0.0007744464704975601;0.00018684568999778665;0.0008859667894729449
Italy;ITA;2020-01-24;0;0;0;0.0055515881188128394;0.00758502044753229;0.00999846929194703;0.0109942801578118;0.13644867676583894;0.007390779128886365;5.8392017573228046;5.53297786324687;4.405235221505638;0.014422022118324147;0.008594460189267761;0.0069912200715361965;-0.0016343356889564331;-0.00012257927501970042;-0.01903249741127173;-0.0005643505685016321;0.05566861998217292;0.0002088261323762689;0.00016973124250586828;0.0005900370900681755;0.00019929915451714165;0.0007751871964096987;0.13644867676583894;0.007390779128886365;5.8392017573228046;5.53297786324687;4.405235221505638;0.014422022118324147;0.008594460189267761;0.006991220071536196;-0.0016343356889564331;-0.00012257927501970042;-0.01903249741127173;-0.0005643505685016321;0.05566861998217292;0.0002088261323762689;0.00016973124250586828;0.0005900370900681755;0.00019929915451714165;0.0007751871964096988;0.13644867676583894;0.007390779128886365;5.839201757322805;5.53297786324687;4.405235221505638;0.014422022118324149;0.008594460189267761;0.006991220071536195;-0.0016343356889564331;-0.0001225792750197004;-0.01903249741127173;-0.0005643505685016321;0.05566861998217292;0.0002088261323762689;0.00016973124250586828;0.0005900370900681755;0.00019929915451714163;0.0007751871964096989
Italy;ITA;2020-01-25;0;0;0;;;;;-0.08276265009773777;0.006785410765413798;5.41898907743219;5.310426421550778;4.274307450631584;0.009643308897783896;0.006487951311016015;0.005766362450804579;-0.0009593403155983797;-0.0007807238863287254;-0.02068624479098144;-0.0005697818074590496;0.05857519069318432;0.0001801009256014574;0.0001359838305319851;0.0005502596897073827;0.00023232357073390254;0.0006692960159523092;-0.08276265009773777;0.006785410765413798;5.41898907743219;5.310426421550778;4.274307450631584;0.009643308897783896;0.006487951311016015;0.005766362450804579;-0.0009593403155983797;-0.0007807238863287254;-0.02068624479098144;-0.0005697818074590496;0.05857519069318432;0.0001801009256014574;0.0001359838305319851;0.0005502596897073827;0.00023232357073390254;0.0006692960159523092;-0.08276265009773776;0.006785410765413798;5.41898907743219;5.310426421550779;4.274307450631584;0.009643308897783897;0.006487951311016015;0.005766362450804579;-0.0009593403155983797;-0.0007807238863287254;-0.02068624479098144;-0.0005697818074590496;0.058575190693184315;0.0001801009256014574;0.0001359838305319851;0.0005502596897073827;0.00023232357073390254;0.0006692960159523093
Italy;ITA;2020-01-26;0;0;0;;;;;-0.1588270920128554;0.005899920118232638;5.275468781645475;5.187354055584604;4.3090955032655485;0.00841778454004939;0.0063863240138571035;0.005692618292504956;-0.0006042789399463973;-0.0020441254004612305;-0.02621665869918929;0.00033876720658813507;0.0673166736381183;0.00015351179530684022;0.00013766561619084328;0.0004329867244053859;0.00012905994475867274;0.000499248232727578;-0.1588270920128554;0.005899920118232638;5.275468781645475;5.187354055584604;4.3090955032655485;0.00841778454004939;0.0063863240138571035;0.005692618292504956;-0.0006042789399463973;-0.0020441254004612305;-0.02621665869918929;0.00033876720658813507;0.0673166736381183;0.00015351179530684022;0.00013766561619084328;0.0004329867244053859;0.00012905994475867274;0.000499248232727578;-0.15882709201285541;0.005899920118232638;5.275468781645475;5.187354055584603;4.309095503265548;0.00841778454004939;0.006386324013857103;0.005692618292504956;-0.0006042789399463972;-0.0020441254004612305;-0.026216658699189294;0.00033876720658813507;0.0673166736381183;0.00015351179530684022;0.0001376656161908433;0.0004329867244053859;0.00012905994475867271;0.000499248232727578
Italy;ITA;2020-01-27;0;0;0;-0.005691163552498321;-0.00439320241942909;-0.0196659066401832;-0.0233416512847349;-0.2131613010088861;0.0069331683537907215;5.170556907606873;5.18804010707115;4.394548432964637;0.008873485388386325;0.006896257746216733;0.006040468326696872;-0.0013810087887824762;-0.005964248093135345;-0.020014334893872755;0.0021044827512377955;0.06085730410428264;0.00014020908208042237;0.0002468740224526168;0.0005398683394095208;0.00015586678048175518;0.0006605540981025992;-0.2131613010088861;0.0069331683537907215;5.170556907606873;5.18804010707115;4.394548432964637;0.008873485388386325;0.006896257746216733;0.006040468326696872;-0.0013810087887824762;-0.005964248093135345;-0.020014334893872755;0.0021044827512377955;0.06085730410428264;0.00014020908208042237;0.0002468740224526168;0.0005398683394095208;0.00015586678048175518;0.0006605540981025992;-0.2131613010088861;0.0069331683537907215;5.170556907606872;5.18804010707115;4.394548432964637;0.008873485388386325;0.006896257746216733;0.006040468326696872;-0.0013810087887824762;-0.005964248093135345;-0.020014334893872755;0.0021044827512377955;0.060857304104282625;0.00014020908208042237;0.0002468740224526168;0.0005398683394095208;0.0001558667804817552;0.0006605540981025992
Italy;ITA;2020-01-28;0;0;0;-0.0071336855650479;0.00208602520505075;0.0019289424805588602;0.0257793170341838;-0.12442040154440212;0.006928931546548338;5.2569595451154125;5.289903065904006;4.251961941959535;0.010332903043775186;0.0073194991358324765;0.005879350147080649;-0.0038385411167125108;-0.004013614825847868;-0.016047210880053762;7.805972437659922e-05;0.05519001390589039;0.00020561063171610136;0.00021621422197090832;0.0005900268547395037;0.00024857208537898884;0.0007425370889003902;-0.12442040154440212;0.006928931546548338;5.2569595451154125;5.289903065904006;4.251961941959535;0.010332903043775186;0.0073194991358324765;0.005879350147080649;-0.0038385411167125108;-0.004013614825847868;-0.016047210880053762;7.805972437659922e-05;0.05519001390589039;0.00020561063171610136;0.00021621422197090832;0.0005900268547395037;0.00024857208537898884;0.0007425370889003902;-0.12442040154440213;0.006928931546548338;5.2569595451154125;5.289903065904006;4.251961941959535;0.010332903043775186;0.0073194991358324765;0.005879350147080649;-0.0038385411167125108;-0.004013614825847868;-0.016047210880053762;7.805972437659922e-05;0.05519001390589039;0.00020561063171610136;0.00021621422197090832;0.0005900268547395037;0.00024857208537898884;0.0007425370889003902
Italy;ITA;2020-01-29;0;0;0;0.0213636857492148;0.00705151610473997;0.0227798995173707;0.0056897138824307785;-0.1207670582138542;0.0068272622206888576;5.222462647712692;5.1858258659573035;4.338643954478702;0.010636206068391486;0.007527257521389677;0.006324425196365989;-0.006020861989352445;-0.0026577234083007373;-0.023679854577461124;-2.589901834367339e-05;0.06523326102371776;0.0003935486740165457;0.00025072238345870467;0.0006164754422140401;0.00020002470944303528;0.0007193732109469508;-0.1207670582138542;0.0068272622206888576;5.222462647712692;5.185825865957304;4.338643954478702;0.010636206068391486;0.007527257521389677;0.006324425196365989;-0.006020861989352445;-0.0026577234083007373;-0.023679854577461124;-2.589901834367339e-05;0.06523326102371776;0.0003935486740165457;0.00025072238345870467;0.0006164754422140401;0.00020002470944303528;0.0007193732109469508;-0.12076705821385421;0.0068272622206888576;5.222462647712691;5.185825865957305;4.338643954478702;0.010636206068391486;0.007527257521389677;0.006324425196365989;-0.006020861989352445;-0.002657723408300737;-0.023679854577461124;-2.589901834367339e-05;0.06523326102371776;0.0003935486740165457;0.0002507223834587047;0.0006164754422140401;0.00020002470944303528;0.0007193732109469508
Italy;ITA;2020-01-30;0;0;0;-0.00670225035516836;-0.008924865053542059;-0.011809187261326;-0.0160029844983463;-0.061220052361097566;0.005246323237854718;5.237253505849655;5.2347669652054165;4.270048524270003;0.008285335668263753;0.0060161121903215655;0.0048628370384172365;-0.00244988952738991;-0.00164511846452867;-0.026128221627980702;0.001888366980924136;0.06444878103047294;0.00016128325485583204;0.00012580937042884713;0.00046072729400699754;0.00016153680479004178;0.00048541783069811466;-0.061220052361097566;0.005246323237854718;5.237253505849655;5.2347669652054165;4.270048524270002;0.008285335668263753;0.0060161121903215655;0.0048628370384172365;-0.00244988952738991;-0.00164511846452867;-0.026128221627980702;0.001888366980924136;0.06444878103047294;0.00016128325485583204;0.00012580937042884713;0.00046072729400699764;0.00016153680479004178;0.00048541783069811466;-0.061220052361097566;0.0052463232378547175;5.237253505849655;5.234766965205416;4.270048524270001;0.008285335668263753;0.006016112190321566;0.0048628370384172365;-0.00244988952738991;-0.00164511846452867;-0.026128221627980702;0.0018883669809241358;0.06444878103047294;0.00016128325485583204;0.00012580937042884713;0.0004607272940069977;0.00016153680479004178;0.0004854178306981147
Italy;ITA;2020-01-31;2;0;0;-0.00122080322226381;-0.00458086158052851;-0.0204606551646105;-0.0231440206368259;-0.13288021495435104;0.006114882877962693;5.1328647935004215;5.2061757061757685;4.3286060298201265;0.009783651266763616;0.006577709959776457;0.0054410925829084895;-0.0037169110765855775;-0.003676982810205585;-0.024492358066525662;-0.0010768249908223136;0.0622906724868677;0.00019667479117315163;0.00019166061693629924;0.00046058827140522073;0.00022343254493132364;0.0005456573730249006;-0.13288021495435104;0.006114882877962693;5.1328647935004215;5.2061757061757685;4.328606029820127;0.009783651266763616;0.006577709959776457;0.0054410925829084895;-0.0037169110765855775;-0.003676982810205585;-0.024492358066525662;-0.0010768249908223136;0.0622906724868677;0.00019667479117315163;0.00019166061693629924;0.00046058827140522073;0.00022343254493132364;0.0005456573730249006;-0.13288021495435104;0.006114882877962693;5.1328647935004215;5.206175706175768;4.3286060298201265;0.009783651266763617;0.006577709959776457;0.00544109258290849;-0.0037169110765855784;-0.0036769828102055863;-0.024492358066525662;-0.0010768249908223136;0.062290672486867704;0.00019667479117315163;0.00019166061693629924;0.0004605882714052207;0.00022343254493132364;0.0005456573730249006
