country;iso3;date;EPI_confirmed_cum;EPI_dead_cum;EPI_recovered_cum;ECO_price_open;ECO_price_high;ECO_price_low;ECO_price_close;EMO_Sentiment;EMO_Sentiment_stderr;EMO_VAD_V;EMO_VAD_A;EMO_VAD_D;EMO_VAD_V_stderr;EMO_VAD_A_stderr;EMO_VAD_D_stderr;EMO_Big5_O;EMO_Big5_C;EMO_Big5_E;EMO_Big5_A;EMO_Big5_N;EMO_Big5_O_stderr;EMO_Big5_C_stderr;EMO_Big5_E_stderr;EMO_Big5_A_stderr;EMO_Big5_N_stderr
United Kingdom of Great Britain and Northern Ireland;GBR;2020-01-22;0;0;0;-0.00533344732622432;-0.00183140653191138;0.0017202597864098802;-0.00511116372957154;-0.09147277502188417;0.006631866458402455;5.258175025457484;5.203419123029291;4.2658818187874905;0.00959230264690937;0.006544095471037509;0.005027247032278348;-0.0013410264986636138;-0.0006273651393661712;-0.02605165275405088;-0.0003221213047509949;0.07884730190795185;0.00013691738638139622;9.980936099230516e-05;0.0004642215703391507;0.000125548121876515;0.00038748432348252024
United Kingdom of Great Britain and Northern Ireland;GBR;2020-01-23;0;0;0;-0.00511116372957154;-0.00858676553814597;-0.008004423818615441;-0.00851482724634778;-0.13584513526341502;0.004031329889263014;5.293401037874684;5.226992134764601;4.376733656846753;0.006710318352460884;0.004453694687366813;0.0037433524515461136;-0.003019308112109128;-0.002808782150698621;-0.02255330082477797;-0.00019378521789753536;0.07264872678836215;0.00014400259964029297;0.00013675222233959644;0.0003316350895584426;0.00012370150475708385;0.000332031465598021
United Kingdom of Great Britain and Northern Ireland;GBR;2020-01-24;0;0;0;-0.00851482724634778;0.009215092605275641;0.000586231651894309;0.0103752567462241;-0.05011884014309504;0.003355851983009654;5.429359846876121;5.321983137988941;4.37923830697964;0.005716107683790843;0.003599251829927601;0.002913137656350488;-0.0020796176188953817;-0.0008654182566069914;-0.022618566164714363;-8.461430451528175e-05;0.0658995787029313;9.882878629987777e-05;9.063121179406412e-05;0.0002911027911747489;9.080917732454321e-05;0.0003069848351294242
United Kingdom of Great Britain and Northern Ireland;GBR;2020-01-25;0;0;0;;;;;-0.1035763298222576;0.0031447758324754777;5.381184501449759;5.281325667582515;4.304693679977692;0.00479795727387655;0.003212551323005409;0.0027792286096858616;-0.0016704729380611488;-0.00120583224714109;-0.017081678309373516;0.0008897339501199572;0.060650892139859844;8.229119669441298e-05;7.43772895267524e-05;0.00031237202624865017;0.00011039424922878326;0.00032800659779772765
United Kingdom of Great Britain and Northern Ireland;GBR;2020-01-26;0;0;0;;;;;-0.13134680557551795;0.0028289821237621414;5.298502097843632;5.237915197717799;4.313214318948866;0.004137335911844635;0.002974995430762473;0.002585324980761116;-0.0014653477470182312;-0.00213473299624974;-0.028364561644539262;-0.00015585455502170492;0.06937129528611057;7.037466588401771e-05;7.463940820200681e-05;0.00022646408165252521;6.938184380681887e-05;0.00023083787703973816
United Kingdom of Great Britain and Northern Ireland;GBR;2020-01-27;0;0;0;0.0103752567462241;-0.00738110209113785;-0.0154093266387179;-0.023190630077794;-0.22667013177683065;0.003225625127604822;5.219042758773294;5.250876550377919;4.356743077660571;0.004523024702684062;0.0033914263267423566;0.002905046874090761;-0.0022808238190063102;-0.006592210081837563;-0.01664737416406316;0.0022115944715716588;0.057264088967574754;8.476224648927157e-05;0.0001316215060795965;0.0002896751238838508;0.00010367360619584169;0.00035469735527943007
United Kingdom of Great Britain and Northern Ireland;GBR;2020-01-28;0;0;0;-0.023190630077794;-0.0125487603979924;0.0023778785183452607;0.00921258337364783;-0.15751341503325836;0.0031936367749667667;5.247270403051798;5.255984518290681;4.274221432543932;0.0053452828309589065;0.0037706804602094406;0.0028871761770243444;-0.005043358369696305;-0.00531328368814828;-0.017538565780983593;-0.0006290187861730798;0.06034934032707962;0.00011753738729350916;0.00012547022920448127;0.00029255802118184615;0.00013053452242872237;0.00035013804780068035
United Kingdom of Great Britain and Northern Ireland;GBR;2020-01-29;0;0;0;0.00921258337364783;0.0031054453288526;0.0069658973042923105;0.00038757616186835297;-0.11464370142846604;0.0031529028889237224;5.224555029971474;5.200347000902596;4.368716131718076;0.00500087446253753;0.0035423265117380076;0.003039124498759902;-0.005188747741520504;-0.002067552969948853;-0.02377317285221096;0.0002752070170180424;0.06593770818019627;0.00015927491990281199;9.721392515358923e-05;0.0002756400515754086;8.420342831650621e-05;0.0003113005149132345
United Kingdom of Great Britain and Northern Ireland;GBR;2020-01-30;0;0;0;0.00038757616186835297;-0.00414715547313804;-0.0141164971114041;-0.0136693681166218;-0.14115913491532828;0.0024623966623994816;5.207153504097681;5.203330562348079;4.2996142257081305;0.003845854450075609;0.0027725093413432387;0.0023033920015568883;-0.0021865883567315394;-0.0013794674884643307;-0.027982828408821697;0.0007343086054898618;0.06859349862182942;7.639387744608196e-05;5.851656367419108e-05;0.00021833868833267438;6.832118415396263e-05;0.00022461477860408617
United Kingdom of Great Britain and Northern Ireland;GBR;2020-01-31;2;0;0;-0.0136693681166218;-0.0114637549933576;-0.0112899928683561;-0.0130899060214347;-0.12793734079339672;0.002292847284761244;5.314564418382312;5.311306635347869;4.327806458298514;0.003801558448620723;0.0025659309075227463;0.002170034780702138;-0.0023568463513384684;-0.0025710039348613967;-0.022998990321387098;-0.0006927546640307003;0.06406647405105227;6.476070394933244e-05;6.408510615664277e-05;0.00018128507956094862;7.783675035673813e-05;0.00020740484782103143
