country;iso3;date;EPI_confirmed_cum;EPI_dead_cum;EPI_recovered_cum;ECO_price_open;ECO_price_high;ECO_price_low;ECO_price_close;EMO_Sentiment_x;EMO_Sentiment_stderr_x;EMO_VAD_V_x;EMO_VAD_A_x;EMO_VAD_D_x;EMO_VAD_V_stderr_x;EMO_VAD_A_stderr_x;EMO_VAD_D_stderr_x;EMO_Big5_O_x;EMO_Big5_C_x;EMO_Big5_E_x;EMO_Big5_A_x;EMO_Big5_N_x;EMO_Big5_O_stderr_x;EMO_Big5_C_stderr_x;EMO_Big5_E_stderr_x;EMO_Big5_A_stderr_x;EMO_Big5_N_stderr_x;EMO_Sentiment_y;EMO_Sentiment_stderr_y;EMO_VAD_V_y;EMO_VAD_A_y;EMO_VAD_D_y;EMO_VAD_V_stderr_y;EMO_VAD_A_stderr_y;EMO_VAD_D_stderr_y;EMO_Big5_O_y;EMO_Big5_C_y;EMO_Big5_E_y;EMO_Big5_A_y;EMO_Big5_N_y;EMO_Big5_O_stderr_y;EMO_Big5_C_stderr_y;EMO_Big5_E_stderr_y;EMO_Big5_A_stderr_y;EMO_Big5_N_stderr_y
Algeria;DZA;2020-01-22;0;0;0;;;;;-0.3303316666666665;0.04959373045876863;5.373211786490859;5.179980771597049;4.741712990282757;0.048728742572228666;0.026060177185465692;0.04948074651607056;0.0008754883720930233;0.0024304767441860465;-0.03410872093023254;0.0;0.08294763837209299;0.0008754883720930233;0.0017057282073408536;0.004548527706995075;0.0;0.003426540594493788;-0.3303316666666665;0.04959373045876863;5.373211786490858;5.179980771597049;4.741712990282757;0.04872874257222867;0.02606017718546569;0.04948074651607056;0.0008754883720930233;0.0024304767441860465;-0.03410872093023254;0.0;0.08294763837209299;0.0008754883720930233;0.0017057282073408536;0.004548527706995074;0.0;0.003426540594493788
Algeria;DZA;2020-01-23;0;0;0;;;;;-0.17287468354430385;0.05694378430930772;5.701292532467535;5.412054175685426;4.5818240665584415;0.09595879470915664;0.062371533211411825;0.06208026923842296;-0.005051086206896551;-0.001799758620689655;-0.021954974137931026;-0.000887793103448276;0.0667101091954023;0.0028842221462995928;0.002891304914312058;0.006215418532234274;0.0020387891306265253;0.007125065978737505;-0.17287468354430385;0.05694378430930773;5.701292532467535;5.412054175685426;4.5818240665584415;0.09595879470915665;0.06237153321141183;0.062080269238422955;-0.005051086206896551;-0.001799758620689655;-0.021954974137931026;-0.000887793103448276;0.0667101091954023;0.0028842221462995923;0.002891304914312058;0.0062154185322342735;0.0020387891306265253;0.007125065978737504
Algeria;DZA;2020-01-24;0;0;0;;;;;0.21746614583333349;0.03493856461082025;5.935550730885531;5.587933498174078;4.488419699647086;0.06346701855208482;0.04008123093848772;0.03587246320252467;-0.0021130131578947367;0.0006257368421052631;-0.01750575563909773;0.0021061403508771926;0.054616871710526364;0.0014841316671200596;0.0006257368421052632;0.004689190825687249;0.001585504174774268;0.005327222085856578;0.21746614583333349;0.034938564610820254;5.935550730885531;5.587933498174077;4.488419699647087;0.06346701855208482;0.04008123093848772;0.03587246320252467;-0.0021130131578947367;0.0006257368421052631;-0.01750575563909773;0.0021061403508771926;0.05461687171052636;0.0014841316671200596;0.0006257368421052632;0.004689190825687249;0.001585504174774268;0.0053272220858565774
Algeria;DZA;2020-01-25;0;0;0;;;;;-0.017692517006802685;0.02954157196306753;5.600365181065982;5.338575392987623;4.412296570696843;0.047804343005993816;0.02941384692695096;0.027264806090978533;-0.000575162037037037;-0.00023473148148148143;-0.007746767824074068;-0.001497390432098766;0.07244686911943518;0.0005003082299690645;0.0003903715478336104;0.0020796806158124358;0.0010289334308551071;0.003177800719113725;-0.017692517006802685;0.029541571963067535;5.600365181065981;5.338575392987624;4.412296570696843;0.04780434300599381;0.029413846926950957;0.02726480609097853;-0.000575162037037037;-0.00023473148148148146;-0.007746767824074069;-0.001497390432098766;0.07244686911943517;0.0005003082299690645;0.0003903715478336104;0.002079680615812436;0.0010289334308551071;0.0031778007191137253
Algeria;DZA;2020-01-26;0;0;0;;;;;-0.15319217877094968;0.038244133761319146;5.2721795417400905;5.1694619627334495;4.275993369477743;0.05908309388713825;0.03900587902488629;0.03698540231068504;0.00021480462962962968;-0.0011158166666666667;-0.027271337777777783;0.0002659425925925925;0.07022812516901497;0.0005123618345194003;0.0005558181747686606;0.0024744156444482216;0.00053643500134388;0.0026712323537056186;-0.15319217877094968;0.038244133761319146;5.2721795417400905;5.169461962733449;4.275993369477744;0.05908309388713825;0.03900587902488629;0.03698540231068504;0.00021480462962962966;-0.0011158166666666667;-0.027271337777777783;0.0002659425925925925;0.07022812516901497;0.0005123618345194003;0.0005558181747686607;0.0024744156444482216;0.00053643500134388;0.0026712323537056186
Algeria;DZA;2020-01-27;0;0;0;;;;;-0.03280415094339645;0.03123957949198133;5.1431099820844075;5.15898353981876;4.501477100077946;0.03949439275055569;0.03011953333427095;0.02485873124909472;-0.0009961501501501502;-0.0058101996996997;-0.017098329579579578;0.002517825825825825;0.06911042032197036;0.0005451340644931238;0.001590022751612467;0.0035264651689748726;0.0008213984092212251;0.004423730840222214;-0.032804150943396455;0.031239579491981334;5.143109982084407;5.15898353981876;4.501477100077946;0.03949439275055569;0.03011953333427095;0.024858731249094716;-0.0009961501501501502;-0.0058101996996996995;-0.017098329579579578;0.0025178258258258253;0.06911042032197036;0.0005451340644931239;0.0015900227516124673;0.0035264651689748726;0.0008213984092212251;0.004423730840222213
Algeria;DZA;2020-01-28;0;0;0;;;;;-0.20244461538461547;0.05416828253242177;5.106809042011627;5.243119123931626;4.275393127586016;0.0715131623804242;0.057166742978605675;0.043548598435691865;-0.0033060000000000003;-0.00328169587628866;-0.006647044501718208;0.002327536082474225;0.0500192843740795;0.0012608163508178705;0.001323279808221241;0.0043896434567043795;0.0020231129084740296;0.005645623389115445;-0.20244461538461547;0.054168282532421765;5.106809042011627;5.243119123931626;4.275393127586016;0.0715131623804242;0.05716674297860567;0.04354859843569187;-0.0033060000000000003;-0.00328169587628866;-0.006647044501718208;0.0023275360824742248;0.0500192843740795;0.0012608163508178705;0.0013232798082212407;0.0043896434567043795;0.0020231129084740296;0.005645623389115445
Algeria;DZA;2020-01-29;0;0;0;;;;;-0.23040330578512386;0.042703483221486434;5.1686102372935725;5.069735968147076;4.439989957778848;0.0754000108066948;0.04983749884889939;0.04256381156089877;-0.006980774509803922;-0.0037574705882352935;-0.015882469934640514;0.0032995253267973854;0.06039731217709305;0.0032496896246460376;0.0022427037747891018;0.005642946814484818;0.0014027862351995801;0.006435476966402968;-0.23040330578512383;0.042703483221486434;5.1686102372935725;5.069735968147076;4.439989957778848;0.0754000108066948;0.04983749884889939;0.042563811560898765;-0.0069807745098039225;-0.0037574705882352935;-0.015882469934640514;0.0032995253267973854;0.060397312177093064;0.0032496896246460376;0.0022427037747891018;0.005642946814484818;0.00140278623519958;0.006435476966402968
Algeria;DZA;2020-01-30;0;0;0;;;;;-0.1390069518716576;0.0358295707062626;5.11748009978402;5.15996941402824;4.325964494383613;0.07019814975880302;0.05204812679359337;0.03654118833896845;-0.005242881578947368;-0.0014384795321637426;-0.016373654532163738;0.003240608187134502;0.057443006264057586;0.0016774510819247538;0.0007516761672847933;0.0038649908099760545;0.0013704739073655571;0.004466628657241914;-0.1390069518716576;0.0358295707062626;5.11748009978402;5.1599694140282395;4.325964494383613;0.07019814975880302;0.05204812679359337;0.03654118833896845;-0.005242881578947368;-0.0014384795321637426;-0.016373654532163735;0.0032406081871345026;0.05744300626405759;0.0016774510819247538;0.0007516761672847933;0.0038649908099760545;0.0013704739073655573;0.004466628657241914
Algeria;DZA;2020-01-31;0;0;0;;;;;-0.06724257425742577;0.038759480193981885;5.207948033012741;5.280446660546661;4.34101558188323;0.06624474297695401;0.047546386950678005;0.03519793652561031;-0.0026420367231638413;-0.0026679741054613936;-0.028642787806026394;-0.0005718535108958837;0.06779134453417343;0.0010658708027501706;0.001069466053697985;0.0031049824328605088;0.0011824179719377571;0.0034588144760500797;-0.06724257425742577;0.038759480193981885;5.207948033012741;5.280446660546661;4.34101558188323;0.06624474297695401;0.047546386950678005;0.03519793652561031;-0.0026420367231638417;-0.0026679741054613936;-0.028642787806026394;-0.0005718535108958837;0.06779134453417343;0.0010658708027501708;0.001069466053697985;0.003104982432860509;0.001182417971937757;0.0034588144760500793
