geohash,lat,long,2020-01,2020-02,2020-03,2020-04,2020-05,2020-06,2020-07,2020-08,2020-09
qpvzz,-0.0,98.4,38.0,45.0,153.0,110.0,49.0,42.0,98.0,70.0,90.0
qpxck,-2.6,101.1,6.0,9.0,74.0,25.0,36.0,15.0,3.0,14.0,25.0
qpxfw,-2.4,101.2,11.0,11.0,46.0,24.0,24.0,24.0,1.0,5.0,26.0
qpxty,-1.8,100.8,19.0,42.0,64.0,37.0,49.0,25.0,24.0,20.0,46.0
qpxu1,-2.1,101.0,27.0,12.0,56.0,17.0,8.0,11.0,9.0,14.0,18.0
qpxx7,-1.5,100.7,1.0,1.0,1.0,,1.0,1.0,,,
qpxz7,-1.5,101.1,3.0,1.0,7.0,20.0,17.0,9.0,19.0,5.0,20.0
qpy24,-1.4,98.9,1.0,,15.0,40.0,200.0,104.0,118.0,29.0,26.0
qpyhc,-0.5,98.5,43.0,41.0,185.0,60.0,108.0,109.0,180.0,131.0,181.0
qpz3m,-1.2,100.4,1.0,,,1.0,1.0,,,,
qpz3w,-1.1,100.5,1.0,,1.0,2.0,,,,,
qpz67,-1.0,100.3,3.0,,1.0,13.0,14.0,8.0,7.0,5.0,75.0
qpz6e,-0.9,100.3,650.0,538.0,3412.0,4666.0,4602.0,2819.0,2272.0,3052.0,3530.0
qpz6g,-0.9,100.3,227.0,152.0,672.0,522.0,522.0,372.0,270.0,251.0,275.0
qpz6k,-1.0,100.4,36.0,16.0,80.0,132.0,86.0,55.0,34.0,30.0,38.0
qpz6q,-1.0,100.5,139.0,52.0,538.0,616.0,1296.0,1275.0,643.0,805.0,700.0
qpz6s,-0.9,100.4,40.0,14.0,136.0,244.0,247.0,142.0,96.0,109.0,79.0
qpz6t,-0.9,100.4,655.0,864.0,1611.0,828.0,1251.0,1429.0,711.0,578.0,671.0
qpz6u,-0.9,100.4,20.0,22.0,70.0,31.0,48.0,17.0,9.0,20.0,30.0
qpz6v,-0.9,100.4,2.0,8.0,14.0,8.0,9.0,6.0,1.0,7.0,20.0
qpz6w,-0.9,100.5,7.0,5.0,50.0,59.0,105.0,36.0,30.0,29.0,53.0
qpz6y,-0.9,100.5,3.0,2.0,32.0,50.0,38.0,24.0,9.0,29.0,14.0
qpz75,-0.9,100.3,6.0,4.0,64.0,83.0,92.0,32.0,26.0,22.0,40.0
qpz76,-0.8,100.3,1.0,,2.0,4.0,18.0,4.0,1.0,,
qpz77,-0.8,100.3,14.0,14.0,81.0,57.0,89.0,72.0,82.0,24.0,30.0
qpz79,-0.8,100.3,1.0,2.0,7.0,1.0,,5.0,4.0,2.0,7.0
qpz7b,-0.7,100.2,1.0,4.0,6.0,,,6.0,5.0,6.0,6.0
qpz7h,-0.9,100.4,2.0,,7.0,19.0,26.0,33.0,20.0,25.0,18.0
qpz7j,-0.9,100.4,2.0,2.0,3.0,20.0,49.0,62.0,34.0,8.0,10.0
qpz7n,-0.9,100.5,186.0,116.0,916.0,1443.0,1669.0,923.0,757.0,884.0,1200.0
qpz7s,-0.8,100.4,1.0,,17.0,52.0,44.0,26.0,8.0,4.0,8.0
qpz83,-1.3,100.6,1.0,2.0,4.0,12.0,1.0,2.0,3.0,3.0,2.0
qpz9n,-1.2,100.8,4.0,,19.0,3.0,5.0,1.0,3.0,3.0,
qpz9u,-1.1,100.7,26.0,23.0,203.0,425.0,707.0,428.0,294.0,472.0,642.0
qpzd1,-1.0,100.6,1.0,1.0,,,,,,,
qpzd8,-0.9,100.6,4.0,,4.0,,,1.0,2.0,,2.0
qpzdb,-0.9,100.6,1.0,,21.0,29.0,27.0,24.0,4.0,4.0,
qpze6,-0.8,100.7,34.0,19.0,123.0,40.0,36.0,30.0,25.0,17.0,26.0
qpzed,-0.8,100.7,16.0,6.0,33.0,6.0,7.0,13.0,24.0,4.0,3.0
qpzhq,-0.6,100.1,16.0,55.0,68.0,70.0,34.0,15.0,17.0,30.0,26.0
qpzhw,-0.6,100.1,1.0,,15.0,17.0,12.0,14.0,59.0,54.0,52.0
qpzhz,-0.5,100.2,2.0,2.0,4.0,6.0,5.0,9.0,7.0,9.0,3.0
qpzjh,-0.5,100.0,1.0,,3.0,2.0,,,,,1.0
qpzk1,-0.7,100.3,1.0,,,1.0,1.0,,,,
qpzk6,-0.6,100.3,3.0,,3.0,1.0,,,,,
qpzk9,-0.6,100.3,1.0,,,3.0,13.0,22.0,56.0,3.0,1.0
qpzkc,-0.5,100.3,32.0,17.0,145.0,190.0,154.0,154.0,352.0,157.0,301.0
qpzkg,-0.5,100.3,3.0,3.0,9.0,6.0,1.0,2.0,11.0,22.0,56.0
qpzmk,-0.5,100.4,75.0,38.0,172.0,249.0,602.0,652.0,361.0,216.0,340.0
qpzmm,-0.5,100.4,1.0,,4.0,17.0,28.0,21.0,18.0,55.0,104.0
qpzmn,-0.5,100.5,159.0,97.0,402.0,287.0,226.0,166.0,198.0,241.0,353.0
qpzms,-0.4,100.4,19.0,22.0,112.0,154.0,109.0,97.0,74.0,104.0,100.0
qpzmu,-0.4,100.4,2.0,2.0,25.0,41.0,38.0,21.0,21.0,19.0,44.0
qpzmx,-0.4,100.5,1.0,,1.0,1.0,,1.0,1.0,2.0,2.0
qpzmy,-0.4,100.5,1.0,,1.0,15.0,9.0,1.0,3.0,3.0,4.0
qpzn5,-0.3,100.0,7.0,3.0,38.0,34.0,113.0,66.0,10.0,8.0,11.0
qpznh,-0.3,100.0,2.0,,3.0,1.0,13.0,3.0,3.0,3.0,5.0
qpznv,-0.2,100.1,2.0,1.0,11.0,8.0,10.0,8.0,1.0,6.0,2.0
qpznx,-0.2,100.2,32.0,26.0,108.0,137.0,109.0,50.0,31.0,41.0,115.0
qpzp9,-0.1,99.9,2.0,,18.0,6.0,21.0,6.0,5.0,1.0,2.0
qpzpz,-0.0,100.2,60.0,25.0,161.0,42.0,54.0,20.0,19.0,39.0,74.0
qpzq4,-0.3,100.3,5.0,1.0,1.0,1.0,,,,,
qpzq5,-0.3,100.3,19.0,28.0,96.0,75.0,125.0,73.0,59.0,76.0,80.0
qpzq7,-0.3,100.3,10.0,15.0,129.0,147.0,95.0,48.0,50.0,127.0,163.0
qpzqe,-0.2,100.3,2.0,12.0,29.0,28.0,3.0,4.0,6.0,3.0,34.0
qpzqh,-0.3,100.4,31.0,9.0,81.0,474.0,805.0,249.0,194.0,335.0,762.0
qpzqk,-0.3,100.4,115.0,107.0,740.0,926.0,896.0,435.0,297.0,357.0,897.0
qpzqx,-0.2,100.5,2.0,,,,,,,,
qpzr1,-0.2,100.3,1.0,,,,,,,,
qpzr8,-0.1,100.2,1.0,1.0,1.0,,,,1.0,2.0,8.0
qpzrc,-0.0,100.3,4.0,6.0,6.0,16.0,19.0,1.0,1.0,,
qpzs1,-0.7,100.6,2.0,1.0,2.0,1.0,,1.0,,,3.0
qpzs2,-0.6,100.6,4.0,,4.0,,3.0,1.0,1.0,,2.0
qpzs6,-0.6,100.7,1.0,,3.0,23.0,18.0,20.0,76.0,45.0,22.0
qpzsk,-0.6,100.7,10.0,9.0,77.0,129.0,203.0,152.0,97.0,107.0,246.0
qpzsw,-0.6,100.8,1.0,,6.0,17.0,3.0,3.0,1.0,6.0,10.0
qpzt2,-0.5,100.6,9.0,1.0,47.0,60.0,23.0,58.0,25.0,27.0,17.0
qpzt3,-0.5,100.6,4.0,8.0,11.0,29.0,6.0,10.0,8.0,2.0,3.0
qpzt6,-0.5,100.7,2.0,,,5.0,1.0,4.0,,2.0,4.0
qpzt9,-0.4,100.6,3.0,6.0,67.0,108.0,110.0,58.0,38.0,47.0,66.0
qpzus,-0.6,101.1,5.0,3.0,210.0,485.0,220.0,125.0,95.0,112.0,115.0
qpzw3,-0.3,100.6,40.0,19.0,68.0,28.0,15.0,16.0,16.0,12.0,7.0
qpzw9,-0.2,100.6,86.0,132.0,584.0,487.0,369.0,285.0,351.0,312.0,256.0
qpzwc,-0.2,100.6,9.0,5.0,33.0,39.0,33.0,14.0,4.0,11.0,21.0
qpzwd,-0.2,100.7,42.0,25.0,227.0,471.0,593.0,299.0,171.0,208.0,205.0
qpzwf,-0.2,100.7,8.0,5.0,15.0,26.0,20.0,16.0,13.0,12.0,15.0
qpzx4,-0.2,100.7,1.0,,10.0,3.0,5.0,3.0,,3.0,8.0
qpzx5,-0.2,100.7,1.0,,24.0,9.0,2.0,1.0,,1.0,2.0
qpzx6,-0.1,100.7,1.0,,2.0,,2.0,3.0,1.0,1.0,
qpzx7,-0.1,100.7,11.0,11.0,31.0,122.0,109.0,56.0,38.0,40.0,54.0
qpzy7,-0.3,101.1,4.0,6.0,22.0,5.0,3.0,,4.0,3.0,8.0
qqewj,-7.4,106.4,1.0,3.0,7.0,4.0,19.0,19.0,,,
qqewm,-7.3,106.4,4.0,2.0,11.0,11.0,14.0,7.0,15.0,19.0,28.0
qqewx,-7.3,106.5,1.0,,,,,,,,
qqey0,-7.4,106.5,5.0,11.0,31.0,27.0,39.0,43.0,38.0,73.0,98.0
qqey1,-7.4,106.6,32.0,25.0,197.0,155.0,134.0,103.0,74.0,81.0,141.0
qqeyd,-7.3,106.6,11.0,16.0,60.0,79.0,46.0,24.0,25.0,12.0,27.0
qqeyx,-7.3,106.9,3.0,21.0,36.0,,,,,,
qqez0,-7.2,106.5,3.0,1.0,10.0,4.0,8.0,9.0,11.0,34.0,45.0
qqezd,-7.1,106.6,1.0,,1.0,2.0,,5.0,,,
qqeze,-7.1,106.7,6.0,4.0,30.0,6.0,11.0,10.0,13.0,15.0,15.0
qqezn,-7.2,106.8,2.0,,2.0,4.0,1.0,1.0,,3.0,4.0
qqfxs,-5.7,105.0,3.0,,32.0,32.0,40.0,49.0,39.0,3.0,7.0
qqfz2,-5.7,105.1,1.0,,,,1.0,,,,
qqg1u,-6.7,105.7,8.0,5.0,9.0,2.0,1.0,4.0,3.0,7.0,9.0
qqg1x,-6.7,105.8,1.0,1.0,26.0,40.0,69.0,16.0,11.0,18.0,24.0
qqg3d,-6.7,105.9,5.0,3.0,31.0,17.0,32.0,28.0,32.0,23.0,36.0
qqg3e,-6.7,106.0,2.0,1.0,10.0,3.0,6.0,5.0,3.0,3.0,1.0
qqg3j,-6.8,106.1,4.0,,,2.0,2.0,,,,9.0
qqg3k,-6.8,106.0,160.0,264.0,1313.0,1152.0,1402.0,1379.0,1515.0,1142.0,1105.0
qqg3x,-6.7,106.1,11.0,16.0,63.0,19.0,10.0,10.0,1.0,,9.0
qqg4x,-6.6,105.8,1.0,,3.0,3.0,1.0,1.0,,4.0,2.0
qqg64,-6.7,105.9,2.0,3.0,25.0,10.0,5.0,3.0,6.0,8.0,3.0
qqg68,-6.6,105.8,4.0,8.0,3.0,2.0,10.0,,1.0,4.0,
qqg6b,-6.5,105.8,38.0,98.0,265.0,186.0,157.0,131.0,83.0,69.0,86.0
qqg6f,-6.5,105.9,6.0,,14.0,14.0,8.0,4.0,1.0,6.0,23.0
qqg6g,-6.5,106.0,3.0,,15.0,16.0,11.0,2.0,,1.0,2.0
qqg6h,-6.7,106.0,2.0,,3.0,5.0,1.0,,3.0,2.0,
qqg6n,-6.7,106.1,3.0,,2.0,,,,,,1.0
qqg73,-6.4,105.9,15.0,12.0,46.0,21.0,19.0,21.0,17.0,12.0,24.0
qqg75,-6.5,106.0,1.0,,,,,2.0,,,1.0
qqg76,-6.4,105.9,16.0,30.0,185.0,226.0,1302.0,4411.0,3233.0,2326.0,161.0
qqg78,-6.4,105.8,1.0,4.0,7.0,3.0,3.0,,3.0,8.0,13.0
qqg79,-6.4,105.9,71.0,72.0,591.0,773.0,433.0,207.0,207.0,465.0,797.0
qqg7b,-6.4,105.8,2.0,12.0,32.0,22.0,10.0,9.0,14.0,7.0,25.0
qqg7c,-6.4,105.9,2.0,1.0,18.0,13.0,8.0,4.0,6.0,7.0,8.0
qqg7d,-6.4,105.9,7.0,27.0,93.0,56.0,7.0,5.0,2.0,6.0,6.0
qqg7e,-6.4,106.0,1.0,5.0,26.0,14.0,10.0,5.0,11.0,8.0,25.0
qqg7f,-6.4,105.9,4.0,33.0,64.0,52.0,71.0,35.0,21.0,25.0,31.0
qqg7n,-6.5,106.1,2.0,3.0,5.0,,,,2.0,3.0,1.0
qqg7q,-6.4,106.1,476.0,553.0,2118.0,2323.0,2442.0,1897.0,1321.0,1416.0,2413.0
qqg7r,-6.4,106.1,3.0,1.0,3.0,,,1.0,4.0,,2.0
qqg7u,-6.4,106.0,4.0,4.0,29.0,20.0,20.0,13.0,11.0,14.0,15.0
qqg7v,-6.4,106.1,6.0,2.0,13.0,3.0,7.0,1.0,2.0,5.0,59.0
qqg7z,-6.4,106.1,1.0,,,4.0,,,2.0,2.0,2.0
qqg8r,-7.0,106.5,7.0,16.0,90.0,66.0,72.0,42.0,34.0,38.0,81.0
qqg8t,-6.9,106.4,1.0,1.0,4.0,2.0,7.0,3.0,,,
qqg8u,-6.9,106.4,11.0,11.0,55.0,28.0,12.0,17.0,20.0,26.0,35.0
qqg8w,-6.9,106.5,1.0,,,1.0,,1.0,1.0,,1.0
qqg95,-6.8,106.3,6.0,15.0,11.0,2.0,9.0,11.0,11.0,3.0,4.0
qqg9m,-6.8,106.4,1.0,,,1.0,,,,,
qqgb0,-7.0,106.5,3.0,7.0,47.0,39.0,54.0,41.0,26.0,31.0,16.0
qqgb4,-7.0,106.6,1.0,1.0,2.0,,,,,,
qqgbg,-6.9,106.7,15.0,6.0,42.0,38.0,24.0,11.0,11.0,15.0,11.0
qqgbk,-7.0,106.7,1.0,,2.0,2.0,,,,,
qqgbn,-7.0,106.8,7.0,2.0,7.0,6.0,6.0,2.0,1.0,1.0,5.0
qqgbv,-6.9,106.8,1.0,1.0,10.0,5.0,12.0,15.0,10.0,9.0,5.0
qqgbw,-6.9,106.8,2.0,1.0,4.0,6.0,5.0,7.0,1.0,3.0,4.0
qqgbx,-6.9,106.9,3.0,,23.0,22.0,37.0,23.0,6.0,5.0,19.0
qqgc7,-6.8,106.7,18.0,12.0,36.0,20.0,21.0,17.0,28.0,24.0,51.0
qqgcf,-6.7,106.6,2.0,10.0,3.0,1.0,1.0,1.0,2.0,,1.0
qqgcj,-6.8,106.8,41.0,17.0,142.0,160.0,148.0,89.0,59.0,118.0,139.0
qqgcp,-6.8,106.9,3.0,,2.0,1.0,,5.0,2.0,,2.0
qqgcq,-6.8,106.8,4.0,3.0,25.0,26.0,30.0,18.0,30.0,22.0,45.0
qqgct,-6.7,106.8,4.0,1.0,39.0,13.0,5.0,5.0,3.0,7.0,6.0
qqgcw,-6.7,106.8,3.0,,10.0,34.0,21.0,23.0,32.0,142.0,46.0
qqgcy,-6.7,106.8,4.0,7.0,8.0,17.0,74.0,38.0,18.0,16.0,23.0
qqgcz,-6.7,106.9,4.0,4.0,27.0,48.0,46.0,23.0,15.0,27.0,35.0
qqgd3,-6.6,106.2,1.0,,2.0,1.0,,,,5.0,
qqgd9,-6.6,106.2,2.0,1.0,26.0,70.0,118.0,47.0,21.0,17.0,24.0
qqge3,-6.4,106.2,4.0,,5.0,7.0,1.0,6.0,4.0,6.0,15.0
qqge9,-6.4,106.2,1.0,2.0,19.0,20.0,9.0,16.0,4.0,4.0,4.0
qqgec,-6.4,106.2,32.0,158.0,177.0,175.0,222.0,177.0,196.0,190.0,259.0
qqgef,-6.4,106.3,22.0,30.0,202.0,167.0,264.0,115.0,98.0,94.0,181.0
qqgen,-6.5,106.5,13.0,2.0,16.0,22.0,29.0,33.0,10.0,4.0,38.0
qqger,-6.4,106.5,1.0,,1.0,,,1.0,1.0,,1.0
qqges,-6.4,106.4,105.0,105.0,470.0,333.0,246.0,196.0,141.0,153.0,220.0
qqgeu,-6.4,106.4,16.0,9.0,20.0,11.0,4.0,3.0,5.0,6.0,18.0
qqgev,-6.4,106.4,6.0,11.0,370.0,381.0,239.0,119.0,107.0,102.0,33.0
qqgey,-6.4,106.5,1.0,,2.0,1.0,2.0,5.0,1.0,1.0,
qqgez,-6.4,106.5,2.0,1.0,,7.0,,,1.0,7.0,2.0
qqgf7,-6.6,106.7,7.0,,6.0,11.0,7.0,5.0,3.0,10.0,16.0
qqgfb,-6.5,106.5,2.0,1.0,8.0,3.0,2.0,2.0,2.0,8.0,8.0
qqgfd,-6.6,106.6,3.0,2.0,22.0,15.0,14.0,13.0,15.0,11.0,283.0
qqgfe,-6.6,106.7,5.0,5.0,17.0,25.0,10.0,5.0,8.0,11.0,6.0
qqgfg,-6.5,106.7,3.0,,5.0,,6.0,,,1.0,
qqgfk,-6.6,106.7,1.0,4.0,25.0,15.0,18.0,4.0,6.0,5.0,11.0
qqgfm,-6.6,106.8,12.0,19.0,176.0,254.0,159.0,117.0,81.0,80.0,113.0
qqgfn,-6.7,106.8,6.0,3.0,7.0,8.0,9.0,2.0,1.0,7.0,14.0
qqgfp,-6.7,106.9,166.0,172.0,651.0,452.0,425.0,221.0,265.0,350.0,369.0
qqgfq,-6.6,106.8,4677.0,3630.0,21817.0,15544.0,17805.0,11660.0,10512.0,11690.0,16052.0
qqgfr,-6.6,106.9,4.0,9.0,32.0,9.0,20.0,13.0,12.0,7.0,5.0
qqgfs,-6.6,106.7,51.0,29.0,215.0,193.0,260.0,142.0,106.0,128.0,183.0
qqgft,-6.6,106.8,31.0,46.0,273.0,171.0,247.0,228.0,166.0,100.0,270.0
qqgfu,-6.5,106.7,3.0,3.0,11.0,5.0,9.0,8.0,7.0,5.0,7.0
qqgfv,-6.5,106.8,11.0,3.0,28.0,37.0,29.0,26.0,27.0,29.0,25.0
qqgfw,-6.6,106.8,95.0,177.0,1478.0,656.0,820.0,566.0,731.0,558.0,673.0
qqgfx,-6.6,106.9,62.0,37.0,182.0,171.0,244.0,117.0,128.0,253.0,259.0
qqgfy,-6.5,106.8,7561.0,16048.0,58737.0,55702.0,49882.0,53388.0,49392.0,42498.0,24660.0
qqgfz,-6.5,106.9,67.0,293.0,1076.0,415.0,280.0,166.0,364.0,508.0,744.0
qqgg6,-6.4,106.6,2.0,2.0,59.0,20.0,21.0,6.0,22.0,24.0,35.0
qqgg7,-6.4,106.7,4.0,6.0,32.0,24.0,40.0,31.0,65.0,34.0,67.0
qqgg9,-6.4,106.6,4.0,,5.0,4.0,4.0,3.0,3.0,,5.0
qqggb,-6.4,106.5,16.0,14.0,70.0,36.0,43.0,37.0,33.0,38.0,38.0
qqggd,-6.4,106.6,3.0,6.0,19.0,12.0,9.0,20.0,5.0,4.0,2.0
qqgge,-6.4,106.7,4.0,15.0,53.0,73.0,119.0,100.0,122.0,109.0,75.0
qqggf,-6.4,106.6,107.0,51.0,140.0,107.0,77.0,46.0,56.0,56.0,45.0
qqggg,-6.4,106.7,5.0,6.0,88.0,130.0,54.0,55.0,71.0,51.0,43.0
qqggh,-6.5,106.7,4.0,1.0,17.0,27.0,21.0,17.0,4.0,17.0,9.0
qqggj,-6.5,106.8,4904.0,197.0,906.0,851.0,667.0,481.0,709.0,574.0,954.0
qqggk,-6.4,106.7,83.0,33.0,294.0,166.0,149.0,130.0,137.0,117.0,151.0
qqggm,-6.4,106.8,22.0,8.0,74.0,70.0,47.0,23.0,19.0,15.0,33.0
qqggn,-6.5,106.8,19.0,21.0,204.0,173.0,251.0,184.0,113.0,81.0,162.0
qqggp,-6.5,106.9,319.0,411.0,1866.0,1643.0,1450.0,981.0,801.0,848.0,921.0
qqggq,-6.4,106.8,28.0,21.0,191.0,158.0,165.0,135.0,106.0,127.0,146.0
qqggr,-6.4,106.9,37.0,27.0,97.0,119.0,110.0,103.0,81.0,97.0,70.0
qqggs,-6.4,106.7,63.0,13.0,74.0,76.0,82.0,48.0,63.0,59.0,59.0
qqggt,-6.4,106.8,55.0,34.0,329.0,309.0,390.0,222.0,152.0,185.0,350.0
qqggu,-6.4,106.7,218.0,213.0,1260.0,1034.0,1064.0,872.0,691.0,831.0,1277.0
qqggv,-6.4,106.8,595.0,474.0,2269.0,1421.0,1780.0,1195.0,1332.0,1395.0,1955.0
qqggw,-6.4,106.8,205.0,257.0,1161.0,1100.0,2779.0,1111.0,772.0,750.0,894.0
qqggx,-6.4,106.9,542.0,698.0,2248.0,1290.0,1625.0,1559.0,1457.0,1314.0,1026.0
qqggy,-6.4,106.8,757.0,845.0,5520.0,2336.0,2869.0,1658.0,1695.0,1997.0,2441.0
qqggz,-6.4,106.9,3131.0,2779.0,16100.0,11844.0,12777.0,8416.0,7052.0,8089.0,12988.0
qqgk0,-6.3,105.8,51.0,42.0,148.0,79.0,107.0,111.0,122.0,69.0,48.0
qqgk2,-6.3,105.8,7.0,5.0,41.0,108.0,137.0,46.0,39.0,35.0,38.0
qqgk7,-6.3,106.0,8.0,10.0,38.0,14.0,46.0,6.0,2.0,2.0,6.0
qqgkc,-6.2,105.9,5.0,17.0,69.0,123.0,93.0,102.0,103.0,94.0,86.0
qqgkd,-6.2,105.9,1.0,,,1.0,,,,,
qqgke,-6.2,106.0,2.0,2.0,40.0,46.0,22.0,24.0,3.0,3.0,9.0
qqgkh,-6.3,106.0,1.0,6.0,10.0,10.0,13.0,3.0,2.0,5.0,4.0
qqgkj,-6.3,106.1,1.0,,3.0,10.0,9.0,4.0,,3.0,11.0
qqgkn,-6.3,106.1,73.0,60.0,550.0,488.0,466.0,385.0,264.0,238.0,413.0
qqgkp,-6.3,106.1,19.0,5.0,24.0,19.0,8.0,7.0,20.0,16.0,2.0
qqgkr,-6.3,106.1,20.0,13.0,75.0,66.0,67.0,46.0,47.0,53.0,27.0
qqgks,-6.2,106.0,1.0,,3.0,,,1.0,,1.0,1.0
qqgkt,-6.2,106.1,6.0,2.0,4.0,2.0,2.0,,2.0,1.0,3.0
qqgkw,-6.2,106.1,1.0,,2.0,2.0,,4.0,1.0,3.0,4.0
qqgkz,-6.2,106.1,2.0,,21.0,6.0,1.0,3.0,1.0,3.0,7.0
qqgm3,-6.1,105.9,5.0,2.0,4.0,2.0,4.0,1.0,1.0,1.0,8.0
qqgm5,-6.1,106.0,3.0,,4.0,2.0,,,,1.0,1.0
qqgm6,-6.1,105.9,1.0,1.0,10.0,6.0,,1.0,1.0,4.0,
qqgm7,-6.1,106.0,4.0,4.0,11.0,5.0,31.0,2.0,1.0,3.0,5.0
qqgmd,-6.0,105.9,11.0,11.0,85.0,36.0,66.0,48.0,55.0,69.0,63.0
qqgmg,-6.0,106.0,3.0,1.0,23.0,37.0,32.0,11.0,8.0,13.0,23.0
qqgmh,-6.1,106.0,9.0,3.0,45.0,39.0,30.0,25.0,27.0,33.0,49.0
qqgmm,-6.1,106.1,3.0,4.0,38.0,54.0,25.0,3.0,9.0,2.0,8.0
qqgmn,-6.1,106.1,2.0,1.0,17.0,12.0,4.0,10.0,2.0,1.0,17.0
qqgmp,-6.1,106.1,74.0,119.0,469.0,394.0,365.0,256.0,233.0,237.0,323.0
qqgmq,-6.1,106.1,3.0,5.0,45.0,9.0,26.0,11.0,8.0,8.0,20.0
qqgmr,-6.1,106.1,332.0,252.0,1459.0,1073.0,1202.0,923.0,773.0,695.0,1045.0
qqgms,-6.0,106.0,2.0,1.0,10.0,3.0,2.0,8.0,5.0,10.0,5.0
qqgmt,-6.0,106.1,325.0,291.0,1638.0,1351.0,1599.0,861.0,786.0,749.0,1238.0
qqgmu,-6.0,106.0,4.0,2.0,45.0,159.0,78.0,22.0,37.0,57.0,45.0
qqgmv,-6.0,106.1,35.0,7.0,168.0,147.0,201.0,200.0,193.0,215.0,239.0
qqgmw,-6.0,106.1,7.0,3.0,50.0,89.0,91.0,44.0,25.0,38.0,14.0
qqgmx,-6.0,106.1,148.0,85.0,824.0,732.0,972.0,671.0,643.0,527.0,1153.0
qqgnw,-5.9,105.8,3.0,2.0,7.0,5.0,10.0,11.0,7.0,4.0,47.0
qqgny,-5.8,105.8,4.0,11.0,16.0,20.0,32.0,31.0,29.0,26.0,50.0
qqgp7,-5.7,105.6,21.0,24.0,169.0,161.0,121.0,76.0,53.0,32.0,70.0
qqgpd,-5.7,105.6,6.0,1.0,30.0,47.0,54.0,36.0,15.0,37.0,57.0
qqgph,-5.8,105.7,1.0,,,,,,,,
qqgpm,-5.7,105.7,5.0,2.0,16.0,5.0,6.0,1.0,1.0,2.0,7.0
qqgqh,-6.0,106.0,6.0,11.0,83.0,84.0,117.0,61.0,64.0,116.0,68.0
qqgqj,-6.0,106.1,1.0,1.0,,1.0,,,,6.0,
qqgqm,-5.9,106.1,148.0,43.0,306.0,148.0,129.0,111.0,101.0,96.0,110.0
qqgqn,-6.0,106.1,2.0,1.0,4.0,6.0,5.0,4.0,,,
qqgs0,-6.3,106.2,12.0,3.0,15.0,21.0,18.0,14.0,46.0,43.0,28.0
qqgs3,-6.3,106.2,9.0,12.0,124.0,78.0,99.0,55.0,25.0,42.0,138.0
qqgs7,-6.3,106.3,4.0,2.0,5.0,11.0,2.0,6.0,4.0,2.0,1.0
qqgs8,-6.2,106.2,6.0,5.0,142.0,113.0,144.0,95.0,42.0,82.0,163.0
qqgs9,-6.2,106.2,6.0,26.0,54.0,64.0,50.0,17.0,10.0,5.0,10.0
qqgsb,-6.2,106.2,8.0,3.0,49.0,22.0,15.0,6.0,17.0,7.0,12.0
qqgsd,-6.2,106.3,10.0,17.0,54.0,50.0,51.0,35.0,26.0,26.0,11.0
qqgse,-6.2,106.3,57.0,17.0,62.0,27.0,27.0,19.0,42.0,30.0,39.0
qqgsg,-6.2,106.3,16.0,13.0,64.0,38.0,52.0,40.0,81.0,38.0,69.0
qqgsh,-6.3,106.4,1.0,,57.0,46.0,16.0,11.0,14.0,13.0,12.0
qqgsj,-6.3,106.4,2.0,1.0,12.0,3.0,5.0,13.0,20.0,6.0,11.0
qqgsk,-6.3,106.4,5.0,6.0,22.0,15.0,16.0,12.0,3.0,2.0,16.0
qqgsm,-6.3,106.4,7.0,6.0,24.0,23.0,19.0,19.0,11.0,13.0,28.0
qqgsn,-6.3,106.5,17.0,10.0,17.0,10.0,18.0,3.0,2.0,12.0,20.0
qqgsq,-6.3,106.5,62.0,34.0,133.0,94.0,180.0,110.0,156.0,165.0,245.0
qqgsr,-6.3,106.5,10.0,6.0,101.0,108.0,58.0,31.0,30.0,40.0,77.0
qqgss,-6.2,106.4,18.0,19.0,42.0,22.0,34.0,23.0,47.0,34.0,37.0
qqgst,-6.2,106.4,8.0,4.0,11.0,5.0,3.0,4.0,3.0,5.0,5.0
qqgsv,-6.2,106.4,8.0,29.0,322.0,455.0,348.0,280.0,246.0,162.0,140.0
qqgsw,-6.2,106.5,58.0,36.0,113.0,58.0,84.0,47.0,44.0,43.0,62.0
qqgsx,-6.2,106.5,10.0,,58.0,603.0,79.0,34.0,29.0,183.0,113.0
qqgsy,-6.2,106.5,1.0,1.0,9.0,4.0,9.0,12.0,4.0,,6.0
qqgsz,-6.2,106.5,1.0,2.0,10.0,6.0,3.0,9.0,20.0,20.0,23.0
qqgt0,-6.1,106.2,6.0,2.0,61.0,44.0,46.0,55.0,56.0,24.0,37.0
qqgt1,-6.1,106.2,2.0,2.0,13.0,70.0,38.0,13.0,5.0,13.0,9.0
qqgt2,-6.1,106.2,2.0,2.0,15.0,9.0,21.0,11.0,15.0,10.0,5.0
qqgt3,-6.1,106.2,1.0,3.0,9.0,1.0,8.0,12.0,8.0,28.0,16.0
qqgt4,-6.1,106.3,7.0,20.0,104.0,104.0,113.0,60.0,164.0,271.0,135.0
qqgt5,-6.1,106.3,7.0,13.0,57.0,129.0,127.0,85.0,58.0,77.0,130.0
qqgt8,-6.0,106.2,2.0,,,2.0,1.0,5.0,2.0,2.0,12.0
qqgtd,-6.0,106.3,1.0,1.0,6.0,2.0,10.0,8.0,2.0,3.0,1.0
qqgtg,-6.0,106.3,17.0,9.0,66.0,187.0,22.0,13.0,13.0,11.0,39.0
