geohash,lat,long,2020-01,2020-02,2020-03,2020-04,2020-05,2020-06,2020-07,2020-08,2020-09
w2p83,0.1,111.9,1.0,2.0,4.0,4.0,5.0,1.0,1.0,1.0,2.0
w2p9p,0.2,112.1,6.0,8.0,49.0,38.0,45.0,14.0,10.0,12.0,37.0
w2pb4,0.0,112.3,16.0,4.0,48.0,30.0,37.0,16.0,45.0,32.0,38.0
w2pf4,0.4,112.3,1.0,,2.0,1.0,7.0,6.0,3.0,2.0,
w2pf5,0.4,112.3,2.0,1.0,6.0,3.0,3.0,3.0,1.0,3.0,9.0
w2pft,0.5,112.4,2.0,4.0,9.0,15.0,46.0,15.0,6.0,6.0,4.0
w2pj9,1.0,111.2,8.0,14.0,70.0,109.0,121.0,84.0,42.0,119.0,110.0
w2sym,3.9,108.2,54.0,57.0,388.0,242.0,342.0,196.0,147.0,201.0,263.0
w2syn,3.9,108.2,9.0,40.0,88.0,200.0,182.0,119.0,173.0,86.0,130.0
w2syq,3.9,108.2,122.0,177.0,427.0,676.0,785.0,466.0,448.0,624.0,547.0
w2tjf,3.8,108.4,41.0,9.0,37.0,30.0,16.0,10.0,23.0,4.0,4.0
w2tn6,3.9,108.4,5.0,1.0,3.0,,,,1.0,1.0,1.0
w2tn8,4.0,108.3,17.0,20.0,22.0,14.0,25.0,11.0,15.0,10.0,7.0
w2ufc,4.7,108.0,19.0,45.0,42.0,17.0,13.0,,5.0,1.0,4.0
w805n,0.5,112.8,4.0,1.0,3.0,5.0,12.0,9.0,9.0,9.0,14.0
w80fs,0.5,113.8,75.0,13.0,2.0,1.0,,,,,
w80kq,0.8,113.1,1.0,3.0,8.0,1.0,2.0,,3.0,1.0,
w80m1,0.9,112.9,1.0,2.0,7.0,24.0,17.0,4.0,2.0,4.0,12.0
w80n7,1.1,112.7,6.0,1.0,7.0,17.0,11.0,,4.0,2.0,
w80ng,1.2,112.7,1.0,1.0,3.0,7.0,5.0,6.0,3.0,1.0,2.0
w8194,0.2,114.7,1.0,,3.0,1.0,5.0,1.0,,,
w81jd,1.0,114.0,2874.0,2303.0,7764.0,4135.0,4025.0,2995.0,3904.0,2744.0,3777.0
w83en,2.0,114.9,2.0,,7.0,1.0,3.0,1.0,5.0,2.0,1.0
w849x,0.3,116.3,2.0,,2.0,,,,,,
w84b9,0.1,116.4,19.0,22.0,244.0,483.0,422.0,351.0,540.0,607.0,751.0
w84fd,0.5,116.5,687.0,615.0,3289.0,3192.0,3336.0,2176.0,1788.0,2349.0,2955.0
w8509,0.1,116.8,46.0,7.0,9.0,,,8.0,,,
w852r,0.1,117.4,97.0,87.0,560.0,476.0,539.0,437.0,510.0,536.0,575.0
w8589,0.1,117.5,2.0,,3.0,4.0,4.0,3.0,4.0,2.0,3.0
w858c,0.2,117.5,3.0,1.0,10.0,16.0,45.0,20.0,13.0,23.0,26.0
w85db,0.5,117.4,3.0,10.0,54.0,50.0,35.0,20.0,37.0,38.0,41.0
w85dd,0.5,117.5,2.0,3.0,21.0,11.0,18.0,26.0,20.0,15.0,16.0
w85df,0.5,117.5,1.0,1.0,29.0,12.0,25.0,11.0,10.0,17.0,50.0
w85e1,0.5,117.5,1.0,,,1.0,6.0,,,1.0,
w85jx,1.0,117.0,1.0,,5.0,4.0,4.0,6.0,7.0,1.0,1.0
w85m4,0.9,117.2,4.0,8.0,17.0,7.0,6.0,11.0,11.0,11.0,4.0
w85vh,0.9,118.0,2.0,,1.0,,,,,,
w85wp,1.1,117.8,1.0,,1.0,,1.0,,,,2.0
w85yg,1.2,117.9,1.0,,3.0,19.0,25.0,5.0,14.0,9.0,3.0
w86be,1.5,116.5,33.0,23.0,86.0,73.0,81.0,72.0,86.0,112.0,138.0
w86fu,1.9,116.6,1.0,1.0,,,,,1.0,,
w86jz,2.4,115.6,3.0,1.0,11.0,25.0,61.0,53.0,33.0,10.0,13.0
w8765,1.8,117.2,4.0,4.0,1.0,,1.0,,,,
w876v,1.9,117.3,12.0,11.0,73.0,99.0,92.0,41.0,32.0,40.0,59.0
w87kr,2.2,117.4,6.0,2.0,16.0,6.0,8.0,1.0,,2.0,5.0
w87rx,2.7,117.4,3.0,,14.0,26.0,19.0,19.0,12.0,29.0,67.0
w87s1,2.1,117.5,1.0,2.0,18.0,45.0,79.0,113.0,31.0,42.0,45.0
w87s2,2.2,117.4,4.0,,,1.0,1.0,1.0,,,
w87s3,2.2,117.5,5.0,,39.0,32.0,18.0,20.0,18.0,14.0,27.0
w87u3,2.2,117.8,18.0,13.0,50.0,11.0,12.0,29.0,10.0,9.0,6.0
w87x8,2.7,117.4,3.0,2.0,39.0,115.0,121.0,116.0,72.0,65.0,89.0
w8d8k,2.9,116.2,17.0,15.0,120.0,216.0,224.0,111.0,92.0,83.0,144.0
w8dye,4.0,116.5,1.0,,4.0,,,,,,
w8dz9,4.2,116.4,2.0,1.0,,7.0,7.0,2.0,7.0,,
w8e1z,3.1,117.0,2.0,6.0,35.0,24.0,35.0,28.0,33.0,21.0,18.0
w8e2f,3.0,117.2,5.0,5.0,10.0,15.0,13.0,7.0,1.0,,2.0
w8e3c,3.1,117.1,1.0,,,,,,,,
w8e83,2.9,117.5,2.0,,16.0,11.0,1.0,,,1.0,
w8edg,3.3,117.6,49.0,59.0,492.0,435.0,453.0,318.0,225.0,258.0,284.0
w8ejz,3.8,117.0,5.0,,11.0,5.0,8.0,4.0,9.0,11.0,10.0
w8ene,4.0,116.9,3.0,,1.0,,,,,,
w8epv,4.2,117.0,58.0,11.0,83.0,28.0,24.0,15.0,29.0,21.0,15.0
w8exj,4.1,117.7,1.0,,8.0,7.0,2.0,6.0,9.0,3.0,7.0
w8ext,4.2,117.7,2.0,1.0,1.0,6.0,14.0,5.0,3.0,2.0,1.0
w8ez1,4.1,117.8,5.0,11.0,47.0,58.0,67.0,35.0,34.0,52.0,97.0
w8g2j,4.2,117.3,16.0,17.0,72.0,92.0,75.0,58.0,36.0,34.0,37.0
w8j20,0.0,119.9,3.0,5.0,7.0,2.0,1.0,,3.0,3.0,1.0
w8j24,0.0,120.0,22.0,9.0,36.0,32.0,17.0,13.0,22.0,12.0,11.0
w8j2h,0.0,120.1,88.0,61.0,240.0,153.0,159.0,120.0,113.0,222.0,160.0
w8j3w,0.3,120.2,1.0,,,,1.0,,,,
w8j4p,0.4,119.9,23.0,59.0,173.0,271.0,248.0,170.0,227.0,214.0,216.0
w8j68,0.5,119.9,84.0,65.0,247.0,87.0,123.0,130.0,116.0,131.0,135.0
w8j69,0.5,119.9,2.0,3.0,7.0,,1.0,1.0,1.0,2.0,1.0
w8j6d,0.5,120.0,3.0,101.0,42.0,16.0,16.0,7.0,9.0,2.0,4.0
w8j6g,0.5,120.0,7.0,8.0,29.0,38.0,23.0,13.0,14.0,10.0,17.0
w8j7y,0.7,120.2,3.0,,22.0,3.0,7.0,5.0,6.0,17.0,20.0
w8jd3,0.4,120.3,1.0,2.0,1.0,2.0,6.0,1.0,,,
w8jee,0.6,120.4,5.0,1.0,22.0,8.0,4.0,12.0,6.0,7.0,4.0
w8jfu,0.5,120.8,14.0,1.0,26.0,16.0,11.0,17.0,8.0,17.0,9.0
w8jkh,0.7,120.1,2.0,,,,1.0,,,,
w8jkj,0.7,120.1,3.0,,5.0,1.0,3.0,1.0,1.0,5.0,2.0
w8jsh,0.7,120.4,433.0,626.0,960.0,241.0,231.0,142.0,224.0,173.0,149.0
w8juf,0.9,120.7,5.0,1.0,9.0,1.0,2.0,,2.0,,
w8jvv,1.0,120.8,7.0,6.0,38.0,67.0,82.0,49.0,91.0,88.0,93.0
w8jyt,1.2,120.8,2.0,1.0,8.0,2.0,7.0,2.0,,1.0,8.0
w8jzm,1.3,120.8,1.0,1.0,4.0,1.0,10.0,5.0,3.0,3.0,1.0
w8k0e,1.5,118.3,1.0,6.0,2.0,,4.0,4.0,8.0,5.0,7.0
w8n4z,0.5,121.3,2.0,3.0,11.0,3.0,2.0,,4.0,4.0,
w8n6g,0.5,121.4,1.0,,1.0,3.0,6.0,1.0,,2.0,4.0
w8ndg,0.5,121.8,2.0,6.0,11.0,15.0,37.0,11.0,9.0,16.0,14.0
w8ndu,0.5,121.8,1.0,,10.0,3.0,17.0,2.0,8.0,2.0,2.0
w8ndx,0.5,122.0,18.0,8.0,25.0,44.0,30.0,22.0,15.0,7.0,12.0
w8ndy,0.5,121.9,4.0,,4.0,4.0,5.0,8.0,4.0,4.0,5.0
w8nee,0.6,121.8,26.0,6.0,38.0,14.0,10.0,23.0,11.0,3.0,4.0
w8nmy,1.0,121.6,3.0,12.0,46.0,66.0,90.0,54.0,45.0,118.0,189.0
w8nq6,1.1,121.4,9.0,12.0,38.0,8.0,1.0,12.0,5.0,11.0,8.0
w8nvt,1.0,122.2,2.0,9.0,16.0,13.0,8.0,11.0,13.0,8.0,8.0
w8ny1,1.1,122.1,11.0,20.0,31.0,4.0,1.0,2.0,1.0,4.0,2.0
w8p4v,0.5,122.6,5.0,2.0,13.0,4.0,7.0,8.0,9.0,2.0,7.0
w8p57,0.6,122.5,2.0,,3.0,7.0,16.0,10.0,3.0,2.0,2.0
w8p5h,0.5,122.5,1.0,,1.0,,4.0,,,,
w8p5q,0.6,122.6,1.0,3.0,9.0,6.0,5.0,9.0,6.0,4.0,2.0
w8p5y,0.7,122.6,18.0,17.0,99.0,129.0,208.0,56.0,61.0,61.0,569.0
w8p73,0.6,122.8,1.0,1.0,2.0,1.0,,,,,
w8p7e,0.6,122.8,85.0,21.0,134.0,40.0,59.0,30.0,30.0,34.0,39.0
w8p7k,0.6,122.9,36.0,43.0,100.0,43.0,33.0,56.0,39.0,31.0,26.0
w8p7p,0.5,123.0,1.0,,22.0,10.0,25.0,5.0,7.0,5.0,2.0
w8p7r,0.6,123.0,5.0,2.0,12.0,7.0,7.0,7.0,9.0,3.0,15.0
w8p7t,0.6,122.9,1.0,,2.0,1.0,4.0,,,29.0,17.0
w8p7w,0.6,123.0,3.0,8.0,33.0,44.0,9.0,43.0,24.0,52.0,97.0
w8pcs,0.3,123.6,11.0,1.0,43.0,10.0,10.0,13.0,13.0,15.0,8.0
w8pd5,0.4,123.2,22.0,60.0,134.0,38.0,24.0,16.0,21.0,19.0,15.0
w8pd7,0.4,123.2,22.0,28.0,63.0,44.0,32.0,32.0,25.0,38.0,43.0
w8pdb,0.5,123.1,6.0,5.0,124.0,79.0,69.0,54.0,39.0,36.0,105.0
w8pdh,0.4,123.2,7.0,1.0,35.0,17.0,15.0,9.0,4.0,5.0,3.0
w8pe0,0.5,123.1,195.0,155.0,1285.0,1489.0,1557.0,1108.0,999.0,930.0,1286.0
w8pe1,0.5,123.1,3.0,17.0,22.0,36.0,36.0,39.0,15.0,25.0,29.0
w8pe2,0.6,123.1,4.0,,23.0,9.0,17.0,7.0,4.0,8.0,12.0
w8pep,0.5,123.4,2.0,,,,,,,,
w8ph1,0.7,122.4,145.0,271.0,986.0,1004.0,971.0,711.0,733.0,581.0,566.0
w8pkt,0.8,122.9,1.0,1.0,22.0,19.0,20.0,17.0,4.0,5.0,6.0
w8pmq,0.9,123.0,8.0,25.0,22.0,14.0,22.0,17.0,16.0,15.0,12.0
w8pt5,0.9,123.2,11.0,6.0,22.0,13.0,11.0,8.0,5.0,9.0,8.0
w8pt7,0.9,123.2,6.0,4.0,17.0,2.0,2.0,2.0,6.0,3.0,7.0
w8ptj,0.9,123.3,1.0,,2.0,3.0,,3.0,4.0,1.0,4.0
w8ptn,0.9,123.3,1.0,1.0,2.0,3.0,5.0,,1.0,1.0,1.0
w8pv1,0.9,123.5,1.0,,4.0,5.0,2.0,,,,
wb04m,0.4,124.0,2.0,,,,,,,,
wb04u,0.5,123.9,36.0,1.0,48.0,17.0,4.0,1.0,,3.0,6.0
wb0ef,0.7,124.6,1.0,,5.0,3.0,5.0,2.0,2.0,,
wb0ht,0.8,124.0,4.0,,6.0,12.0,5.0,3.0,16.0,40.0,33.0
wb0kh,0.7,124.3,34.0,27.0,137.0,117.0,118.0,100.0,66.0,56.0,282.0
wb0kk,0.8,124.3,5.0,11.0,8.0,3.0,9.0,1.0,2.0,1.0,1.0
wb0km,0.8,124.3,2.0,1.0,2.0,,1.0,6.0,3.0,1.0,2.0
wb0kx,0.8,124.4,6.0,6.0,4.0,13.0,8.0,10.0,1.0,1.0,
wb0mu,1.0,124.3,5.0,,,,4.0,2.0,2.0,2.0,3.0
wb0my,1.0,124.4,1.0,1.0,3.0,7.0,2.0,4.0,3.0,,3.0
wb0qj,1.1,124.3,4.0,,3.0,1.0,,1.0,,,
wb0su,0.9,124.7,4.0,2.0,5.0,2.0,12.0,12.0,13.0,7.0,17.0
wb0t0,0.9,124.5,1.0,1.0,4.0,1.0,,,6.0,4.0,1.0
wb0te,1.0,124.6,2.0,,6.0,1.0,,,,,
wb0tp,0.9,124.8,2.0,1.0,2.0,2.0,3.0,1.0,,,
wb0tr,0.9,124.8,1.0,,6.0,,,,,2.0,
wb0ts,1.0,124.7,1.0,,7.0,4.0,3.0,,,,
wb0vb,1.0,124.8,1.0,,,,,,,,4.0
wb0wu,1.2,124.7,1.0,,,,,,,,
wb0wv,1.2,124.7,7.0,8.0,18.0,18.0,15.0,12.0,15.0,8.0,1.0
wb0wz,1.2,124.8,2.0,6.0,49.0,118.0,74.0,57.0,111.0,63.0,76.0
wb0y3,1.1,124.9,1.0,,1.0,1.0,1.0,,,,
wb0y5,1.1,125.0,1.0,,3.0,1.0,1.0,1.0,1.0,,
wb0y8,1.2,124.8,2.0,3.0,23.0,27.0,15.0,9.0,11.0,11.0,7.0
wb0yf,1.2,124.9,30.0,70.0,148.0,65.0,196.0,276.0,192.0,121.0,81.0
wb0z0,1.3,124.8,155.0,105.0,308.0,219.0,236.0,276.0,223.0,205.0,228.0
wb0z6,1.3,124.9,8.0,8.0,80.0,57.0,95.0,76.0,47.0,45.0,110.0
wb0z8,1.3,124.8,25.0,37.0,205.0,141.0,173.0,131.0,85.0,71.0,63.0
wb0zg,1.4,125.0,1.0,5.0,14.0,31.0,53.0,24.0,12.0,14.0,12.0
wb0zy,1.4,125.1,15.0,9.0,108.0,60.0,63.0,80.0,107.0,52.0,35.0
wb28p,1.4,124.8,478.0,1032.0,3683.0,3221.0,2802.0,2588.0,2483.0,2221.0,2300.0
wb28r,1.5,124.8,1.0,1.0,,,,,,,1.0
wb2b0,1.4,124.8,164.0,431.0,924.0,1360.0,1945.0,1014.0,1589.0,1458.0,905.0
wb2b2,1.5,124.8,18.0,28.0,182.0,101.0,153.0,153.0,118.0,145.0,173.0
wb2b3,1.5,124.9,19.0,25.0,108.0,40.0,46.0,51.0,47.0,39.0,28.0
wb2b7,1.5,125.0,7.0,2.0,22.0,5.0,8.0,3.0,3.0,3.0,3.0
wb2b9,1.5,124.9,5.0,3.0,20.0,19.0,49.0,45.0,22.0,13.0,21.0
wb2bd,1.5,124.9,6.0,11.0,21.0,18.0,72.0,21.0,18.0,32.0,29.0
wb2be,1.5,125.0,5.0,4.0,6.0,14.0,16.0,16.0,10.0,4.0,42.0
wb2bf,1.6,124.9,7.0,1.0,15.0,4.0,10.0,9.0,6.0,2.0,1.0
wb2bp,1.4,125.1,5.0,2.0,71.0,67.0,48.0,24.0,13.0,14.0,18.0
wb2bt,1.5,125.0,53.0,27.0,76.0,52.0,60.0,51.0,34.0,21.0,17.0
wb2bu,1.6,125.0,4.0,2.0,25.0,10.0,11.0,20.0,9.0,1.0,
wb2bw,1.5,125.1,1.0,,,,,,,,
wb2bx,1.5,125.1,1.0,,8.0,8.0,1.0,4.0,1.0,5.0,18.0
wb2ck,1.6,125.0,3.0,5.0,21.0,90.0,38.0,27.0,26.0,16.0,23.0
wb2cn,1.6,125.1,64.0,42.0,179.0,140.0,173.0,98.0,130.0,123.0,183.0
wb2cq,1.6,125.1,231.0,688.0,1.0,,1.0,1.0,3.0,2.0,
wb300,1.4,125.2,14.0,5.0,72.0,49.0,81.0,36.0,24.0,43.0,24.0
wb302,1.5,125.2,1.0,,4.0,7.0,9.0,3.0,6.0,16.0,10.0
wb3jw,2.4,125.4,13.0,2.0,9.0,2.0,5.0,5.0,2.0,1.0,1.0
wb3pt,2.7,125.4,3.0,2.0,1.0,,,1.0,1.0,2.0,1.0
wb3pu,2.8,125.4,33.0,24.0,65.0,43.0,49.0,40.0,81.0,37.0,45.0
wb3pv,2.8,125.4,13.0,25.0,34.0,7.0,14.0,6.0,8.0,4.0,11.0
wb4c4,0.2,127.7,1.0,,,,,,,,
wb4cv,0.3,127.9,14.0,10.0,51.0,49.0,49.0,72.0,58.0,27.0,33.0
wb4ee,0.6,127.4,1.0,4.0,,,,,,,
wb4ef,0.7,127.4,6.0,3.0,9.0,,1.0,1.0,2.0,2.0,
wb4eg,0.7,127.4,37.0,8.0,61.0,33.0,134.0,26.0,51.0,615.0,74.0
wb4eq,0.6,127.6,1.0,,2.0,3.0,10.0,6.0,8.0,,
wb4s3,0.8,127.3,1.0,,1.0,3.0,2.0,,,,2.0
wb4s8,0.8,127.3,3.0,30.0,76.0,14.0,,,1.0,2.0,
wb4tq,0.9,127.6,3.0,23.0,148.0,59.0,85.0,54.0,58.0,35.0,44.0
wb4u8,0.8,127.6,1.0,,,,,,,,
wb4ut,0.8,127.9,1.0,1.0,,2.0,,,,,
wb4wh,1.1,127.5,2.0,,6.0,15.0,3.0,1.0,,,1.0
wb4ws,1.2,127.5,1.0,2.0,,,,4.0,1.0,,1.0
wb4ww,1.2,127.6,1.0,,2.0,,,2.0,,1.0,
wb5hc,0.9,128.0,19.0,35.0,374.0,690.0,492.0,335.0,274.0,202.0,243.0
wb68w,1.5,127.6,4.0,4.0,20.0,25.0,49.0,20.0,5.0,2.0,5.0
wb69x,1.7,127.6,1.0,,1.0,,,,3.0,2.0,2.0
wb6b8,1.5,127.6,1.0,1.0,4.0,1.0,4.0,2.0,2.0,1.0,1.0
wb6un,2.1,127.9,1.0,4.0,7.0,1.0,8.0,4.0,6.0,3.0,1.0
wb718,1.7,128.0,1.0,1.0,,,,1.0,,1.0,1.0
wb722,1.5,128.3,1.0,,3.0,,,,,,
wb725,1.4,128.5,1.0,1.0,1.0,2.0,1.0,,,,
wb72d,1.5,128.4,7.0,,7.0,4.0,3.0,7.0,,5.0,
wb7hp,2.1,128.3,1.0,,,,,2.0,,,1.0
wb7jx,2.4,128.3,1.0,27.0,36.0,6.0,9.0,23.0,24.0,27.0,16.0
wb7m6,2.4,128.4,1.0,,1.0,1.0,1.0,,,,1.0
wb978,3.4,125.5,1.0,1.0,2.0,12.0,12.0,1.0,1.0,1.0,
wb979,3.4,125.6,2.0,4.0,16.0,13.0,3.0,2.0,1.0,,
wb97b,3.5,125.5,1.0,,3.0,1.0,3.0,2.0,2.0,1.0,1.0
wb9hz,3.7,125.5,5.0,2.0,4.0,,1.0,,1.0,,
wb9kb,3.7,125.5,5.0,9.0,37.0,20.0,18.0,44.0,52.0,25.0,32.0
wbdjw,3.8,126.8,13.0,7.0,91.0,41.0,39.0,52.0,54.0,38.0,25.0
wbf0g,4.4,126.7,2.0,1.0,4.0,2.0,,2.0,,2.0,
wbf0r,4.3,126.9,4.0,2.0,2.0,3.0,1.0,2.0,6.0,5.0,6.0
wbf1n,4.4,126.8,28.0,6.0,16.0,11.0,7.0,3.0,2.0,4.0,9.0
qpxfy,-2.3,101.2,,1.0,,5.0,3.0,1.0,,,
qpxyy,-1.6,101.2,,1.0,,,,,,,
qpz82,-1.3,100.6,,1.0,1.0,4.0,13.0,3.0,,,1.0
qpzec,-0.7,100.6,,1.0,1.0,,,,1.0,1.0,1.0
qpzej,-0.9,100.8,,1.0,,,,,,,
qpzjc,-0.4,99.9,,1.0,,2.0,1.0,2.0,2.0,6.0,1.0
qpzkf,-0.5,100.3,,1.0,1.0,1.0,,1.0,34.0,99.0,15.0
qpznj,-0.3,100.1,,2.0,2.0,,,2.0,1.0,,3.0
qpzsj,-0.7,100.8,,2.0,7.0,9.0,28.0,8.0,11.0,8.0,8.0
qpzw1,-0.3,100.6,,1.0,1.0,,,,,,
qpzwm,-0.3,100.8,,1.0,3.0,3.0,4.0,,,32.0,36.0
qpzz3,-0.1,101.0,,1.0,4.0,6.0,3.0,5.0,,,1.0
qqewn,-7.4,106.5,,1.0,2.0,2.0,,,1.0,1.0,1.0
qqey6,-7.3,106.6,,1.0,1.0,,,,,,2.0
qqezr,-7.1,106.9,,4.0,4.0,1.0,,,22.0,9.0,1.0
qqfc7,-6.8,105.3,,1.0,,,,,,1.0,
qqfcs,-6.7,105.3,,1.0,7.0,2.0,19.0,1.0,2.0,5.0,6.0
qqfx1,-5.8,104.8,,2.0,5.0,4.0,11.0,2.0,,16.0,23.0
qqfxp,-5.8,105.1,,1.0,2.0,2.0,1.0,1.0,3.0,,1.0
qqfxt,-5.7,105.0,,1.0,1.0,,5.0,8.0,7.0,,
qqg15,-6.8,105.6,,78.0,132.0,126.0,100.0,70.0,34.0,11.0,
qqg39,-6.7,105.9,,3.0,6.0,,,1.0,,,
qqg4n,-6.7,105.8,,1.0,1.0,,,,,,
qqg67,-6.6,106.0,,1.0,3.0,4.0,7.0,1.0,3.0,2.0,1.0
qqg77,-6.4,106.0,,4.0,15.0,7.0,15.0,6.0,11.0,4.0,25.0
qqg7y,-6.4,106.1,,18.0,1.0,5.0,13.0,,18.0,4.0,22.0
qqgb2,-7.0,106.5,,2.0,1.0,,1.0,,1.0,1.0,3.0
qqgb5,-7.0,106.7,,2.0,8.0,6.0,1.0,,1.0,3.0,8.0
qqgbm,-7.0,106.8,,1.0,4.0,3.0,,3.0,,7.0,
qqgby,-6.9,106.8,,1.0,11.0,16.0,10.0,6.0,1.0,2.0,8.0
qqgcn,-6.8,106.8,,1.0,7.0,8.0,10.0,2.0,4.0,4.0,4.0
qqge0,-6.5,106.2,,1.0,1.0,,4.0,1.0,5.0,2.0,8.0
qqgf0,-6.7,106.5,,1.0,4.0,,,,2.0,1.0,1.0
qqgf5,-6.7,106.7,,1.0,3.0,5.0,2.0,,,,2.0
qqgf6,-6.6,106.6,,2.0,11.0,12.0,10.0,10.0,11.0,6.0,38.0
qqgf8,-6.6,106.5,,1.0,,3.0,1.0,,1.0,,3.0
qqgfh,-6.7,106.7,,2.0,6.0,6.0,5.0,12.0,3.0,1.0,1.0
qqgfj,-6.7,106.8,,3.0,52.0,38.0,37.0,28.0,11.0,17.0,45.0
qqgg3,-6.4,106.6,,1.0,20.0,13.0,16.0,10.0,17.0,14.0,15.0
qqgk4,-6.3,105.9,,1.0,16.0,15.0,12.0,16.0,14.0,17.0,
qqgmj,-6.1,106.1,,3.0,1.0,,,,1.0,,
qqgpk,-5.7,105.7,,2.0,6.0,5.0,6.0,6.0,4.0,3.0,5.0
qqgqk,-5.9,106.0,,1.0,7.0,2.0,5.0,4.0,16.0,63.0,71.0
qqgs2,-6.3,106.2,,2.0,20.0,24.0,33.0,19.0,15.0,15.0,20.0
qqgs4,-6.3,106.3,,3.0,22.0,34.0,132.0,645.0,221.0,201.0,140.0
qqgs5,-6.3,106.3,,2.0,11.0,9.0,4.0,28.0,9.0,5.0,
qqgt7,-6.1,106.3,,1.0,1.0,1.0,,,,,1.0
qqgtj,-6.1,106.4,,2.0,7.0,4.0,3.0,4.0,2.0,4.0,6.0
qqgtm,-6.1,106.4,,1.0,29.0,46.0,17.0,12.0,18.0,23.0,27.0
qqsgc,-7.8,108.0,,1.0,1.0,,,,,,
qqsmc,-7.4,107.3,,1.0,9.0,7.0,4.0,2.0,,,4.0
qqsmf,-7.4,107.3,,7.0,17.0,1.0,1.0,5.0,1.0,2.0,
qqsmk,-7.5,107.4,,3.0,24.0,19.0,17.0,15.0,11.0,7.0,12.0
qqsmx,-7.4,107.6,,1.0,5.0,3.0,13.0,3.0,1.0,14.0,5.0
qqsn7,-7.3,107.0,,1.0,2.0,,,1.0,,,
qqsp9,-7.1,106.9,,1.0,,,,,,,
qqspk,-7.1,107.1,,1.0,1.0,7.0,8.0,12.0,1.0,2.0,1.0
qqsqh,-7.4,107.4,,1.0,30.0,158.0,126.0,70.0,92.0,57.0,3.0
qqsrf,-7.1,107.3,,1.0,3.0,5.0,4.0,1.0,2.0,2.0,1.0
qqssq,-7.7,107.9,,1.0,42.0,45.0,29.0,17.0,21.0,10.0,10.0
qqstx,-7.4,107.9,,1.0,12.0,10.0,5.0,9.0,29.0,19.0,11.0
qqsu4,-7.7,108.0,,2.0,4.0,,4.0,6.0,1.0,4.0,
qqsu6,-7.7,108.0,,1.0,3.0,2.0,1.0,1.0,5.0,3.0,2.0
qqsuh,-7.7,108.1,,3.0,15.0,9.0,10.0,1.0,4.0,8.0,2.0
qqsv1,-7.5,108.0,,1.0,,,,2.0,,,
qqsv4,-7.5,108.0,,3.0,8.0,8.0,10.0,15.0,16.0,11.0,6.0
qqsvv,-7.4,108.2,,3.0,11.0,6.0,20.0,5.0,10.0,6.0,15.0
qqsvw,-7.4,108.2,,1.0,5.0,19.0,17.0,10.0,4.0,5.0,3.0
qqswg,-7.2,107.7,,1.0,2.0,2.0,2.0,,1.0,,2.0
qqswh,-7.4,107.8,,2.0,13.0,7.0,18.0,1.0,2.0,3.0,3.0
qqswx,-7.3,107.9,,1.0,3.0,33.0,1.0,,8.0,6.0,
qqsxr,-7.1,107.9,,1.0,6.0,6.0,3.0,4.0,3.0,3.0,4.0
qqsxv,-7.1,107.8,,2.0,9.0,7.0,14.0,4.0,7.0,14.0,22.0
qqsy7,-7.3,108.1,,1.0,6.0,9.0,6.0,2.0,1.0,,
qqszb,-7.1,108.0,,3.0,12.0,26.0,39.0,87.0,11.0,1.0,2.0
qqszw,-7.1,108.2,,1.0,19.0,25.0,24.0,18.0,24.0,7.0,7.0
qqt5g,-7.8,108.4,,1.0,3.0,2.0,1.0,,1.0,1.0,
qqtky,-7.6,108.9,,1.0,4.0,39.0,5.0,2.0,,1.0,
qqtm3,-7.5,108.7,,1.0,1.0,1.0,1.0,3.0,,1.0,
qqtm7,-7.5,108.8,,2.0,13.0,8.0,7.0,3.0,6.0,3.0,6.0
qqtmg,-7.4,108.8,,1.0,3.0,3.0,2.0,1.0,,1.0,
qqtms,-7.4,108.8,,1.0,1.0,,,,,,
qqtn4,-7.4,108.4,,2.0,6.0,3.0,3.0,,2.0,,2.0
qqtn5,-7.4,108.4,,2.0,11.0,9.0,12.0,15.0,14.0,26.0,30.0
qqtns,-7.3,108.5,,2.0,2.0,,11.0,19.0,,,
qqtp4,-7.2,108.4,,1.0,1.0,3.0,1.0,2.0,2.0,2.0,6.0
qqtpc,-7.1,108.3,,3.0,1.0,2.0,3.0,1.0,,,
qqtpf,-7.1,108.4,,1.0,1.0,,,,,,
qqtq3,-7.3,108.7,,6.0,32.0,16.0,44.0,44.0,73.0,16.0,35.0
qqtq8,-7.3,108.7,,2.0,,1.0,,,,,
qqtqd,-7.3,108.7,,1.0,14.0,12.0,8.0,4.0,2.0,,3.0
qqtqp,-7.4,109.0,,5.0,28.0,13.0,1.0,3.0,,,1.0
qqts1,-7.7,109.1,,5.0,1.0,3.0,3.0,5.0,5.0,3.0,2.0
qqtsd,-7.6,109.1,,1.0,6.0,16.0,13.0,4.0,1.0,2.0,7.0
qqtsg,-7.6,109.1,,6.0,13.0,1.0,8.0,3.0,7.0,11.0,24.0
qqtsw,-7.6,109.3,,2.0,4.0,1.0,,,,,
qqtsy,-7.6,109.3,,1.0,,1.0,,1.0,4.0,7.0,1.0
qqtsz,-7.6,109.3,,2.0,33.0,46.0,35.0,45.0,67.0,20.0,11.0
qqttc,-7.4,109.1,,1.0,7.0,22.0,12.0,1.0,4.0,5.0,8.0
qqttg,-7.4,109.1,,1.0,42.0,106.0,34.0,15.0,14.0,11.0,33.0
