geohash,lat,long,2020-01,2020-02,2020-03,2020-04,2020-05,2020-06,2020-07,2020-08,2020-09
u21hc,45.9,12.7,36.0,5.0,,,,2.0,,,
u21hg,45.9,12.8,1.0,4.0,3.0,1.0,2.0,3.0,1.0,2.0,
u21hj,45.7,12.9,3.0,9.0,18.0,4.0,11.0,4.0,2.0,6.0,1.0
u21hk,45.8,12.9,124.0,1318.0,1247.0,663.0,694.0,583.0,503.0,1056.0,172.0
u21hn,45.7,12.9,2.0,,,1.0,,,,,
u21hp,45.7,13.0,3.0,26.0,105.0,105.0,42.0,33.0,37.0,34.0,29.0
u21hr,45.8,13.0,9.0,66.0,66.0,14.0,17.0,13.0,8.0,11.0,5.0
u21hs,45.8,12.9,1.0,4.0,4.0,1.0,,,1.0,,
u21ht,45.8,12.9,1.0,5.0,4.0,3.0,6.0,2.0,1.0,6.0,
u21hv,45.9,12.9,2.0,41.0,18.0,22.0,26.0,16.0,23.0,21.0,16.0
u21hy,45.9,12.9,5.0,68.0,179.0,73.0,18.0,18.0,2.0,15.0,7.0
u21j1,45.9,12.7,1.0,8.0,9.0,10.0,3.0,1.0,5.0,12.0,2.0
u21j2,45.9,12.7,3.0,30.0,71.0,30.0,23.0,8.0,13.0,19.0,10.0
u21j3,45.9,12.7,1.0,10.0,32.0,15.0,7.0,18.0,22.0,48.0,6.0
u21j4,45.9,12.8,252.0,748.0,1447.0,1320.0,1055.0,717.0,820.0,797.0,267.0
u21jb,46.0,12.7,5.0,8.0,19.0,14.0,6.0,6.0,8.0,8.0,5.0
u21jh,45.9,12.9,10.0,32.0,57.0,29.0,21.0,6.0,11.0,11.0,5.0
u21jq,45.9,12.9,3.0,3.0,1.0,1.0,,,,1.0,
u21jr,45.9,13.0,5.0,27.0,76.0,28.0,24.0,7.0,16.0,15.0,3.0
u21k1,45.7,13.1,1.0,,4.0,,,,1.0,,1.0
u21kb,45.9,13.0,1.0,28.0,27.0,4.0,5.0,2.0,3.0,8.0,
u21kc,45.9,13.1,5.0,2.0,5.0,4.0,19.0,4.0,5.0,2.0,
u21km,45.8,13.2,3.0,,17.0,17.0,35.0,25.0,29.0,23.0,10.0
u21ks,45.8,13.2,1.0,5.0,18.0,10.0,10.0,8.0,9.0,5.0,2.0
u21ku,45.9,13.2,1.0,7.0,20.0,12.0,17.0,17.0,19.0,15.0,11.0
u21kv,45.9,13.2,1.0,1.0,2.0,,,,1.0,,
u21kw,45.8,13.3,1.0,4.0,10.0,,1.0,4.0,5.0,1.0,2.0
u21kx,45.8,13.3,7.0,32.0,58.0,52.0,46.0,29.0,63.0,115.0,21.0
u21m0,45.9,13.0,45.0,20.0,69.0,31.0,31.0,37.0,74.0,73.0,15.0
u21m2,45.9,13.0,3.0,23.0,43.0,20.0,6.0,1.0,1.0,3.0,
u21m6,45.9,13.1,2.0,1.0,,,,,,,
u21m8,46.0,13.0,1.0,1.0,4.0,13.0,12.0,9.0,10.0,16.0,5.0
u21mf,46.0,13.1,11.0,83.0,105.0,67.0,52.0,50.0,33.0,39.0,11.0
u21mg,46.0,13.2,1.0,6.0,15.0,2.0,1.0,1.0,4.0,4.0,
u21mh,45.9,13.2,1.0,2.0,3.0,10.0,9.0,5.0,1.0,,
u21mj,45.9,13.2,2.0,9.0,6.0,3.0,,2.0,,4.0,1.0
u21mm,45.9,13.2,20.0,69.0,102.0,52.0,62.0,30.0,43.0,51.0,15.0
u21mn,45.9,13.3,15.0,65.0,125.0,88.0,46.0,44.0,38.0,35.0,11.0
u21ms,46.0,13.2,1.0,4.0,11.0,6.0,5.0,2.0,1.0,,
u21mv,46.0,13.2,21.0,21.0,86.0,31.0,44.0,54.0,80.0,64.0,18.0
u21mw,46.0,13.3,1.0,,1.0,1.0,,,,,
u21my,46.0,13.3,25.0,15.0,52.0,48.0,41.0,45.0,36.0,79.0,20.0
u21n2,46.1,12.7,2.0,,4.0,2.0,5.0,3.0,2.0,5.0,
u21n7,46.1,12.8,1.0,2.0,7.0,9.0,6.0,15.0,2.0,19.0,2.0
u21n9,46.2,12.7,15.0,34.0,24.0,12.0,5.0,1.0,19.0,15.0,2.0
u21nc,46.2,12.7,5.0,5.0,3.0,,,6.0,3.0,2.0,1.0
u21ne,46.2,12.8,2.0,1.0,16.0,14.0,38.0,78.0,109.0,75.0,14.0
u21nf,46.2,12.8,1.0,10.0,9.0,3.0,9.0,2.0,1.0,7.0,3.0
u21ng,46.2,12.8,5.0,28.0,76.0,2.0,3.0,9.0,1.0,,
u21nk,46.1,12.9,1.0,3.0,15.0,7.0,12.0,5.0,11.0,4.0,1.0
u21nm,46.1,12.9,102.0,333.0,375.0,111.0,51.0,48.0,13.0,36.0,11.0
u21nv,46.2,12.9,5.0,62.0,262.0,181.0,143.0,104.0,129.0,155.0,20.0
u21nx,46.2,13.0,1.0,4.0,5.0,4.0,5.0,2.0,,,
u21p7,46.3,12.8,3.0,9.0,14.0,4.0,1.0,,,6.0,9.0
u21pu,46.4,12.9,2.0,63.0,65.0,60.0,25.0,9.0,8.0,3.0,4.0
u21pz,46.4,13.0,2.0,11.0,11.0,3.0,3.0,,8.0,8.0,4.0
u21q1,46.1,13.1,18.0,179.0,110.0,54.0,71.0,62.0,60.0,94.0,25.0
u21q2,46.1,13.0,1.0,5.0,7.0,2.0,1.0,,2.0,1.0,1.0
u21q8,46.2,13.0,41.0,82.0,79.0,26.0,27.0,27.0,31.0,27.0,10.0
u21q9,46.2,13.1,349.0,2069.0,2650.0,1793.0,1638.0,1069.0,971.0,1449.0,315.0
u21qf,46.2,13.1,3.0,13.0,47.0,39.0,22.0,22.0,33.0,40.0,7.0
u21qh,46.1,13.2,2.0,7.0,10.0,4.0,5.0,3.0,4.0,8.0,3.0
u21qj,46.1,13.2,295.0,2530.0,3311.0,1935.0,1988.0,1626.0,1500.0,2097.0,447.0
u21qk,46.1,13.2,3.0,17.0,24.0,14.0,13.0,5.0,5.0,8.0,2.0
u21qm,46.1,13.2,2.0,26.0,24.0,12.0,2.0,5.0,4.0,4.0,1.0
u21qn,46.1,13.3,1.0,2.0,,2.0,5.0,1.0,,2.0,
u21qp,46.1,13.3,3.0,36.0,77.0,42.0,47.0,35.0,30.0,51.0,13.0
u21qs,46.2,13.2,8.0,83.0,97.0,33.0,21.0,13.0,7.0,14.0,2.0
u21qx,46.2,13.3,2.0,1.0,3.0,1.0,1.0,1.0,,,
u21r0,46.3,13.0,15.0,13.0,66.0,18.0,42.0,65.0,74.0,52.0,13.0
u21r3,46.3,13.1,7.0,11.0,31.0,23.0,26.0,36.0,36.0,4.0,4.0
u21r5,46.3,13.2,11.0,27.0,69.0,33.0,14.0,18.0,12.0,24.0,6.0
u21r6,46.3,13.1,6.0,47.0,59.0,25.0,26.0,14.0,36.0,31.0,16.0
u21r9,46.3,13.1,2.0,6.0,1.0,2.0,4.0,3.0,,4.0,3.0
u21rc,46.4,13.1,1.0,4.0,4.0,5.0,,1.0,,,
u21rf,46.4,13.1,3.0,6.0,9.0,1.0,1.0,,4.0,2.0,
u21rn,46.3,13.3,23.0,25.0,51.0,20.0,32.0,13.0,42.0,54.0,9.0
u21s2,45.8,13.4,1.0,36.0,72.0,38.0,28.0,8.0,24.0,19.0,2.0
u21s9,45.8,13.4,3.0,79.0,44.0,25.0,11.0,14.0,8.0,13.0,2.0
u21sb,45.9,13.4,2.0,36.0,56.0,28.0,16.0,12.0,5.0,5.0,3.0
u21sd,45.8,13.5,16.0,19.0,39.0,30.0,32.0,16.0,26.0,7.0,
u21se,45.8,13.5,12.0,230.0,273.0,177.0,145.0,102.0,97.0,199.0,67.0
u21sf,45.9,13.5,8.0,18.0,81.0,59.0,31.0,34.0,64.0,70.0,21.0
u21sr,45.8,13.7,49.0,58.0,28.0,32.0,26.0,25.0,12.0,24.0,1.0
u21ss,45.8,13.6,1.0,11.0,4.0,53.0,4.0,3.0,2.0,10.0,1.0
u21su,45.9,13.6,1.0,,4.0,,1.0,4.0,1.0,2.0,
u21t1,45.9,13.4,4.0,7.0,22.0,9.0,11.0,14.0,20.0,12.0,2.0
u21t3,45.9,13.4,5.0,5.0,,,1.0,,,,
u21t5,45.9,13.5,1.0,9.0,14.0,30.0,51.0,34.0,32.0,16.0,
u21t6,45.9,13.5,12.0,39.0,60.0,89.0,173.0,146.0,57.0,122.0,23.0
u21t7,45.9,13.5,1.0,1.0,5.0,4.0,3.0,4.0,,2.0,
u21t8,46.0,13.4,18.0,58.0,58.0,51.0,36.0,41.0,35.0,16.0,4.0
u21tb,46.0,13.4,2.0,5.0,12.0,2.0,7.0,7.0,3.0,9.0,3.0
u21tf,46.0,13.5,1.0,17.0,58.0,54.0,56.0,48.0,39.0,29.0,11.0
u21tm,45.9,13.6,1.0,18.0,27.0,17.0,29.0,4.0,5.0,9.0,4.0
u21w1,46.1,13.4,8.0,28.0,48.0,26.0,20.0,22.0,13.0,42.0,9.0
u21w7,46.1,13.5,1.0,2.0,3.0,1.0,,2.0,,,
u2200,46.4,11.3,130.0,761.0,937.0,585.0,612.0,379.0,400.0,516.0,113.0
u2201,46.4,11.3,2.0,59.0,77.0,50.0,76.0,47.0,54.0,117.0,32.0
u2202,46.5,11.3,8.0,17.0,138.0,73.0,65.0,112.0,104.0,74.0,9.0
u2203,46.5,11.3,12.0,45.0,81.0,88.0,78.0,53.0,33.0,40.0,4.0
u2205,46.4,11.4,2.0,,,5.0,1.0,,,,
u2206,46.5,11.4,5.0,88.0,209.0,71.0,130.0,59.0,42.0,21.0,2.0
u220b,46.6,11.3,1.0,12.0,6.0,,2.0,11.0,8.0,4.0,
u220d,46.5,11.4,123.0,778.0,1357.0,1097.0,961.0,617.0,545.0,608.0,150.0
u220q,46.5,11.5,5.0,7.0,8.0,2.0,2.0,1.0,1.0,3.0,
u220v,46.6,11.5,21.0,6.0,9.0,3.0,1.0,,1.0,1.0,
u220w,46.5,11.5,6.0,8.0,48.0,40.0,18.0,52.0,40.0,32.0,4.0
u220y,46.6,11.5,37.0,24.0,76.0,14.0,12.0,7.0,9.0,8.0,7.0
u220z,46.6,11.6,4.0,14.0,38.0,28.0,21.0,22.0,11.0,9.0,
u2216,46.6,11.4,1.0,2.0,9.0,11.0,9.0,5.0,17.0,13.0,8.0
u221e,46.7,11.4,11.0,124.0,235.0,152.0,172.0,121.0,68.0,120.0,25.0
u221p,46.6,11.6,1.0,3.0,11.0,,2.0,5.0,9.0,22.0,
u2221,46.4,11.7,6.0,46.0,64.0,13.0,15.0,8.0,14.0,17.0,11.0
u2225,46.4,11.8,1.0,,,,,,,1.0,
u222e,46.5,11.8,2.0,8.0,19.0,12.0,5.0,1.0,2.0,5.0,
u222k,46.5,11.8,13.0,8.0,11.0,4.0,9.0,10.0,7.0,9.0,1.0
u222r,46.5,11.9,1.0,77.0,170.0,219.0,189.0,125.0,226.0,241.0,63.0
u222v,46.6,11.8,1.0,,1.0,,,3.0,5.0,11.0,
u222w,46.5,11.9,1.0,1.0,,,1.0,1.0,2.0,3.0,
u2238,46.7,11.6,1.0,1.0,4.0,4.0,8.0,2.0,2.0,2.0,
u2239,46.7,11.7,16.0,119.0,100.0,38.0,47.0,71.0,73.0,57.0,17.0
u223n,46.6,11.9,8.0,17.0,64.0,43.0,115.0,39.0,13.0,7.0,1.0
u223r,46.6,11.9,5.0,19.0,49.0,21.0,21.0,22.0,7.0,13.0,1.0
u223t,46.7,11.8,1.0,6.0,38.0,11.0,5.0,12.0,16.0,9.0,3.0
u223w,46.7,11.9,7.0,1.0,18.0,1.0,4.0,1.0,1.0,,
u223x,46.7,11.9,28.0,49.0,49.0,4.0,12.0,8.0,,3.0,
u223y,46.7,11.9,48.0,14.0,39.0,2.0,5.0,3.0,22.0,22.0,1.0
u224c,46.9,11.3,10.0,33.0,110.0,30.0,37.0,31.0,43.0,14.0,3.0
u224d,46.9,11.4,1.0,2.0,,,,,,,
u224e,46.9,11.4,28.0,49.0,100.0,186.0,145.0,63.0,44.0,4.0,10.0
u224h,46.8,11.4,8.0,45.0,215.0,221.0,167.0,138.0,180.0,187.0,30.0
u224v,46.9,11.5,2.0,5.0,13.0,12.0,12.0,9.0,6.0,11.0,1.0
u225j,47.0,11.5,1.0,,1.0,1.0,,,,,
u225p,47.0,11.6,17.0,10.0,32.0,7.0,12.0,16.0,11.0,5.0,1.0
u2262,46.8,11.6,3.0,,15.0,13.0,15.0,5.0,17.0,14.0,2.0
u2264,46.8,11.7,1.0,2.0,8.0,3.0,1.0,,,1.0,1.0
u226j,46.8,11.8,4.0,23.0,33.0,5.0,6.0,3.0,38.0,10.0,2.0
u226m,46.8,11.8,1.0,,1.0,,1.0,,,,2.0
u226p,46.8,11.9,68.0,114.0,173.0,146.0,127.0,124.0,126.0,69.0,21.0
u226r,46.8,11.9,2.0,6.0,10.0,9.0,4.0,6.0,2.0,4.0,
u227p,47.0,11.9,7.0,,3.0,,2.0,8.0,3.0,5.0,1.0
u228j,46.4,12.2,1.0,1.0,,,,3.0,,,
u228m,46.5,12.2,8.0,11.0,30.0,8.0,10.0,17.0,13.0,5.0,1.0
u228n,46.4,12.2,3.0,2.0,3.0,,,,,,
u228p,46.4,12.3,1.0,6.0,20.0,6.0,21.0,23.0,8.0,10.0,1.0
u228s,46.5,12.2,35.0,208.0,275.0,280.0,275.0,153.0,132.0,123.0,22.0
u229d,46.7,12.1,26.0,9.0,50.0,12.0,5.0,3.0,7.0,7.0,1.0
u229u,46.7,12.2,6.0,10.0,25.0,52.0,19.0,11.0,10.0,5.0,5.0
u229y,46.7,12.2,3.0,29.0,42.0,36.0,18.0,9.0,8.0,28.0,11.0
u22b1,46.4,12.4,1.0,6.0,3.0,,3.0,3.0,4.0,3.0,1.0
u22b6,46.5,12.4,1.0,2.0,8.0,5.0,6.0,15.0,11.0,7.0,1.0
u22b7,46.5,12.5,7.0,29.0,31.0,26.0,19.0,20.0,25.0,17.0,1.0
u22bf,46.6,12.4,2.0,4.0,13.0,2.0,3.0,2.0,2.0,2.0,
u22bn,46.4,12.6,7.0,5.0,1.0,3.0,3.0,6.0,1.0,5.0,1.0
u22bv,46.6,12.5,26.0,27.0,116.0,97.0,181.0,169.0,172.0,107.0,25.0
u22by,46.6,12.6,1.0,8.0,18.0,72.0,48.0,23.0,12.0,13.0,
u22c5,46.6,12.5,1.0,20.0,24.0,7.0,15.0,7.0,2.0,5.0,
u22c9,46.7,12.4,3.0,2.0,5.0,4.0,2.0,2.0,11.0,4.0,
u22cm,46.6,12.5,1.0,,,,,1.0,1.0,,
u22d0,46.8,12.0,12.0,71.0,66.0,31.0,52.0,21.0,,,1.0
u22dj,46.8,12.2,1.0,1.0,1.0,,,,,2.0,1.0
u22ee,47.0,12.1,1.0,5.0,2.0,3.0,3.0,,7.0,9.0,5.0
u2302,46.5,12.7,1.0,,1.0,2.0,2.0,2.0,,,
u230c,46.6,12.7,23.0,2.0,13.0,,2.0,3.0,1.0,2.0,1.0
u230h,46.4,12.9,14.0,1.0,27.0,6.0,7.0,30.0,37.0,19.0,
u230t,46.5,12.9,3.0,6.0,2.0,1.0,,,1.0,1.0,
u2320,46.4,13.0,1.0,18.0,48.0,12.0,10.0,6.0,3.0,7.0,1.0
u2322,46.5,13.0,2.0,12.0,15.0,3.0,11.0,5.0,10.0,6.0,
u2326,46.5,13.1,10.0,9.0,20.0,9.0,9.0,3.0,8.0,1.0,
u2328,46.5,13.0,1.0,1.0,6.0,5.0,2.0,9.0,1.0,5.0,2.0
u232d,46.5,13.1,2.0,1.0,7.0,2.0,,1.0,1.0,,1.0
u238k,46.5,13.6,7.0,5.0,31.0,34.0,25.0,12.0,8.0,11.0,3.0
snvyt,39.1,8.3,,2.0,4.0,1.0,4.0,1.0,,1.0,
snvzp,39.2,8.4,,7.0,39.0,4.0,5.0,4.0,6.0,2.0,4.0
snyju,39.0,8.6,,1.0,,1.0,,,1.0,,
snyjw,39.0,8.7,,1.0,4.0,1.0,,,1.0,5.0,
snym6,38.9,8.9,,5.0,3.0,4.0,21.0,7.0,2.0,1.0,2.0
snym9,39.0,8.9,,3.0,7.0,4.0,3.0,,,2.0,
snyn0,39.0,8.5,,19.0,10.0,4.0,10.0,10.0,5.0,8.0,1.0
snyn2,39.1,8.5,,1.0,1.0,2.0,,1.0,,,
snync,39.2,8.5,,9.0,3.0,13.0,16.0,13.0,7.0,11.0,2.0
snynv,39.2,8.7,,2.0,1.0,,3.0,,,,
snyq7,39.1,8.9,,2.0,7.0,6.0,,2.0,1.0,1.0,
snyqe,39.1,8.9,,14.0,23.0,13.0,11.0,4.0,6.0,7.0,
snyr5,39.2,8.9,,1.0,1.0,9.0,11.0,13.0,18.0,73.0,7.0
snyr8,39.3,8.8,,28.0,10.0,1.0,3.0,,1.0,15.0,1.0
snyrm,39.3,9.0,,14.0,14.0,12.0,20.0,14.0,6.0,16.0,8.0
snyrn,39.2,9.1,,2.0,3.0,1.0,1.0,8.0,,7.0,1.0
snyx0,39.2,9.2,,4.0,21.0,18.0,26.0,5.0,3.0,6.0,2.0
snyx3,39.3,9.2,,13.0,7.0,4.0,6.0,1.0,2.0,,
snyx8,39.3,9.2,,5.0,,2.0,,,,2.0,1.0
snyxb,39.4,9.2,,1.0,6.0,,1.0,2.0,2.0,1.0,
snyz0,39.2,9.5,,1.0,6.0,4.0,1.0,,3.0,3.0,
snyzc,39.4,9.6,,4.0,1.0,3.0,,4.0,2.0,10.0,
spjgp,39.9,8.4,,2.0,1.0,2.0,1.0,1.0,,18.0,1.0
spjyt,40.5,8.3,,3.0,7.0,6.0,3.0,4.0,4.0,2.0,
spjzf,40.8,8.2,,8.0,12.0,2.0,3.0,3.0,2.0,4.0,
spjzk,40.7,8.3,,1.0,10.0,2.0,7.0,5.0,2.0,7.0,8.0
spjzs,40.7,8.3,,1.0,,,,,,,
spn03,39.4,8.5,,15.0,18.0,8.0,3.0,2.0,4.0,4.0,
spn0g,39.5,8.6,,2.0,8.0,3.0,2.0,4.0,3.0,3.0,
spn0q,39.4,8.7,,5.0,22.0,24.0,5.0,2.0,3.0,24.0,
spn1n,39.6,8.7,,1.0,5.0,,,,,2.0,
spn26,39.4,8.9,,2.0,2.0,4.0,3.0,,1.0,6.0,
spn2b,39.5,8.8,,4.0,14.0,1.0,,,1.0,12.0,1.0
spn2r,39.4,9.1,,1.0,,1.0,,,2.0,1.0,1.0
spn2s,39.5,9.0,,1.0,3.0,,,,,2.0,
spn3b,39.7,8.8,,1.0,,2.0,1.0,1.0,2.0,,
spn3r,39.6,9.1,,1.0,2.0,,,,,1.0,
spn3x,39.7,9.1,,4.0,16.0,4.0,15.0,1.0,2.0,5.0,3.0
spn4g,39.9,8.6,,4.0,19.0,4.0,9.0,1.0,1.0,7.0,
spn57,40.0,8.6,,1.0,1.0,,,,,1.0,
spn5e,40.0,8.6,,1.0,,,1.0,,,,1.0
spn78,40.0,8.8,,1.0,1.0,,,,,,
spn7d,40.0,8.9,,1.0,1.0,,,,,,
spn7n,39.9,9.1,,1.0,6.0,,7.0,4.0,3.0,6.0,
spn7u,40.1,9.0,,1.0,79.0,1.0,11.0,3.0,5.0,2.0,
spn7x,40.0,9.1,,1.0,,1.0,3.0,,,3.0,
spn7y,40.1,9.1,,2.0,7.0,2.0,3.0,1.0,3.0,,
spn90,39.6,9.2,,1.0,2.0,3.0,,1.0,1.0,,
spn95,39.6,9.3,,1.0,5.0,2.0,4.0,13.0,10.0,6.0,
spn9b,39.7,9.2,,3.0,1.0,1.0,1.0,,,1.0,1.0
spn9w,39.7,9.4,,2.0,1.0,,1.0,1.0,1.0,2.0,
spncc,39.7,9.6,,1.0,7.0,8.0,6.0,6.0,,,
spndf,39.9,9.3,,4.0,3.0,1.0,3.0,32.0,1.0,2.0,
spne9,40.0,9.2,,8.0,12.0,4.0,11.0,2.0,4.0,7.0,1.0
spneb,40.1,9.2,,1.0,,,,,,,
spnf1,39.7,9.6,,1.0,14.0,3.0,,,,,
spnf8,39.8,9.5,,3.0,3.0,4.0,4.0,1.0,,3.0,
spnfc,39.9,9.6,,2.0,6.0,2.0,2.0,4.0,4.0,6.0,6.0
spnfd,39.8,9.6,,2.0,1.0,1.0,,1.0,,,
spng2,40.0,9.5,,1.0,6.0,,1.0,1.0,1.0,,
spngb,40.1,9.5,,2.0,2.0,3.0,,,,,
spnhd,40.2,8.5,,4.0,5.0,9.0,2.0,,2.0,14.0,6.0
spnhh,40.1,8.6,,3.0,3.0,1.0,,,,1.0,
spnhr,40.1,8.8,,1.0,,,,,,,
spnj5,40.3,8.6,,2.0,,1.0,,1.0,1.0,1.0,
spnjz,40.4,8.8,,2.0,7.0,2.0,4.0,1.0,,3.0,1.0
spnke,40.2,8.9,,3.0,3.0,2.0,,,,4.0,2.0
spnkv,40.2,9.0,,1.0,,3.0,,3.0,3.0,,1.0
spnm1,40.3,8.9,,1.0,1.0,1.0,,,,,
spnmu,40.4,9.0,,1.0,,1.0,,,,,
spnng,40.6,8.6,,5.0,13.0,8.0,7.0,,2.0,11.0,3.0
spnnn,40.5,8.7,,1.0,2.0,2.0,1.0,,,2.0,1.0
spnnp,40.5,8.8,,8.0,4.0,,1.0,,,,
spnnx,40.5,8.8,,3.0,2.0,,,,2.0,,1.0
spnp1,40.6,8.5,,2.0,1.0,,,,,1.0,
spnpr,40.7,8.8,,12.0,18.0,15.0,23.0,4.0,12.0,18.0,5.0
spnpv,40.8,8.7,,9.0,4.0,,4.0,2.0,,4.0,7.0
spnqn,40.5,9.1,,1.0,3.0,,,,,,
spnr7,40.7,8.9,,12.0,10.0,1.0,8.0,2.0,1.0,3.0,
spnrb,40.8,8.8,,1.0,2.0,2.0,,2.0,1.0,,
spnrx,40.7,9.1,,23.0,28.0,9.0,5.0,4.0,3.0,31.0,2.0
spnt6,40.3,9.3,,4.0,,1.0,1.0,,,1.0,
spnv1,40.3,9.6,,5.0,3.0,1.0,,,,198.0,1.0
spnv5,40.3,9.6,,5.0,1.0,5.0,1.0,5.0,2.0,,
spnvc,40.4,9.6,,1.0,,,,,,,
spnw0,40.5,9.2,,7.0,7.0,2.0,,,,1.0,
spnys,40.5,9.7,,3.0,,,1.0,11.0,,,1.0
spnzb,40.8,9.5,,2.0,2.0,1.0,,,,,
spnzh,40.6,9.7,,1.0,4.0,,3.0,16.0,13.0,12.0,1.0
spnzj,40.6,9.7,,5.0,5.0,4.0,3.0,1.0,2.0,2.0,
spq0h,40.8,8.6,,4.0,2.0,,,,,,
spq0j,40.8,8.7,,2.0,7.0,2.0,5.0,2.0,5.0,1.0,1.0
spq0y,40.9,8.7,,4.0,15.0,12.0,17.0,57.0,41.0,40.0,10.0
spq26,40.8,8.9,,1.0,13.0,5.0,3.0,5.0,4.0,8.0,2.0
spq2b,40.9,8.8,,1.0,2.0,1.0,,1.0,1.0,6.0,
spq2j,40.8,9.0,,17.0,21.0,14.0,12.0,5.0,6.0,12.0,3.0
spq2x,40.9,9.1,,9.0,19.0,11.0,10.0,5.0,4.0,18.0,3.0
spq31,41.0,8.9,,1.0,,,,,,6.0,
spq34,41.0,8.9,,3.0,5.0,5.0,1.0,,,1.0,
spq3x,41.1,9.1,,1.0,,,,,2.0,,
spq8c,40.9,9.2,,1.0,,,,1.0,,,
spq9t,41.1,9.4,,3.0,5.0,16.0,4.0,5.0,11.0,7.0,1.0
spq9w,41.1,9.4,,5.0,7.0,3.0,1.0,3.0,3.0,2.0,
spqb8,40.9,9.5,,1.0,1.0,,8.0,4.0,1.0,3.0,
spqc6,41.0,9.6,,3.0,3.0,3.0,2.0,9.0,15.0,,
spqcb,41.1,9.5,,1.0,13.0,31.0,21.0,14.0,8.0,4.0,1.0
spqd9,41.2,9.2,,2.0,5.0,3.0,5.0,1.0,1.0,1.0,1.0
spqdj,41.2,9.4,,1.0,3.0,1.0,,1.0,2.0,6.0,1.0
spqdt,41.2,9.4,,2.0,20.0,3.0,8.0,7.0,6.0,7.0,1.0
spuyn,44.7,7.0,,1.0,,,,,,,
spuz9,44.9,6.7,,1.0,,2.0,,,2.0,7.0,2.0
spuze,44.9,6.8,,2.0,1.0,4.0,7.0,,1.0,4.0,
spuzm,44.9,6.9,,9.0,10.0,4.0,6.0,3.0,4.0,7.0,1.0
spuzp,44.8,7.0,,1.0,,,,,,,
spv3n,43.8,7.7,,4.0,7.0,2.0,98.0,1.0,2.0,5.0,
spv3v,43.9,7.6,,1.0,2.0,,,,,,
spv7k,44.2,7.6,,27.0,31.0,14.0,8.0,4.0,2.0,3.0,
spv9e,43.9,7.9,,29.0,42.0,33.0,9.0,6.0,9.0,24.0,4.0
spv9f,43.9,7.8,,1.0,2.0,,1.0,3.0,,1.0,
spv9s,43.9,7.9,,3.0,,,,,,,
spv9t,43.9,8.0,,1.0,10.0,2.0,16.0,89.0,46.0,2.0,13.0
spvde,44.1,7.9,,2.0,3.0,,1.0,,,,2.0
spvds,44.1,7.9,,1.0,1.0,,,,,,
spvdv,44.1,8.0,,1.0,,,,,,,
spvdw,44.1,8.0,,1.0,13.0,7.0,3.0,1.0,7.0,7.0,
spvdx,44.1,8.1,,2.0,2.0,,,,,,
spvdy,44.1,8.0,,11.0,21.0,9.0,4.0,,3.0,8.0,1.0
spveh,44.1,7.9,,2.0,3.0,3.0,2.0,1.0,,1.0,
spvf0,44.0,8.1,,3.0,2.0,13.0,9.0,4.0,2.0,7.0,2.0
spvf3,44.0,8.2,,15.0,15.0,12.0,25.0,25.0,15.0,16.0,1.0
spvf8,44.1,8.1,,2.0,2.0,1.0,,,,1.0,
spvg7,44.2,8.2,,2.0,1.0,,,,2.0,,
spvg8,44.2,8.1,,3.0,1.0,,1.0,9.0,2.0,1.0,
spvgm,44.2,8.3,,18.0,11.0,6.0,5.0,3.0,7.0,22.0,5.0
spvgx,44.2,8.4,,2.0,,,,1.0,3.0,5.0,
spvh1,44.3,7.1,,1.0,,,,,,2.0,
spvh5,44.3,7.2,,1.0,4.0,4.0,8.0,,,,
spvhn,44.3,7.3,,2.0,9.0,1.0,,18.0,12.0,7.0,
spvj8,44.6,7.1,,5.0,1.0,,5.0,3.0,,1.0,
spvjq,44.5,7.3,,15.0,70.0,21.0,20.0,25.0,5.0,4.0,1.0
spvjy,44.6,7.3,,5.0,3.0,,,,,,
spvjz,44.6,7.4,,3.0,9.0,10.0,3.0,3.0,1.0,,
spvk9,44.4,7.4,,15.0,52.0,148.0,375.0,149.0,105.0,130.0,66.0
spvkb,44.5,7.4,,2.0,3.0,2.0,2.0,1.0,2.0,,
spvkn,44.3,7.7,,1.0,1.0,,1.0,,1.0,,
spvkw,44.4,7.7,,1.0,,,,,,,
spvm3,44.5,7.4,,3.0,1.0,3.0,3.0,4.0,1.0,1.0,
spvm9,44.6,7.4,,3.0,3.0,1.0,1.0,3.0,1.0,1.0,
spvmd,44.6,7.5,,4.0,2.0,4.0,,,,2.0,
spvnj,44.7,7.3,,1.0,1.0,2.0,,1.0,,,
spvnz,44.8,7.4,,4.0,16.0,13.0,11.0,9.0,15.0,6.0,5.0
spvpd,44.9,7.1,,1.0,40.0,9.0,18.0,79.0,167.0,189.0,86.0
spvph,44.8,7.2,,20.0,29.0,13.0,22.0,14.0,11.0,7.0,10.0
spvpj,44.8,7.3,,1.0,5.0,4.0,,2.0,3.0,10.0,1.0
spvpr,44.9,7.4,,2.0,,1.0,4.0,3.0,,2.0,
spvqe,44.8,7.5,,1.0,1.0,,,2.0,3.0,1.0,
spvqf,44.8,7.5,,1.0,4.0,,5.0,5.0,5.0,6.0,1.0
spvqk,44.7,7.6,,1.0,,9.0,2.0,4.0,,,1.0
spvqq,44.7,7.7,,2.0,,,1.0,,1.0,1.0,
spvqw,44.8,7.7,,29.0,44.0,56.0,13.0,3.0,2.0,3.0,
spvr0,44.8,7.4,,1.0,,,,,,,
