geohash,lat,long,2020-01,2020-02,2020-03,2020-04,2020-05,2020-06,2020-07,2020-08,2020-09
eztrq,43.5,-3.6,16.0,40.0,183.0,147.0,107.0,80.0,53.0,95.0,45.0
eztrr,43.5,-3.5,19.0,36.0,172.0,80.0,60.0,54.0,139.0,93.0,32.0
ezts0,42.9,-3.5,54.0,192.0,615.0,694.0,708.0,597.0,526.0,684.0,405.0
ezts2,43.0,-3.5,1.0,8.0,13.0,7.0,8.0,6.0,5.0,7.0,3.0
ezts4,42.9,-3.4,3.0,15.0,12.0,4.0,2.0,,,,
eztsb,43.0,-3.5,4.0,7.0,111.0,124.0,106.0,42.0,14.0,33.0,16.0
eztsm,43.0,-3.3,1.0,,1.0,1.0,1.0,,,,
eztss,43.0,-3.3,1.0,7.0,2.0,,,,,,
eztsw,43.0,-3.2,1.0,8.0,14.0,1.0,1.0,,2.0,2.0,1.0
ezttb,43.2,-3.5,1.0,,5.0,1.0,6.0,2.0,2.0,,
ezttg,43.2,-3.4,1.0,5.0,11.0,4.0,10.0,16.0,4.0,7.0,4.0
ezttj,43.1,-3.3,8.0,17.0,63.0,80.0,75.0,50.0,43.0,47.0,21.0
ezttm,43.1,-3.3,1.0,7.0,3.0,,,,,,
ezttn,43.1,-3.2,1.0,,6.0,10.0,2.0,4.0,10.0,6.0,
ezttw,43.2,-3.2,10.0,8.0,243.0,3.0,83.0,5.0,3.0,245.0,116.0
ezttx,43.2,-3.2,11.0,59.0,136.0,86.0,110.0,57.0,81.0,100.0,59.0
eztub,43.0,-3.1,2.0,3.0,14.0,23.0,26.0,12.0,22.0,16.0,7.0
eztue,43.0,-3.0,6.0,14.0,26.0,41.0,85.0,23.0,12.0,12.0,4.0
eztuf,43.0,-3.1,4.0,,5.0,3.0,9.0,4.0,4.0,2.0,1.0
eztug,43.0,-3.0,2.0,18.0,57.0,72.0,75.0,60.0,65.0,44.0,32.0
eztun,42.9,-2.9,3.0,9.0,43.0,16.0,50.0,50.0,20.0,16.0,16.0
eztur,43.0,-2.8,6.0,7.0,22.0,8.0,15.0,10.0,18.0,26.0,12.0
eztv1,43.1,-3.1,9.0,14.0,31.0,31.0,29.0,42.0,29.0,51.0,29.0
eztv2,43.1,-3.1,3.0,10.0,40.0,18.0,18.0,18.0,20.0,26.0,3.0
eztv7,43.1,-3.0,4.0,9.0,10.0,17.0,16.0,8.0,9.0,10.0,
eztv9,43.2,-3.1,54.0,394.0,185.0,88.0,37.0,77.0,86.0,68.0,26.0
eztvb,43.2,-3.1,4.0,7.0,50.0,65.0,55.0,21.0,39.0,47.0,39.0
eztvf,43.2,-3.1,1.0,8.0,65.0,121.0,103.0,24.0,19.0,27.0,20.0
eztvg,43.2,-3.0,1.0,,,,,,,,
eztvj,43.1,-2.9,11.0,28.0,45.0,4.0,14.0,18.0,16.0,10.0,5.0
eztvk,43.1,-3.0,29.0,75.0,144.0,73.0,100.0,144.0,76.0,104.0,68.0
eztvt,43.2,-2.9,3.0,7.0,31.0,15.0,18.0,10.0,11.0,22.0,8.0
eztvv,43.2,-2.9,1.0,8.0,17.0,26.0,21.0,13.0,15.0,25.0,12.0
eztvy,43.2,-2.9,130.0,391.0,1189.0,960.0,816.0,557.0,559.0,752.0,357.0
eztvz,43.2,-2.8,175.0,537.0,1806.0,1885.0,1769.0,1302.0,1220.0,1561.0,815.0
eztw6,43.3,-3.4,6.0,3.0,7.0,3.0,5.0,,4.0,1.0,6.0
eztw7,43.3,-3.4,14.0,19.0,36.0,57.0,71.0,50.0,27.0,,
eztw8,43.4,-3.5,1.0,4.0,5.0,7.0,17.0,8.0,3.0,8.0,9.0
eztw9,43.4,-3.4,5.0,8.0,29.0,3.0,,,1.0,,3.0
eztwc,43.4,-3.4,20.0,34.0,107.0,62.0,112.0,113.0,94.0,79.0,38.0
eztwd,43.4,-3.4,9.0,32.0,44.0,13.0,30.0,22.0,13.0,9.0,10.0
eztwf,43.4,-3.4,58.0,150.0,338.0,248.0,246.0,196.0,164.0,181.0,81.0
eztwg,43.4,-3.4,1.0,10.0,26.0,30.0,28.0,18.0,21.0,42.0,15.0
eztwj,43.3,-3.3,3.0,14.0,39.0,13.0,20.0,26.0,18.0,11.0,7.0
eztws,43.4,-3.3,5.0,20.0,37.0,36.0,31.0,9.0,12.0,25.0,7.0
eztwt,43.4,-3.3,7.0,9.0,40.0,49.0,47.0,55.0,42.0,32.0,21.0
eztww,43.4,-3.2,11.0,13.0,60.0,44.0,35.0,36.0,32.0,44.0,21.0
eztwy,43.4,-3.2,177.0,478.0,1332.0,887.0,878.0,832.0,894.0,904.0,536.0
eztx0,43.4,-3.5,3.0,13.0,122.0,77.0,22.0,18.0,13.0,29.0,11.0
eztx2,43.5,-3.5,1.0,,1.0,2.0,3.0,1.0,17.0,13.0,5.0
ezty1,43.3,-3.1,2.0,11.0,16.0,8.0,20.0,8.0,6.0,16.0,11.0
ezty2,43.3,-3.1,3.0,13.0,49.0,23.0,57.0,20.0,23.0,11.0,15.0
ezty3,43.3,-3.1,4.0,4.0,10.0,5.0,9.0,4.0,2.0,6.0,3.0
ezty5,43.3,-3.0,8.0,20.0,560.0,471.0,306.0,47.0,42.0,120.0,41.0
ezty6,43.3,-3.1,28.0,89.0,383.0,439.0,463.0,325.0,190.0,223.0,145.0
ezty7,43.3,-3.0,195.0,725.0,1658.0,1217.0,1402.0,987.0,962.0,1124.0,610.0
ezty9,43.4,-3.1,3.0,21.0,24.0,11.0,11.0,9.0,9.0,19.0,2.0
eztyd,43.4,-3.1,126.0,335.0,944.0,677.0,671.0,469.0,428.0,549.0,339.0
eztye,43.4,-3.0,198.0,613.0,2393.0,2865.0,2718.0,1982.0,1695.0,2309.0,1166.0
eztyh,43.3,-3.0,2206.0,7550.0,19696.0,17821.0,19165.0,13577.0,12271.0,14868.0,7931.0
eztyj,43.3,-2.9,417.0,956.0,12616.0,2930.0,3486.0,2540.0,1901.0,2201.0,1223.0
eztyk,43.3,-3.0,528.0,1509.0,4146.0,3478.0,4190.0,3120.0,2220.0,2994.0,1434.0
eztym,43.3,-2.9,6.0,36.0,114.0,120.0,147.0,81.0,78.0,70.0,65.0
eztyn,43.3,-2.9,208.0,891.0,2256.0,1448.0,1694.0,1007.0,1091.0,1169.0,736.0
eztyp,43.3,-2.8,1.0,2.0,16.0,5.0,3.0,5.0,9.0,6.0,6.0
eztyq,43.3,-2.9,17.0,42.0,266.0,289.0,318.0,203.0,140.0,248.0,69.0
eztys,43.4,-3.0,1.0,6.0,16.0,4.0,12.0,5.0,5.0,13.0,1.0
eztyt,43.4,-2.9,5.0,8.0,8.0,5.0,7.0,6.0,3.0,5.0,3.0
eztyu,43.4,-3.0,44.0,175.0,398.0,340.0,356.0,259.0,230.0,297.0,145.0
eztyv,43.4,-2.9,6.0,13.0,25.0,37.0,29.0,52.0,33.0,47.0,14.0
eztyx,43.4,-2.8,9.0,34.0,152.0,211.0,140.0,95.0,89.0,159.0,106.0
eztyy,43.4,-2.9,2.0,,10.0,4.0,8.0,6.0,2.0,2.0,
eztyz,43.4,-2.8,1.0,,6.0,3.0,,,,,
eztzp,43.4,-2.8,1.0,3.0,10.0,13.0,12.0,14.0,39.0,48.0,15.0
ezw0k,42.3,-2.6,1.0,3.0,,1.0,,,,1.0,2.0
ezw0q,42.3,-2.5,170.0,719.0,2255.0,2277.0,2265.0,1884.0,1413.0,1599.0,1026.0
ezw13,42.4,-2.7,20.0,68.0,178.0,139.0,133.0,87.0,79.0,80.0,61.0
ezw14,42.4,-2.7,4.0,6.0,15.0,5.0,6.0,10.0,14.0,4.0,2.0
ezw16,42.4,-2.7,11.0,52.0,39.0,13.0,28.0,31.0,29.0,41.0,35.0
ezw1c,42.5,-2.7,1.0,3.0,9.0,5.0,3.0,2.0,2.0,1.0,7.0
ezw1e,42.5,-2.7,2.0,8.0,48.0,99.0,112.0,255.0,92.0,60.0,5.0
ezw1g,42.5,-2.7,1.0,,13.0,21.0,22.0,5.0,4.0,10.0,1.0
ezw1m,42.4,-2.6,31.0,52.0,247.0,326.0,368.0,212.0,191.0,183.0,84.0
ezw1n,42.4,-2.5,1.0,16.0,28.0,24.0,20.0,12.0,13.0,15.0,5.0
ezw1r,42.4,-2.5,27.0,99.0,180.0,140.0,165.0,72.0,36.0,42.0,30.0
ezw1t,42.5,-2.6,1.0,18.0,63.0,32.0,28.0,37.0,11.0,11.0,4.0
ezw1w,42.5,-2.5,1.0,1.0,3.0,1.0,2.0,10.0,5.0,3.0,2.0
ezw1x,42.5,-2.5,21.0,82.0,196.0,97.0,97.0,92.0,77.0,141.0,62.0
ezw25,42.2,-2.3,1.0,,,2.0,,1.0,1.0,,
ezw2d,42.3,-2.4,3.0,1.0,1.0,,,2.0,5.0,5.0,3.0
ezw2v,42.3,-2.2,2.0,2.0,26.0,13.0,14.0,3.0,,5.0,2.0
ezw32,42.4,-2.4,22.0,53.0,87.0,58.0,51.0,51.0,41.0,37.0,12.0
ezw35,42.4,-2.3,2.0,3.0,3.0,5.0,2.0,1.0,1.0,1.0,
ezw38,42.5,-2.4,909.0,3046.0,10733.0,9699.0,10067.0,7571.0,6270.0,7828.0,5125.0
ezw3c,42.5,-2.4,3.0,9.0,22.0,7.0,10.0,5.0,1.0,,
ezw3d,42.5,-2.4,1.0,2.0,7.0,8.0,2.0,1.0,2.0,6.0,4.0
ezw3f,42.5,-2.4,6.0,25.0,63.0,31.0,40.0,41.0,26.0,46.0,21.0
ezw3k,42.4,-2.3,1.0,2.0,7.0,5.0,3.0,8.0,4.0,6.0,5.0
ezw3m,42.4,-2.2,3.0,18.0,20.0,5.0,7.0,2.0,3.0,7.0,11.0
ezw3p,42.4,-2.1,1.0,8.0,24.0,15.0,22.0,4.0,4.0,12.0,13.0
ezw42,42.6,-2.8,1.0,,28.0,36.0,26.0,15.0,16.0,2.0,11.0
ezw43,42.6,-2.7,5.0,,,,,,,,
ezw4j,42.6,-2.6,1.0,17.0,31.0,33.0,24.0,19.0,18.0,14.0,14.0
ezw4n,42.6,-2.5,5.0,9.0,35.0,7.0,18.0,10.0,8.0,36.0,9.0
ezw4q,42.6,-2.5,1.0,,1.0,,2.0,2.0,2.0,1.0,
ezw51,42.7,-2.7,3.0,7.0,5.0,2.0,12.0,12.0,16.0,13.0,3.0
ezw58,42.8,-2.8,1.0,3.0,11.0,5.0,9.0,10.0,6.0,7.0,5.0
ezw59,42.8,-2.7,2.0,2.0,1.0,6.0,1.0,2.0,1.0,4.0,
ezw5b,42.9,-2.8,10.0,10.0,28.0,19.0,12.0,32.0,31.0,22.0,12.0
ezw5d,42.8,-2.7,953.0,3754.0,10931.0,10518.0,11258.0,8277.0,7369.0,8974.0,5269.0
ezw5e,42.8,-2.7,22.0,32.0,103.0,206.0,221.0,184.0,105.0,108.0,78.0
ezw5f,42.9,-2.7,120.0,730.0,2197.0,1814.0,1474.0,822.0,897.0,5140.0,510.0
ezw5g,42.9,-2.7,115.0,318.0,1236.0,1325.0,1136.0,873.0,627.0,790.0,451.0
ezw5s,42.8,-2.6,1.0,2.0,1.0,,1.0,,1.0,,
ezw5t,42.8,-2.6,2.0,15.0,47.0,26.0,21.0,14.0,9.0,6.0,7.0
ezw5u,42.9,-2.6,1.0,1.0,8.0,2.0,3.0,3.0,2.0,,
ezw5w,42.8,-2.5,13.0,89.0,221.0,246.0,302.0,182.0,146.0,167.0,101.0
ezw5y,42.9,-2.5,2.0,4.0,14.0,12.0,10.0,1.0,9.0,13.0,7.0
ezw61,42.6,-2.4,1.0,1.0,8.0,4.0,3.0,2.0,9.0,33.0,8.0
ezw64,42.6,-2.4,4.0,3.0,2.0,5.0,1.0,5.0,6.0,3.0,2.0
ezw65,42.6,-2.3,1.0,2.0,,,,1.0,1.0,,
ezw69,42.6,-2.4,1.0,4.0,15.0,12.0,2.0,7.0,12.0,12.0,3.0
ezw6d,42.6,-2.4,4.0,10.0,32.0,30.0,12.0,17.0,6.0,5.0,14.0
ezw6f,42.7,-2.4,2.0,2.0,3.0,2.0,3.0,,,,
ezw6k,42.6,-2.3,2.0,,1.0,3.0,1.0,,1.0,3.0,2.0
ezw6m,42.6,-2.2,1.0,1.0,2.0,1.0,1.0,,,1.0,
ezw6w,42.6,-2.2,2.0,2.0,16.0,26.0,23.0,33.0,40.0,50.0,10.0
ezw70,42.7,-2.4,9.0,11.0,47.0,25.0,15.0,38.0,35.0,23.0,15.0
ezw74,42.7,-2.4,18.0,14.0,22.0,9.0,9.0,2.0,4.0,2.0,
ezw7c,42.9,-2.4,3.0,31.0,193.0,184.0,148.0,67.0,148.0,188.0,60.0
ezw7e,42.8,-2.3,46.0,139.0,496.0,440.0,369.0,260.0,267.0,250.0,161.0
ezw7u,42.9,-2.3,1.0,,2.0,2.0,1.0,11.0,3.0,1.0,2.0
ezw80,42.2,-2.1,30.0,123.0,357.0,200.0,203.0,150.0,129.0,161.0,104.0
ezw83,42.3,-2.0,17.0,40.0,123.0,123.0,153.0,129.0,83.0,110.0,53.0
ezw84,42.2,-2.0,2.0,16.0,32.0,14.0,39.0,8.0,10.0,11.0,4.0
ezw8b,42.3,-2.1,4.0,21.0,40.0,8.0,10.0,14.0,9.0,6.0,8.0
ezw8d,42.3,-2.0,1.0,1.0,5.0,4.0,3.0,,1.0,,
ezw8e,42.3,-2.0,80.0,400.0,1046.0,733.0,868.0,655.0,509.0,662.0,443.0
ezw8g,42.3,-2.0,4.0,8.0,15.0,1.0,1.0,3.0,6.0,4.0,
ezw8j,42.2,-1.9,7.0,25.0,84.0,52.0,73.0,45.0,36.0,34.0,34.0
ezw8s,42.3,-1.9,3.0,40.0,68.0,49.0,35.0,27.0,13.0,22.0,20.0
ezw8u,42.3,-1.9,10.0,35.0,84.0,45.0,54.0,48.0,42.0,26.0,22.0
ezw8y,42.3,-1.8,3.0,6.0,29.0,20.0,13.0,12.0,16.0,49.0,3.0
ezw91,42.4,-2.0,1.0,5.0,17.0,67.0,43.0,4.0,23.0,56.0,27.0
ezw92,42.4,-2.1,17.0,56.0,129.0,63.0,91.0,53.0,51.0,63.0,43.0
ezw94,42.4,-2.0,1.0,6.0,7.0,1.0,3.0,3.0,2.0,9.0,5.0
ezw95,42.4,-2.0,8.0,40.0,89.0,31.0,26.0,15.0,26.0,45.0,32.0
ezw98,42.5,-2.1,5.0,7.0,15.0,22.0,23.0,3.0,8.0,4.0,4.0
ezwb1,42.2,-1.7,2.0,5.0,9.0,1.0,7.0,1.0,4.0,6.0,11.0
ezwb2,42.3,-1.7,1.0,,,,,,,,
ezwb4,42.2,-1.6,1.0,11.0,15.0,4.0,13.0,8.0,3.0,2.0,3.0
ezwb8,42.3,-1.7,3.0,19.0,41.0,11.0,17.0,11.0,8.0,16.0,5.0
ezwbb,42.3,-1.7,1.0,2.0,13.0,2.0,5.0,10.0,4.0,6.0,2.0
ezwbf,42.3,-1.6,6.0,32.0,43.0,13.0,36.0,19.0,12.0,7.0,13.0
ezwbu,42.3,-1.6,2.0,3.0,,4.0,1.0,3.0,1.0,2.0,
ezwc4,42.4,-1.6,2.0,3.0,40.0,15.0,25.0,23.0,19.0,19.0,15.0
ezwcc,42.5,-1.7,26.0,91.0,224.0,146.0,128.0,50.0,86.0,83.0,42.0
ezwcd,42.5,-1.6,4.0,6.0,53.0,53.0,46.0,37.0,56.0,94.0,80.0
ezwd1,42.6,-2.0,9.0,20.0,40.0,61.0,82.0,54.0,59.0,64.0,47.0
ezwd8,42.6,-2.1,3.0,4.0,21.0,32.0,15.0,15.0,13.0,16.0,1.0
ezwd9,42.6,-2.0,5.0,14.0,47.0,31.0,38.0,38.0,51.0,40.0,25.0
ezwdb,42.7,-2.1,34.0,60.0,241.0,47.0,7.0,9.0,149.0,82.0,62.0
ezwdc,42.7,-2.0,15.0,67.0,177.0,199.0,186.0,114.0,128.0,126.0,77.0
ezwdd,42.6,-2.0,1.0,2.0,8.0,16.0,35.0,31.0,40.0,43.0,37.0
ezwdg,42.7,-2.0,12.0,12.0,105.0,53.0,62.0,118.0,108.0,74.0,31.0
ezwdj,42.6,-1.9,2.0,12.0,11.0,1.0,3.0,6.0,5.0,4.0,
ezwdu,42.7,-1.9,1.0,3.0,2.0,5.0,2.0,,,,1.0
ezwdw,42.6,-1.8,2.0,,8.0,9.0,7.0,2.0,4.0,4.0,4.0
ezwdy,42.7,-1.8,1.0,5.0,11.0,10.0,6.0,3.0,12.0,19.0,22.0
ezwdz,42.7,-1.8,1.0,1.0,9.0,9.0,6.0,4.0,4.0,3.0,
ezwe4,42.7,-2.0,1.0,2.0,9.0,2.0,4.0,2.0,,2.0,
ezweh,42.7,-1.9,4.0,6.0,10.0,,2.0,1.0,2.0,2.0,
ezweq,42.8,-1.8,23.0,9.0,62.0,9.0,13.0,9.0,9.0,7.0,7.0
ezwev,42.9,-1.9,1.0,1.0,2.0,7.0,2.0,7.0,3.0,9.0,7.0
ezwex,42.8,-1.8,7.0,3.0,4.0,3.0,1.0,5.0,1.0,1.0,2.0
ezwf6,42.6,-1.6,9.0,22.0,48.0,19.0,18.0,13.0,25.0,21.0,14.0
ezwfd,42.6,-1.6,361.0,1513.0,5864.0,6686.0,6288.0,4636.0,3753.0,4093.0,2765.0
ezwg1,42.7,-1.7,372.0,551.0,1459.0,574.0,473.0,662.0,547.0,503.0,272.0
ezwg3,42.8,-1.7,11.0,61.0,196.0,203.0,182.0,91.0,88.0,88.0,50.0
ezwg4,42.7,-1.6,8.0,20.0,59.0,70.0,66.0,56.0,34.0,39.0,26.0
ezwg6,42.8,-1.6,48.0,120.0,349.0,346.0,306.0,246.0,248.0,317.0,169.0
ezwg9,42.8,-1.7,31.0,109.0,295.0,348.0,360.0,236.0,208.0,291.0,141.0
ezwgd,42.8,-1.6,1181.0,4270.0,13788.0,14365.0,14493.0,10743.0,9609.0,10613.0,7880.0
ezwge,42.8,-1.6,58.0,207.0,777.0,701.0,862.0,550.0,530.0,506.0,311.0
ezwgg,42.9,-1.6,1.0,1.0,1.0,1.0,,,1.0,1.0,
ezwgu,42.9,-1.6,3.0,4.0,,4.0,8.0,4.0,5.0,18.0,8.0
ezwh1,42.9,-2.7,5.0,2.0,5.0,2.0,22.0,7.0,8.0,8.0,1.0
ezwh2,43.0,-2.8,3.0,,1.0,6.0,5.0,5.0,2.0,1.0,
ezwh3,43.0,-2.7,1.0,5.0,19.0,26.0,4.0,6.0,17.0,44.0,7.0
ezwh4,42.9,-2.7,20.0,48.0,149.0,75.0,133.0,126.0,106.0,185.0,84.0
ezwh5,42.9,-2.7,3.0,2.0,11.0,4.0,9.0,3.0,2.0,7.0,4.0
ezwhe,43.0,-2.7,1.0,1.0,20.0,5.0,13.0,1.0,8.0,13.0,9.0
ezwhf,43.0,-2.7,3.0,5.0,2.0,4.0,4.0,2.0,2.0,3.0,
ezwhn,42.9,-2.5,2.0,1.0,7.0,,5.0,4.0,6.0,1.0,6.0
ezwhu,43.0,-2.6,475.0,1561.0,5027.0,5303.0,5215.0,4005.0,3528.0,3990.0,2213.0
ezwhv,43.0,-2.6,2.0,3.0,23.0,60.0,18.0,17.0,4.0,5.0,6.0
ezwhz,43.0,-2.5,18.0,96.0,444.0,733.0,507.0,312.0,220.0,286.0,190.0
ezwj2,43.1,-2.8,1.0,6.0,10.0,5.0,9.0,3.0,10.0,26.0,4.0
ezwj3,43.1,-2.7,3.0,5.0,23.0,33.0,47.0,22.0,31.0,42.0,30.0
ezwj7,43.1,-2.7,1.0,,1.0,,,,2.0,3.0,1.0
ezwj8,43.2,-2.8,3.0,14.0,17.0,19.0,16.0,9.0,14.0,9.0,5.0
ezwjb,43.2,-2.8,1.0,3.0,9.0,9.0,2.0,10.0,13.0,12.0,4.0
ezwjc,43.2,-2.7,19.0,67.0,379.0,494.0,391.0,250.0,187.0,145.0,103.0
ezwje,43.2,-2.7,1.0,2.0,4.0,9.0,17.0,9.0,6.0,13.0,3.0
ezwjg,43.2,-2.7,3.0,8.0,3.0,1.0,2.0,,1.0,,
ezwjp,43.1,-2.5,3.0,67.0,81.0,107.0,67.0,34.0,17.0,112.0,30.0
ezwjq,43.1,-2.5,1.0,12.0,41.0,59.0,37.0,18.0,82.0,24.0,16.0
ezwjr,43.1,-2.5,1.0,2.0,9.0,2.0,28.0,5.0,13.0,3.0,1.0
ezwjs,43.2,-2.6,36.0,122.0,371.0,428.0,299.0,213.0,261.0,240.0,148.0
ezwjw,43.2,-2.5,7.0,13.0,47.0,74.0,62.0,18.0,24.0,49.0,22.0
ezwjx,43.2,-2.5,83.0,277.0,974.0,737.0,718.0,475.0,578.0,696.0,353.0
ezwk1,42.9,-2.4,2.0,,1.0,7.0,5.0,10.0,13.0,10.0,2.0
ezwkc,43.0,-2.4,2.0,5.0,19.0,39.0,23.0,17.0,8.0,12.0,7.0
ezwkf,43.0,-2.4,3.0,10.0,96.0,186.0,120.0,73.0,55.0,32.0,27.0
ezwkn,42.9,-2.2,9.0,28.0,232.0,131.0,106.0,63.0,116.0,61.0,86.0
ezwks,43.0,-2.3,86.0,290.0,504.0,793.0,574.0,445.0,445.0,472.0,259.0
ezwku,43.0,-2.3,1.0,2.0,11.0,9.0,10.0,7.0,5.0,6.0,2.0
ezwkv,43.0,-2.2,3.0,2.0,6.0,11.0,13.0,9.0,3.0,5.0,2.0
ezwkw,43.0,-2.2,2.0,15.0,9.0,15.0,6.0,3.0,8.0,6.0,9.0
ezwky,43.0,-2.2,29.0,109.0,465.0,780.0,884.0,581.0,398.0,436.0,217.0
ezwm0,43.1,-2.4,1.0,4.0,3.0,2.0,5.0,3.0,,1.0,
ezwm2,43.1,-2.4,21.0,88.0,173.0,93.0,112.0,82.0,101.0,99.0,61.0
ezwm5,43.1,-2.3,15.0,78.0,226.0,135.0,140.0,128.0,133.0,127.0,94.0
ezwm8,43.2,-2.4,2.0,3.0,27.0,15.0,14.0,21.0,15.0,16.0,6.0
ezwmc,43.2,-2.4,15.0,90.0,623.0,416.0,51.0,34.0,40.0,58.0,18.0
ezwme,43.2,-2.3,3.0,11.0,77.0,38.0,50.0,41.0,41.0,38.0,32.0
ezwmq,43.1,-2.2,66.0,218.0,987.0,1283.0,1700.0,1353.0,1139.0,1122.0,669.0
ezwms,43.2,-2.3,1090.0,4148.0,11806.0,9500.0,9495.0,5985.0,6965.0,8532.0,4358.0
ezwmu,43.2,-2.3,2.0,7.0,24.0,9.0,20.0,7.0,15.0,19.0,12.0
ezwmw,43.2,-2.2,7.0,,,,,,,,
ezwn0,43.3,-2.8,2.0,3.0,23.0,31.0,15.0,7.0,6.0,3.0,1.0
ezwn3,43.3,-2.7,1.0,3.0,6.0,,5.0,4.0,4.0,3.0,2.0
ezwn7,43.3,-2.7,14.0,58.0,115.0,110.0,159.0,80.0,89.0,142.0,203.0
ezwn8,43.4,-2.8,1.0,1.0,3.0,,4.0,6.0,2.0,4.0,4.0
ezwn9,43.4,-2.7,1.0,,3.0,,,,,,1.0
ezwnc,43.4,-2.7,3.0,9.0,13.0,4.0,13.0,7.0,12.0,9.0,12.0
ezwnd,43.4,-2.7,2.0,5.0,17.0,10.0,4.0,,1.0,2.0,
ezwne,43.4,-2.7,1.0,2.0,25.0,38.0,41.0,45.0,36.0,45.0,17.0
ezwnf,43.4,-2.7,1.0,4.0,12.0,11.0,10.0,17.0,15.0,11.0,4.0
ezwng,43.4,-2.7,1.0,2.0,5.0,3.0,,,4.0,5.0,
ezwnm,43.3,-2.6,25.0,27.0,80.0,92.0,65.0,80.0,44.0,66.0,37.0
ezwnp,43.3,-2.5,26.0,5.0,40.0,14.0,25.0,28.0,17.0,15.0,10.0
ezwns,43.4,-2.6,13.0,3.0,31.0,39.0,26.0,15.0,32.0,27.0,14.0
ezwnt,43.4,-2.6,1.0,,10.0,,1.0,1.0,5.0,4.0,1.0
ezwnu,43.4,-2.6,1.0,4.0,18.0,5.0,6.0,12.0,5.0,2.0,3.0
ezwnv,43.4,-2.6,1.0,,5.0,2.0,,2.0,6.0,5.0,1.0
ezwnw,43.4,-2.5,2.0,23.0,78.0,52.0,62.0,24.0,47.0,30.0,10.0
ezwnx,43.4,-2.5,1.0,7.0,10.0,8.0,9.0,12.0,7.0,51.0,2.0
ezwp1,43.4,-2.7,195.0,373.0,542.0,431.0,246.0,413.0,339.0,402.0,252.0
ezwp4,43.4,-2.7,2.0,1.0,1.0,,,2.0,4.0,,
ezwq2,43.3,-2.4,32.0,19.0,315.0,113.0,160.0,355.0,295.0,158.0,68.0
ezwq3,43.3,-2.4,6.0,17.0,65.0,37.0,38.0,17.0,33.0,48.0,18.0
ezwq4,43.3,-2.4,1.0,7.0,11.0,20.0,4.0,6.0,10.0,4.0,3.0
ezwq5,43.3,-2.3,20.0,20.0,63.0,179.0,236.0,129.0,146.0,50.0,56.0
ezwq6,43.3,-2.4,3.0,11.0,58.0,30.0,34.0,35.0,34.0,36.0,20.0
ezwqj,43.3,-2.2,21.0,101.0,13.0,8.0,22.0,5.0,2.0,123.0,115.0
ezwqk,43.3,-2.3,5.0,20.0,91.0,120.0,95.0,60.0,69.0,70.0,25.0
ezwqn,43.3,-2.2,84.0,235.0,657.0,473.0,563.0,287.0,269.0,310.0,186.0
ezwqp,43.3,-2.1,2.0,33.0,113.0,103.0,86.0,61.0,77.0,94.0,61.0
ezwqq,43.3,-2.2,2.0,1.0,8.0,,4.0,1.0,5.0,5.0,
ezws0,42.9,-2.1,9.0,17.0,25.0,9.0,24.0,14.0,17.0,12.0,8.0
ezwsb,43.0,-2.1,3.0,8.0,64.0,18.0,27.0,25.0,36.0,32.0,21.0
ezwsj,42.9,-1.9,1.0,1.0,2.0,2.0,,5.0,2.0,4.0,1.0
ezwsn,42.9,-1.8,7.0,30.0,56.0,8.0,15.0,17.0,10.0,25.0,28.0
ezwsp,42.9,-1.8,9.0,43.0,49.0,21.0,61.0,30.0,25.0,38.0,30.0
ezwss,43.0,-1.9,54.0,73.0,212.0,146.0,85.0,101.0,117.0,122.0,33.0
ezwt1,43.1,-2.0,3.0,10.0,43.0,50.0,40.0,53.0,44.0,42.0,26.0
ezwt2,43.1,-2.1,7.0,11.0,89.0,116.0,164.0,48.0,91.0,87.0,48.0
ezwt3,43.1,-2.0,1.0,17.0,62.0,48.0,29.0,12.0,13.0,17.0,9.0
ezwt4,43.1,-2.0,1.0,,,1.0,,,,,
ezwt8,43.2,-2.1,9.0,24.0,61.0,51.0,69.0,86.0,63.0,54.0,36.0
ezwt9,43.2,-2.0,3.0,7.0,77.0,42.0,81.0,136.0,106.0,92.0,68.0
ezwtb,43.2,-2.1,4.0,7.0,6.0,4.0,6.0,6.0,4.0,12.0,3.0
ezwtf,43.2,-2.0,6.0,19.0,203.0,157.0,136.0,54.0,126.0,89.0,44.0
ezwu1,42.9,-1.7,2.0,10.0,11.0,13.0,5.0,3.0,9.0,9.0,1.0
ezwu8,43.0,-1.7,1.0,5.0,5.0,2.0,2.0,,,1.0,
ezwu9,43.0,-1.7,1.0,12.0,11.0,4.0,,3.0,6.0,4.0,3.0
ezwun,42.9,-1.5,3.0,10.0,16.0,2.0,2.0,1.0,3.0,6.0,3.0
ezwur,43.0,-1.4,7.0,21.0,37.0,28.0,53.0,31.0,34.0,21.0,23.0
ezwv2,43.1,-1.7,3.0,26.0,49.0,42.0,20.0,8.0,6.0,15.0,12.0
ezwv3,43.1,-1.7,10.0,34.0,37.0,61.0,99.0,185.0,130.0,167.0,83.0
ezwv6,43.1,-1.6,3.0,7.0,13.0,10.0,19.0,55.0,4.0,4.0,2.0
ezwvm,43.1,-1.5,10.0,14.0,43.0,39.0,28.0,9.0,24.0,29.0,14.0
ezww1,43.3,-2.0,12.0,20.0,84.0,77.0,68.0,45.0,30.0,36.0,20.0
