country;iso3;date;EPI_confirmed_cum;EPI_dead_cum;EPI_recovered_cum;ECO_price_open;ECO_price_high;ECO_price_low;ECO_price_close;EMO_Sentiment;EMO_Sentiment_stderr;EMO_VAD_V;EMO_VAD_A;EMO_VAD_D;EMO_VAD_V_stderr;EMO_VAD_A_stderr;EMO_VAD_D_stderr;EMO_Big5_O;EMO_Big5_C;EMO_Big5_E;EMO_Big5_A;EMO_Big5_N;EMO_Big5_O_stderr;EMO_Big5_C_stderr;EMO_Big5_E_stderr;EMO_Big5_A_stderr;EMO_Big5_N_stderr;TWI_num;TWI_num_en;TWI_num_unvhum;TWI_num_unvbot;TWI_num_verbot;TWI_num_verhum;TWI_num_unk;TWI_fol_all;TWI_fol_unvhum;TWI_fol_unvbot;TWI_fol_verbot;TWI_fol_verhum;TWI_fol_unk;FAC_reliable;FAC_unreliable;FAC_unknown
France;FRA;2020-01-22;0;0;0;0.00324449613855649;0.00384136697368298;0.0019333599450313;-0.00580748758228999;0.07435567058823413;0.013206116621015365;5.441573686274041;5.316594516519471;4.197012764202158;0.017852132478814942;0.01130446504633471;0.008121688040739357;-0.0005750913484205562;-0.0002717589580386609;-0.02226224614231816;0.00019868922677982067;0.07824686615158975;0.00018306878427104642;0.00016279517621875148;0.0007890345556300713;0.00018448168822455125;0.0006630079754350799;11075.0;2547.0;6272.0;4548.0;72.0;183.0;;196384056.0;10416516.0;9637243.0;1305933.0;175024364.0;;922.0;272.0;1477.0
France;FRA;2020-01-23;0;0;0;-0.0101907325392698;-0.0074320673250643;-0.007336467240335759;-0.00654107200059073;0.08198143712574803;0.007954969002031666;5.8185206346911125;5.493484819309245;4.522854777195168;0.015401086028313048;0.00927900544390303;0.007933428970388937;-0.001113248394423559;-0.00047743738251879695;-0.02291767688976884;0.0003786329573934832;0.06956099447051033;0.0001885032971419489;0.00015312509477744424;0.0007028378054043924;0.0001910951623626708;0.0007651702849377162;37515.0;5422.0;21582.0;15461.0;90.0;374.0;8.0;327465517.0;22673985.0;22952236.0;4577934.0;277261362.0;0.0;2534.0;601.0;4190.0
France;FRA;2020-01-24;2;0;0;0.00451711127616861;0.00665573055976409;0.009166363923212021;0.00874788992357267;0.23642771802788665;0.005183363537318689;6.125082792532053;5.677081264188164;4.55500369003771;0.010612618099498587;0.006275054133978033;0.005504712379876211;-0.001575648347129365;8.071154091053821e-05;-0.018682470437929484;-0.0003534807286692116;0.052440398994205994;0.0001721216684647817;0.00017016339766864628;0.0004959492660597086;0.0001678574139173365;0.000648354747613526;98745.0;11640.0;56663.0;41279.0;171.0;607.0;25.0;636996017.0;55072913.0;57624042.0;4066359.0;520232703.0;0.0;8298.0;1461.0;6961.0
France;FRA;2020-01-25;3;0;0;;;;;-0.05832180914512744;0.005743303231573355;5.515249424444148;5.343564291435643;4.313309359298931;0.008542000222529279;0.005557106313336749;0.005041885077570158;-0.0013870598016545914;-0.0008825411592415598;-0.0192314950355375;-0.000555760367744029;0.0589048845727403;0.00013169555870221265;0.00012581149732088776;0.00047257604815441296;0.00020202531530597926;0.0005833114502296576;190646.0;17717.0;110788.0;79142.0;158.0;558.0;;579849326.0;87901861.0;81959976.0;4162520.0;405824969.0;;20834.0;1153.0;8764.0
France;FRA;2020-01-26;3;0;0;;;;;-0.16532925643470106;0.0053745138374699285;5.2741651999150685;5.2024695623024275;4.3302858141210265;0.007624632714952483;0.005643663333050669;0.005130718533825417;-0.0012990643802593756;-0.003135390956520719;-0.026304608571806144;0.00017610700165418192;0.06623437768796643;0.00012587865724586418;0.00015662521565372141;0.0003965920712273929;0.0001235185618625637;0.0004561938016699742;89578.0;20105.0;52049.0;36987.0;132.0;410.0;;390859457.0;46985191.0;42284000.0;6748617.0;294841649.0;;7402.0;966.0;6249.0
France;FRA;2020-01-27;3;0;0;-0.0159987936052364;-0.0202748472626713;-0.0279379869964789;-0.0271297788034275;-0.18049671613212384;0.005754733848104758;5.176092916545325;5.2449217481183625;4.491591147519341;0.006755977564971046;0.005164060157838208;0.004958826087660863;-0.0017328841982304439;-0.007523022071445109;-0.014964922215931159;0.003410904599860832;0.049858023625739566;0.00012111845781682876;0.0002283153322143457;0.0004875803760147706;0.0001549100180662087;0.0006234835924623963;62042.0;12818.0;35596.0;25720.0;153.0;573.0;;529295714.0;35808647.0;35855840.0;6778045.0;450853182.0;;3650.0;1130.0;7302.0
France;FRA;2020-01-28;4;0;0;-0.00630776956078627;-0.00153409273936944;0.00106420536641494;0.010654211758812;-0.20610867065868466;0.006121080762112127;5.226056409185767;5.283302770510256;4.266635641727487;0.009405632666311994;0.006250993025673869;0.005472537265877837;-0.005309627106780832;-0.005578814407301689;-0.00621514457576386;0.00488081697835735;0.039707158112142565;0.00019819071282876918;0.0002126005298466498;0.0005942412540451759;0.0002249592762000917;0.0007421457291616622;54061.0;10878.0;30663.0;22467.0;181.0;750.0;;720442313.0;36067212.0;39279957.0;4318122.0;640777022.0;;3214.0;1524.0;6759.0
France;FRA;2020-01-29;5;0;0;0.00595493507136879;0.00605032562141794;0.010022626159806;0.0048937094013759;-0.19587010501129892;0.006129538517709021;5.1928221194301685;5.1404919514061564;4.419798733830894;0.00912394890886724;0.006337690929805143;0.005809388411869457;-0.01589413069622277;-0.002654587732919255;-0.019932584898162117;0.0003048657988159424;0.05255840697030762;0.00047273726173417517;0.00019861355960928392;0.0005352255370906362;0.00016771575193181605;0.0006729092295219822;47876.0;10381.0;26871.0;20171.0;180.0;654.0;;619506152.0;32361252.0;39277074.0;7529587.0;540338239.0;;2271.0;530.0;4207.0
France;FRA;2020-01-30;5;0;0;-0.0060891490192283;-0.0110580463478165;-0.0118647455422831;-0.0140566287566912;-0.08680753014391394;0.00477228736872922;5.2352501186307965;5.225531516613382;4.2814835593384615;0.007277123115915194;0.005283974277022044;0.004325745546408585;-0.003185562168423475;-0.0016683964316511616;-0.027317658873647226;0.0015080742294984527;0.06513370834764254;0.00015903369443770124;0.00010851218887240588;0.0003982670294977891;0.00013912357842656546;0.0004149367579206089;65997.0;16916.0;37329.0;27730.0;187.0;751.0;;670261801.0;43765033.0;48803393.0;8697039.0;568996336.0;;2614.0;1042.0;6196.0
France;FRA;2020-01-31;5;0;0;0.000966220392529138;-0.00159171489357135;-0.00814227945328128;-0.0112057278829809;-0.17180795832603926;0.00542276745230164;5.106059398611282;5.195527840901544;4.345600504899841;0.00862968266087182;0.005646266882041167;0.004796866028834767;-0.004347243058578202;-0.004356820327046337;-0.02535904941193989;-0.0011775788803823938;0.062192452087827935;0.00017982900071663644;0.00017678152059672002;0.0003892959274778848;0.00019223967793810306;0.00045807001641326483;53360.0;14542.0;30123.0;22425.0;170.0;642.0;;584031064.0;39797325.0;45544832.0;8475015.0;490213892.0;;2123.0;741.0;4305.0
France;FRA;2020-02-01;6;0;0;;;;;-0.17500842529339594;0.00728112931452917;5.1281219021725954;5.210795592347933;4.357735574630087;0.011515569180207037;0.00807902791284402;0.006489519987504425;-0.005335083617674913;-0.00479366785790675;-0.024163389641786118;-0.0019574799761778662;0.06681131714731695;0.00027399831077463846;0.00027361945385632965;0.0005377956308735938;0.00023382552711166782;0.0005991399043306062;28248.0;7262.0;15886.0;11945.0;86.0;331.0;;280806050.0;24470460.0;27073981.0;14043766.0;215217843.0;;1128.0;415.0;2744.0
France;FRA;2020-02-02;6;0;0;;;;;-0.12312847588877032;0.007168032674962925;5.19510446983711;5.211114941702439;4.305884478451221;0.011041100773717021;0.007591397156010616;0.005990845858790823;-0.0011772186114020807;-0.0008997650078871592;-0.0239875235789289;0.0011751974993871085;0.07021116451961444;0.00014267911306316058;0.0001192250760698873;0.0005286897227484233;0.00016195806209717462;0.0005045242048298526;43411.0;7399.0;24859.0;18140.0;76.0;336.0;;328964596.0;28908858.0;27846208.0;3561575.0;268647955.0;;1229.0;364.0;2548.0
France;FRA;2020-02-03;6;0;0;-0.0118955489994725;-0.0063461332661400895;0.000879086293771536;0.00449700219176741;-0.12498012210012245;0.008470818211084367;5.196874047079646;5.198234133038032;4.339145376554713;0.012281141957336705;0.008832583751593397;0.007153626269394912;-0.0008912914694818595;-0.0007861333373781497;-0.0258178478495109;0.00018374217327994164;0.07516409504109177;0.00016093104105943331;0.00013938690934305146;0.0006273723706266017;0.00018099968630111128;0.0005963532242532481;26366.0;5352.0;14829.0;10828.0;111.0;598.0;;535808367.0;22787545.0;27617926.0;7288716.0;478114180.0;;1356.0;367.0;3068.0
