datetime,info_tweets,info_fact_reliable,info_fact_unreliable,info_fact_unknown,info_exposure_fact_reliable,info_exposure_fact_unreliable,info_exposure_fact_unknown,info_risk_index,info_bot_verified,info_bot_unverified,info_human_verified,info_human_unverified,info_sentiment,info_vad_A,info_vad_D,info_vad_V,info_big_5_A,info_big_5_C,info_big_5_E,info_big_5_N,info_big_5_O,info_fact_science,info_fact_msm,info_fact_satire,info_fact_clickbait,info_fact_political,info_fact_fake,info_fact_conspiracy,info_fact_shadow,info_fact_other,epi_confirmed,epi_recovered,epi_dead,eco_close_pct
2020-01-22,50,1,1,5,655,178,2367,,0,23,0,27,0.16403,5.37384,4.12692,5.59351,,,,,,,,,,,,,,,,,,
2020-01-23,164,11,8,14,10575,7914,5048,,0,79,0,85,-0.00068,5.45459,4.39438,5.67726,,,,,,,,,,,,,,,,,,
2020-01-24,342,24,17,20,27983,9576,7076,,0,147,0,195,0.03959,5.43458,4.36604,5.66036,,,,,,,,,,,,,,,,,,
2020-01-25,544,43,18,27,23236,18786,12822,,0,202,0,342,-0.15448,5.25012,4.31802,5.33855,-0.05865,-0.07001,-0.05934,0.09319,-0.11004,,,,,,,,,,,,,
2020-01-26,455,25,11,41,16456,22882,94133,,0,152,0,303,-0.1309,5.22487,4.29434,5.25145,-0.01269,-0.01131,-0.02741,0.0516,-0.0362,,,,,,,,,,,,,
2020-01-27,334,30,6,36,32780,1321,26618,,0,127,0,207,-0.21449,5.20588,4.4114,5.17626,-0.0525,-0.05085,-0.05934,0.08999,-0.06156,,,,,,,,,,,,,
2020-01-28,367,28,21,36,34376,33524,47475,,0,136,0,231,-0.10368,5.31986,4.30133,5.34624,-0.00802,-0.04502,0.00616,0.0157,-0.00146,,,,,,,,,,,,,
2020-01-29,352,16,10,13,18674,21704,11953,,1,125,0,226,-0.0775,5.1941,4.34248,5.25716,,,,,,,,,,,,,,,,,,
2020-01-30,488,23,10,38,29000,40278,32282,,1,176,0,311,-0.07449,5.28774,4.28416,5.25788,0.01951,-0.07125,0.02332,-0.01147,-0.07879,,,,,,,,,,,,,
2020-01-31,514,15,21,25,11489,16459,37784,,0,232,0,282,-0.14849,5.20363,4.31135,5.10127,-0.05751,-0.06125,-0.05934,0.08194,-0.0646,,,,,,,,,,,,,
2020-02-01,306,18,18,15,16242,9026,13461,,0,137,0,169,-0.18242,5.2523,4.34618,5.19251,-0.05294,-0.06181,-0.01579,0.05509,-0.06811,,,,,,,,,,,,,
2020-02-02,305,16,7,18,15062,15997,14203,,0,100,0,205,-0.10487,5.17173,4.30963,5.17138,0.01272,-0.04099,0.06839,0.00588,0.02431,,,,,,,,,,,,,
2020-02-03,167,6,4,12,3982,3350,10984,,0,51,0,116,-0.18778,5.24536,4.37811,5.21443,,,,,,,,,,,,,,,,,,
2020-02-04,157,5,4,12,2209,1011,7413,,0,56,0,101,-0.08722,5.15717,4.27814,5.25492,,,,,,,,,,,,,,,,,,
2020-02-05,145,12,6,12,7253,4731,22939,,0,71,0,74,0.05032,5.38079,4.16183,5.47804,,,,,,,,,,,,,,,,,,
