datetime,info_tweets,info_fact_reliable,info_fact_unreliable,info_fact_unknown,info_exposure_fact_reliable,info_exposure_fact_unreliable,info_exposure_fact_unknown,info_bot_verified,info_bot_unverified,info_human_verified,info_human_unverified,info_sentiment,info_vad_A,info_vad_D,info_vad_V,info_big_5_A,info_big_5_C,info_big_5_E,info_big_5_N,info_big_5_O,epi_confirmed,epi_recovered,epi_dead,eco_close_pct
2020-03-20,62618,10278,5311,14383,1159868090,512359404,651654258,2095,25226,675,34622,-0.06854741435945566,5.203862291394352,4.2611439792915204,5.228734903440952,-0.0026561550387596894,-0.05275039147286821,0.013458449889258029,0.028010587143863893,-0.04199520930232558,1,0,0,-0.00264
2020-03-20,120896,19908,11172,22156,1652784804,676586777,962090873,2991,48497,1084,68324,-0.14003376083362556,5.256741070717557,4.362702444434504,5.358999877610833,-0.00424237338935574,-0.052159170868347336,0.012460699311391226,0.027117348391023078,-0.048801079691876754,1,0,0,0.00169
2020-03-20,230044,30450,14030,39519,2266707623,834721420,1321391659,4970,92201,2034,130839,0.0011916958310758386,5.3662586755058745,4.319443001320837,5.486704283498555,-0.04203222074464154,-0.05657238055555556,-0.0409803243902439,0.06717955468060395,-0.06376430112014453,2,0,0,-0.00823
2020-03-20,282532,30130,11959,28435,1135277914,350088371,799902457,2575,115665,986,163306,-0.13472329782771802,5.261925894198407,4.359849285192726,5.369091753499427,-0.05241985491270229,-0.06279104690860215,-0.04995523111239119,0.08211500247223902,-0.09509817602513228,2,0,0,
2020-03-20,315113,31659,18294,50881,1076895863,643514865,871184810,3121,128359,1222,182411,-0.16457706063191102,5.247324319048876,4.305244830059194,5.290906790236142,-0.021173268562354162,-0.04685105188572922,-0.016388602801724134,0.05646843227027006,-0.05759897356309399,5,0,0,
2020-03-20,269536,37524,14238,44357,1912455147,854659373,1410705065,4477,111827,1555,151677,-0.25632103745164037,5.232227019384901,4.33337806447053,5.198875756196199,-0.050702948812990915,-0.05105254215111515,-0.056242556369063376,0.08737214617936045,-0.060567823742072945,5,0,0,-0.00023
2020-03-20,279300,29356,20567,44289,1938847321,1099285963,1514020587,5699,113396,2052,158153,-0.16176371479972096,5.263654502375507,4.295106285225356,5.2491473224116945,-0.04834786533055797,-0.050562782432081455,-0.05262153448169668,0.08327725123165171,-0.05947295737735331,5,0,0,0.0045
2020-03-20,298701,16497,12931,27145,753293541,263351711,791962290,5965,122081,2157,168498,-0.12513824071390686,5.211787869326312,4.348765830536741,5.243003709284113,-0.03709834180915315,-0.05685938577380952,-0.035991143142479205,0.05919529297955682,-0.06071942974678761,5,0,0,-0.00299
2020-03-20,409050,24585,14219,37627,753383675,611426280,999977784,7526,168929,2954,229641,-0.11497152326406897,5.233350298380254,4.276446000840803,5.243193169147396,-0.029285016776353378,-0.05702246703499079,-0.01897681758820778,0.04630746049459288,-0.05923649007424946,5,0,0,0.00766
2020-03-20,376519,20518,12645,33148,959964255,404793869,1057111214,8265,155872,2715,209667,-0.1708326804119792,5.215087773010275,4.341536097595677,5.164858821741576,-0.04155702477175762,-0.058882976355661885,-0.030994216793878634,0.05832612411689055,-0.06557300068580542,7,0,0,-0.01933
2020-03-20,214698,13222,9184,22470,439032840,190505344,588847912,3513,88182,1262,121741,-0.17724787495869943,5.212596900993469,4.319934515063903,5.163830347282322,-0.0643117423432912,-0.0771934947870122,-0.04489987703377448,0.07851899080394831,-0.08746394401061984,8,0,0,
2020-03-20,210883,15075,6687,19701,328372252,210250071,464396825,3089,86882,1129,119783,-0.15462486526434682,5.246380589477272,4.313465847239423,5.238124335315402,-0.024502634064530068,-0.04811631825748621,-0.01412198481360629,0.048048071810883414,-0.038971059607712764,8,0,0,
2020-03-20,175373,15781,7425,21225,732587512,340177270,936365041,4786,71646,1683,97258,-0.1685476415596759,5.206429780062083,4.3413880854330325,5.1808293679528425,-0.03851482971886788,-0.05182655151072125,-0.034529335989489714,0.06733623470093503,-0.04923639970760234,11,0,0,0.00283
2020-03-20,161693,12194,6129,21018,589731777,247871620,777178778,4489,65668,1485,90051,-0.15541909615731553,5.154858746022149,4.326341368291191,5.165200093666932,-0.021495849636363633,-0.04739224806060607,-0.01254523315151515,0.04759611780860553,-0.03241323334776335,11,0,0,0.00386
2020-03-20,140884,12596,4331,18332,691303893,213845978,821252918,4712,58600,1515,76057,-0.1214802738320454,5.243852366382739,4.303391892537675,5.273637968569623,-0.030007150789543524,-0.04522896355019715,-0.021444245022356586,0.057494632540371876,-0.042545469709837226,11,0,0,0.00833
2020-03-20,164995,15126,6348,21344,557699705,317179727,760207007,5013,67694,1725,90563,-0.23614708945461862,5.1414972523163405,4.397621218261871,5.1309291259158165,-0.03772482322416263,-0.04776880102590408,-0.03605027683641579,0.06505061758026534,-0.04599213073010174,11,0,0,-0.0003
2020-03-20,205108,27917,4812,22124,628490882,212665495,759496595,4998,83642,1467,115001,-0.08029484487742061,5.27765343002845,4.329503038267552,5.32052721756292,-0.035457669635719995,-0.04773073675059952,-0.02716882094134216,0.05546167992744333,-0.05219748059552358,11,0,0,-0.0063
2020-03-20,185776,26694,5370,32521,360485453,89312746,626577937,2751,76621,830,105574,-0.17245082657072858,5.164672880995868,4.318790649571089,5.048920737314514,-0.019997643680801223,-0.05037301425959781,0.015546606569679565,0.010925644595152016,-0.0553216083028641,11,0,0,
2020-03-20,160894,13585,5788,22496,258986673,175541624,598567431,2110,66324,660,91800,-0.1294402657310275,5.217584356284716,4.310325114721319,5.172297799787803,-0.03207100803469154,-0.05422821109474718,-0.010279446262886596,0.042509338070165326,-0.05508828186417439,11,3,0,
2020-03-20,179737,14035,6566,20011,526627979,302312851,681446802,3753,73502,1229,101253,-0.1554032899953044,5.245439575994286,4.300871242791771,5.2597493539171385,-0.028862536708074534,-0.049327036570048305,-0.01670847743692968,0.05128599368674804,-0.0454292276284585,11,3,0,0.0097
2020-03-20,185125,15687,6550,19339,635346336,173665470,699418982,4353,76245,1458,103069,-0.1734375700540874,5.191916141630926,4.3166919506629435,5.18824457596574,-0.025286346100454316,-0.05422826300269224,-0.010314762216052497,0.03786053459398376,-0.056589961742105566,12,3,0,-0.00389
2020-03-20,145051,12693,5650,19124,539523204,174406960,707208870,3780,59451,1275,80545,-0.1662072430519777,5.195178239107046,4.317415140597838,5.204135233609337,-0.023871176623015876,-0.04728990288888889,-0.018127580166666664,0.04682330827946128,-0.040265591777777776,12,3,0,0.00492
2020-03-20,173623,16353,9427,20805,663539850,197747928,777726039,4275,71432,1493,96423,-0.15033137202690283,5.2510404598491895,4.2900457541966555,5.284857136766532,-0.04308248835832877,-0.049090145226053636,-0.053602425806105296,0.07612754587238095,-0.04267361096223317,13,3,0,-0.00043
