datetime,info_tweets,info_fact_reliable,info_fact_unreliable,info_fact_unknown,info_exposure_fact_reliable,info_exposure_fact_unreliable,info_exposure_fact_unknown,info_bot_verified,info_bot_unverified,info_human_verified,info_human_unverified,info_sentiment,info_vad_A,info_vad_D,info_vad_V,info_big_5_A,info_big_5_C,info_big_5_E,info_big_5_N,info_big_5_O,epi_confirmed,epi_recovered,epi_dead,eco_close_pct
2020-03-20,139822,13755,5441,17098,526092457,181724935,685221014,3614,56750,1144,78314,-0.1299198804378212,5.269330079237015,4.299305880385337,5.31118303523929,-0.044654576090689686,-0.04909736341548315,-0.05592423146904961,0.07715891760303537,-0.04254427254710851,13,3,0,-0.00144
2020-03-20,116994,11339,4093,13661,312835532,77536071,480674374,2277,48068,654,65995,-0.12053022406962395,5.2366831518166395,4.314977949155697,5.3042614951236455,-0.036575099108553374,-0.04878904186413902,-0.03529003229143158,0.05974596318568214,-0.0480643518606284,13,3,0,
2020-03-20,142517,24530,5617,11757,248340437,89488581,332356724,1903,58286,586,81742,-0.11342386038612799,5.269196774301802,4.347134941855759,5.298889866358572,-0.028788862774834816,-0.048953756970551376,-0.021266583219412164,0.05114061692043337,-0.05043821351294904,13,3,0,
2020-03-20,147965,13235,7437,17401,380995773,203876982,663425937,3260,60583,1073,83049,-0.11805655877342419,5.272543556272717,4.326607471846232,5.260818043858546,-0.023071982981715894,-0.04897608175105485,-0.01170679483103043,0.044930505572583185,-0.04261741947960619,13,3,0,
2020-03-20,163734,11412,5715,19897,503806859,242905099,602696214,3588,67858,1152,91136,-0.22582986322589732,5.253455247462177,4.351675781399931,5.3049256335959125,-0.024439855217086835,-0.053404326053013804,-0.012805310729847492,0.04862525232518933,-0.04479507012656915,13,3,0,-0.00173
2020-03-20,138776,8718,4270,19766,342268973,197582307,474099117,3059,57559,925,77233,-0.17362357143603188,5.280128079755702,4.341920877913949,5.330632609023499,-0.01004761211273666,-0.04209971451650759,0.014266346894721747,0.016013142588393866,-0.03764073754042143,13,3,0,0.00121
2020-03-20,120638,11054,3495,14523,525170388,215135313,471394558,3269,49848,1120,66401,-0.14838502456335326,5.2719148496117265,4.311409428386866,5.305053685702777,-0.02256774327635328,-0.05051344145299145,-0.012872425424575422,0.044346173539010006,-0.05118565947940948,13,3,0,-0.0026
2020-03-20,167921,16722,5940,18209,493998255,272565229,645879623,3594,68369,1330,94628,-0.1571078547407146,5.273816166076878,4.266444613800585,5.279516173504132,-0.004284233709999149,-0.03558561230988263,0.013838623286146419,0.030920495618088833,-0.01718903269774393,15,5,0,-0.00529
2020-03-20,168972,19170,5760,21073,331509114,169538776,415309317,2348,69102,910,96612,-0.14492067624744015,5.227925112749499,4.266455671885583,5.178751427093962,-0.034585467703498844,-0.04918863851802404,-0.023274279327414903,0.05585184788197494,-0.04666548231345497,15,5,0,
2020-03-20,215067,17802,6473,19757,302199041,109563827,487719712,2535,90434,999,121099,-0.14470098594359548,5.271008247674152,4.300696286758917,5.27155283659621,-0.01922759217027619,-0.02968227572218329,-0.01532716972864595,0.046583250468610504,-0.02465897485019717,15,5,0,
2020-03-20,379677,26700,11878,33219,851396195,287772492,1033086272,6836,159398,2624,210819,-0.15999947306702983,5.320022948097287,4.257092830706152,5.2929180146557195,-0.018487645005488045,-0.03715252108728466,-0.004831917974770665,0.04517857024887445,-0.02845435747735307,51,5,0,-0.01557
2020-03-20,643500,39368,21468,44124,1000902850,491141611,1018843379,10242,267951,4317,360990,-0.18234010657783814,5.314585459853206,4.281257072711691,5.3004560480444045,-0.0434723846272234,-0.05799035081284043,-0.029493600949748598,0.06228721285704445,-0.05905315649121455,51,6,0,-0.03411
2020-03-20,604099,33012,18040,44188,1040177722,323186649,1194970074,10256,249051,4549,340243,-0.16514384663545298,5.29826300185004,4.2841268331317135,5.311275339848706,-0.042403439803289505,-0.04695363597998851,-0.04109851672198817,0.06371483571459002,-0.05722552780519472,57,6,0,-0.00743
2020-03-20,1008559,57871,26843,59910,1406530619,421142090,1349200183,14378,417131,6180,570870,-0.1417136608747753,5.284631098420047,4.246894772187954,5.300141329435561,-0.04570632470290014,-0.05091541832855374,-0.05028347083763957,0.07391916484993313,-0.04976558344369053,58,6,0,-0.02863
2020-03-20,989438,47761,34699,53354,1186264286,452847344,1295093546,12644,409551,5377,561866,-0.1256490339398963,5.3066879952593915,4.274441336258952,5.3035151135290475,-0.042765548176818734,-0.048533715929634014,-0.04698299468353249,0.07140618556445269,-0.04665443466127095,60,7,0,0.00548
2020-03-20,1041262,63056,30754,57877,1063509488,364845157,1120713310,12177,433251,5190,590644,-0.17661263403079158,5.2759085731677375,4.310728738009826,5.2388909201560825,-0.037095234760110674,-0.04355860635195071,-0.03942729623621312,0.06519625578899119,-0.04435630095760648,68,7,1,
2020-03-20,893595,52044,25347,52139,1029787858,280114182,1138151216,9410,373542,4275,506368,-0.13381962459614075,5.292443346232243,4.2942237634764595,5.291815660160803,-0.038809724353910155,-0.04473097926838702,-0.038029898178225746,0.06274281460095767,-0.049220382920926654,74,7,1,
2020-03-20,981578,52295,26971,98165,1250078753,484024953,1555415529,16987,404293,7577,552721,-0.09330644310366328,5.228121528337915,4.285505112435367,5.209162710431784,-0.06371769099421465,-0.03022073663075026,-0.051520985408929125,0.0799725406161999,-0.07433668961511251,98,7,6,0.04349
2020-03-20,926632,45521,24641,72231,1254074032,439878335,1505224655,17276,382176,7559,519621,-0.09474877929618948,5.291247129269479,4.262836459770712,5.308525738321824,-0.04749390582115518,-0.04567799984139538,-0.05504909062205413,0.07402121306520563,-0.07589893839514822,118,7,7,-0.03158
2020-03-20,865031,49504,33474,65444,1642575848,531795760,1649548252,17948,357119,7710,482254,-0.04679302348575436,5.344497440070541,4.264279200423229,5.402446099541756,-0.03053209862780744,-0.05523859828831365,-0.04683931674034397,0.05514394719724539,-0.09370624723935005,149,7,11,0.0268
2020-03-20,960533,49177,22562,92795,1662251059,513762960,1866815492,20327,395091,9123,535992,-0.09544977629999182,5.3449633453247305,4.2510038542348685,5.359265714536666,-0.03133227347750518,-0.05142133239558497,-0.02179145306696096,0.053174745176853506,-0.060622172381833574,217,7,12,-0.02064
2020-03-20,981874,59745,19350,95968,1808790600,466213844,1961893136,22088,404197,10449,545140,-0.12432873467641634,5.313571263157816,4.27749125066079,5.3028113214188,-0.031792333129200996,-0.04614027901117082,-0.02496886867468419,0.05767636996736531,-0.05035595923047839,262,7,14,0.01601
2020-03-20,1007587,62231,29989,55351,1192161027,381542231,1110737594,15622,419548,7721,564696,-0.15432381181329938,5.269210008048268,4.309667536170398,5.253254373302231,-0.02590774900395788,-0.044309197385709126,-0.020814916092843225,0.054522901061535685,-0.051098619903891494,402,7,17,
2020-03-20,1033668,59604,26201,58063,1013698218,346235314,1333740396,14668,433264,7205,578531,-0.08995104852026235,5.3401522317556935,4.250453438456232,5.371959863471708,-0.031497723833070576,-0.049210427895515614,-0.025173985449774002,0.057206733517937244,-0.05019385876850339,518,7,21,
2020-03-20,1056562,48455,29013,73565,1576219138,435711941,1563572113,20004,437186,9537,589835,-0.10674402194419248,5.339580966683814,4.260216597144477,5.365546520734838,-0.03327828221707592,-0.05339211439861785,-0.02106639428680211,0.05514186761036327,-0.05754943601340722,583,7,22,-0.04567
2020-03-20,978874,52792,25184,83035,1270442054,335739731,1441778370,19017,405807,9191,544859,-0.053043906324456706,5.357397379223923,4.2402610090845005,5.366363512197144,-0.02255144527265096,-0.04802583842822356,-0.003728252520781797,0.03709175381894692,-0.05028441962944067,959,8,28,0.02311
2020-03-20,947449,50859,21851,76081,1173386748,434134917,1399647987,19649,388288,9508,529994,-0.040240825541923,5.3390094866640005,4.239962722865776,5.3563731858888675,-0.03578213606158836,-0.04618700246783549,-0.03904864382103674,0.06270746895343847,-0.043184284054316034,1281,8,36,-0.04273
2020-03-20,1051277,44598,15402,66413,907415861,224122325,1050782000,17755,428431,9163,595922,-0.0397727483509946,5.42762610049992,4.2764194456336675,5.481553716263643,-0.03753201825704775,-0.04717754514186008,-0.03871718228091371,0.0661613904591444,-0.048509978857364425,1663,12,40,-0.04436
2020-03-20,986053,44741,21532,76085,717018953,245006407,1115460975,15231,405388,7566,557857,-0.046074585547689506,5.396185444092916,4.257300589602653,5.413423421638747,-0.04617317464251394,-0.04975285757323038,-0.039736234442360636,0.06968080974143034,-0.04979001202462462,2179,12,47,0.05515
2020-03-20,846373,38736,18735,59861,560744164,174965499,844007554,10827,348742,5690,481098,0.003316372374434123,5.427382123176561,4.248087411430573,5.4742508613466505,-0.04208141600779085,-0.05126264593760012,-0.034633335057861994,0.06600342949003395,-0.05385002345460166,2727,12,54,
2020-03-20,762908,30156,12782,42912,421961451,130784569,680435970,12471,313253,6779,430341,-0.003117948570995431,5.397192658918564,4.2589037942779315,5.44912016712886,-0.032650098569113675,-0.05031079899523161,-0.02671105532389386,0.056738465390927924,-0.056552185575252656,3499,12,63,
2020-03-20,783069,37799,15721,56124,867494381,237436509,965372441,15377,319106,7957,440540,-0.010583681093099522,5.442965907581745,4.248193088266689,5.480036207665572,-0.048076840181371504,-0.05914845783811283,-0.043822815313186325,0.07627815774436406,-0.07925813312457518,4632,17,85,-0.03485
2020-03-20,839359,42964,20735,61442,984711978,247591438,988762899,15659,342640,7766,473219,-0.029891913444140127,5.433271800466633,4.272617874527978,5.493728249295359,-0.04872493808276957,-0.05999143219981321,-0.044040099265065025,0.07396021621561563,-0.0825685713442962,6421,17,108,0.03662
2020-03-20,834983,47836,18130,62013,955626745,299247126,1097180576,16298,341215,7734,469652,-0.03994765516962517,5.367373434681284,4.270989623377201,5.404374291821678,-0.04345241726429516,-0.05584105833622518,-0.033190596166182744,0.06770373445156433,-0.05686829508300666,7783,0,118,-0.01435
2020-03-20,859293,43038,18653,61674,773808410,338747047,1055992762,16232,351470,8045,483486,-0.04406102421923332,5.3314644294131375,4.2992838598997345,5.349261002517264,-0.050105147168144105,-0.06383975658662577,-0.04482556963100282,0.07708689148221368,-0.07835774549237456,13677,0,200,0.01297
2020-03-20,880434,45321,39753,60812,983949267,301657999,988537579,16856,360954,8086,494487,-0.024621571657340052,5.3760210019997805,4.2799125364615875,5.421834992224702,-0.01632553688527807,-0.035017798473813165,-0.017809328756824436,0.051919969570005726,-0.04983331686449531,38200,0,488,-0.05328
