datetime,info_tweets,info_fact_reliable,info_fact_unreliable,info_fact_unknown,info_exposure_fact_reliable,info_exposure_fact_unreliable,info_exposure_fact_unknown,info_risk_index,info_bot_verified,info_bot_unverified,info_human_verified,info_human_unverified,info_sentiment,info_vad_A,info_vad_D,info_vad_V,info_big_5_A,info_big_5_C,info_big_5_E,info_big_5_N,info_big_5_O,info_fact_science,info_fact_msm,info_fact_satire,info_fact_clickbait,info_fact_political,info_fact_fake,info_fact_conspiracy,info_fact_shadow,info_fact_other,epi_confirmed,epi_recovered,epi_dead,eco_close_pct
2020-01-22,6058,494,466,1562,10817355,3481753,80540777,0.24349,142,2421,12,3483,0.12165,5.3162,4.24571,5.50376,0.02502,-0.05066,0.05909,-0.01758,-0.02314,,,,,,,,,,0,0,0,0.01245
2020-01-23,10986,744,663,2857,32800115,6502443,109342594,0.16545,213,4347,36,6390,0.0981,5.37233,4.42902,5.61053,,,,,,,,,,,,,,,0,0,0,-0.02053
2020-01-24,15298,978,639,3680,30075856,13804018,131685400,0.31459,222,6066,59,8951,0.03431,5.48165,4.40011,5.72937,-0.02575,-0.04859,-0.0116,0.03983,-0.0697,,,,,,,,,,0,0,0,-0.02971
2020-01-25,21213,784,427,2726,37999119,8818386,78961496,0.18836,145,8950,45,12073,-0.06428,5.30353,4.27295,5.41223,-0.05196,-0.07617,-0.03379,0.05619,-0.07364,,,,,,,,,,0,0,0,
2020-01-26,18713,837,426,2004,20636961,6261580,43599181,0.23279,110,7745,19,10839,0.02635,5.1761,4.31925,5.24577,-0.03066,-0.04621,-0.03452,0.07116,-0.03978,,,,,,,,,,0,0,0,
2020-01-27,33361,815,490,2520,19991940,22216055,96100716,0.52635,210,13662,33,19456,0.1569,5.21058,4.55215,5.13705,-0.02704,-0.04316,-0.01826,0.05,-0.02546,,,,,,,,,,0,0,0,-0.00785
2020-01-28,30032,849,565,4239,32440434,11590174,182719804,0.26323,326,12228,41,17437,0.12211,5.30148,4.30623,5.25238,0.01503,-0.04341,0.04102,-0.01593,0.02726,,,,,,,,,,0,0,0,0.03093
2020-01-29,32052,688,442,2674,29529316,5796971,142071591,0.1641,349,13123,52,18528,0.14253,5.18688,4.3452,5.19038,-0.01245,-0.06893,0.00661,0.01001,-0.06776,,,,,,,,,,0,0,0,-0.01196
2020-01-30,37528,1191,482,4270,64343400,8076572,178401268,0.11152,510,15254,110,21654,0.10213,5.22605,4.25835,5.14095,-0.00905,-0.07121,0.00862,0.00901,-0.07858,,,,,,,,,,0,0,0,0.00133
2020-01-31,66534,1056,488,4803,66483851,10858168,162632718,0.14039,392,26899,116,39127,-0.03673,5.20035,4.31884,5.12942,-0.0369,-0.05581,-0.02368,0.05982,-0.04199,,,,,,,,,,0,0,0,-0.00718
2020-02-01,35460,480,344,3993,28282330,8768610,55965866,0.23666,165,14346,39,20910,0.01127,5.2257,4.39778,5.16815,-0.03538,-0.06376,-0.01596,0.05741,-0.06194,,,,,,,,,,0,0,0,
2020-02-02,29715,621,434,2838,22719144,22895513,93755286,0.50193,211,12106,47,17351,-0.02027,5.19375,4.31849,5.1567,-0.02751,-0.05128,-0.0207,0.04292,-0.04327,,,,,,,,,,0,0,0,
2020-02-03,24831,403,158,2074,31137649,9700199,90590024,0.23753,233,10104,73,14421,-0.00085,5.13671,4.34907,5.1268,-0.01081,-0.03617,0.02757,0.02287,-0.01753,,,,,,,,,,0,0,0,0.0367
2020-02-04,14705,631,177,2019,31844595,776198,95436594,0.02379,204,5839,59,8603,0.00799,5.16119,4.32027,5.18731,0.02365,-0.04533,0.04499,0.00657,0.01831,,,,,,,,,,0,0,0,-0.01307
2020-02-05,14326,638,108,2476,41655358,1170322,166439275,0.02733,268,5684,75,8299,0.04686,5.27302,4.32884,5.30917,0.00702,-0.02566,0.02801,0.02312,0.00757,,,,,,,,,,0,0,0,-0.0065
2020-02-06,14032,367,222,1785,29377025,10378976,147038481,0.26107,219,5740,66,8007,-0.1546,5.15792,4.36164,5.14097,-0.05489,-0.05549,-0.05934,0.09074,-0.04706,,,,,,,,,,0,0,0,0.00341
2020-02-07,24585,1532,268,2658,48399555,21677417,134111033,0.30934,372,10017,87,14109,-0.1293,5.22055,4.31626,5.21344,-0.02877,-0.04682,-0.01255,0.05732,-0.02721,,,,,,,,,,0,0,0,0.00752
2020-02-08,21073,1513,180,1519,29189025,18215569,89585800,0.38426,212,8526,31,12304,-0.27952,5.16259,4.31631,5.08718,,,,,,,,,,,,,,,0,0,0,
2020-02-09,13821,500,186,1401,25110083,9015001,58945556,0.26418,153,5628,15,8025,0.00777,5.23344,4.30439,5.21478,-0.00304,-0.05241,0.03207,0.01528,-0.01679,,,,,,,,,,0,0,0,
2020-02-10,12984,336,237,1402,16259761,25807460,83930640,0.61348,260,5253,31,7440,-0.02081,5.21843,4.25221,5.23359,0.03327,-0.04467,0.07002,0.01303,0.00404,,,,,,,,,,0,0,0,-0.00391
2020-02-11,13020,628,222,1571,37100719,11424257,138865764,0.23543,271,5266,57,7426,0.06574,5.18659,4.27361,5.18881,-0.0432,-0.05207,-0.02727,0.06099,-0.03879,,,,,,,,,,0,0,0,-0.02992
2020-02-12,14389,897,148,2272,29443193,9960344,139452207,0.25278,300,5813,95,8181,-0.01557,5.22098,4.24113,5.26712,,,,,,,,,,,,,,,0,0,0,0.0028
2020-02-13,13711,439,132,1649,29372851,325092,141114314,0.01095,249,5606,63,7793,0.00364,5.27884,4.31574,5.33362,-0.04418,-0.04907,-0.05379,0.07673,-0.04208,,,,,,,,,,0,0,0,-0.03172
2020-02-14,8270,342,165,1244,31214241,459526,90696261,0.01451,191,3320,33,4726,0.02705,5.24454,4.35286,5.22578,-0.04333,-0.04786,-0.05281,0.07737,-0.03998,,,,,,,,,,0,0,0,-0.00056
2020-02-15,6836,303,99,1214,24756436,472081,113048489,0.01871,148,2814,23,3851,-0.01674,5.19887,4.31994,5.26098,-0.04609,-0.04877,-0.05934,0.07977,-0.04186,,,,,,,,,,0,0,0,
2020-02-16,6874,569,100,1061,13062292,248891,45411319,0.0187,98,2699,29,4048,0.01187,5.28447,4.28509,5.34081,-0.01081,-0.04785,0.00452,0.04161,0.00087,,,,,,,,,,0,0,0,
2020-02-17,9023,349,118,1240,22722781,3407210,87371207,0.13039,200,3625,46,5152,0.30567,5.30073,4.3126,5.31791,0.01687,-0.04022,0.03931,-0.00463,0.04879,,,,,,,,,,0,0,0,0.0143
2020-02-18,10878,1452,114,1309,29931001,10876388,99300153,0.26653,164,4579,30,6105,0.11605,5.27099,4.3511,5.34232,-0.05353,-0.06947,-0.05934,0.08429,-0.06188,,,,,,,,,,0,0,0,-0.02661
2020-02-19,14634,1809,175,1356,31069493,16350791,107204647,0.34481,221,6156,22,8235,0.17825,5.28577,4.34066,5.37228,-0.00699,-0.0534,0.00452,0.03083,-0.07283,,,,,,,,,,0,0,0,0.00613
2020-02-20,7984,487,132,1083,37834797,4898475,105713505,0.11463,171,3272,22,4519,0.11522,5.31327,4.30268,5.38856,-0.02789,-0.06184,0.00866,0.04099,-0.04846,,,,,,,,,,0,0,0,0.01486
2020-02-21,9021,364,176,1181,25231288,8171264,63728380,0.24463,186,3605,25,5205,-0.023,5.23739,4.29292,5.29043,0.02429,-0.02489,0.04783,0.0162,0.03055,,,,,,,,,,0,0,0,-0.00921
2020-02-22,7843,505,156,1206,34428253,11811118,58667544,0.25543,146,3115,34,4548,0.03964,5.28658,4.26662,5.2412,0.01885,-0.03032,0.04067,0.02989,0.02082,,,,,,,,,,0,0,0,
2020-02-23,10509,467,156,1595,28693303,2287820,78766418,0.07385,179,4346,26,5958,0.1014,5.25472,4.31308,5.22194,0.01026,-0.02837,0.04026,0.01697,0.0304,,,,,,,,,,0,0,0,
2020-02-24,31534,1540,303,3404,31693298,8537117,154073583,0.21221,434,12965,68,18067,0.09442,5.35557,4.2778,5.36996,0.0032,-0.03497,0.03524,0.01704,0.0161,,,,,,,,,,0,0,0,
2020-02-25,55134,1708,749,4994,68165638,9627660,174717324,0.12376,504,22318,160,32152,0.11328,5.4114,4.32593,5.40393,-0.00038,-0.04185,0.03294,0.00995,0.0017,,,,,,,,,,0,0,0,
2020-02-26,89362,2781,566,5422,59561873,6318447,235909291,0.09591,616,36260,130,52356,0.14656,5.37974,4.39863,5.42891,-0.01943,-0.0439,0.01065,0.02776,-0.00855,,,,,,,,,,0,0,0,-0.05648
2020-02-27,67135,2393,467,4668,64824907,5855792,189707347,0.08285,423,26979,102,39631,0.14286,5.332,4.31609,5.39939,-0.02564,-0.04994,-0.02054,0.05105,-0.0243,,,,,,,,,,0,0,0,-0.02842
2020-02-28,56267,1976,668,3545,43126610,9482665,158986444,0.18025,373,22328,95,33471,0.10567,5.3884,4.32131,5.44398,-0.0301,-0.04937,-0.01786,0.04783,-0.0315,,,,,,,,,,0,0,0,-0.0117
2020-02-29,43049,1421,387,3297,28571575,14389468,125075229,0.33494,329,17355,86,25279,0.12203,5.36093,4.34664,5.42506,-0.02257,-0.04747,-0.02088,0.04779,-0.03338,,,,,,,,,,0,0,0,
2020-03-01,32201,1049,269,2240,24467171,11091834,56719149,0.31193,234,13234,61,18672,0.15744,5.33474,4.3365,5.41095,-0.03911,-0.03934,-0.03817,0.06759,-0.03444,,,,,,,,,,0,0,0,
2020-03-02,29140,1651,310,2834,64808539,5465648,131194122,0.07778,333,11813,50,16944,0.0952,5.35083,4.3396,5.48954,-0.05636,-0.0293,-0.04157,0.07291,-0.06491,,,,,,,,,,0,0,0,0.0366
2020-03-03,87766,1686,324,7631,80338168,15345955,253145302,0.16038,649,35043,195,51879,0.13787,5.28718,4.31658,5.33763,-0.04425,-0.04717,-0.05263,0.07101,-0.07749,,,,,,,,,,1,0,0,-0.00701
