datetime,info_tweets,info_fact_reliable,info_fact_unreliable,info_fact_unknown,info_exposure_fact_reliable,info_exposure_fact_unreliable,info_exposure_fact_unknown,info_risk_index,info_bot_verified,info_bot_unverified,info_human_verified,info_human_unverified,info_sentiment,info_vad_A,info_vad_D,info_vad_V,info_big_5_A,info_big_5_C,info_big_5_E,info_big_5_N,info_big_5_O,epi_confirmed,epi_recovered,epi_dead,eco_close_pct
2020-01-22,226,13,11,26,26055,6043,68986,0.18827,0,97,0,129,0.25002,5.44401,4.18168,5.51047,,,,,,0,0,0,
2020-01-23,482,37,11,68,57974,19124,376470,0.24805,0,206,0,276,0.18424,5.55145,4.47807,5.86619,,,,,,0,0,0,
2020-01-24,1097,91,29,106,138292,21567,269499,0.13491,0,450,1,646,0.20849,5.68267,4.46008,6.1331,-0.05565,-0.06441,-0.05934,0.07704,-0.0937,0,0,0,
2020-01-25,1802,115,23,102,147554,692432,249360,0.82434,0,751,1,1050,0.05126,5.38119,4.2431,5.52315,-0.07868,-0.08994,-0.05934,0.08347,-0.11236,0,0,0,
2020-01-26,1421,61,36,99,72954,34646,152001,0.32199,0,587,0,834,-0.11905,5.26118,4.29522,5.37545,,,,,,0,0,0,
2020-01-27,1078,102,21,84,217883,70634,579992,0.24482,2,377,0,699,-0.1888,5.22267,4.42602,5.14551,-0.0525,-0.05085,-0.05934,0.08999,-0.06156,0,0,0,
2020-01-28,842,58,22,78,126702,47303,180140,0.27185,0,311,2,529,-0.00653,5.45795,4.1765,5.41113,-0.05949,-0.06982,-0.05934,0.08347,-0.07935,0,0,0,
2020-01-29,1136,49,24,60,64511,19570,144370,0.23275,0,443,1,692,-0.07599,5.19893,4.31545,5.22383,-0.01299,-0.07963,-0.00142,0.01633,-0.09274,0,0,0,
2020-01-30,1922,44,55,132,245143,92404,586103,0.27375,1,840,1,1080,-0.00117,5.2785,4.24235,5.29809,-0.01153,-0.06687,0.00721,0.03858,-0.04996,0,0,0,
2020-01-31,1471,32,51,64,47487,270529,91671,0.85068,0,625,0,846,-0.12386,5.17031,4.32418,5.07552,-0.03858,-0.06352,-0.0276,0.05682,-0.05535,0,0,0,
2020-02-01,707,15,17,51,23588,11065,507815,0.31931,1,296,0,410,-0.13646,5.12843,4.40869,4.98506,0.0186,-0.04169,0.0387,0.00087,0.03401,0,0,0,
2020-02-02,766,14,21,43,26652,49921,460224,0.65194,0,367,0,399,-0.05886,5.25067,4.25945,5.27839,,,,,,0,0,0,
2020-02-03,424,13,22,21,29783,150557,80036,0.83485,1,190,1,232,-0.02872,5.24462,4.36629,5.35926,0.03327,-0.04022,0.04481,0.01938,0.04879,0,0,0,
2020-02-04,487,12,4,58,16487,16089,653992,0.49389,2,214,1,270,-0.0426,5.17709,4.21586,5.23944,0.03194,-0.04924,0.07166,-0.00049,0.04879,0,0,0,
