datetime,info_tweets,info_fact_reliable,info_fact_unreliable,info_fact_unknown,info_exposure_fact_reliable,info_exposure_fact_unreliable,info_exposure_fact_unknown,info_risk_index,info_bot_verified,info_bot_unverified,info_human_verified,info_human_unverified,info_sentiment,info_vad_A,info_vad_D,info_vad_V,info_big_5_A,info_big_5_C,info_big_5_E,info_big_5_N,info_big_5_O,epi_confirmed,epi_recovered,epi_dead,eco_close_pct
2020-01-22,275,12,9,31,20883,22612,41795,0.51988,0,107,0,168,0.26163,5.41889,4.18337,5.54815,,,,,,0,0,0,
2020-01-23,588,63,18,67,137705,290906,336267,0.67872,1,218,0,369,0.12366,5.45815,4.49009,5.73714,,,,,,0,0,0,
2020-01-24,1206,88,37,94,94991,278498,200653,0.74567,2,442,1,761,0.09688,5.53129,4.40152,5.78333,,,,,,0,0,0,
2020-01-25,1923,107,38,126,316881,750902,475041,0.70323,8,764,2,1149,-0.10089,5.30061,4.27628,5.39084,-0.04928,-0.04745,-0.05934,0.08154,-0.04317,0,0,0,
2020-01-26,1783,96,46,140,269425,315565,402959,0.53944,11,729,3,1040,-0.15201,5.12996,4.36152,5.20467,0.02456,-0.03944,0.02878,0.04458,-0.03482,0,0,0,
2020-01-27,1203,88,28,120,202203,572346,563720,0.73894,8,523,4,668,-0.2548,5.09953,4.47161,5.08304,-0.03106,-0.05042,-0.03452,0.0785,-0.05692,0,0,0,
2020-01-28,1115,84,37,109,829363,267611,574036,0.24395,12,444,1,658,-0.05779,5.31095,4.21318,5.26495,,,,,,0,0,0,
2020-01-29,1209,64,27,81,72655,246989,134011,0.7727,15,464,1,729,-0.08149,5.16658,4.34575,5.233,0.00934,-0.08827,0.01886,-0.0038,-0.11145,0,0,0,
2020-01-30,2454,61,51,201,102951,272567,549944,0.72584,25,960,0,1469,-0.04107,5.23329,4.23986,5.223,0.00445,-0.07863,0.02696,0.00318,-0.09149,0,0,0,
2020-01-31,2257,73,55,140,273293,1226972,240355,0.81784,38,979,2,1238,-0.05536,5.26723,4.29174,5.24287,-0.06072,-0.06228,-0.05934,0.08673,-0.07445,0,0,0,
2020-02-01,1133,70,35,111,359737,946180,1093689,0.72453,30,464,7,632,-0.14284,5.20525,4.34184,5.13185,-0.04642,-0.06228,-0.02741,0.06897,-0.07445,0,0,0,
2020-02-02,1130,90,16,77,352216,474775,512534,0.5741,11,432,14,673,-0.13407,5.25757,4.36045,5.18951,-0.02811,-0.05735,0.00452,0.04468,-0.03152,0,0,0,
2020-02-03,1005,57,19,71,261272,1167457,321968,0.81713,12,380,16,597,-0.05377,5.2081,4.41613,5.1964,0.03088,0.02298,0.0028,0.06804,-0.00908,0,0,0,
2020-02-04,723,35,20,76,426161,1393364,967553,0.76578,16,318,5,384,-0.12097,5.15207,4.33258,5.2094,-0.06249,-0.06495,-0.05934,0.04569,-0.06003,0,0,0,
2020-02-05,632,24,9,65,30420,472160,606872,0.93947,20,277,3,332,0.0198,5.21239,4.34554,5.21648,-0.01007,-0.04765,0.06839,0.01144,-0.05303,0,0,0,
2020-02-06,714,29,16,56,100028,923152,155818,0.90224,8,241,2,463,-0.14724,4.97562,4.43869,4.84824,,,,,,0,0,0,
2020-02-07,678,91,9,71,302981,249455,190408,0.45155,18,287,0,373,-0.12475,5.24321,4.38928,5.26344,,,,,,0,0,0,
2020-02-08,593,99,9,84,264146,687387,316751,0.7224,12,238,3,340,-0.05756,5.11147,4.37577,4.93779,,,,,,0,0,0,
2020-02-09,615,39,7,104,117064,454303,139624,0.79512,16,279,0,320,-0.1013,5.23062,4.31785,5.18295,0.01795,-0.02589,0.01517,0.03233,-0.06717,0,0,0,
2020-02-10,517,42,15,108,452422,506441,130588,0.52817,12,202,0,303,0.00639,5.31215,4.29875,5.31954,,,,,,0,0,0,
2020-02-11,513,30,11,64,328104,705363,163828,0.68252,9,215,3,286,-0.00958,5.25229,4.34554,5.29979,-0.06125,-0.0673,-0.05424,0.05775,-0.0841,0,0,0,
2020-02-12,437,32,8,52,294401,287267,252672,0.49387,9,206,6,216,-0.09025,5.20035,4.36923,5.31183,0.03327,-0.04913,0.04159,0.01726,-0.0407,0,0,0,
2020-02-13,460,32,11,46,123389,259615,93925,0.67784,7,177,1,275,-0.11646,5.24355,4.39183,5.1927,-0.04202,-0.04877,-0.05443,0.07716,-0.04186,0,0,0,
2020-02-14,363,47,17,41,53564,301834,1355313,0.84928,13,160,0,190,-0.14374,5.24124,4.3437,5.12084,-0.0388,-0.04919,-0.04229,0.07118,-0.04434,0,0,0,
2020-02-15,402,27,9,56,35623,476692,884020,0.93047,6,149,0,247,0.0103,5.34442,4.24521,5.40173,,,,,,0,0,0,
2020-02-16,403,91,6,35,84199,230815,75318,0.73271,5,165,0,233,-0.1464,5.13605,4.42911,5.21485,-0.05319,-0.05765,-0.05934,0.08347,-0.08015,0,0,0,
2020-02-17,361,37,15,30,274363,498393,142763,0.64496,24,134,0,203,0.01532,5.26807,4.35135,5.22519,,,,,,0,0,0,
2020-02-18,448,23,10,48,100983,1363742,295793,0.93106,19,175,0,254,-0.07348,5.18999,4.38854,5.2347,,,,,,0,0,0,
