datetime,info_tweets,info_fact_reliable,info_fact_unreliable,info_fact_unknown,info_exposure_fact_reliable,info_exposure_fact_unreliable,info_exposure_fact_unknown,info_bot_verified,info_bot_unverified,info_human_verified,info_human_unverified,info_sentiment,info_vad_A,info_vad_D,info_vad_V,info_big_5_A,info_big_5_C,info_big_5_E,info_big_5_N,info_big_5_O,epi_confirmed,epi_recovered,epi_dead,eco_close_pct
2020-03-20,10,0,0,5,0,0,7257,0,3,0,7,-0.05879,5.17452,4.33605,5.42187,,,,,,0,0,0,
2020-03-20,19,1,1,10,738,4763,8571,0,12,0,7,-0.45324,4.9604,4.46807,4.73872,,,,,,0,0,0,
2020-03-20,45,4,2,16,1499,25492,6766,0,21,0,24,0.00901,5.34545,4.46391,5.68076,,,,,,0,0,0,
2020-03-20,53,0,2,1,0,5782,79,0,16,0,37,0.02051,5.33453,4.50301,5.51113,,,,,,0,0,0,
2020-03-20,65,1,4,11,24,12084,17496,0,29,0,36,-0.13473,5.14809,4.30612,5.25856,,,,,,0,0,0,
2020-03-20,49,4,3,4,7193,9305,4278,0,18,0,31,-0.29588,5.15744,4.38831,5.09552,,,,,,0,0,0,
2020-03-20,56,2,4,10,8949,18453,15422,0,15,0,41,-0.10789,5.3379,4.21897,5.38179,,,,,,0,0,0,
2020-03-20,53,1,0,6,8214,0,1709,0,18,0,35,0.14577,5.30932,4.52975,5.39855,,,,,,0,0,0,
2020-03-20,96,0,0,8,0,0,15206,0,31,0,65,-0.17688,5.06787,4.35044,4.98512,,,,,,0,0,0,
2020-03-20,69,1,0,10,89,0,23693,0,46,0,23,0.01307,5.32492,4.32936,5.45747,,,,,,0,0,0,
2020-03-20,37,1,0,7,290,0,25906,0,19,0,18,-0.07804,5.50929,4.18631,5.54304,,,,,,0,0,0,
2020-03-20,29,1,0,4,8240,0,8991,0,20,0,9,0.05825,5.52683,4.06229,5.70347,,,,,,0,0,0,
2020-03-20,28,2,0,8,12992,0,6148,0,16,0,12,-0.20454,5.24694,4.34189,5.12327,,,,,,0,0,0,
2020-03-20,50,3,1,36,7073,920,5679,0,12,0,38,-0.29387,5.17803,4.56087,4.96346,,,,,,0,0,0,
2020-03-20,44,6,0,24,12084,0,3535,0,11,0,33,-0.04277,5.31485,4.23469,5.43124,,,,,,0,0,0,
2020-03-20,24,1,2,9,741,22035,16363,0,5,0,19,-0.28531,5.25927,4.33849,5.04028,,,,,,0,0,0,
2020-03-20,24,10,0,3,17534,0,2044,0,15,0,9,0.15828,5.28294,4.35956,5.50963,,,,,,0,0,0,
2020-03-20,36,4,0,19,4262,0,27205,0,12,0,24,-0.23767,4.99807,4.53442,4.44006,,,,,,0,0,0,
2020-03-20,17,0,0,3,0,0,3921,0,5,0,12,0.08024,5.50105,4.13919,5.18345,,,,,,0,0,0,
2020-03-20,37,0,2,8,0,17735,3791,0,18,0,19,-0.00511,5.59372,4.18232,5.67963,,,,,,0,0,0,
2020-03-20,23,0,0,9,0,0,7130,0,8,0,15,-0.11704,5.00802,4.36549,4.86224,,,,,,0,0,0,
2020-03-20,24,1,1,6,17529,4512,2851,0,10,0,14,-0.33668,5.06642,4.43181,4.96697,,,,,,0,0,0,
2020-03-20,21,1,0,3,759,0,1392,0,6,0,15,-0.16398,5.23487,4.20832,5.35066,-0.04609,-0.04877,-0.05934,0.07977,-0.04186,0,0,0,
2020-03-20,22,4,0,2,5341,0,735,0,8,0,14,-0.03146,5.45722,4.4193,5.46266,,,,,,0,0,0,
2020-03-20,14,6,0,4,5737,0,3347,0,5,0,9,0.42239,5.72678,4.19375,6.14386,,,,,,0,0,0,
2020-03-20,25,8,1,4,13133,13,1508,0,7,0,18,-0.28536,4.92542,4.56131,4.68165,,,,,,0,0,0,
2020-03-20,20,3,0,6,10972,0,2464,0,9,0,11,-0.21342,4.67107,4.59793,4.66442,,,,,,0,0,0,
2020-03-20,24,0,0,8,0,0,3410,0,12,0,12,-0.25953,5.0948,4.19345,5.38778,,,,,,0,0,0,
2020-03-20,10,0,0,3,0,0,3128,0,4,0,6,-0.18776,4.80681,4.44366,4.62669,,,,,,0,0,0,
2020-03-20,11,2,0,0,1130,0,0,0,5,0,6,0.08027,5.39615,4.43876,5.64109,,,,,,0,0,0,
2020-03-20,35,2,1,11,6374,555,16554,0,18,0,17,-0.15636,5.20158,4.22126,5.16812,,,,,,0,0,0,
2020-03-20,19,0,0,4,0,0,2695,0,8,0,11,-0.29599,4.91258,4.33744,4.90464,,,,,,0,0,0,
2020-03-20,32,3,1,8,11138,1297,25299,0,6,0,26,-0.18656,5.12756,4.39344,4.84636,,,,,,0,0,0,
2020-03-20,62,0,2,13,0,6354,9346,0,18,0,44,-0.06535,5.28715,4.16632,5.24509,,,,,,0,0,0,
2020-03-20,90,3,6,11,6383,16799,5499,0,26,0,64,-0.10857,5.30514,4.34374,5.34077,-0.08536,-0.09659,-0.05934,0.08176,-0.11313,0,0,0,
2020-03-20,85,2,2,12,953,6975,9109,0,34,0,51,-0.25212,5.1638,4.29301,5.16171,-0.05489,-0.05549,-0.05934,0.05702,-0.04706,0,0,0,
2020-03-20,128,6,3,6,45989,15687,1815,0,38,0,90,-0.05712,5.35216,4.22868,5.41363,-0.04609,-0.04877,-0.05934,0.08085,-0.04186,0,0,0,
2020-03-20,126,5,4,5,12918,17335,1541,1,27,0,98,-0.09152,5.32381,4.25964,5.29487,,,,,,0,0,0,
2020-03-20,100,2,11,8,11186,59595,27236,0,18,0,82,-0.17867,5.2608,4.29896,5.30392,,,,,,0,0,0,
2020-03-20,130,8,3,22,10415,16777,30493,0,48,0,82,-0.12165,5.37078,4.32551,5.41416,-0.05664,-0.04913,-0.05934,0.08247,-0.04167,0,0,0,
2020-03-20,92,6,0,21,29856,0,21925,0,25,0,67,-0.13799,5.25368,4.30594,5.27849,-0.05848,-0.03637,-0.05789,0.08282,-0.06061,0,0,0,
2020-03-20,108,3,1,24,885,786,10502,0,43,0,65,-0.10112,5.30114,4.25672,5.32661,-0.02853,-0.04454,-0.02668,0.04486,-0.06799,0,0,0,
2020-03-20,113,6,2,40,12903,10363,14738,0,62,0,51,0.01732,5.3827,4.39119,5.47684,,,,,,0,0,0,
2020-03-20,131,6,9,20,14704,45668,26360,0,34,0,97,-0.09477,5.28248,4.34791,5.27188,,,,,,0,0,0,
2020-03-20,91,3,1,11,2962,5591,6475,0,17,0,74,-0.11175,5.26587,4.23655,5.25534,,,,,,0,0,0,
2020-03-20,85,6,3,5,6358,11463,5136,0,28,0,57,-0.10649,5.25132,4.35865,5.29924,,,,,,0,0,0,
2020-03-20,105,5,3,8,12744,12110,8501,0,38,0,67,-0.11257,5.36967,4.23522,5.38059,,,,,,0,0,0,
2020-03-20,117,6,4,16,20199,16790,14750,0,37,0,80,-0.17098,5.23771,4.36524,5.35015,,,,,,0,0,0,
2020-03-20,100,1,4,14,161,17334,23654,0,32,0,68,-0.11248,5.25759,4.28672,5.20001,,,,,,0,0,0,
2020-03-20,129,3,0,18,6785,0,13255,0,45,0,84,0.07597,5.32054,4.18048,5.37573,-0.04609,-0.04629,-0.05934,0.08085,-0.04186,0,0,0,
