datetime,info_tweets,info_fact_reliable,info_fact_unreliable,info_fact_unknown,info_exposure_fact_reliable,info_exposure_fact_unreliable,info_exposure_fact_unknown,info_bot_verified,info_bot_unverified,info_human_verified,info_human_unverified,info_sentiment,info_vad_A,info_vad_D,info_vad_V,info_big_5_A,info_big_5_C,info_big_5_E,info_big_5_N,info_big_5_O,epi_confirmed,epi_recovered,epi_dead,eco_close_pct
2020-03-20,3,0,0,1,0,0,2507,0,3,0,0,0.6430333333333333,6.234999999999999,4.115,7.3100000000000005,,,,,,,,,
2020-03-20,13,1,3,2,67,201,134,0,2,0,11,-0.09814999999999999,4.7492261904761905,4.34797619047619,4.412083333333333,,,,,,,,,
2020-03-20,21,3,4,2,654,296,251,0,13,0,8,0.06787272727272727,5.425046485260771,4.396309523809523,5.6933514739229025,,,,,,,,,
2020-03-20,38,2,0,3,376,0,3259,0,21,0,17,0.009705263157894743,5.249252976190476,4.354666666666667,5.439074404761905,,,,,,,,,
2020-03-20,26,0,0,2,0,0,2548,0,13,0,13,0.04649999999999999,5.420603760822511,4.103989042207792,5.583415043290043,,,,,,,,,
2020-03-20,32,4,3,2,769,1015,440,0,14,0,18,-0.31378947368421056,5.248519013666073,4.513340760546643,5.363522281639928,,,,,,,,,
2020-03-20,38,0,0,6,0,0,42169,0,15,0,23,-0.1415615384615385,5.440195833333333,3.985158333333333,5.323825,,,,,,,,,
2020-03-20,20,1,0,1,188,0,36,0,7,0,13,0.3320461538461539,5.588148148148148,4.22515873015873,5.913174603174603,,,,,,,,,
2020-03-20,37,1,0,1,365,0,1080,0,16,0,21,0.040831818181818184,5.661437756687756,4.450822122322122,5.66268228993229,,,,,,,,,
2020-03-20,30,0,1,0,0,613,0,0,20,0,10,-0.2174,5.419621527777778,4.391605101495727,5.394791800213675,,,,,,,,,
2020-03-20,13,0,0,1,0,0,470,0,7,0,6,-0.19446666666666668,5.259571428571428,4.381936507936508,5.153833333333333,,,,,,,,,
2020-03-20,12,0,1,1,0,245,47,0,6,0,6,-0.225925,5.052291666666667,4.2784375,4.7284375,,,,,,,,,
2020-03-20,3,0,0,1,0,0,47,0,2,0,1,0.07893333333333331,4.97,4.504166666666666,4.570833333333333,,,,,,,,,
2020-03-20,1,0,0,0,0,0,0,0,0,0,1,-0.7269,,,,,,,,,,,,
2020-03-20,4,0,0,1,0,0,59,0,1,0,3,-0.226825,5.263214285714286,4.714642857142858,4.604642857142856,,,,,,,,,
2020-03-20,3,0,0,1,0,0,59,0,1,0,2,-0.1667,5.675,4.145,5.965,,,,,,,,,
2020-03-20,6,1,0,1,294,0,1426,0,3,0,3,-0.33503333333333335,4.205833333333333,5.224166666666667,3.791666666666667,,,,,,,,,
2020-03-20,11,3,0,6,1365,0,2402,0,6,0,5,0.3593571428571429,5.272922077922077,4.243831168831169,4.8307142857142855,,,,,,,,,
2020-03-20,9,1,0,3,1630,0,4293,0,2,0,7,0.34635,5.535590277777778,4.380520833333334,5.461354166666667,,,,,,,,,
2020-03-20,6,0,0,2,0,0,168,0,2,0,4,0.42400000000000004,6.149166666666666,4.470833333333333,5.769166666666667,,,,,,,,,
2020-03-20,7,1,0,1,2698,0,66,0,4,0,3,-0.1027,5.25,4.7177678571428565,5.073928571428572,,,,,,,,,
2020-03-20,12,0,0,3,0,0,903,0,5,0,7,0.00548571428571429,5.212180555555555,4.234680555555555,5.323347222222222,,,,,,,,,
2020-03-20,5,1,0,0,1633,0,0,0,0,0,5,0.61395,5.803333333333333,4.029583333333333,6.079166666666667,,,,,,,,,
2020-03-20,8,1,1,1,190,439,576,0,3,0,5,-0.008066666666666666,4.6786666666666665,4.768266666666666,4.5332,,,,,,,,,
2020-03-20,3,0,0,1,0,0,290,0,2,0,1,-0.395,5.31,4.0600000000000005,5.384,,,,,,,,,
2020-03-20,10,5,0,2,5007,0,576,0,8,0,2,0.4926,5.975,3.5549999999999997,6.385,,,,,,,,,
2020-03-20,7,0,1,1,0,454,454,0,5,0,2,0.4321400000000001,5.342272727272727,3.9956363636363634,5.2816363636363635,,,,,,,,,
2020-03-20,6,0,0,1,0,0,2597,0,0,0,6,-0.34338,5.3081249999999995,4.16625,5.765000000000001,,,,,,,,,
2020-03-20,13,0,2,1,0,916,825,0,2,0,11,-0.04326153846153846,5.509625305250306,4.322638125763126,5.772828907203908,,,,,,,,,
2020-03-20,5,1,0,1,458,0,192,0,1,0,4,0.5546,5.77125,4.14625,5.7212499999999995,,,,,,,,,
2020-03-20,5,1,1,0,2742,459,0,0,3,0,2,0.17525999999999997,5.668666666666667,4.011,5.2285,,,,,,,,,
2020-03-20,2,2,0,0,2761,0,0,0,0,0,2,0.0772,6.51,3.875,5.455,,,,,,,,,
2020-03-20,1,0,0,0,0,0,0,0,0,0,1,0.5493,,,,,,,,,,,,
2020-03-20,16,0,0,0,0,0,0,0,5,0,11,-0.26644444444444443,4.922250811688311,4.194162337662338,4.911779220779221,,,,,,,,,
2020-03-20,20,1,0,3,2748,0,283,0,6,0,14,0.16967857142857143,5.423048078184442,4.224554440508985,5.38369746162928,,,,,,,,,
2020-03-20,20,2,0,2,4587,0,1146,0,11,0,9,-0.041736363636363634,5.562697191697192,4.519452658452659,5.716980796980796,,,,,,,,,
2020-03-20,33,1,0,2,2613,0,1032,0,12,0,21,0.11017826086956521,5.533684173669467,4.055138188608777,5.712892390289449,,,,,,,,,
2020-03-20,41,1,2,6,312,64,4648,0,17,0,24,0.14157083333333334,5.575102364554637,4.460954315886134,5.712289154532336,-0.055852777777777765,-0.03167718181818181,-0.05934,0.08517400000000001,-0.054085699999999994,,,,
2020-03-20,28,2,0,3,1123,0,1609,0,11,0,17,-0.011717647058823525,5.6267708333333335,4.4180625,5.759875,,,,,,,,,
2020-03-20,25,1,0,2,478,0,1158,0,15,0,10,0.07929230769230769,5.591854166666667,4.309834573412698,5.718362227182539,,,,,,,,,
2020-03-20,48,4,2,8,1480,5002,14819,0,17,0,31,0.04096296296296296,5.34634768009768,4.294287545787546,5.590667277167277,-0.070862,-0.023968500000000004,-0.05643183333333333,0.08478016666666667,-0.07935149999999999,,,,
2020-03-20,41,2,1,5,1924,2762,6817,0,24,0,17,-0.022432142857142862,5.310390384615384,4.259996428571428,5.263916544566545,-0.0616825,-0.037409750000000005,-0.05788591666666666,0.08645258333333333,-0.07045375,,,,
2020-03-20,44,0,0,4,0,0,1223,0,21,0,23,0.14790799999999998,5.6348115121806295,4.111542400246812,5.792741386717857,,,,,,,,,
2020-03-20,55,1,2,10,1018,922,10649,1,25,0,29,-0.07605833333333333,5.421268253968254,4.190834920634921,5.510301587301587,0.033265,-0.049129,0.068387,-0.04845033333333334,-0.040701,,,,
2020-03-20,33,3,1,5,755,297,2444,0,17,0,16,-0.16784,5.171087301587302,4.3408412698412695,5.331079365079366,,,,,,,,,
2020-03-20,29,2,2,0,4618,4851,0,0,13,0,16,-0.1497809523809524,5.308277777777778,4.301547908232119,5.327933985605038,,,,,,,,,
2020-03-20,37,1,2,1,4791,4635,576,0,15,0,22,-0.05544499999999999,5.360323856038142,4.315706872492587,5.642297633583348,,,,,,,,,
2020-03-20,46,3,0,6,1489,0,2188,0,15,0,31,-0.13854545454545455,5.293942283086074,4.2837215651692775,5.145513988311374,,,,,,,,,
