datetime,info_tweets,info_fact_reliable,info_fact_unreliable,info_fact_unknown,info_exposure_fact_reliable,info_exposure_fact_unreliable,info_exposure_fact_unknown,info_bot_verified,info_bot_unverified,info_human_verified,info_human_unverified,info_sentiment,info_vad_A,info_vad_D,info_vad_V,info_big_5_A,info_big_5_C,info_big_5_E,info_big_5_N,info_big_5_O,epi_confirmed,epi_recovered,epi_dead,eco_close_pct
2020-03-20,21,0,0,8,0,0,6999,0,11,0,10,0.29636666666666667,5.296349494949495,4.159050505050505,5.356139393939395,,,,,,,,,
2020-03-20,28,0,0,2,0,0,912,0,5,0,23,0.13044736842105262,5.407729700854701,4.329876458768504,5.342799356577766,-0.012203642857142857,-0.0477109,0.004523499999999996,0.018421214285714287,-0.04128,,,,
2020-03-20,57,3,0,2,5073,0,632,0,22,0,35,-0.10041842105263159,5.37911015492444,4.408462491476778,5.642769511440941,,,,,,,,,
2020-03-20,46,3,1,6,1508,376,9559,0,19,0,27,0.07055000000000002,5.395574990981241,4.3324187409812405,5.365320842352092,,,,,,,,,
2020-03-20,51,2,5,3,716,5876,1886,0,26,0,25,0.10389696969696971,5.415219121787303,4.29994141464596,5.520767368994641,,,,,,,,,
2020-03-20,31,2,2,0,5267,9570,0,0,10,0,21,-0.16590952380952378,5.260875992063492,4.429711805555556,5.317138392857143,,,,,,,,,
2020-03-20,41,3,0,4,1019,0,1726,0,17,0,24,-0.0016076923076923056,5.428185881370092,4.290316624895572,5.59590350877193,,,,,,,,,
2020-03-20,37,2,0,2,264,0,2125,0,12,0,25,-0.01934,5.218621031746031,4.52519246031746,5.3228236331569665,,,,,,,,,
2020-03-20,44,0,0,2,0,0,1434,0,25,0,19,0.030286206896551725,5.358277244494635,4.2733089277871885,5.428204200388983,,,,,,,,,
2020-03-20,46,0,1,5,0,2771,1276,0,12,0,34,0.005793103448275862,5.314701298701299,4.33478841991342,5.391792748917749,-0.07391733333333333,-0.09230233333333333,-0.027754499999999994,0.08347,-0.07905025,,,,
2020-03-20,62,1,4,5,345,16974,3965,0,41,0,21,0.0024461538461538522,5.3675953984287315,4.414962502004169,5.450299182299182,,,,,,,,,
