datetime,iso,local_languages,info_tweets,info_tweets_local,info_fact_reliable,info_fact_unreliable,info_fact_unknown,info_fact_reliable_local,info_fact_unreliable_local,info_fact_unknown_local,info_exposure_fact_reliable,info_exposure_fact_unreliable,info_exposure_fact_unknown,info_exposure_fact_reliable_local,info_exposure_fact_unreliable_local,info_exposure_fact_unknown_local,info_bot_verified,info_bot_unverified,info_human_verified,info_human_unverified,info_sentiment,info_vad_V,info_vad_A,info_vad_D,info_big_5_O,info_big_5_C,info_big_5_E,info_big_5_A,info_big_5_N,info_risk_index,info_risk_index_local,eco_close_pct,epi_confirmed,epi_confirmed_new,epi_dead,epi_dead_new
2020-01-22,LBN,"ar,fr",139,12,11,11,20,2,0,3,37803,8527,151716,702,0,254,7,52,0,80,0.023,5.369,5.327,4.268,-0.051,0.001,-0.051,-0.049,0.086,0.184,0.000,,0.000,0.000,0.000,0.000
2020-01-23,LBN,"ar,fr",292,43,24,20,45,2,0,9,58368,84822,731773,617,0,427579,6,108,1,177,-0.036,5.624,5.371,4.386,-0.043,0.046,-0.041,-0.004,0.082,0.592,0.000,,0.000,0.000,0.000,0.000
2020-01-24,LBN,"ar,fr",587,99,74,25,62,7,3,11,167690,27829,396932,9130,2482,131195,4,204,2,377,0.046,5.721,5.465,4.325,-0.042,-0.016,-0.036,-0.010,0.077,0.142,0.214,,0.000,0.000,0.000,0.000
2020-01-25,LBN,"ar,fr",1114,244,68,27,98,21,2,27,206544,81492,1509379,18543,2876,1081100,21,381,0,712,-0.121,5.344,5.263,4.287,-0.060,-0.054,-0.032,0.004,0.066,0.283,0.134,,0.000,0.000,0.000,0.000
2020-01-26,LBN,"ar,fr",1101,198,53,23,128,8,2,36,122714,95530,1680702,3364,452,1294618,36,452,2,611,-0.126,5.276,5.150,4.376,-0.046,-0.043,-0.047,-0.005,0.078,0.438,0.118,,0.000,0.000,0.000,0.000
2020-01-27,LBN,"ar,fr",609,75,42,26,74,4,2,19,333614,66731,2072941,5161,3275,645938,17,232,2,358,-0.277,4.922,4.972,4.519,-0.026,-0.042,-0.027,0.018,0.072,0.167,0.388,,0.000,0.000,0.000,0.000
2020-01-28,LBN,"ar,fr",614,96,40,34,94,6,3,21,192116,29807,3531063,2915,3808,3170540,18,211,4,381,-0.010,5.413,5.411,4.234,-0.048,-0.053,-0.025,0.008,0.061,0.134,0.566,,0.000,0.000,0.000,0.000
2020-01-29,LBN,"ar,fr",968,155,43,8,80,7,2,27,100008,73630,1661230,8545,1409,1039927,30,356,6,576,-0.113,5.258,5.399,4.161,-0.060,-0.032,-0.041,0.025,0.073,0.424,0.142,,0.000,0.000,0.000,0.000
2020-01-30,LBN,"ar,fr",1064,133,46,26,103,8,0,23,290232,30401,2706989,3386,0,1071369,18,429,4,613,-0.056,5.256,5.230,4.309,-0.038,-0.026,-0.036,0.015,0.069,0.095,0.000,,0.000,0.000,0.000,0.000
2020-01-31,LBN,"ar,fr",1077,182,51,18,97,5,0,23,268763,44126,1457923,4236,0,816177,28,447,13,589,-0.051,5.177,5.246,4.340,-0.050,-0.052,-0.038,0.006,0.069,0.141,0.000,,0.000,0.000,0.000,0.000
2020-02-01,LBN,"ar,fr",705,70,25,17,65,1,1,10,147776,17099,1873991,546,3185,1651129,10,373,1,321,-0.075,5.253,5.270,4.334,-0.044,-0.042,-0.042,-0.002,0.079,0.104,0.854,,0.000,0.000,0.000,0.000
2020-02-02,LBN,"ar,fr",658,76,30,13,69,2,0,15,163097,6011,3435054,3199,0,1677539,15,364,6,273,0.019,5.298,5.269,4.335,-0.032,-0.029,-0.037,0.018,0.071,0.036,0.000,,0.000,0.000,0.000,0.000
2020-02-03,LBN,"ar,fr",470,83,24,14,68,1,1,26,124860,5567,2378780,546,153,753006,19,222,6,223,0.004,5.150,5.203,4.382,-0.014,0.007,-0.039,0.011,0.077,0.043,0.219,,0.000,0.000,0.000,0.000
2020-02-04,LBN,"ar,fr",449,62,29,16,50,4,0,19,254426,15897,3565136,2184,0,1946941,18,164,10,257,-0.008,5.241,5.221,4.335,0.005,0.013,-0.041,0.011,0.072,0.059,0.000,,0.000,0.000,0.000,0.000
2020-02-05,LBN,"ar,fr",394,67,13,4,61,1,0,10,133633,1574,1991285,3210,0,452204,14,131,12,237,-0.054,5.399,5.227,4.317,0.000,0.004,-0.043,-0.017,0.076,0.012,0.000,,0.000,0.000,0.000,0.000
2020-02-06,LBN,"ar,fr",372,84,16,8,49,0,0,11,175714,10245,1477482,0,0,219550,12,132,5,223,-0.150,5.162,5.188,4.428,-0.058,-0.057,-0.041,0.004,0.074,0.055,,,0.000,0.000,0.000,0.000
2020-02-07,LBN,"ar,fr",436,74,86,6,66,5,1,28,307557,4878,2246551,8261,259,683510,12,157,9,258,-0.049,5.198,5.267,4.352,-0.044,-0.053,-0.049,-0.016,0.076,0.016,0.030,,0.000,0.000,0.000,0.000
2020-02-08,LBN,"ar,fr",424,64,78,3,97,7,0,20,175207,1877,2333916,8462,0,600529,21,159,1,243,0.031,5.212,5.215,4.342,-0.040,-0.025,-0.043,0.005,0.075,0.011,0.000,,0.000,0.000,0.000,0.000
2020-02-09,LBN,"ar,fr",373,74,26,6,68,3,0,40,154192,4410,678759,1046,0,535939,12,115,0,246,-0.034,5.203,5.234,4.331,-0.026,-0.016,-0.033,-0.001,0.071,0.028,0.000,,0.000,0.000,0.000,0.000
2020-02-10,LBN,"ar,fr",363,120,20,8,100,2,2,63,103696,11452,2532768,630,6731,1059400,27,127,4,205,-0.040,5.225,5.255,4.314,-0.062,0.014,-0.031,0.008,0.072,0.099,0.914,,0.000,0.000,0.000,0.000
2020-02-11,LBN,"ar,fr",284,50,20,8,38,2,0,12,140668,24109,1879665,1090,0,149231,6,105,1,172,-0.043,5.222,5.215,4.287,-0.048,-0.037,-0.031,0.010,0.071,0.146,0.000,,0.000,0.000,0.000,0.000
2020-02-12,LBN,"ar,fr",266,39,22,2,42,3,0,10,151718,1297,608975,7037,0,333979,10,135,4,117,0.057,5.247,5.257,4.294,-0.018,-0.021,-0.033,0.002,0.069,0.008,0.000,,0.000,0.000,0.000,0.000
2020-02-13,LBN,"ar,fr",254,33,19,11,38,2,0,11,93112,11661,1105040,6492,0,578833,14,128,0,112,-0.106,5.284,5.324,4.338,-0.055,-0.038,-0.040,-0.023,0.072,0.111,0.000,,0.000,0.000,0.000,0.000
2020-02-14,LBN,"ar,fr",253,30,18,14,45,0,0,12,69077,7877,2390230,0,0,701330,17,108,0,128,-0.070,5.333,5.320,4.272,-0.039,-0.049,-0.044,-0.008,0.076,0.102,,,0.000,0.000,0.000,0.000
2020-02-15,LBN,"ar,fr",314,50,20,2,44,0,0,17,173968,8214,810739,0,0,589398,16,78,5,215,-0.007,5.272,5.337,4.367,-0.024,0.048,-0.033,0.019,0.070,0.045,,,0.000,0.000,0.000,0.000
2020-02-16,LBN,"ar,fr",272,34,46,2,42,3,0,5,124787,1102,1786216,4776,0,169863,13,90,0,169,0.057,5.367,5.306,4.297,-0.042,-0.015,-0.041,0.023,0.071,0.009,0.000,,0.000,0.000,0.000,0.000
2020-02-17,LBN,"ar,fr",245,38,16,6,34,1,0,8,98349,8390,537248,544,0,405594,9,88,7,141,0.030,5.267,5.275,4.304,,0.057,-0.033,0.019,0.072,0.079,0.000,,0.000,0.000,0.000,0.000
2020-02-18,LBN,"ar,fr",309,56,17,4,61,2,0,10,243085,2637,695507,2030,0,157290,9,103,7,190,-0.063,5.292,5.212,4.369,-0.021,-0.041,-0.013,0.031,0.064,0.011,0.000,,0.000,0.000,0.000,0.000
2020-02-19,LBN,"ar,fr",343,37,13,3,46,0,0,7,81157,6041,904575,0,0,378743,16,106,4,217,-0.017,5.442,5.374,4.313,,0.049,-0.015,0.028,0.062,0.069,,,0.000,0.000,0.000,0.000
2020-02-20,LBN,"ar,fr",272,27,16,1,32,0,0,11,156257,26,742290,0,0,337482,13,94,6,159,0.088,5.405,5.334,4.284,0.001,0.029,-0.042,0.018,0.072,0.000,,,0.000,0.000,0.000,0.000
2020-02-21,LBN,"ar,fr",2195,599,84,13,149,9,0,54,703065,22934,5509172,32156,0,1439566,101,787,30,1277,0.001,5.429,5.341,4.123,-0.024,-0.029,-0.047,0.006,0.072,0.032,0.000,,0.000,0.000,0.000,0.000
2020-02-22,LBN,"ar,fr",1281,273,70,8,109,15,1,28,568660,3089,5091479,17072,202,775664,48,429,10,794,-0.147,5.356,5.311,4.138,-0.033,-0.043,-0.036,0.007,0.067,0.005,0.012,,1.000,1.000,0.000,0.000
2020-02-23,LBN,"ar,fr",1084,247,72,11,111,7,1,34,266087,64311,3683091,18020,1270,2196906,37,389,8,650,0.031,5.363,5.356,4.253,-0.025,-0.017,-0.040,0.010,0.073,0.195,0.066,,1.000,0.000,0.000,0.000
2020-02-24,LBN,"ar,fr",1404,243,71,8,154,23,0,47,577533,13575,5366058,229665,0,2797564,64,595,21,724,-0.121,5.314,5.270,4.305,-0.030,-0.017,-0.036,-0.003,0.073,0.023,0.000,,1.000,0.000,0.000,0.000
2020-02-25,LBN,"ar,fr",1727,345,92,20,154,16,0,56,425003,165072,4894852,16616,0,2309018,92,657,38,940,-0.187,5.143,5.211,4.396,-0.032,-0.015,-0.045,0.005,0.075,0.280,0.000,,1.000,0.000,0.000,0.000
2020-02-26,LBN,"ar,fr",1318,350,60,23,149,6,4,49,274752,111594,4462407,30902,12821,2820671,84,478,17,739,-0.106,5.271,5.258,4.343,-0.035,-0.046,-0.038,0.010,0.071,0.289,0.293,,1.000,0.000,0.000,0.000
2020-02-27,LBN,"ar,fr",1613,325,85,43,139,7,13,35,450137,53041,4371236,15285,5695,1533720,100,600,11,902,0.096,5.376,5.357,4.228,-0.030,-0.020,-0.048,0.000,0.075,0.105,0.271,,2.000,1.000,0.000,0.000
2020-02-28,LBN,"ar,fr",1535,367,63,40,137,7,7,63,248753,112822,7569578,8052,19853,6865274,61,636,7,831,0.059,5.382,5.361,4.241,-0.044,-0.021,-0.047,-0.007,0.077,0.312,0.711,,3.000,1.000,0.000,0.000
2020-02-29,LBN,"ar,fr",1563,257,69,28,150,5,2,38,195318,109303,4666908,5056,38,3636312,64,671,15,813,-0.070,5.321,5.304,4.293,-0.043,-0.038,-0.045,-0.005,0.076,0.359,0.007,,3.000,0.000,0.000,0.000
2020-03-01,LBN,"ar,fr",1604,251,116,25,133,6,1,30,771909,263085,4071693,17420,3301,1098586,60,683,11,850,-0.034,5.368,5.352,4.227,-0.011,-0.017,-0.043,0.002,0.074,0.254,0.159,,4.000,1.000,0.000,0.000
2020-03-02,LBN,"ar,fr",1541,345,57,19,178,8,1,47,206458,50794,13041885,10303,690,11867884,60,644,11,826,-0.039,5.429,5.363,4.276,-0.029,-0.026,-0.045,-0.006,0.077,0.197,0.063,,10.000,6.000,0.000,0.000
2020-03-03,LBN,"ar,fr",1267,263,57,16,154,6,2,48,429152,27811,4041238,4906,518,1365805,55,504,8,700,-0.048,5.361,5.340,4.250,-0.061,-0.027,-0.046,-0.013,0.076,0.061,0.096,,13.000,3.000,0.000,0.000
2020-03-04,LBN,"ar,fr",1275,250,63,24,124,13,4,38,329747,25292,17901026,54701,1411,15700532,63,517,4,691,-0.071,5.404,5.361,4.208,-0.067,-0.019,-0.042,0.002,0.072,0.071,0.025,,,,,
2020-03-05,LBN,"ar,fr",1230,271,71,19,162,5,1,28,362437,27121,4633391,2164,29,2660232,68,482,13,667,-0.006,5.428,5.334,4.312,-0.037,0.000,-0.048,-0.010,0.077,0.070,0.013,,,,,
2020-03-06,LBN,"ar,fr",1911,560,67,31,204,8,1,53,249049,88664,4040434,3733,543,1333353,77,773,15,1046,-0.076,5.217,5.241,4.336,-0.050,0.015,-0.043,-0.005,0.076,0.263,0.127,,16.000,3.000,0.000,0.000
2020-03-07,LBN,"ar,fr",1742,372,85,40,134,4,3,36,241287,80705,3662631,5547,1081,780840,54,696,17,975,-0.109,5.151,5.222,4.368,-0.051,-0.013,-0.042,-0.006,0.071,0.251,0.163,,22.000,6.000,0.000,0.000
2020-03-08,LBN,"ar,fr",1451,278,63,17,116,6,0,39,154656,20414,1853593,2966,0,1231636,45,562,9,835,-0.007,5.381,5.329,4.338,-0.030,-0.027,-0.044,-0.009,0.073,0.117,0.000,,,,,
2020-03-09,LBN,"ar,fr",1641,329,95,13,168,13,2,42,601103,21506,5615392,300747,1099,3052789,66,681,17,877,-0.061,5.388,5.328,4.330,-0.032,-0.027,-0.046,-0.017,0.076,0.035,0.004,,32.000,10.000,0.000,0.000
2020-03-10,LBN,"ar,fr",1816,310,54,14,131,7,1,33,722353,34286,2156811,216680,143,1101407,46,722,37,1011,0.000,5.332,5.316,4.217,-0.051,-0.024,-0.039,-0.027,0.074,0.045,0.001,,41.000,9.000,0.000,0.000
2020-03-11,LBN,"ar,fr",1940,459,81,25,170,8,2,36,434990,45948,6042668,104788,678,2977223,88,748,15,1089,-0.004,5.439,5.407,4.233,-0.041,-0.036,-0.038,0.006,0.071,0.096,0.006,,41.000,0.000,1.000,1.000
2020-03-12,LBN,"ar,fr",1465,237,66,25,123,9,10,41,256501,770940,2223424,7645,536369,1659428,33,592,14,826,0.005,5.454,5.411,4.293,-0.037,-0.037,-0.045,-0.013,0.072,0.750,0.986,,61.000,20.000,2.000,1.000
2020-03-13,LBN,"ar,fr",1385,264,58,20,131,11,10,27,113380,750804,2446849,24902,29395,748928,35,536,6,808,0.063,5.528,5.477,4.303,-0.020,-0.023,-0.044,-0.001,0.071,0.869,0.541,,66.000,5.000,2.000,0.000
2020-03-14,LBN,"ar,fr",1803,532,51,12,118,6,1,28,281804,230931,1029026,4004,2534,633797,33,688,14,1068,0.035,5.509,5.435,4.270,-0.035,-0.034,-0.042,-0.009,0.071,0.450,0.388,,,,,
2020-03-15,LBN,"ar,fr",1676,492,41,6,106,7,1,28,200278,10785,7698478,94905,16,7323986,43,652,15,966,0.021,5.470,5.381,4.299,-0.036,-0.036,-0.042,-0.013,0.073,0.051,0.000,,93.000,27.000,3.000,1.000
2020-03-16,LBN,"ar,fr",1446,371,74,20,131,11,10,31,286118,27254,2191601,104459,5848,1840647,40,581,12,813,0.010,5.458,5.394,4.308,-0.039,-0.015,-0.044,0.002,0.075,0.087,0.053,,99.000,6.000,3.000,0.000
2020-03-17,LBN,"ar,fr",1296,267,58,8,104,5,0,31,299492,4597,924890,1713,0,647893,30,513,10,743,-0.010,5.519,5.450,4.245,-0.045,0.006,-0.042,0.003,0.073,0.015,0.000,,120.000,21.000,3.000,0.000
2020-03-18,LBN,"ar,fr",1218,230,65,10,98,9,2,29,307899,24592,1410005,17370,1018,1072237,43,449,11,715,0.016,5.450,5.394,4.227,-0.034,-0.027,-0.042,0.008,0.074,0.074,0.055,,120.000,0.000,3.000,0.000
2020-03-19,LBN,"ar,fr",1209,262,53,12,118,11,2,29,229257,7524,1639616,11264,1078,1052075,54,478,13,664,-0.013,5.409,5.343,4.232,-0.040,-0.033,-0.044,-0.002,0.075,0.032,0.087,,133.000,13.000,4.000,1.000
2020-03-20,LBN,"ar,fr",1126,194,52,24,102,7,5,22,300133,86568,1113577,25561,4656,406410,53,432,5,636,0.032,5.461,5.390,4.323,-0.041,-0.016,-0.042,-0.009,0.070,0.224,0.154,,149.000,16.000,4.000,0.000
2020-03-21,LBN,"ar,fr",1314,283,58,25,102,9,4,32,527249,52928,1178016,33160,4921,621562,46,516,9,743,0.053,5.513,5.435,4.208,-0.018,-0.013,-0.043,0.012,0.072,0.091,0.129,,163.000,14.000,4.000,0.000
2020-03-22,LBN,"ar,fr",1866,481,57,23,132,11,0,47,288702,35236,2997173,20762,0,2621973,61,768,10,1027,0.084,5.507,5.458,4.236,-0.017,-0.023,-0.044,0.010,0.075,0.109,0.000,,230.000,67.000,4.000,0.000
2020-03-23,LBN,"ar,fr",1396,364,47,15,143,6,3,40,300674,31782,2793570,2058,1675,1282432,60,617,10,709,0.088,5.573,5.452,4.291,0.005,-0.002,-0.043,0.010,0.071,0.096,0.449,,248.000,18.000,4.000,0.000
2020-03-24,LBN,"ar,fr",1259,341,66,13,114,11,3,37,344000,11823,2227162,7278,1273,1552297,54,512,14,679,0.012,5.439,5.403,4.258,-0.020,-0.005,-0.045,0.005,0.073,0.033,0.149,,267.000,19.000,4.000,0.000
2020-03-25,LBN,"ar,fr",1338,257,70,16,159,4,2,43,390109,29792,11859389,1658,548,4429764,45,550,18,725,0.048,5.448,5.391,4.308,-0.032,-0.006,-0.045,-0.009,0.076,0.071,0.248,,304.000,37.000,4.000,0.000
2020-03-26,LBN,"ar,fr",1054,223,52,15,118,11,2,29,150797,15440,5499613,5572,2888,3403176,37,411,31,575,0.029,5.455,5.402,4.273,-0.008,-0.008,-0.046,-0.001,0.076,0.093,0.341,,333.000,29.000,4.000,0.000
2020-03-27,LBN,"ar,fr",1245,252,56,19,122,6,2,32,301503,24624,3053683,1466,838,1879920,37,496,12,700,0.056,5.505,5.431,4.288,-0.030,-0.009,-0.047,0.008,0.076,0.076,0.364,,368.000,35.000,6.000,2.000
2020-03-28,LBN,"ar,fr",1196,214,62,17,112,9,1,32,201170,29163,1060724,13837,536,433872,55,458,6,677,0.010,5.444,5.380,4.232,-0.022,-0.017,-0.045,0.002,0.075,0.127,0.037,,391.000,23.000,7.000,1.000
2020-03-29,LBN,"ar,fr",1219,236,58,15,112,12,0,33,285409,34575,1941049,11612,0,1435955,30,509,14,666,-0.020,5.457,5.365,4.260,-0.024,-0.008,-0.041,0.000,0.070,0.108,0.000,,412.000,21.000,8.000,1.000
2020-03-30,LBN,"ar,fr",1071,194,56,11,113,11,1,39,188770,23084,2424812,11515,18,1395275,44,401,8,618,0.002,5.477,5.413,4.260,-0.027,-0.007,-0.044,0.002,0.073,0.109,0.002,,438.000,26.000,10.000,2.000
2020-03-31,LBN,"ar,fr",1218,270,63,15,131,8,2,49,437527,37173,2919622,13246,1805,2071706,68,456,11,683,0.039,5.469,5.429,4.295,-0.002,0.000,-0.047,-0.003,0.076,0.078,0.120,,446.000,8.000,11.000,1.000
2020-04-01,LBN,"ar,fr",1289,302,65,21,124,10,1,37,334015,30782,2947794,5453,1042,895594,43,575,10,661,-0.035,5.401,5.365,4.278,-0.016,-0.013,-0.044,0.003,0.073,0.084,0.160,,463.000,17.000,12.000,1.000
2020-04-02,LBN,"ar,fr",1428,312,70,21,131,17,1,41,1488399,34373,2019208,45645,535,990539,70,551,19,788,-0.006,5.452,5.389,4.258,-0.026,-0.015,-0.041,0.013,0.069,0.023,0.012,,479.000,16.000,12.000,0.000
2020-04-03,LBN,"ar,fr",1172,247,70,19,144,10,0,48,331726,39418,4572299,13832,0,3607609,56,466,13,637,0.055,5.469,5.391,4.270,-0.004,-0.007,-0.042,0.023,0.072,0.106,0.000,,494.000,15.000,16.000,4.000
2020-04-04,LBN,"ar,fr",1065,238,66,25,127,10,2,43,216943,58706,3477579,10432,1076,2054095,51,407,7,600,-0.016,5.475,5.395,4.290,-0.019,-0.033,-0.040,0.006,0.073,0.213,0.094,,494.000,0.000,16.000,0.000
2020-04-05,LBN,"ar,fr",1062,187,63,23,100,10,0,27,301184,33506,1347746,117396,0,845311,37,465,5,555,-0.045,5.395,5.372,4.334,-0.008,0.000,-0.044,0.013,0.074,0.100,0.000,,520.000,26.000,17.000,1.000
2020-04-06,LBN,"ar,fr",1116,226,69,24,116,9,1,32,816668,54657,2053657,24600,538,1451294,46,368,27,675,0.008,5.395,5.368,4.276,-0.035,-0.024,-0.039,0.001,0.073,0.063,0.021,,527.000,7.000,18.000,1.000
2020-04-07,LBN,"ar,fr",1166,233,75,14,152,14,0,59,421855,17206,5122853,7137,0,3384342,49,469,16,632,0.067,5.565,5.444,4.281,-0.014,0.008,-0.042,0.004,0.076,0.039,0.000,,541.000,14.000,19.000,1.000
2020-04-08,LBN,"ar,fr",1240,253,68,10,154,7,0,53,363559,19778,6846656,5006,0,3233220,60,522,19,639,0.080,5.518,5.456,4.252,-0.016,-0.025,-0.039,0.008,0.074,0.052,0.000,,548.000,7.000,19.000,0.000
2020-04-09,LBN,"ar,fr",1206,252,82,43,123,13,11,36,424581,96912,1509282,140718,15433,746089,57,455,15,679,0.016,5.458,5.413,4.253,-0.034,-0.002,-0.041,0.001,0.075,0.186,0.099,,575.000,27.000,19.000,0.000
2020-04-10,LBN,"ar,fr",1213,272,71,27,143,15,5,45,302315,48530,2995232,19959,2596,1133969,55,445,6,707,0.020,5.501,5.413,4.259,-0.026,-0.001,-0.045,0.001,0.075,0.138,0.115,,582.000,7.000,19.000,0.000
2020-04-11,LBN,"ar,fr",1055,216,61,22,125,11,4,33,481826,39776,1703435,7649,3102,374093,53,438,6,558,-0.007,5.465,5.372,4.278,-0.025,-0.022,-0.043,-0.015,0.075,0.076,0.289,,609.000,27.000,20.000,1.000
