datetime,iso,info_tweets,info_fact_reliable,info_fact_unreliable,info_fact_unknown,info_exposure_fact_reliable,info_exposure_fact_unreliable,info_exposure_fact_unknown,info_bot_verified,info_bot_unverified,info_human_verified,info_human_unverified,info_sentiment,info_vad_V,info_vad_A,info_vad_D,info_big_5_O,info_big_5_C,info_big_5_E,info_big_5_A,info_big_5_N,info_risk_index,eco_close_pct,epi_confirmed,epi_recovered,epi_dead
2020-02-20,TCD,62,7,0,5,6867,0,6557,1,27,0,34,-0.020,5.251,5.232,4.198,,,-0.033,0.033,0.080,0.000,,0,0,0
2020-02-21,TCD,307,19,15,30,86444,17069,61922,0,104,0,203,-0.098,5.034,5.212,4.330,0.012,-0.013,-0.008,0.002,0.067,0.165,,0,0,0
2020-02-22,TCD,421,18,12,53,37970,4072,127374,0,151,0,270,-0.095,4.973,5.186,4.262,0.012,-0.021,-0.010,0.001,0.070,0.097,,0,0,0
2020-02-23,TCD,530,48,10,59,180014,42321,153724,0,300,0,230,-0.094,5.098,5.219,4.211,0.024,-0.014,-0.009,0.008,0.069,0.190,,0,0,0
2020-02-24,TCD,508,19,5,51,70222,223,126609,2,279,0,227,-0.020,5.154,5.251,4.252,0.020,-0.002,-0.011,0.006,0.067,0.003,,0,0,0
2020-02-25,TCD,644,36,11,62,46589,15263,78288,2,236,2,404,-0.059,5.118,5.220,4.297,-0.002,-0.018,-0.018,-0.007,0.074,0.247,,0,0,0
2020-02-26,TCD,678,39,11,59,85487,25422,111191,2,295,0,381,-0.080,5.221,5.296,4.266,0.032,-0.022,-0.013,0.008,0.065,0.229,,0,0,0
2020-02-27,TCD,701,35,28,45,80957,57935,171566,6,259,0,436,-0.007,5.322,5.336,4.283,-0.014,-0.021,-0.029,0.003,0.070,0.417,,0,0,0
2020-02-28,TCD,541,16,34,43,35736,92159,82169,3,189,0,349,0.005,5.317,5.343,4.259,-0.005,-0.024,-0.026,-0.004,0.073,0.721,,0,0,0
2020-02-29,TCD,505,26,12,62,79894,17954,133407,5,226,0,274,-0.046,5.275,5.283,4.317,-0.002,-0.013,-0.033,-0.004,0.076,0.183,,0,0,0
2020-03-01,TCD,566,27,12,46,43137,21986,109496,4,285,0,277,0.026,5.294,5.336,4.338,0.005,-0.023,-0.022,-0.016,0.070,0.338,,0,0,0
2020-03-02,TCD,531,15,5,60,60782,16394,85507,0,241,0,290,-0.051,5.358,5.334,4.298,-0.018,-0.028,-0.031,-0.010,0.070,0.212,,0,0,0
2020-03-03,TCD,531,15,4,59,20580,7368,70505,1,281,3,246,-0.045,5.296,5.316,4.291,-0.039,-0.030,-0.027,-0.008,0.067,0.264,,0,0,0
2020-03-04,TCD,507,19,9,47,40287,2158,78591,0,197,3,307,0.028,5.327,5.334,4.263,-0.037,-0.020,-0.030,-0.018,0.073,0.051,,0,0,0
2020-03-05,TCD,547,21,8,59,38857,8114,98897,0,198,6,343,0.023,5.270,5.312,4.279,0.006,-0.018,-0.028,-0.013,0.074,0.173,,0,0,0
2020-03-06,TCD,622,22,10,76,43330,25645,121445,2,279,3,338,-0.066,5.202,5.261,4.336,0.016,-0.018,-0.023,-0.003,0.068,0.372,,0,0,0
2020-03-07,TCD,700,33,19,79,38724,23332,199203,2,303,0,395,-0.133,5.241,5.302,4.337,0.011,-0.014,-0.021,0.012,0.067,0.376,,0,0,0
2020-03-08,TCD,748,27,21,80,52195,22282,135667,1,301,0,446,-0.019,5.238,5.324,4.236,0.012,-0.021,-0.027,-0.004,0.071,0.299,,0,0,0
2020-03-09,TCD,757,30,7,78,80900,28868,143440,4,359,0,394,-0.003,5.311,5.333,4.270,-0.004,-0.026,-0.025,-0.004,0.072,0.263,,0,0,0
2020-03-10,TCD,671,40,5,53,119781,18530,105059,2,231,3,435,-0.001,5.413,5.395,4.257,-0.001,-0.013,-0.027,-0.001,0.073,0.134,,0,0,0
2020-03-11,TCD,707,37,12,69,71606,21461,116958,4,349,0,354,-0.015,5.237,5.275,4.279,-0.000,-0.027,-0.021,0.008,0.071,0.231,,0,0,0
2020-03-12,TCD,619,26,7,48,47235,10460,76142,2,265,0,352,0.022,5.422,5.399,4.258,-0.007,-0.009,-0.031,-0.008,0.071,0.181,,0,0,0
2020-03-13,TCD,560,28,6,45,64134,11333,74310,2,241,0,317,0.070,5.506,5.482,4.291,-0.034,-0.034,-0.031,-0.009,0.070,0.150,,0,0,0
2020-03-14,TCD,579,25,2,47,41006,828,180020,0,269,0,310,0.062,5.440,5.399,4.292,-0.027,-0.043,-0.030,-0.016,0.070,0.020,,0,0,0
2020-03-15,TCD,530,15,4,30,23136,1321,114060,1,222,0,307,0.083,5.472,5.414,4.296,0.010,-0.040,-0.028,0.006,0.067,0.054,,0,0,0
2020-03-16,TCD,510,16,13,35,61857,23650,85053,1,213,1,295,0.014,5.448,5.455,4.256,-0.019,-0.007,-0.038,0.010,0.073,0.277,,0,0,0
2020-03-17,TCD,572,24,7,48,51788,7881,67051,1,224,1,346,0.062,5.448,5.419,4.274,-0.031,-0.029,-0.028,-0.014,0.075,0.132,,0,0,0
2020-03-18,TCD,508,20,1,39,57895,3750,283516,0,231,1,276,-0.073,5.340,5.333,4.266,-0.044,-0.035,-0.035,-0.012,0.074,0.061,,0,0,0
2020-03-19,TCD,549,27,6,45,60433,15104,158297,5,214,0,330,-0.037,5.372,5.355,4.269,-0.037,-0.037,-0.030,-0.000,0.071,0.200,,1,0,0
2020-03-20,TCD,509,19,26,51,72158,58672,208634,2,188,3,316,-0.020,5.288,5.250,4.358,-0.060,-0.014,-0.039,-0.009,0.071,0.448,,1,0,0
2020-03-21,TCD,479,23,7,31,67048,12160,100427,2,198,4,275,0.093,5.311,5.306,4.332,-0.020,-0.023,-0.034,-0.011,0.074,0.154,,1,0,0
2020-03-22,TCD,559,19,9,47,41721,16997,183603,0,242,1,316,0.007,5.351,5.331,4.298,-0.036,-0.043,-0.036,-0.009,0.072,0.289,,1,0,0
2020-03-23,TCD,498,18,5,44,29852,12180,95771,1,232,0,265,0.039,5.410,5.390,4.288,-0.020,-0.027,-0.039,-0.009,0.073,0.290,,1,0,0
2020-03-24,TCD,459,20,5,55,50876,9967,223929,2,176,2,279,0.109,5.436,5.397,4.314,-0.037,-0.025,-0.040,-0.027,0.077,0.164,,3,0,0
2020-03-25,TCD,410,23,5,35,155772,8035,168894,1,188,0,221,0.096,5.497,5.411,4.275,-0.011,-0.020,-0.031,0.006,0.073,0.049,,3,0,0
2020-03-26,TCD,451,24,4,52,49897,107152,171223,0,191,0,260,0.090,5.397,5.397,4.275,-0.033,-0.026,-0.031,0.002,0.072,0.682,,3,0,0
2020-03-27,TCD,447,21,7,47,92924,3918,217884,3,189,0,255,-0.007,5.392,5.384,4.257,-0.030,-0.024,-0.031,0.011,0.072,0.040,,3,0,0
2020-03-28,TCD,428,24,3,45,52128,591,180867,0,157,0,271,0.078,5.545,5.495,4.233,0.018,-0.018,-0.028,0.011,0.068,0.011,,3,0,0
2020-03-29,TCD,461,20,3,35,49709,12241,72347,0,160,0,301,0.118,5.455,5.426,4.233,-0.003,0.006,-0.042,0.008,0.075,0.198,,3,0,0
2020-03-30,TCD,457,23,9,46,68762,33286,156062,0,214,2,241,0.079,5.485,5.451,4.218,-0.028,-0.010,-0.034,0.004,0.070,0.326,,5,0,0
2020-03-31,TCD,468,16,7,51,44157,10167,848812,4,193,2,269,0.025,5.341,5.383,4.318,-0.010,-0.014,-0.034,0.001,0.071,0.187,,7,0,0
2020-04-01,TCD,466,22,9,47,59247,17711,167594,0,179,1,286,0.021,5.305,5.305,4.308,0.018,-0.015,-0.025,0.008,0.069,0.230,,7,0,0
2020-04-02,TCD,508,25,5,42,62261,14043,163588,2,215,1,290,-0.003,5.345,5.335,4.281,0.010,-0.008,-0.035,0.016,0.071,0.184,,8,0,0
2020-04-03,TCD,406,17,3,52,47677,6058,128099,4,185,2,215,0.059,5.312,5.346,4.266,0.004,-0.028,-0.022,0.008,0.071,0.113,,8,0,0
2020-04-04,TCD,398,23,4,44,63356,2148,112050,1,148,3,246,-0.053,5.330,5.363,4.268,-0.002,-0.022,-0.038,-0.009,0.077,0.033,,9,0,0
2020-04-05,TCD,394,34,8,50,81396,7157,167086,0,118,3,273,0.031,5.435,5.394,4.275,0.008,0.002,-0.025,0.010,0.072,0.081,,9,0,0
