date;TWI_num;TWI_num_en;TWI_num_locallangs;TWI_num_unvhum;TWI_num_unvbot;TWI_num_verbot;TWI_num_verhum;TWI_num_unk;TWI_fol_all;TWI_fol_unvhum;TWI_fol_unvbot;TWI_fol_verbot;TWI_fol_verhum;TWI_fol_unk;EMO_Sentiment;EMO_Sentiment_stderr;EMO_VAD_V;EMO_VAD_A;EMO_VAD_D;EMO_VAD_V_stderr;EMO_VAD_A_stderr;EMO_VAD_D_stderr;EMO_Big5_O;EMO_Big5_C;EMO_Big5_E;EMO_Big5_A;EMO_Big5_N;EMO_Big5_O_stderr;EMO_Big5_C_stderr;EMO_Big5_E_stderr;EMO_Big5_A_stderr;EMO_Big5_N_stderr;FAC_num_reliable;FAC_num_unreliable;FAC_num_unknown;FAC_fol_reliable;FAC_fol_unreliable;FAC_fol_unknown;reliabile_num_local;reliabile_num_foreign;unreliabile_num_local;unreliabile_num_foreign;reliabile_fol_local;reliabile_fol_foreign;unreliabile_fol_local;unreliabile_fol_foreign;local_languages;iso3;EPI_confirmed_cum;EPI_dead_cum;EPI_recovered_cum;ECO_price_open;ECO_price_high;ECO_price_low;ECO_price_close
2020-01-22;101.0;54.0;;63.0;36.0;1.0;1.0;;135751.0;40527.0;86732.0;4146.0;4346.0;;0.19237142857142864;0.0975342704764424;5.494320774635994;5.309747897633766;4.248518288474808;0.11126485168432278;0.08226863143805488;0.05923234933381302;0.0;0.0;-0.024482624999999997;0.0;0.07983639074074073;0.0;0.0;0.004775958709712113;0.0;0.002679640875858896;12.0;4.0;3.0;13389.0;1116.0;19708.0;;12.0;;4.0;;13389.0;;1116.0;['sk'];SVK;;;;;;;
2020-01-23;135.0;84.0;;85.0;40.0;10.0;;;165426.0;67281.0;56685.0;41460.0;;;0.04745166666666665;0.06439776167688181;5.780909461790415;5.516653167819833;4.548967362443553;0.12570459936190892;0.07987292470926319;0.06584272661445797;-0.0021013448275862072;0.0;-0.022596287356321836;-0.0017200344827586207;0.07424112298850574;0.0021013448275862072;0.0;0.005465845953044181;0.0017200344827586211;0.006144321229494385;33.0;5.0;5.0;47183.0;7373.0;12912.0;;33.0;;5.0;;47183.0;;7373.0;['sk'];SVK;;;;;;;
2020-01-24;282.0;140.0;;184.0;93.0;1.0;4.0;;228343.0;123698.0;69546.0;4146.0;30953.0;;0.2379878504672896;0.04734922448804847;5.806447568575777;5.514924473200116;4.371061286766418;0.0953756545422154;0.0568378550509207;0.05331777461617497;-0.0014034827586206894;-0.0008741724137931034;-0.02387042356321838;0.001720603448275862;0.060703741509304875;0.0009836682858447544;0.0014597408516532787;0.004409670008380204;0.0009758073353902213;0.005499565090539975;34.0;7.0;10.0;18317.0;8779.0;10614.0;;34.0;;7.0;;18317.0;;8779.0;['sk'];SVK;;;;;;;
2020-01-25;438.0;207.0;;273.0;162.0;3.0;;;285015.0;154710.0;117867.0;12438.0;;;-0.1074048611111111;0.044165883908376384;5.363106112571081;5.285276368005672;4.289404066121425;0.06798605362435857;0.044594588099990486;0.03955409899522688;-0.0008659787234042552;-0.0005227074468085106;-0.029019010005065862;0.001584255319148936;0.06647883528368795;0.0006090383824609258;0.0009084589744252467;0.0035595641991786713;0.0011740791987689607;0.004318196720225529;61.0;6.0;13.0;46859.0;3747.0;25618.0;;61.0;;6.0;;46859.0;;3747.0;['sk'];SVK;;;;;;;
2020-01-26;374.0;247.0;;205.0;166.0;3.0;;;933573.0;624856.0;296279.0;12438.0;;;-0.18232795031055896;0.0411555372210445;5.181454390002999;5.116080207087153;4.294436865517886;0.06320471803318327;0.047943051256313866;0.043980059190631214;-0.0011887200647249193;-0.0018191165048543688;-0.021048285679611645;0.000357907766990291;0.06212292380039055;0.0008821205564532678;0.0008985779764676432;0.003623117243651975;0.001068106942466794;0.004549917342738268;33.0;8.0;9.0;238866.0;8747.0;22416.0;;33.0;;8.0;;238866.0;;8747.0;['sk'];SVK;;;;;;;
2020-01-27;322.0;172.0;;168.0;149.0;2.0;3.0;;448287.0;253170.0;177202.0;8292.0;9623.0;;-0.18286267605633805;0.04955745531294309;5.2476851337514105;5.255765261584055;4.452200953502128;0.05991743759386521;0.04638147060538796;0.04038895797495541;-0.0033145972222222227;-0.011586123263888887;-0.02764135034722224;-0.002181246527777777;0.06481748466111438;0.0017295752841861385;0.00249943278430123;0.003339960746310125;0.0014679775599470714;0.004506118733120025;35.0;5.0;18.0;26347.0;5120.0;24922.0;;35.0;;5.0;;26347.0;;5120.0;['sk'];SVK;;;;;;;
2020-01-28;318.0;148.0;;214.0;101.0;2.0;1.0;;347009.0;196643.0;129236.0;8292.0;12838.0;;-0.16949245283018866;0.055528045053089996;5.309918391742565;5.306126015620522;4.336835042552076;0.08050245631082531;0.05833589911942085;0.048949585463550514;-0.0018588478260869567;-0.003787449275362319;-0.0010140383022774302;0.004725834782608694;0.03320437187715667;0.0010081945002799566;0.0016480080498946525;0.005234573663996001;0.002117606531181589;0.006960764210736958;38.0;5.0;18.0;36232.0;19564.0;16199.0;;38.0;;5.0;;36232.0;;19564.0;['sk'];SVK;;;;;;;
2020-01-29;304.0;167.0;;178.0;125.0;1.0;;;677029.0;435006.0;237877.0;4146.0;;;-0.051595652173913036;0.05139696451087921;5.254443561675116;5.178015011627713;4.346040986563525;0.08752390681286341;0.06009260953754692;0.047888468829562464;-0.001453607142857143;-0.0017546071428571428;-0.02219411356292516;0.0038758877747252733;0.051111882631802726;0.0010184684633459404;0.0012293638273192973;0.0058930977511670425;0.0015565679846721119;0.006374503714383542;21.0;11.0;7.0;20123.0;22564.0;25805.0;;21.0;;11.0;;20123.0;;22564.0;['sk'];SVK;;;;;;;
2020-01-30;572.0;328.0;;337.0;233.0;2.0;;;783986.0;486061.0;289633.0;8292.0;;;0.0020103734439834327;0.03496620637479247;5.324052223289348;5.281863534712787;4.2711462339520265;0.04905360306584999;0.039258304057334506;0.02977584176509385;-0.0010193144654088054;-0.0009393427672955973;-0.026875215202684863;0.0013722641509433964;0.06034971594968955;0.0006268702627804577;0.0006835626045878602;0.002858962463114989;0.0010598829836398996;0.00308923234820757;29.0;15.0;32.0;83695.0;12879.0;99238.0;;29.0;;15.0;;83695.0;;12879.0;['sk'];SVK;;;;;;;
2020-01-31;425.0;256.0;;254.0;169.0;1.0;1.0;;676211.0;394068.0;265159.0;4146.0;12838.0;;-0.10721365853658547;0.03934772980475552;5.27185724645368;5.2375095422007165;4.233873268165456;0.059632479892626024;0.040234927794524714;0.03913627369912388;-0.0019349243386243386;-0.0020994664902998237;-0.0267327728395062;-0.001293272486772487;0.06096547747858405;0.0008258915900492401;0.0008875307637977797;0.0031392627436431265;0.0011082060945523668;0.0034947045456989595;27.0;8.0;8.0;8464.0;3935.0;5477.0;;27.0;;8.0;;8464.0;;3935.0;['sk'];SVK;;;;;;;
2020-02-01;233.0;114.0;;149.0;81.0;3.0;;;274923.0;171682.0;93565.0;9676.0;;;-0.1551195402298851;0.06255738920572891;5.082349435368552;5.2045798826990035;4.439760137901316;0.10430945591305046;0.0641798486220103;0.058719405726672086;-0.008484134615384614;-0.008862892094017093;-0.02809170966117215;-0.005785067307692307;0.0651320808802309;0.002895968189914665;0.002791659935215804;0.003997581174651579;0.0022538946954706873;0.004360413663880534;27.0;3.0;13.0;20129.0;2246.0;12720.0;;27.0;;3.0;;20129.0;;2246.0;['sk'];SVK;;;;;;;
2020-02-02;264.0;142.0;;158.0;105.0;1.0;;;428754.0;356154.0;68454.0;4146.0;;;-0.17340094339622647;0.050393230953743984;5.2544703229776735;5.259680145290439;4.24749275669864;0.07623282648394578;0.05417356834641809;0.044201941092767816;-0.001100027027027027;-0.0013278108108108107;-0.02408615450450449;0.0022469594594594594;0.06983783294886503;0.0007724905511399528;0.0009324510033403297;0.0037183494533175533;0.0014104715204864525;0.0037850184488019494;23.0;1.0;8.0;31039.0;2322.0;3258.0;;23.0;;1.0;;31039.0;;2322.0;['sk'];SVK;;;;;;;
2020-02-03;186.0;94.0;;115.0;67.0;1.0;3.0;;589828.0;307204.0;104524.0;4146.0;173954.0;;-0.11757272727272727;0.06494330181085159;5.113846012555519;5.1885946721510114;4.252663719887312;0.0788288956375343;0.057584496444279785;0.060025042266443826;0.0011806756756756755;0.0;-0.02413342342342341;-0.0005852702702702704;0.0719630445945946;0.001153865887600309;0.0;0.00558741129518011;0.0016165534022265467;0.004790399603477357;24.0;1.0;7.0;53813.0;464.0;159844.0;;24.0;;1.0;;53813.0;;464.0;['sk'];SVK;;;;;;;
2020-02-04;221.0;151.0;;128.0;87.0;1.0;5.0;;713983.0;617995.0;57414.0;4146.0;34428.0;;-0.1377389380530972;0.050981358179714456;5.114975573324746;5.130374170136569;4.320070131888317;0.06672386350363715;0.051607345509199216;0.04009116117473014;-0.0010387530864197534;0.0;-0.021229751028806573;0.0004547839506172838;0.06926569902597407;0.0007302611801357305;0.0;0.0034101078630780646;0.0010075912943403305;0.003388653485520904;31.0;2.0;6.0;16906.0;254.0;5467.0;;31.0;;2.0;;16906.0;;254.0;['sk'];SVK;;;;;;;
2020-02-05;167.0;95.0;;107.0;59.0;;1.0;;1044003.0;932771.0;106886.0;;4346.0;;0.0246718309859155;0.0658751017831627;5.359120967599228;5.3779860823556485;4.152635849657588;0.09377506467085774;0.06742863162079353;0.056973489982653114;0.0;0.0;-0.02043246410256409;-0.0006197435897435901;0.07015656590909093;0.0;0.0;0.006034219941536816;0.0020636606246445736;0.006082339468177112;25.0;2.0;6.0;7823.0;16722.0;217515.0;;25.0;;2.0;;7823.0;;16722.0;['sk'];SVK;;;;;;;
2020-02-06;170.0;100.0;;103.0;63.0;2.0;2.0;;513394.0;465278.0;34547.0;8292.0;5277.0;;-0.14030694444444436;0.06002970506609485;5.0572481350460805;5.16659416534759;4.416532085114277;0.10301734865920667;0.06915387969394747;0.05017267970175186;-0.002738595588235294;5.130882352941185e-05;-0.02742348529411764;0.0;0.07528554901960785;0.0019123240194923773;0.002111356723720925;0.00495510199212216;0.0;0.006102943246871386;28.0;1.0;4.0;37228.0;8361.0;3320.0;;28.0;;1.0;;37228.0;;8361.0;['sk'];SVK;;;;;;;
2020-02-07;184.0;101.0;;110.0;73.0;1.0;;;252192.0;117594.0;130452.0;4146.0;;;-0.016713333333333313;0.06275299429583495;5.254920879120878;5.278593106039262;4.329824293228139;0.1095666003374708;0.06990944489596272;0.06444604065263544;0.0;0.0;-0.029429015873015867;0.0007920238095238094;0.06936900701058203;0.0;0.0;0.004969542147663229;0.0007920238095238093;0.0058547376583654425;41.0;3.0;5.0;79668.0;1146.0;11935.0;;41.0;;3.0;;79668.0;;1146.0;['sk'];SVK;;;;;;;
2020-02-08;237.0;168.0;;116.0;120.0;1.0;;;467758.0;332878.0;130734.0;4146.0;;;-0.03887815126050417;0.049388589981275086;5.315395796627615;5.2888464775123865;4.274448584244038;0.08233382064255683;0.0505129616574756;0.045768743997027725;-0.001444050505050505;-0.0014887575757575758;-0.024910805808080798;0.0019558787878787877;0.06969966345598848;0.0008861630570615777;0.001044581416497819;0.004618528060392993;0.0010423265724762306;0.004587886104461885;68.0;4.0;8.0;29565.0;2295.0;68034.0;;68.0;;4.0;;29565.0;;2295.0;['sk'];SVK;;;;;;;
2020-02-09;196.0;109.0;;133.0;61.0;;2.0;;330243.0;271942.0;54927.0;;3374.0;;-0.008407954545454545;0.0626590496887193;5.273515322933044;5.310822113189205;4.309479251409631;0.11494460763042474;0.08828699693574278;0.051865025454562265;-0.001531718181818182;0.0007848090909090909;-0.02716722757575756;-0.0010662818181818182;0.07815267333333335;0.0010768078993714522;0.0008504279281781645;0.004075849921901817;0.0010229616086746174;0.004431369705874418;24.0;4.0;21.0;43378.0;8898.0;17665.0;;24.0;;4.0;;43378.0;;8898.0;['sk'];SVK;;;;;;;
