date;TWI_num;TWI_num_en;TWI_num_locallangs;TWI_num_unvhum;TWI_num_unvbot;TWI_num_verbot;TWI_num_verhum;TWI_num_unk;TWI_fol_all;TWI_fol_unvhum;TWI_fol_unvbot;TWI_fol_verbot;TWI_fol_verhum;TWI_fol_unk;EMO_Sentiment;EMO_Sentiment_stderr;EMO_VAD_V;EMO_VAD_A;EMO_VAD_D;EMO_VAD_V_stderr;EMO_VAD_A_stderr;EMO_VAD_D_stderr;EMO_Big5_O;EMO_Big5_C;EMO_Big5_E;EMO_Big5_A;EMO_Big5_N;EMO_Big5_O_stderr;EMO_Big5_C_stderr;EMO_Big5_E_stderr;EMO_Big5_A_stderr;EMO_Big5_N_stderr;FAC_num_reliable;FAC_num_unreliable;FAC_num_unknown;FAC_fol_reliable;FAC_fol_unreliable;FAC_fol_unknown;reliabile_num_local;reliabile_num_foreign;unreliabile_num_local;unreliabile_num_foreign;reliabile_fol_local;reliabile_fol_foreign;unreliabile_fol_local;unreliabile_fol_foreign;local_languages;iso3;EPI_confirmed_cum;EPI_dead_cum;EPI_recovered_cum;ECO_price_open;ECO_price_high;ECO_price_low;ECO_price_close
2020-01-22;104.0;84.0;84.0;75.0;29.0;;;;264285.0;69331.0;194954.0;;;;-0.09463970588235296;0.07275745469077627;5.342115771530058;5.1620659859981295;4.308350752025752;0.07896380816159017;0.058693472777099714;0.052129939697462185;-0.0003330232558139534;-0.0011425348837209304;-0.02150047674418604;0.0;0.08440104235880397;0.0003330232558139534;0.0011425348837209304;0.004121075542861415;0.0;0.0022259618715297197;17.0;3.0;25.0;12766.0;1106.0;187887.0;14.0;3.0;3.0;;11627.0;1139.0;1106.0;;['sw', 'en'];TZA;;;;;;;
2020-01-23;153.0;101.0;101.0;93.0;59.0;;1.0;;845426.0;169187.0;404912.0;;271327.0;;-0.035135714285714284;0.05516321790823107;5.421960076892064;5.222071148724642;4.417750629068643;0.1015844322439028;0.06488509973718183;0.05425024377605934;0.0;0.0009936956521739133;-0.0318867608695652;-0.0008654927536231883;0.07834692509881426;0.0;0.0009936956521739131;0.004468351043209074;0.000605157638684766;0.003610795788412008;22.0;11.0;22.0;300964.0;227535.0;104669.0;15.0;7.0;11.0;;288493.0;12471.0;227535.0;;['sw', 'en'];TZA;;;;;;;
2020-01-24;347.0;228.0;228.0;181.0;162.0;;4.0;;2904719.0;611032.0;1003843.0;;1289844.0;;0.07890165745856359;0.04163383835657597;5.549760765382576;5.361449106519903;4.390945879658891;0.07684884027670394;0.050425672708383815;0.03328659117058684;-0.0024194911504424772;0.0021443938053097343;-0.02143838318584071;-0.00021567404129793521;0.06743366106194691;0.0014328512462705024;0.0009424117685115244;0.0029424046010086326;0.000772404789775029;0.0035540524089278853;41.0;26.0;32.0;158896.0;34697.0;263176.0;25.0;16.0;24.0;2.0;146794.0;12102.0;33872.0;825.0;['sw', 'en'];TZA;;;;;;;
2020-01-25;683.0;402.0;402.0;428.0;253.0;;2.0;;3136280.0;622648.0;1766442.0;;747190.0;;-0.11491075268817208;0.035781620028447765;5.3702702049008275;5.2621591164986485;4.269974924777259;0.05046513620096922;0.035604424793583306;0.028101269996511774;-0.000845521052631579;0.0031028157894736844;-0.017155610000000026;0.0013315877192982448;0.0595013295627326;0.0005983644349774065;0.0010796249877829845;0.0026719376722462505;0.0009959515035003533;0.0033926012029694176;63.0;13.0;28.0;171609.0;48822.0;567188.0;46.0;17.0;13.0;;122348.0;49261.0;48822.0;;['sw', 'en'];TZA;;;;;;;
2020-01-26;685.0;470.0;470.0;447.0;237.0;;1.0;;1884687.0;352266.0;971873.0;;560548.0;;-0.11706966666666666;0.03392565556323697;5.29253665858608;5.182163598261316;4.308845601914046;0.0483928145849925;0.034630410440559145;0.028560285643918812;-0.0005716612244897959;0.0006942183673469389;-0.022715110476190462;0.0011114272108843537;0.06749776055483067;0.0005064928220817826;0.0005562998225617703;0.002261587085539626;0.0006857323723803374;0.0025216656600587227;61.0;19.0;33.0;101536.0;59937.0;157336.0;51.0;10.0;17.0;2.0;85403.0;16133.0;59164.0;773.0;['sw', 'en'];TZA;;;;;;;
2020-01-27;624.0;450.0;450.0;414.0;204.0;2.0;4.0;;4921734.0;1373174.0;2144329.0;33424.0;1370807.0;;-0.19514491525423752;0.03148275385157663;5.106857739634373;5.115576003989934;4.442165278899912;0.04229062272839682;0.03237929258220968;0.02653187628623994;-0.0005988190661478599;-0.0025960278858625165;-0.015960808041504508;0.00229836186770428;0.06956732320567452;0.00033931449020975014;0.0007124708100464371;0.0023606383077197906;0.000727898086368481;0.0028330206358213074;51.0;42.0;34.0;185798.0;104012.0;329614.0;42.0;9.0;40.0;2.0;163844.0;21954.0;101554.0;2458.0;['sw', 'en'];TZA;;;;;;;
2020-01-28;659.0;424.0;424.0;416.0;238.0;1.0;4.0;;6319995.0;1953850.0;2332237.0;2148.0;2031760.0;;-0.16551584158415847;0.029715774413042788;5.15491132459126;5.212353144235219;4.288317587369057;0.04645626351578405;0.037108658399059684;0.0279169781786144;-0.0024620012437810944;-0.002320066334991708;-0.01543217889499871;0.000958198239571373;0.06095606978264969;0.0007284025662384714;0.0007600785202012419;0.0027418772737275725;0.0010740911843498476;0.003557396660878082;65.0;37.0;72.0;236629.0;332558.0;729086.0;51.0;14.0;36.0;1.0;131040.0;105589.0;330176.0;2382.0;['sw', 'en'];TZA;;;;;;;
2020-01-29;777.0;470.0;470.0;439.0;331.0;1.0;6.0;;11095095.0;2219834.0;5160698.0;6405.0;3708158.0;;-0.08847908496732006;0.02839676632255657;5.3635016278139025;5.1849314997582825;4.408329280368516;0.04439840275239235;0.027494993845867836;0.02655468898102344;-0.002498125592417062;-8.69028436018957e-05;-0.021113648905438983;0.001028134439178515;0.06423632471379331;0.0010469358669036052;0.0005489982209322143;0.002390789986138629;0.0006400996045086953;0.002668595256667169;58.0;39.0;25.0;423919.0;280156.0;182078.0;46.0;12.0;31.0;8.0;402613.0;21306.0;253943.0;26213.0;['sw', 'en'];TZA;;;;;;;
2020-01-30;855.0;621.0;621.0;502.0;348.0;1.0;4.0;;5615157.0;1059815.0;3083492.0;20109.0;1451741.0;;-0.09481073825503353;0.023689640168562717;5.227469815295117;5.169171179579566;4.31752896186514;0.03595839506315218;0.027041295927177716;0.020860044914549392;-0.000981398854961832;-0.0011998549618320612;-0.027091287150127184;-8.140394402035625e-05;0.07187193667046443;0.0004526672067790511;0.0004899195970300053;0.0019084754980113765;0.0005320648450030294;0.002039630268159506;121.0;27.0;36.0;528713.0;80566.0;209563.0;108.0;13.0;23.0;4.0;518762.0;9951.0;52027.0;28539.0;['sw', 'en'];TZA;;;;;;;
2020-01-31;837.0;587.0;587.0;449.0;381.0;2.0;5.0;;5365177.0;950821.0;1794227.0;18860.0;2601269.0;;-0.10617071583514087;0.024870071917834573;5.113345048827331;5.140878243179327;4.389706579436338;0.04295053173150312;0.030854290941926495;0.021725667395663086;-0.0007917465846994535;-0.00016093055555555544;-0.026135249112021825;0.0009234518442622948;0.07202074281012702;0.0005052428601043751;0.00046263540296571573;0.002175484966935468;0.0006613135282716111;0.0022673307368898626;153.0;21.0;21.0;512142.0;69981.0;15672.0;105.0;48.0;19.0;2.0;470565.0;41577.0;64987.0;4994.0;['sw', 'en'];TZA;;;;;;;
2020-02-01;443.0;342.0;342.0;253.0;185.0;;5.0;;3903155.0;470058.0;1513539.0;;1919558.0;;0.04645358490566038;0.03316718433369245;5.331086207176098;5.4021090416034285;4.40140022555472;0.051566038313894655;0.040070214645169855;0.031016247468371894;-0.0012113782894736845;-0.0006811242690058478;-0.0237634349780702;0.0020857763157894733;0.07037440982641266;0.0005618332606167081;0.00048066061500325996;0.0029003275324420317;0.0007732263975611834;0.003291837152858132;61.0;5.0;16.0;784863.0;10407.0;72364.0;51.0;10.0;3.0;2.0;767702.0;17161.0;9748.0;659.0;['sw', 'en'];TZA;;;;;;;
2020-02-02;444.0;343.0;343.0;262.0;177.0;;5.0;;4840088.0;493552.0;1602189.0;;2744347.0;;-0.07159045801526717;0.032942076484640426;5.291035663274634;5.2794324939766115;4.36607191241153;0.053851840969242185;0.03812162362925002;0.02738156406848505;-0.002228070075757576;-0.000947219696969697;-0.02048793058712123;0.0008579417613636362;0.07183232339015151;0.0008568595400797988;0.0005530419194347204;0.002346017185046195;0.0005782120813872651;0.002443949057774743;55.0;2.0;23.0;846357.0;86702.0;604930.0;48.0;7.0;2.0;;739658.0;106699.0;86702.0;;['sw', 'en'];TZA;;;;;;;
2020-02-03;383.0;302.0;302.0;215.0;162.0;;6.0;;5321412.0;610269.0;2017230.0;;2693913.0;;-0.035444888888888866;0.03558918126269349;5.229061351786657;5.2105818515601765;4.35666907845738;0.056180574408809775;0.040214464885776284;0.03293959517088298;-0.0015956624649859944;0.0;-0.022619442076830733;0.0011089579831932773;0.07599569070804796;0.0007832696937828923;0.0;0.0030023893225151147;0.0005474435392144859;0.002506956831961609;53.0;10.0;15.0;68065.0;22196.0;290700.0;51.0;2.0;8.0;2.0;67873.0;192.0;19990.0;2206.0;['sw', 'en'];TZA;;;;;;;
