datetime,iso,local_languages,info_tweets,info_tweets_T,info_tweets_RE,info_tweets_RT,info_tweets_local,info_fact_reliable,info_fact_unreliable,info_fact_unknown,info_fact_reliable_local,info_fact_unreliable_local,info_fact_unknown_local,info_exposure_fact_reliable,info_exposure_fact_unreliable,info_exposure_fact_unknown,info_exposure_fact_reliable_local,info_exposure_fact_unreliable_local,info_exposure_fact_unknown_local,info_bot_verified,info_bot_unverified,info_human_verified,info_human_unverified,info_sentiment,info_vad_V,info_vad_A,info_vad_D,info_big_5_O,info_big_5_C,info_big_5_E,info_big_5_A,info_big_5_N,info_risk_index,info_risk_index_local,eco_close_pct,epi_confirmed,epi_confirmed_new,epi_dead,epi_dead_new
2020-01-22,TTO,en,105,27,0,78,90,18,11,38,16,10,29,12817,6430,533074,11547,5475,521398,1,40,0,64,-0.169,5.140,5.095,4.304,-0.041,-0.049,-0.056,,0.078,0.334,0.322,,,,,
2020-01-23,TTO,en,162,42,8,112,128,24,28,34,16,27,31,21811,17698,246530,17097,17640,238401,0,77,0,85,-0.271,5.169,5.136,4.345,-0.041,-0.034,-0.036,-0.004,0.066,0.448,0.508,,,,,
2020-01-24,TTO,en,342,74,4,264,263,33,33,44,25,33,38,96442,23251,77230,89895,23251,63116,2,169,0,171,0.179,5.877,5.526,4.520,-0.061,-0.015,-0.031,0.005,0.067,0.194,0.205,,,,,
2020-01-25,TTO,en,465,70,2,393,305,47,17,36,43,17,27,128979,21097,261792,128137,21097,243224,0,177,0,288,-0.099,5.587,5.341,4.451,-0.041,-0.042,-0.038,0.000,0.077,0.141,0.141,,,,,
2020-01-26,TTO,en,386,96,4,286,328,54,28,49,51,27,42,74639,20366,290656,72636,17861,280747,0,175,0,211,-0.157,5.203,5.224,4.338,-0.044,-0.052,-0.040,-0.003,0.074,0.214,0.197,,,,,
2020-01-27,TTO,en,375,77,10,288,313,55,47,39,50,47,33,106753,35418,85818,103565,35418,68920,0,148,0,227,-0.245,5.127,5.212,4.379,-0.058,-0.056,-0.016,0.030,0.056,0.249,0.255,,,,,
2020-01-28,TTO,en,435,136,14,285,354,38,52,72,37,52,55,110697,44283,265062,108166,44283,237119,0,200,2,233,-0.186,5.154,5.279,4.220,-0.045,-0.044,-0.033,0.019,0.073,0.286,0.290,,,,,
2020-01-29,TTO,en,510,184,3,323,381,38,15,47,32,15,39,126684,26661,702084,119763,26661,504614,4,249,0,257,-0.106,5.168,5.245,4.383,-0.059,-0.050,-0.035,-0.008,0.080,0.174,0.182,,,,,
2020-01-30,TTO,en,633,161,14,458,548,63,11,84,55,9,70,62341,7812,532978,53440,5739,478071,0,260,2,371,-0.187,5.140,5.126,4.354,-0.041,-0.044,-0.053,0.022,0.079,0.111,0.097,,,,,
2020-01-31,TTO,en,643,169,18,456,560,52,15,53,52,14,44,74185,11243,135532,74185,11085,110430,2,254,1,386,-0.158,5.096,5.182,4.315,-0.061,-0.044,-0.033,0.023,0.066,0.132,0.130,,,,,
2020-02-01,TTO,en,375,109,11,255,331,47,7,49,46,7,44,52822,11691,248988,52095,11691,238289,0,197,0,178,-0.103,5.107,5.232,4.328,-0.055,-0.050,-0.044,-0.005,0.080,0.181,0.183,,,,,
2020-02-02,TTO,en,276,61,7,208,228,35,7,32,33,7,25,49719,10025,100376,49658,10025,84293,0,160,0,116,-0.133,5.224,5.277,4.345,-0.042,-0.049,-0.047,-0.004,0.082,0.168,0.168,,,,,
2020-02-03,TTO,en,231,65,2,164,200,20,10,19,19,10,17,93778,8005,51739,92066,8005,40765,1,134,0,96,-0.138,5.092,5.094,4.377,-0.052,,-0.046,0.010,0.077,0.079,0.080,,,,,
2020-02-04,TTO,en,236,77,1,158,207,21,3,31,20,3,24,24723,5566,50798,24665,5566,41427,1,137,0,98,-0.178,5.106,5.111,4.355,-0.043,-0.054,-0.054,-0.051,0.082,0.184,0.184,,,,,
