datetime,iso,local_languages,info_tweets,info_tweets_T,info_tweets_RE,info_tweets_RT,info_tweets_local,info_fact_reliable,info_fact_unreliable,info_fact_unknown,info_fact_shadow,info_fact_missing,info_fact_science,info_fact_msm,info_fact_satire,info_fact_clickbait,info_fact_political,info_fact_fake,info_fact_conspiracy,info_fact_reliable_local,info_fact_unreliable_local,info_fact_unknown_local,info_fact_reliable_RT,info_fact_unreliable_RT,info_fact_reliable_RE,info_fact_unreliable_RE,info_exposure_fact_reliable,info_exposure_fact_unreliable,info_exposure_fact_unknown,info_exposure_fact_reliable_local,info_exposure_fact_unreliable_local,info_exposure_fact_unknown_local,info_bot_verified,info_bot_unverified,info_human_verified,info_human_unverified,info_sentiment,info_vad_V,info_vad_A,info_vad_D,info_big_5_O,info_big_5_C,info_big_5_E,info_big_5_A,info_big_5_N,info_risk_index,info_risk_index_local,info_dyn_iri_RT,info_dyn_iri_RE,info_dyn_iri,eco_close_pct,epi_confirmed,epi_confirmed_new,epi_dead,epi_dead_new
2020-01-22,LIE,,11,3,0,8,0,1,0,3,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1697,0,59614,0,0,0,0,2,0,9,0.2013,5.3731,5.3312,4.0770,,,-0.0274,,0.0803,0.0000,,0.0000,,0.0000,,,,,
2020-01-23,LIE,,24,3,0,21,0,2,1,3,0,2,1,1,0,0,0,1,0,0,0,0,2,1,0,0,56114,325,115658,0,0,0,0,7,0,17,-0.0520,5.6297,5.4225,4.2351,,,-0.0435,,0.0892,0.0058,,0.3333,,0.3333,,,,,
2020-01-24,LIE,,47,7,0,40,0,2,2,2,0,2,0,2,0,0,1,1,0,0,0,0,2,2,0,0,4484,57649,2251,0,0,0,1,25,0,21,0.1285,5.6255,5.3217,4.7309,-0.0692,-0.0727,-0.0230,-0.0274,0.0649,0.9278,,0.5000,,0.5000,,,,,
2020-01-25,LIE,,81,5,3,73,0,8,1,4,0,4,0,8,0,0,1,0,0,0,0,0,8,1,0,0,119024,112,57730,0,0,0,0,37,0,44,0.0005,5.3759,5.3428,4.3332,,,-0.0466,-0.0336,0.0722,0.0009,,0.1111,,0.1111,,,,,
2020-01-26,LIE,,49,6,0,43,0,1,1,7,3,3,0,1,0,0,0,1,0,0,0,0,0,1,0,0,349,55860,114774,0,0,0,1,18,0,30,-0.0929,5.4983,5.3105,4.3894,0.0407,,-0.0534,0.0109,0.0716,0.9938,,1.0000,,1.0000,,,,,
2020-01-27,LIE,,56,11,1,44,0,4,0,9,1,7,0,4,0,0,0,0,0,0,0,0,3,0,0,0,4078,0,67166,0,0,0,1,24,0,31,-0.0324,5.1333,5.2711,4.4297,-0.0858,-0.0587,-0.0381,0.0196,0.0475,0.0000,,0.0000,,0.0000,,,,,
2020-01-28,LIE,,65,9,1,55,0,7,2,13,4,9,1,6,0,0,2,0,0,0,0,0,6,2,0,0,123008,57167,124423,0,0,0,0,41,1,23,-0.2102,4.9825,5.0847,4.2045,-0.0407,-0.0491,-0.0477,-0.0066,0.0769,0.3173,,0.2500,,0.2500,,,,,
2020-01-29,LIE,,74,14,2,58,0,3,1,3,0,3,0,3,0,0,1,0,0,0,0,0,3,1,0,0,57340,35,56077,0,0,0,0,41,0,33,-0.0621,5.2362,5.2014,4.4434,-0.0798,-0.0713,-0.0367,-0.0171,0.0629,0.0006,,0.2500,,0.2500,,,,,
2020-01-30,LIE,,109,26,1,82,0,2,1,16,4,9,0,2,0,0,1,0,0,0,0,0,0,0,0,0,702,351,62355,0,0,0,1,58,0,50,-0.0470,5.2369,5.2592,4.2414,,,-0.0399,0.0166,0.0737,0.3333,,,,,,,,,
2020-01-31,LIE,,113,22,1,90,0,4,3,8,2,4,0,4,0,1,2,0,0,0,0,0,1,3,0,0,57167,56775,12172,0,0,0,1,62,0,50,-0.0030,5.3269,5.2980,4.2409,-0.0640,-0.0614,-0.0559,-0.0571,0.0804,0.4983,,0.7500,,0.7500,,,,,
